MTR_IDENT	ORIG_ACT	SCH_ACT	ICAO_REGION	CTRY	LOC_HDATUM	WGS_DATUM	EFF_TIMES	CYCLE_DATE
IR905	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR909	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR911	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR912	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR913	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR915	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR916	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR917	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR918	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR919	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR921	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR922	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR923	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR926	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR927	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR928	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR929	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR939	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR952	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR953	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR983	PACAF/DOCS, 25 E ST, SUITE I232, HICKAM AFB, HI 96853-5426 DSN 449-4173.	36 OSS/OSA, UNIT 14035, APO AP 96542-4035 DSN(315)-366-2770.	PG	GQ	GUA	WGE	Continuous	200206
SR038	Base Operations, Lawson AAF, Fort Benning, Ga. DSN 835-3524/2857 C706-545-3524.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
SR039	Base Operations, Lawson AAF, Fort Benning, Ga. DSN 835-3524/2857 C706-545-3524.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
SR040	94/OSS Dobbins AFB, GA 30069-5009 DSN 625-3498, C678-655-3498.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0300Z ++	200505
SR059	118 AW, 240 Knapp Blvd, Nashville, TN 37217, DSN 778-6362/6342, C615-399-5662/56	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
SR060	118 AW, 240 Knapp Blvd, Nashville, TN 37217, DSN 778-6362/6342, C615-399-5662/56	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
SR061	118 AW, 240 Knapp Blvd, Nashville, TN 37217, DSN 778-6362/6342, C615-399-5662/56	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
SR062	118 AW, 240 Knapp Blvd, Nashville, TN 37217, DSN 778-6362/6342, C615-399-5662/56	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
SR069	908 AW, 401 W Maxwell Blvd, Maxwell AFB, AL 36112-6591 DSN 493-5016, C334-953-50	Same as Originating Activity	KZ	US	WGE	WGE	1400-0400Z++	200010
SR070	908 AW, 401 W Maxwell Blvd, Maxwell AFB, AL 36112-6591 DSN 493-5016, C334-953-50	Same as Originating Activity	KZ	US	WGE	WGE	1400-0400Z++	200011
SR071	908 AW, 401 W Maxwell Blvd, Maxwell AFB, AL 36112-6591 DSN 493-5016, C334-953-50	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++	200009
SR072	908 AW, 401 W Maxwell Blvd, Maxwell AFB, AL 36112-6591 DSN 493-5016, C334-953-50	Same as Originating Activity	KZ	US	WGE	WGE	1300-0500Z++	200009
SR073	164 AW (ANG), Memphis Intl, TN 38118 DSN 726-7131.	Columbus AFB, MS DSN 742-7840/7847 C662-434-7840/7847.	KZ	US	WGE	WGE	Continuous	200511
SR074	164 AW (ANG), Memphis Intl, TN 38118 DSN 726-7131.	Columbus AFB, MS DSN 742-7840/7847 C662-434-7840/7847.	KZ	US	WGE	WGE	Continuous	200511
SR075	164 AW (ANG), Memphis Intl, TN 38118 DSN 726-7131.	Columbus AFB, MS DSN 742-7840/7847 C662-434-7840/7847.	KZ	US	WGE	WGE	Continuous	200511
SR1001	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1002	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1003	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1004	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1005	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1006	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1007	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1008	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR1009	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR101	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR1010	3 OSS/DOH, 10460 L Street, Elmendorf AFB, AK 99506-2670 DSN 317-552-4658, C907-5	3 OSS/DOTS, DSN 317-552-3457, C907-552-3457.	PA	US	WGE	WGE	Continuous	200011
SR102	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200109
SR103	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR104	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR105	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR106	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR119	16 OSS/DOO, Hurlburt Field, FL 32544 DSN 579-6877/7812, C850-884-6877/7812.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200011
SR137	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	37/41 FTS, Columbus AFB, MS 39710-5000 DSN 742-7666/7667, C662-434-7666/7667.	KZ	US	WGE	WGE	SR-SS, Daily	200513
SR138	14 OSS/OSOP, Columbus AFB, MS 39710-5000 DSN 742-7560/7633, C662-434-7560/7633.	37/41 FTS, Columbus AFB, MS 39710-5000 DSN 742-7666/7667, C662-434-7666/7667.	KZ	US	WGE	WGE	SR-SS, Daily	200513
SR166	437 0SS/0STA, Charleston AFB, SC 29404-5054 DSN 673-5613, C843-963-5613.	20 OSS/OSOS, Shaw AFB, SC 29152-5000 DSN 965-1118/1119, C803-895-1118/1119, FAX	KZ	US	WGE	WGE	Continuous	200507
SR200	58 OSS/DOO, Kirtland AFB, NM 87117-5861 DSN 263-5979/5888/5701, C505-853-5979/58	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200408
SR201	58 OSS/DOO, Kirtland AFB, NM 87117-5861 DSN 263-5979/5888/5701, C505-853-5979/58	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200408
SR205	97 OSS/DOA, 400 N. 6th Street, Altus AFB, OK 73521 DSN 866-6098, C580-481-6098.	97 OSS/OSK 400 N. 6th Street, Suite 12, Altus AFB, OK 73521 DSN 866-7110, C580-4	KZ	US	WGE	WGE	0830-0230 Local Mon-Fri	200608
SR206	97 OSS/DOA, 400 N. 6th Street, Altus AFB, OK 73521 DSN 866-6098, C580-481-6098.	97 OSS/OSK 400 N. 6th Street, Suite 12, Altus AFB, ok 73521 dsn 866-7110, C580-4	KZ	US	WGE	WGE	0830-0230 Local Mon-Fri	200608
SR208	97 OSS/DOA, 400 N. 6th Street, Altus AFB, OK 73521 DSN 866-6098, C580-481-6098.	97 OSS/OSK, 400 N. 6th Street, Suite 12, Altus AFB, OK DSN 866-7110, C580-481-71	KZ	US	WGE	WGE	0830-0230 Local Mon-Fri	200608
SR210	58 OSS/DOO, Kirtland AFB, NM 87117-5861 DSN 263-5979/5888/5701, C505-853-5979/58	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200408
SR211	58 OSS/DOO, Kirtland AFB, NM 871175861 DSN 263-5979/5888/5701, C505-853-5979/588	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200408
SR212	58 SOW, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-5701	58 OSS/DOO, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-	KZ	US	WGE	WGE	Continuous	200009
SR213	58 SOW, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-5701	58 OSS/DOO, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-	KZ	US	WGE	WGE	Continuous	200009
SR214	58 SOW, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-5701	58 OSS/DOO, 4249 Hercules Way SE, Kirtland AFB, NM 87117 DSN 263-5701, C505-853-	KZ	US	WGE	WGE	Continuous	200009
SR216	97 OSS/DOA, 400 N. 6th Street, Altus AFB, OK 73521 DSN 866-6098, C580-481-6098.	97 OSS/OSK, 400 N. 6th Street, Suite 12, Altus AFB, OK 73521 DSN 866-7110, C580-	KZ	US	WGE	WGE	0830-0230 Local Mon-Fri	200608
SR217	97 OSS/DOA, 400 N. 6th Street, Altus AFB, OK 73521 DSN 866-6098, C580-481-6098.	97 OSS/OSK, 400 N. 6th Street, Suite 12, Altus AFB, OK 73521 DSN 866-7110, C580-	KZ	US	WGE	WGE	0830-0230 Local Mon-Fri	200608
SR218	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR219	314 OSS/OSK, 380 CMSGT WilliamsDrive, Little Rock AFB, AR 72099-4983 DSN 731-330	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4983 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR220	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR221	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4836 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4983 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR222	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR223	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR224	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR225	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR226	314 OSS/OSK, 380 CMSGT Williams Street, Little Rock AFB, AR 72099-4976 DSN 731-3	314 OSS/OSK, 380 CMSGT Williams Street, Little Rock AFB, AR 72099-4976 DSN 731-3	KZ	US	WGE	WGE	Continuous	200505
SR227	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR228	301 OG/SUA, NAS JRB Fort Worth, TX DSN 739-6903/6904/6905, C817-782-6903/6904/69	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200610
SR229	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR230	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR231	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR232	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR233	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR234	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR235	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037	KZ	US	WGE	WGE	Sunrise -Sunset and active days per local directives	200309
SR236	317 AG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200608
SR237	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR238	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR239	314 OSS/OSK, 380 CMSGT Williams Street, Little Rock AFB, AR 72099-4976 DSN 731-3	314 OSS/OSK, 380 CMSGT Williams Street, Little Rock AFB, AR 72099-4976 DSN 731-3	KZ	US	WGE	WGE	Continuous	200505
SR240	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR241	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset and active days per local directives	200309
SR242	317 AG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200608
SR243	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR244	317 AG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200608
SR245	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR246	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-33	314 OSS/OSK, 380 CMSGT Williams Drive, Little Rock AFB, AR 72099-4976 DSN 731-37	KZ	US	WGE	WGE	Continuous	200505
SR247	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset and active days per local directives	200309
SR249	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR250	317 AG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200608
SR251	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200608
SR253	71 FTS/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset and active days per local directives	200309
SR255	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR258	317 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR261	317 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR267	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR270	301 OG/SUA, NAS JRB Fort Worth, TX DSN 739-6903/6904/6905, C817-782-6903/6904/69	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local	200610
SR273	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR274	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850, C580-213-7850.	32 FTS/DOOT, Vance AFB, OK 73705-5202 DSN 448-6251, C580-213-6251.	KZ	US	WGE	WGE	Sunrise to Sunset daily	200313
SR275	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850, C580-213-7850.	32 FTS/DOOT, Vance AFB, OK 73705-5202 DSN 448-6251, C580-213-6251.	KZ	US	WGE	WGE	Sunrise to Sunset daily	200313
SR276	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830-	86 FTS/DOS, 80 Rio Lobo Ln, Laughlin AFB, TX 78843 DSN 732-5584, C830-298-5584.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200313
SR277	47 OSS/OSOR, 570 2nd St., Ste. 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830	86 FTS/DOS, 80 Rio Lobo Ln, Laughlin AFB, TX 78843 DSN 732-5584, C830-298-5584.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200313
SR280	7 WG, Dyess AFB, TX 79607 DSN 461-2318.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200009
SR281	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864/5337,	85 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843-5220 DSN 732-5121/5429, C830-298	KZ	US	WGE	WGE	Sunrise-Sunset daily	200313
SR282	47 OSS/OSOR, 570 2nd St., Ste. 6, Laughlin AFB, TX 78843-5222 DSN 732-5864/5337,	85 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843-5220 DSN 732-5121/5429, C830-298	KZ	US	WGE	WGE	Sunrise-Sunset daily	200313
SR283	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830-	85 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843-5220 DSN 732-5121, C830-298-5121	KZ	US	WGE	WGE	Sunrise-Sunset daily	200404
SR284	47 OSS/OSOR, 570 2nd St., Ste. 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830	85 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843-5220 DSN 732-5121, C830-298-5121	KZ	US	WGE	WGE	Sunrise-Sunset daily	200313
SR286	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	559 FTS, Randolph AFB, TX 78150 DSN 487-5661, C210-652-5661.	KZ	US	WGE	WGE	Sunrise-Sunset Daily, except holidays	200010
SR287	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	559 FTS, Randolph AFB, TX 78150 DSN 487-5661, C210-652-5661.	KZ	US	WGE	WGE	Sunrise-Sunset Daily, except holidays	200010
SR290	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	559 FTS, Randolph AFB, TX 78150 DSN 487-5661, C210-652-5661.	KZ	US	WGE	WGE	Sunrise-Sunset Daily, except holidays	200010
SR292	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	559 FTS, Randolph AFB, TX 78150 DSN 487-5661, C210-652-5661.	KZ	US	WGE	WGE	Sunrise-Sunset daily except holidays	200009
SR293	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	559 FTS, Randolph AFB, TX 78150 DSN 487-5661, C210-652-5661.	KZ	US	WGE	WGE	Sunrise- Sunset daily	200010
SR294	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850 C580-213-7850.	8 FTS/DOO, Vance AFB, OK 73705-5202 DSN 448-6037 C580-213-6037.	KZ	US	WGE	WGE	Sunrise-Sunset	200309
