MTR_IDENT	PT_IDENT	NX_POINT	ICAO_REGION	CRSALT_DESC	CRS_ALT1	CRS_ALT2	ENRALT_DESC	ENR_ALT1	ENR_ALT2	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	MTR_WIDTH_L	MTR_WIDTH_R	USAGE_CD	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	TURN_RAD	TURN_DIR	ADD_INFO	CYCLE_DATE
IR900	A	B	PA	AB	07000MSL		BT	00100AGL	07000MSL		TAL	4	US	1	142.0	56.0	5.0	5.0	S	N64160000	64.266667	W151440000	-151.733333				199708
IR900	AE		PA	BT	00100AGL	07700MSL					EIL	3	US	1	197.0	22.0			B	N64230000	64.383333	W147400000	-147.666667				199813
IR900	B	C	PA	BT	00100AGL	07000MSL	BT	00100AGL	07700MSL		BIG	2	US	1	247.0	97.0	5.0	5.0	T	N64080000	64.133333	W149230000	-149.383333				199708
IR900	C	D	PA	BT	00100AGL	07700MSL	BT	00100AGL	09000MSL		BIG	2	US	1	249.0	86.0	5.0	5.0	T	N64100000	64.166667	W148580000	-148.966667				199708
IR900	D	E	PA	BT	00100AGL	09000MSL	BT	00100AGL	08300MSL		BIG	2	US	1	249.0	39.0	5.0	5.0	C	N64050000	64.083333	W147100000	-147.166667				199708
IR900	D	AE	PA	BT	00100AGL	09000MSL	BT	00100AGL	07700MSL		BIG	2	US	1	249.0	39.0	5.0	5.0	C	N64050000	64.083333	W147100000	-147.166667			ALTERNATE EXIT TRACK INTO R-2211	200508
IR900	E		PA	BT	00100AGL	08300MSL					BIG	2	US	1	268.0	26.0			X	N64120000	64.200000	W146360000	-146.600000				200011
IR901	A	B	PA	AB	06500MSL		BT	00100AGL	06600MSL		BET	2	US	1	66.0	150.0	5.0	5.0	S	N60550000	60.916668	W156440000	-156.733333				200011
IR901	B	C	PA	BT	00100AGL	06600MSL	BT	00100AGL	07200MSL		SQA	4	US	1	186.0	24.0	5.0	5.0	T	N60450000	60.750000	W156010000	-156.016667				199708
IR901	C		PA	BT	00100AGL	07200MSL					ILI	7	US	2	275.0	37.0			X	N60010000	60.016666	W156000000	-156.000000				199511
IR902	A	B	PA	AB	04000MSL		BT	00100AGL	04000MSL		MCG	2	US	1	113.0	36.0	5.0	5.0	S	N62310000	62.516666	W154430000	-154.716667				200011
IR902	B	C	PA	BT	00100AGL	04000MSL	BT	00100AGL	07000MSL		MCG	2	US	1	207.0	20.0	5.0	5.0	C	N62440000	62.733334	W156100000	-156.166667				199708
IR902	C	D	PA	BT	00100AGL	07000MSL	BT	00100AGL	04000MSL		UNK	4	US	1	104.0	86.0	5.0	5.0	T	N63040000	63.066666	W158040000	-158.066667				199708
IR902	D	E	PA	BT	00100AGL	04000MSL	BT	00100AGL	04000MSL		UNK	4	US	1	80.0	45.0	5.0	5.0	T	N63450000	63.750000	W159020000	-159.033333				199708
IR902	E		PA	BT	00100AGL	04000MSL					UNK	4	US	1	62.0	67.0			X	N64020000	64.033333	W158110000	-158.183333				199708
IR903	A	B	PA	AT	07000MSL		BT	00100AGL	07000MSL		TKA	4	US	1	224.0	133.0	5.0	5.0	S	N61290000	61.483334	W154270000	-154.450000				199511
IR903	B	C	PA	BT	00100AGL	07000MSL	BT	00100AGL	06000MSL		MCG	2	US	1	159.0	83.0	5.0	5.0	T	N61340000	61.566666	W155420000	-155.700000				199512
IR903	C	D	PA	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		SQA	4	US	1	230.0	34.0	5.0	5.0	C	N60550000	60.916668	W156440000	-156.733333				199708
IR903	D	E	PA	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		BET	2	US	1	79.0	111.0	5.0	5.0	T	N60280000	60.466667	W158070000	-158.116667				199708
IR903	E	F	PA	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		AKN	2	US	1	318.0	76.0	5.0	5.0	T	N59540000	59.900000	W157380000	-157.633333				199708
IR903	F	G	PA	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		AKN	2	US	1	306.0	70.0	5.0	5.0	T	N59420000	59.700001	W158000000	-158.000000				199512
IR903	G		PA	BT	00100AGL	06000MSL					AKN	2	US	1	302.0	53.0			X	N59250000	59.416668	W157480000	-157.800000				199511
IR905	A	B	PA	AB	17000MSL		BT	00100AGL	17000MSL		TKA	4	US	1	192.0	80.0	5.0	5.0	S	N61150000	61.250000	W151490000	-151.816667				199708
IR905	AH		PA	BT	00100AGL	07000MSL					MCG	2	US	1	207.0	20.0			B	N62440000	62.733334	W156100000	-156.166667				200011
IR905	B	C	PA	BT	00100AGL	17000MSL	BT	00100AGL	17000MSL		TKA	4	US	1	208.0	92.0	5.0	5.0	T	N61230000	61.383333	W152410000	-152.683333			RTE WIDTH 10 NM SOUTHEAST OF PT C TO 4 NM WEST PT C IS 5 NM RIGHT AND 3 NM LEFT.	199708
IR905	C	D	PA	BT	00100AGL	17000MSL	BT	00100AGL	13500MSL		TKA	4	US	1	218.0	89.0	5.0	5.0	B	N61370000	61.616667	W152540000	-152.900000			RTE WIDTH 10 NM SOUTHEAST OF PT C TO 4 NM WEST PT C IS 5 NM RIGHT AND 3 NM LEFT.	199803
IR905	C1	D1	PA	BT	00100AGL	17000MSL	BT	00100AGL	13500MSL		TKA	4	US	1	218.0	89.0	5.0	5.0	B	N61370000	61.616667	W152540000	-152.900000			RTE WIDTH 10 NM SOUTHEAST OF PT C TO 4 NM WEST PT C IS 5 NM RIGHT AND 3 NM LEFT.	200510
IR905	D	E	PA	BT	00100AGL	13500MSL	BT	00100AGL	14500MSL		TKA	4	US	1	223.0	109.0	5.0	5.0	B	N61360000	61.600000	W153400000	-153.666667				199803
IR905	D1	J	PA	BT	00100AGL	13500MSL	BT	00100AGL	07000MSL		TKA	4	US	1	223.0	109.0	5.0	5.0	B	N61360000	61.600000	W153400000	-153.666667				200510
IR905	E	F	PA	BT	00100AGL	14500MSL	BT	00100AGL	09500MSL		TKA	4	US	1	224.0	133.0	5.0	5.0	C	N61290000	61.483334	W154270000	-154.450000				199511
IR905	F	G	PA	BT	00100AGL	09500MSL	BT	00100AGL	08300MSL		TKA	4	US	1	231.0	139.0	5.0	5.0	T	N61410000	61.683334	W154510000	-154.850000				199708
IR905	G	H	PA	BT	00100AGL	08300MSL	BT	00100AGL	07300MSL		MCG	2	US	1	157.0	42.0	5.0	5.0	T	N62150000	62.250000	W155360000	-155.600000				199708
IR905	G	AH	PA	BT	00100AGL	08300MSL	BT	00100AGL	07000MSL		MCG	2	US	1	157.0	42.0	5.0	5.0	T	N62150000	62.250000	W155360000	-155.600000			ALTERNATE EXIT TRACK A PT G TO PT AH.	200510
IR905	H	I	PA	BT	00100AGL	07300MSL	BT	00100AGL	05000MSL		MCG	2	US	1	113.0	36.0	5.0	5.0	C	N62310000	62.516666	W154430000	-154.716667				199708
IR905	I	J	PA	BT	00100AGL	05000MSL	BT	00100AGL	07000MSL		MCG	2	US	1	65.0	49.0	5.0	5.0	A	N62580000	62.966667	W153500000	-153.833333				200011
IR905	I1	J	PA	BT	00100AGL	05000MSL	BT	00100AGL	07000MSL		MCG	2	US	1	65.0	49.0	5.0	5.0	A	N62580000	62.966667	W153500000	-153.833333				200510
IR905	J	K1	PA	BT	00100AGL	07000MSL	BT	00100AGL	08600MSL		MCG	2	US	1	22.0	56.0	5.0	5.0	B	N63360000	63.600000	W154070000	-154.116667				200510
IR905	J	K	PA	BT	00100AGL	07000MSL	BT	00100AGL	08600MSL		MCG	2	US	1	22.0	56.0	5.0	5.0	B	N63360000	63.600000	W154070000	-154.116667				199803
IR905	K	L	PA	BT	00100AGL	08600MSL	BT	00100AGL	07500MSL		MCG	2	US	1	9.0	66.0	5.0	5.0	B	N63530000	63.883333	W154180000	-154.300000				199803
IR905	K1		PA	BT	00100AGL	08600MSL					MCG	2	US	1	9.0	66.0			B	N63530000	63.883333	W154180000	-154.300000				200011
IR905	L	M	PA	BT	00100AGL	07500MSL	BT	00100AGL	07500MSL		TAL	4	US	1	179.0	67.0	5.0	5.0	T	N64100000	64.166667	W153150000	-153.250000				199708
IR905	M		PA	BT	00100AGL	07500MSL					TAL	4	US	1	142.0	56.0			X	N64160000	64.266667	W151440000	-151.733333				200011
IR909	A	B	PA	AB	10600MSL		BT	00100AGL	10600MSL		BIG	2	US	1	70.0	39.0	5.0	5.0	S	N63540000	63.900000	W144160000	-144.266667				199708
IR909	B	C	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	44.0	52.0	5.0	5.0	C	N64150000	64.250000	W143500000	-143.833333				199708
IR909	C		PA	BT	00100AGL	10600MSL					BIG	2	US	1	329.0	28.0			X	N64280000	64.466667	W145450000	-145.750000				199511
IR911	A	B	PA	AB	07200MSL		BT	00100AGL	07200MSL		ILI	7	US	2	277.0	37.0	5.0	5.0	S	N60010000	60.016667	W156000000	-156.000000				200305
IR911	B	C	PA	BT	00100AGL	07200MSL	BT	00100AGL	06600MSL		SQA	4	US	1	186.0	24.0	5.0	5.0	T	N60450000	60.750000	W156010000	-156.016667				199708
IR911	C		PA	BT	00100AGL	06600MSL					BET	2	US	1	66.0	150.0			X	N60550000	60.916667	W156440000	-156.733333				200305
IR912	A	B	PA	AB	04000MSL		BT	00100AGL	04000MSL		UNK	4	US	1	62.0	67.0	5.0	5.0	S	N64020000	64.033333	W158110000	-158.183333				199708
IR912	B	C	PA	BT	00100AGL	04000MSL	BT	00100AGL	04000MSL		UNK	4	US	1	80.0	45.0	5.0	5.0	T	N63450000	63.750000	W159020000	-159.033333				199708
IR912	C	D	PA	BT	00100AGL	04000MSL	BT	00100AGL	07000MSL		UNK	4	US	1	104.0	86.0	5.0	5.0	T	N63040000	63.066666	W158040000	-158.066667				199708
IR912	D	E	PA	BT	00100AGL	07000MSL	BT	00100AGL	04000MSL		MCG	2	US	1	207.0	20.0	5.0	5.0	C	N62440000	62.733334	W156100000	-156.166667				199708
IR912	E		PA	BT	00100AGL	04000MSL					MCG	2	US	1	113.0	36.0			X	N62310000	62.516666	W154430000	-154.716667				199708
IR913	A	B	PA	AB	06400MSL		BT	00100AGL	06400MSL		AKN	2	US	1	302.0	53.0	5.0	5.0	S	N59250000	59.416668	W157480000	-157.800000				199511
IR913	B	C	PA	BT	00100AGL	06400MSL	BT	00100AGL	06400MSL		AKN	2	US	1	306.0	70.0	5.0	5.0	T	N59420000	59.700001	W158000000	-158.000000				199512
IR913	C	D	PA	BT	00100AGL	06400MSL	BT	00100AGL	06400MSL		AKN	2	US	1	318.0	76.0	5.0	5.0	T	N59540000	59.900000	W157380000	-157.633333				199708
IR913	D	E	PA	BT	00100AGL	06400MSL	BT	00100AGL	07400MSL		BET	2	US	1	79.0	111.0	5.0	5.0	T	N60280000	60.466667	W158070000	-158.116667				199708
IR913	E	F	PA	BT	00100AGL	07400MSL	BT	00100AGL	06000MSL		SQA	4	US	1	230.0	34.0	5.0	5.0	C	N60550000	60.916668	W156440000	-156.733333				199708
IR913	F	G	PA	BT	00100AGL	06000MSL	BT	00100AGL	10000MSL		MCG	2	US	1	159.0	83.0	5.0	5.0	T	N61340000	61.566666	W155420000	-155.700000				199512
IR913	G		PA	BT	00100AGL	10000MSL					TKA	4	US	1	224.0	133.0			X	N61290000	61.483334	W154270000	-154.450000				199511
IR915	A	B	PA	AB	07500MSL		BT	00100AGL	07500MSL		TAL	4	US	1	142.0	56.0	5.0	5.0	S	N64160000	64.266667	W151440000	-151.733333				200011
IR915	AF	G1	PA	BT	00100AGL	07000MSL	BT	00100AGL	07300MSL		MCG	2	US	1	207.0	20.0	5.0	5.0	A	N62440000	62.733334	W156100000	-156.166667			ALTERNATE ENTRY TRACK A.	200508
IR915	B		PA	BT	00100AGL	07500MSL					TAL	4	US	1	179.0	67.0			B	N64100000	64.166667	W153150000	-153.250000				200011
IR915	B	C	PA	BT	00100AGL	07500MSL	BT	00100AGL	07500MSL		TAL	4	US	1	179.0	67.0	5.0	5.0	B	N64100000	64.166667	W153150000	-153.250000				199803
IR915	C	D	PA	BT	00100AGL	07500MSL	BT	00100AGL	08600MSL		MCG	2	US	1	9.0	66.0	5.0	5.0	T	N63532400	63.889999	W154180000	-154.300000				199512
IR915	D	E	PA	BT	00100AGL	08600MSL	BT	00100AGL	07000MSL		MCG	2	US	1	22.0	56.0	5.0	5.0	A	N63360000	63.600000	W154070000	-154.116667				199803
IR915	D1	E1	PA	BT	00100AGL	08600MSL	BT	00100AGL	07000MSL		MCG	2	US	1	22.0	56.0	5.0	5.0	A	N63360000	63.600000	W154070000	-154.116667				200011
IR915	E	F	PA	BT	00100AGL	07000MSL	BT	00100AGL	05000MSL		MCG	2	US	1	65.0	49.0	5.0	5.0	A	N62580000	62.966667	W153500000	-153.833333				200011
IR915	E1	F	PA	BT	00100AGL	07000MSL	BT	00100AGL	05000MSL		MCG	2	US	1	65.0	49.0	5.0	5.0	A	N62580000	62.966667	W153500000	-153.833333				200011
IR915	F	G	PA	BT	00100AGL	05000MSL	BT	00100AGL	07300MSL		MCG	2	US	1	113.0	36.0	5.0	5.0	C	N62310000	62.516666	W154430000	-154.716667				199708
IR915	G	H	PA	BT	00100AGL	07300MSL	BT	00100AGL	08300MSL		MCG	2	US	1	157.0	42.0	5.0	5.0	T	N62150000	62.250000	W155360000	-155.600000				200011
IR915	G1	H	PA	BT	00100AGL	07300MSL	BT	00100AGL	08300MSL		MCG	2	US	1	157.0	42.0	5.0	5.0	T	N62150000	62.250000	W155360000	-155.600000				200011
IR915	H	I	PA	BT	00100AGL	08300MSL	BT	00100AGL	09000MSL		TKA	4	US	1	231.0	139.0	5.0	5.0	A	N61410000	61.683334	W154510000	-154.850000				199708
IR915	I	J	PA	BT	00100AGL	09000MSL	BT	00100AGL	14500MSL		TKA	4	US	1	224.0	133.0	5.0	5.0	C	N61290000	61.483334	W154270000	-154.450000				199511
IR915	J	K	PA	BT	00100AGL	14500MSL	BT	00100AGL	13500MSL		TKA	4	US	1	223.0	109.0	5.0	5.0	T	N61360000	61.600000	W153400000	-153.666667			ROUTE WIDTH 4 NM WEST OF PT K TO PT K WILL BE 5NM LEFT AND 3 NM RIGHT CENTERLINE	199708
IR915	K		PA	BT	00100AGL	13500MSL					TKA	4	US	1	218.0	89.0			X	N61370000	61.616667	W152540000	-152.900000				200011
IR916	A	B	PA	AB	08300AGL		BT	00100AGL	10000MSL		BIG	2	US	1	268.0	26.0	5.0	5.0	S	N64120000	64.200000	W146360000	-146.600000				199708
IR916	AA	B1	PA	BT	00100AGL	08300MSL	BT	00100AGL	10000MSL		EIL	3	US	1	197.0	22.0	5.0	5.0	A	N64230000	64.383333	W147400000	-147.666667			ALTERNATE ENTRY TRACK FROM R-2211	200508
IR916	B	C	PA	BT	00100AGL	10000MSL	BT	00100AGL	09000MSL		BIG	2	US	1	249.0	39.0	5.0	5.0	C	N64050000	64.083333	W147100000	-147.166667				199708
IR916	B1	C	PA	BT	00100AGL	10000MSL	BT	00100AGL	09000MSL		BIG	2	US	1	249.0	39.0	5.0	5.0	C	N64050000	64.083333	W147100000	-147.166667				200011
IR916	C	D	PA	BT	00100AGL	09000MSL	BT	00100AGL	07700MSL		BIG	2	US	1	249.0	86.0	5.0	5.0	T	N64100000	64.166667	W148580000	-148.966667				199708
IR916	D	E	PA	BT	00100AGL	07700MSL	BT	00100AGL	07000MSL		BIG	2	US	1	247.0	97.0	5.0	5.0	T	N64080000	64.133333	W149230000	-149.383333				199708
IR916	E		PA	BT	00100AGL	07000MSL					TAL	4	US	1	142.0	56.0			X	N64160000	64.266667	W151440000	-151.733333				200011
IR917	A	B	PA	AB	10600MSL		BT	00100AGL	10600MSL		BIG	2	US	1	27.0	70.0	5.0	5.0	S	N64380000	64.633333	W143270000	-143.450000				199708
IR917	AD		PA	BT	00100AGL	10600MSL					BIG	2	US	1	44.0	52.0			B	N64150000	64.250000	W143500000	-143.833333			ALTERNATE EXIT TRACK	199708
IR917	B	C	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	35.0	112.0	5.0	5.0	C	N64460000	64.766667	W141470000	-141.783333				199708
IR917	C	D	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	49.0	70.0	5.0	5.0	C	N64130000	64.216667	W143050000	-143.083333				199708
IR917	C	AD	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	49.0	70.0	5.0	5.0	C	N64130000	64.216667	W143050000	-143.083333			ALTERNATE EXIT TRACK	200508
IR917	D		PA	BT	00100AGL	10600MSL					BIG	2	US	1	70.0	39.0			X	N63540000	63.900000	W144160000	-144.266667				200011
IR918	A	B	PA	AB	10600MSL		BT	00100AGL	10600MSL		BIG	2	US	1	70.0	39.0	5.0	5.0	S	N63540000	63.900000	W144160000	-144.266667				199708
IR918	AA	B1	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	44.0	52.0	5.0	5.0	A	N64150000	64.250000	W143500000	-143.833333			ALTERNATE ENTRY TRACK	200508
IR918	B	C	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	49.0	70.0	5.0	5.0	B	N64130000	64.216667	W143050000	-143.083333				199708
IR918	B1	C	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	49.0	70.0	5.0	5.0	B	N64130000	64.216667	W143050000	-143.083333				200011
IR918	C	D	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	35.0	112.0	5.0	5.0	B	N64460000	64.766667	W141470000	-141.783333				199708
IR918	D		PA	BT	00100AGL	10600MSL					BIG	2	US	1	27.0	70.0			X	N64380000	64.633333	W143270000	-143.450000				200011
IR919	A	B	PA	AB	11000MSL		BT	00500AGL	11000MSL		TKA	4	US	1	64.0	59.0	5.0	5.0	S	N62170000	62.283333	W148000000	-148.000000				200201
IR919	AF		PA	BT	00100AGL	13300MSL					BIG	2	US	1	213.0	20.0			B	N63510000	63.850000	W146220000	-146.366667				200011
IR919	B	C	PA	BT	00500AGL	11000MSL	BT	00500AGL	09300MSL		TKA	4	US	1	41.0	88.0	5.0	5.0	T	N62510000	62.850000	W147090000	-147.150000				199708
IR919	BG		PA	BT	00100AGL	16700MSL					BIG	2	US	1	216.0	27.0			B	N63490000	63.816666	W146380000	-146.633333				199708
IR919	C	D	PA	BT	00500AGL	09300MSL	BT	00500AGL	11000MSL		BIG	2	US	1	156.0	62.0	5.0	5.0	T	N62590000	62.983334	W145540000	-145.900000			LOWER ALTITUDE ENROUTE TO D IS 500 AGL OR 6000 MSL WHICHEVER IS HIGHER	200201
IR919	D	E	PA	BT	00500AGL	11000MSL	BT	00500AGL	12900MSL		BIG	2	US	1	152.0	48.0	5.0	5.0	C	N63120000	63.200001	W145450000	-145.750000			LOWER ALTITUDE ENROUTE TO E IS 500 AGL OR 6000 MSL WHICHEVER IS HIGHER	200201
IR919	E	F	PA	BT	00500AGL	12900MSL	BT	00100AGL	16700MSL		BIG	2	US	1	169.0	25.0	5.0	5.0	C	N63370000	63.616667	W146000000	-146.000000				200201
IR919	E	AF	PA	BT	00500AGL	12900MSL	BT	00100AGL	13300MSL		BIG	2	US	1	169.0	25.0	5.0	5.0	C	N63370000	63.616667	W146000000	-146.000000				200508
IR919	F	G	PA	BT	00100AGL	16700MSL	BT	00100AGL	16700MSL		BIG	2	US	1	213.0	33.0	5.0	5.0	T	N63450000	63.750000	W146480000	-146.800000				199511
IR919	F	BG	PA	BT	00100AGL	16700MSL	BT	00100AGL	16700MSL		BIG	2	US	1	213.0	33.0	5.0	5.0	T	N63450000	63.750000	W146480000	-146.800000			ALTERNATE EXIT TRACK TWO INTO R-2202	200508
IR919	G		PA	BT	00100AGL	16700MSL					BIG	2	US	1	249.0	39.0			X	N64050000	64.083333	W147100000	-147.166667			ALTERNATE EXIT TRACK ONE INTO R-2202	200201
IR921	A	B	PA	AB	16700MSL		BT	00100AGL	16700MSL		BIG	2	US	1	249.0	39.0	5.0	5.0	S	N64050000	64.083333	W147100000	-147.166667				200201
IR921	AA	B1	PA	BT	00100AGL	16700MSL	BT	00100AGL	16700MSL		BIG	2	US	1	216.0	27.0	5.0	5.0	A	N63490000	63.816666	W146380000	-146.633333			ALTERNATE ENTRY TRACK ONE FROM R-2202	200508
IR921	B	C	PA	BT	00100AGL	16700MSL	BT	00100AGL	16700MSL		BIG	2	US	1	213.0	33.0	5.0	5.0	T	N63450000	63.750000	W146480000	-146.800000				199511
IR921	B1	C	PA	BT	00100AGL	16700MSL	BT	00100AGL	16700MSL		BIG	2	US	1	213.0	33.0	5.0	5.0	T	N63450000	63.750000	W146480000	-146.800000				200201
IR921	BB	C1	PA	BT	00100AGL	11000MSL	BT	00100AGL	16700MSL		BIG	2	US	1	213.0	20.0	5.0	5.0	A	N63510000	63.850000	W146220000	-146.366667			ALTERNATE ENTRY TRACK TWO FROM R-2202	200508
IR921	C	D	PA	BT	00100AGL	16700MSL	BT	00500AGL	12900MSL		BIG	2	US	1	169.0	25.0	5.0	5.0	C	N63370000	63.616667	W146000000	-146.000000			LOWER ALTITUDE ENROUTE TO D IS 500 AGL OR 6000 MSL WHICHEVER IS HIGHER	200201
IR921	C1	D	PA	BT	00100AGL	16700MSL	BT	00500AGL	12900MSL		BIG	2	US	1	169.0	25.0	5.0	5.0	C	N63370000	63.616667	W146000000	-146.000000			LOWER ALTITUDE ENROUTE TO D IS 500 AGL OR 6000 MSL WHICHEVER IS HIGHER	200201
IR921	D	E	PA	BT	00500AGL	12900MSL	BT	00500AGL	11300MSL		BIG	2	US	1	152.0	48.0	5.0	5.0	C	N63120000	63.200001	W145450000	-145.750000			LOWER ALTITUDE ENROUTE TO E IS 500 AGL OR 6000 MSL WHICHEVER IS HIGHER	200201
IR921	E	F	PA	BT	00500AGL	11300MSL	BT	00500AGL	09300MSL		BIG	2	US	1	156.0	62.0	5.0	5.0	T	N62590000	62.983334	W145540000	-145.900000			WHICHEVER IS HIGHER B 113 MSL	200201
IR921	F	G	PA	BT	00500AGL	09300MSL	BT	00500AGL	11000MSL		TKA	4	US	1	41.0	88.0	5.0	5.0	T	N62510000	62.850000	W147090000	-147.150000				199708
IR921	G		PA	BT	00500AGL	11000MSL					TKA	4	US	1	64.0	59.0			X	N62170000	62.283333	W148000000	-148.000000				200201
IR922	A	B	PA	AB	14500MSL		BT	00100AGL	14500MSL		BIG	2	US	1	152.0	48.0	5.0	5.0	S	N63120000	63.200001	W145450000	-145.750000				199511
IR922	B	C	PA	BT	00100AGL	14500MSL	BT	10000MSL	14000MSL		BIG	2	US	1	96.0	54.0	5.0	5.0	T	N63290000	63.483334	W144050000	-144.083333				199708
IR922	C	D	PA	BT	10000MSL	14000MSL	BT	00100AGL	11000MSL		BIG	2	US	1	73.0	69.0	5.0	5.0	T	N63450000	63.750000	W143100000	-143.166667				199708
IR922	D		PA	BT	00100AGL	11000MSL					BIG	2	US	1	49.0	70.0			X	N64130000	64.216667	W143050000	-143.083333				199708
IR923	A	B	PA	AB	11000MSL		BT	00100AGL	11000MSL		BIG	2	US	1	49.0	70.0	5.0	5.0	S	N64130000	64.216667	W143050000	-143.083333				199708
IR923	B	C	PA	BT	00100AGL	11000MSL	BT	10000MSL	14000MSL		BIG	2	US	1	73.0	69.0	5.0	5.0	T	N63450000	63.750000	W143100000	-143.166667				199708
IR923	C	D	PA	BT	10000MSL	14000MSL	BT	00100AGL	14500MSL		BIG	2	US	1	96.0	54.0	5.0	5.0	T	N63290000	63.483334	W144050000	-144.083333				199708
IR923	D		PA	BT	00100AGL	14500MSL					BIG	2	US	1	152.0	48.0			X	N63120000	63.200001	W145450000	-145.750000				199511
IR926	A	B	PA	AB	06000MSL		BT	00100AGL	06000MSL		BIG	2	US	1	70.0	39.0	5.0	5.0	S	N63540000	63.900000	W144160000	-144.266667				199708
IR926	AC		PA	BT	00100AGL	15000MSL					BIG	2	US	1	169.0	25.0			B	N63370000	63.616667	W146000000	-146.000000				199708
IR926	B	C	PA	BT	00100AGL	06000MSL	BT	00100AGL	08000MSL		BIG	2	US	1	94.0	28.0	3.0	2.5	T	N63450000	63.750000	W144510000	-144.850000				199708
IR926	B	AC	PA	BT	00100AGL	06000MSL	BT	00100AGL	15000MSL		BIG	2	US	1	94.0	28.0	5.0	5.0	B	N63450000	63.750000	W144510000	-144.850000			5L/5R TO A PT 8.5 NM W OF B THEN 5L/1R TO A PT 12 NM E OF AC THEN 5L/5R TO AC.	200508
IR926	C	D	PA	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BIG	2	US	1	98.0	15.0	3.0	3.0	T	N63510000	63.850000	W145150000	-145.250000			3L/3R TO A PT 12 NM E OF D THEN 5L/3R TO D.	199708
IR926	D		PA	BT	00100AGL	08000MSL					BIG	2	US	1	196.0	13.0			X	N63510000	63.850000	W146040000	-146.066667				200011
IR927	A	B	PA	AB	08000MSL		BT	00100AGL	08000MSL		BIG	2	US	1	196.0	13.0	3.0	3.0	S	N63510000	63.850000	W146040000	-146.066667			WIDTH IS 3 NM LEFT AND 5 NM RIGHT TO A PT 12 NE OF A THEN 3L/3R	199708
IR927	B	C	PA	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BIG	2	US	1	98.0	15.0	2.5	3.0	T	N63510000	63.850000	W145150000	-145.250000				199708
IR927	BB	C1	PA	AB	15000MSL		BT	00100AGL	10000MSL		BIG	2	US	1	169.0	25.0	1.0	5.0	A	N63370000	63.616667	W146000000	-146.000000			ALTERNATE ENTRY TRACK	200508
IR927	C	D	PA	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BIG	2	US	1	94.0	28.0	5.0	5.0	T	N63450000	63.750000	W144510000	-144.850000				199708
IR927	C1	D	PA	BT	00100AGL	10000MSL	BT	00100AGL	08000MSL		BIG	2	US	1	94.0	28.0	5.0	5.0	T	N63450000	63.750000	W144510000	-144.850000				200011
IR927	D		PA	BT	00100AGL	08000MSL					BIG	2	US	1	70.0	39.0			X	N63540000	63.900000	W144160000	-144.266667				200011
IR928	A	B	PA	AB	07000MSL		BT	00100AGL	10000MSL		BIG	2	US	1	329.0	28.0	5.0	5.0	S	N64280000	64.466667	W145450000	-145.750000				199511
IR928	B		PA	BT	00100AGL	10000MSL					TKA	4	US	1	9.0	140.0			X	N64100000	64.166667	W147000000	-147.000000				199708
IR929	A	B	PA	AB	10000MSL		BT	00100AGL	07000MSL		TKA	4	US	1	9.0	140.0	5.0	5.0	S	N64100000	64.166667	W147000000	-147.000000				199708
IR929	B		PA	BT	00100AGL	07000MSL					BIG	2	US	1	329.0	28.0			X	N64280000	64.466667	W145450000	-145.750000				199511
IR939	A	B	PA	AB	10600MSL		BT	00100AGL	10600MSL		BIG	2	US	1	329.0	28.0	5.0	5.0	S	N64280000	64.466667	W145450000	-145.750000				199511
IR939	B	C	PA	BT	00100AGL	10600MSL	BT	00100AGL	10600MSL		BIG	2	US	1	44.0	52.0	5.0	5.0	C	N64150000	64.250000	W143500000	-143.833333				199708
IR939	C		PA	BT	00100AGL	10600MSL					BIG	2	US	1	70.0	39.0			X	N63540000	63.900000	W144160000	-144.266667				199708
IR952	A	B	PA	AB	17000MSL		BT	00100AGL	17000MSL		BIG	2	US	1	35.0	112.0	5.0	5.0	S	N64460000	64.766667	W141470000	-141.783333				199708
IR952	AO	AP	PA	BT	00100AGL	17000MSL	BT	00100AGL	17000MSL		FYU	2	US	1	164.0	102.0	5.0	5.0	T	N64560000	64.933334	W146200000	-146.333333			ALTERNATE RACETRACK IN R-2205	199708
