MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
SR825	5	(b) Buildings at N42-40 W77-40. (c) Letchworth State Park area 1 NM wide from N42-44 W77-55 to N42-35 W78-02. (7) From 20 Mar through 15 May; 10 Sep through 15 Nov, either avoid area from N4	200011
SR825	6	3-06 W78-30 to N43-10 W78-30 to N43-10 W78-12 to N43-06 W78-12 or maintain altitude no less than 2600' MSL and reduce airspeed to a maximum of 180 KIAS through the area.	200011
SR825	7	(8) Route is assessed under AFR 19-2 for C130 operations only.	200011
SR835	1	ROUTE WIDTH - 2 NM right side of centerline from (A) to (B), 1 NM either side ofcenterline from (B) to (F).                                                   Remarks:	200011
SR835	2	(1) SR-835 shares common airspace with VR-1755 from (C) to (D), coordination must be performed with COMMAT WING ONE, Oceana NAS, VA through 459 TAW prior to use.	200011
SR835	3	(2) Minimum altitude: Days, 300' AGL (A) to (D), 500' AGL (D) to (F);  1000' AGL nights. (3) Entry Point: Andrews VORTAC 210/19	200011
SR835	4	.                                         (4) Exit Point: Brooke VORTAC 076/13.	200011
SR844	1	ROUTE WIDTH - 4 NM either side of centerline from (A) to (F), 2 NM either side of centerline from (F) to (H), 0 NM left and 2 NM right of centerline from (H) to(I), 3 NM either side of centerline from (I) to (J).	200011
SR844	2	Remarks: (1) Minimum altitude: 500' AGL. (2) Entry Point: DQO VORTAC (CH 87) 15	200011
SR844	3	6/16 DME.                                 (3) (F) to (G): Do not over-fly southern tip of Long Beach Island, bird nesting area. (4) (G) to (H): All aircraft will rema	200011
SR844	4	in a minimum of 1 NM East of Long Beach Island. (5) (H) to (I): Minimum altitude 1200'MSL turboprops (2000' MSL turbojets). Aircraft will be established at altitude	200011
SR844	5	prior to crossing island. Maintain altitude until 5 NM prior to (J). (6) Over-flight of Surf City, NJ (N39-40 W74-10) prohibited (Congressional).    (7) Avoid noise sensitive area at N39-	200011
SR844	6	36.8 W74-35.2 by 1 NM or 1000' AGL.       (8) Contact Warren Grove Range to de-conflict with VR-1709.                     (9) Remain alert for VFR traffic alongNJ coastline, particularly during summer months.	200011
SR845	1	ROUTE WIDTH - 4 NM either side of centerline from (A) to (G), 2 NM either side of centerline from (G) to (H), 0 NM left and 2 NM right of centerline from (H) to(J), 3 NM either side of centerline from (J) to (K).	200011
SR845	2	Remarks: (1) Minimum altitude: 500' AGL. (2) Entry Point: DQO VORTAC (CH 87) 156	200011
SR845	3	/16 DME.                                 (3) (G) to (H): Do not over-fly southern tip of Long Beach Island, bird nesting area. (4) (H) to (I): All aircraft will remai	200011
SR845	4	n a minimum of 1 NM East of Long Beach Island. (5) (I) to (J): Minimum altitude 1200' MSL turboprops (2000' MSL turbojets). Aircraft will be established at altitude p	200011
SR845	5	rior to crossing island. Maintain altitude until 5 NM prior to (K). (6) Over-flight of Surf City, NJ (N39-40 W74-10) prohibited (Congressional).  (7) Avoid noise sensitive area at N39-36.	200011
SR845	6	8 W74-35.2 by 1 NM or 1000' AGL.     (8) Contact Warren Grove Range to de-conflict with VR-1709.                     (9) Remain alert for VFR traffic along NJ coastline, particularly during summer months.	200011
SR846	1	ROUTE WIDTH - 4 NM either side of centerline from (A) to (D), 3 NM either side of centerline from (D) to (F), 0 NM left and 3 NM right of centerline from (F) to(H), 3 NM either side of centerline from (H) to (I).	200011
SR846	2	Remarks: (1) Minimum altitude: 500' AGL. (2) Entry Point: DQO VORTAC (CH 87) 1	200011
SR846	3	56/16 DME.                                 (3) (E) to (F): Do not over-fly southern tip of Long Beach Island, bird nesting area. (4) (F) to (G): All aircraft will rem	200011
SR846	4	ain a minimum of 1 NM East of Long Beach Island. (5) (G) to (H): Minimum altitude 1200' MSL turboprops (2000' MSL turbojets). Aircraft will be established at altitude	200011
SR846	5	prior to crossing island. Maintain altitude until 5 NM prior to (I). (6) Over-flight of Surf City, NJ (N39-40 W74-10) prohibited (Congressional).  (7) Avoid noise sensitive area at N39-3	200011
SR846	6	6.8 W74-35.2 by 1 NM or 1000' AGL.     (8) Contact Warren Grove Range to de-conflict with VR-1709.                     (9) Remain alert for VFR traffic along NJcoastline, particularly during summer months.	200011
SR847	1	ROUTE WIDTH - 5 NM either side of centerline from (A) to (B), 3 NM either side of centerline from (B) to (D). Remarks:	200011
SR847	2	(1) Minimum altitude: 500' AGL. (2) Remain alert for VFR traffic.	200011
SR867	1	ROUTE WIDTH - 1 NM either side of centerline. Remarks: (1) Minimum altitude: 500' AGL day; 1000' AGL night.	200003
SR867	2	(2) Minimum altitude: 1500' AGL between (G) and (H). (3) All flights departing Langely AFB will be under IFR until reaching (A).	200003
SR871	1	ROUTE WIDTH - 5 NM either side of centerline. Remarks: (1) Minimum altitude: 300' AGL day, exce	200011
SR871	2	pt 500' AGL from 3 NM prior (B) to 3 NM beyond (B), from (D) to (E) and from 3 NM prior to (G) to (G). Night 1000' AGL.	200011
SR872	1	ROUTE WIDTH - 5 NM either side of centerline. Remarks: (1) Minimum altitude: 300' AGL day, exc	200011
SR872	2	ept 500' AGL within 1 NM of Summersville, WV between (A) and (B) from 3 NM priorto (C), to 3 NM beyond  (C); from (E) to (F) and from 3 NM prior to (H) to (H);night 1000' AGL.	200011
SR873	1	ROUTE WIDTH - 5 NM either side of centerline. Remarks: (1) Minimum Altitude: Day 300' AGL ex	200011
SR873	2	cept 500' AGL from 20 NM prior to (C) to (D), 3 NM prior to (F) to (F); night 1000' AGL.	200011
SR874	1	ROUTE WIDTH - 5 NM either side of centerline. Remarks: (1) Minimum altitude: 300' AGL day, ex	200011
SR874	2	cept 500' AGL within 1 NM of Summersville, WV between (A) and (B), from (D) to (E), from 3 NM prior to (G) to (G); night 1000' AGL.	200011
SR900	1	ROUTE WIDTH - 5 NM either side of centerline from (A) to (C), 3 NM left and 5 NMright of centerline from (C) to (D), 5 NM either side of centerline from (D) to(G).	200011
SR900	2	Remarks: (1) Minimum altitude: 500' AGL; except 1000' AGL until 5 NM past (A) and from 17 NM past (B) to 13 NM pa	200011
SR900	3	st (D).                                                 (2) Entry Point: Keene VORTAC 233/22.                                           (3) Exit Point: WestoverVOR.	200011
SR901	1	ROUTE WIDTH - 5 NM either side of centerline from (A) to (B), 3 NM left and 5 NMright of centerline from (B) to (C), 5 NM either side of centerline from (C) to(E).	200011
SR901	2	Remarks: (1) Minimum altitude: 500' AGL; except 1000' AGL until 13 NM past (A).          (2) Entry Point: Westover V	200011
SR901	3	OR 171/17.                                           (3) Exit Point: Westover VOR.	200011
SR902	1	ROUTE WIDTH - 5 NM either side of centerline from (A) to (E), 3 NM left and 5 NMright of centerline from (E) to (F), 5 NM either side of centerline from (F) to(G).	200011
SR902	2	Remarks: (1) Minimum altitude: 500' AGL, except 1000' AGL from 23 NM past (E) to (F).  (2) Avoid town of Gilmanton 12 NM past (B).	200011
SR902	3	(3) Entry Point: Pease VORTAC 316/11. (4) Exit Point: Westover VOR. (5) Avoid town of Fitzwilliam NH, 2NM west o	200011
SR902	4	f (D).	200011
SR904	1	ROUTE WIDTH - 3 NM either side of centerline. Remarks: (1) Minimum altitude: 500' AGL.	200011
SR905	1	ROUTE WIDTH - 3 NM either side of centerline. Remarks: (1) Minimum altitude: 500' AGL.	200011
VR025	1	TERRAIN FOLLOWING OPERATIONS: Authorizes entire route. ROUTE WIDTH - 5 NM either side of centerline from A to B, 10 NM left and 8 NM right of centerline from B to D, 10 NM left and 20 NM right of centerline from D t	200606
VR025	2	o E, 20 NM left and 20 NM right of centerline from E to G. SPECIAL OPERATING PROCEDURES: (1) CAUTION: Interstste 95 is a major VFR fly way for civil aircraft.	200606
VR025	3	(2) Route is to used ib conjunction with Townsend Target (R-3007). Do not enter R-3007 without clearance from Townsend Range Control (228.4 or 252.9, 119.225). (3) Route shares centerline and is reverse course direction of VR-045.	200606
VR025	4	(4) Primary Entry Point A, Alternate Entry Points are B and C. (5) Primary Exit Point G, Alternate Exit Points are D, E and F. (6) Avoid overflifgt of Blackbeard, Harris Neck and Sapelo National Wildlife Ref	200606
VR025	5	uges by 1500' AGL or 1 NM horizontally.                                       (7) Minimum altitude of 1500' AGL fron Point D to G from 1 December to 31 March. (8) 1228 MSL Antenna Tower located N31-35.15 W81-20.60.                         (	200606
VR025	6	9) 1039 MSL Antenna Tower located N31-37.00 W81-21.50.                         (10) 518 MSL Antenna Tower located N31-30.60 W81-24.00.                         (11) 540 MSL Antenna Tower located N31-26.70 W81-25.60.                         (	200606
VR025	7	12) Route crosses VR-1041 and VR-1040 at Point D.                              FSS's Within 100NM Radius: GNV MCN	200606
VR041	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline from A to B; 2 NM left and 5 NM right of centerline from B to E; 5 NM either side of centerline from E to J; 5 NM l	200608
VR041	2	eft and 4 NM right of centerline from J to K; 3 NM left and 1 NM right of centerline from K to L. Special Operating Procedures:	200608
VR041	3	(1) Route reservation and brief required. (2) Alternate Entry; G. Alternate Exit; D and G. (3) Contact Leesburg FSS prior to entry on 255.4 with Entry/Exit times.	200608
VR041	4	(4) Contact Charleston Approach on 119.2/398.95 with estimate of arrival time atPoint H and Point I. (5) Maintain at or above 1000' AGL until 6 NM past Point C.	200608
VR041	5	(6) Conflicting routes: (a) VR-1756 crosses twice at Point A and Point C, and twice between Point J and Point K;	200608
VR041	6	(b) VR-043 crosses between Point C and Point D, and between Point J and Point K;(c) VR-093 crosses twice between Point F and Point H; (d) VR-1632 crosses twice near Point H;	200608
VR041	7	(e) VR-1633 crosses at Point I; (f) VR-1754/1722 crosses twice between Point J and Point L; (g) VR-096 is head-on from 18 NM northwest of Point L until the end of the route	200608
VR041	8	. (7) Hazards: (a) N37-31.5 W79-41.5 - Springwood Gliderport. Glider activity on Sat, Sun, and	200608
VR041	9	Wed from 0900-sunset, SFC to 14,000' MSL. Remain right of centerline the vicinity of Point C; (b) There are numerous powerlines located in mountainous and flat terrain on thi	200608
VR041	10	s route from Points C to J. Cables that cross large valleys and gorges are extremely difficult to acquire visually, some as late as 3 NM depending on sun/environmental conditions. Airmen must maintain agressive lookout doctrine;	200608
VR041	11	(c) N37-34.0 W80-58.7-Powerlines cross 400' gorge; (d) N37-35.2 W81-00.2-Powerlines cross 400' gorge; (e) N38-09.4 W81-06.7-3 uncharted 400' AGL antenna towers;	200608
VR041	12	(f) Extensive helicopter operations along entire route; (g) Uncharted powerline at N37-06.9 W82-04.1 between points F and G. 259' AGL 2432' MSL.	200608
VR041	13	(8) Avoidance areas: (a) N37-03.0 W81-47.0-Uncharted airfield; (b) N37-44.0 W78-58.0-Uncharted airfield;	200608
VR041	14	(c) Avoid Congressional Noise Sensitive Area: town of Sinks Grove, WV at N37-39.8 W80-32.8 (17 NM East of D) by 3 NM and 100'. FSS's Within 100 NM Radius: AOO, DAY, DCA, EKN, RDU	200608
VR042	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 4 NM left and 2 NM right of centerline from A to B; 4 NM either side of centerline from B to C; 1 NM either side of centerline from C to D; 4 NM l	200608
VR042	2	eft and 3 NM right of centerline from D to E; 4 NM either side of centerline from E to G; 3 NM either side of centerline from G to J; 4 NM either side of centerline from J to M; 2 NM left and 4 NM right of centerline from M to O.	200608
VR042	3	Special Operating Procedures: (1) Route reservation and brief required. (2) Alternate Entry: D, F, H, J, L. Alternate Exit: D, F, H, J, L, M, N.	200608
VR042	4	(3) Contact Leesburg FSS prior to entry on 255.4 with Entry/Exit times. (4) Climb to 1000' AGL 4 NM prior to Point H and maintain until 4 NM past Point H.	200608
VR042	5	(5) Conflicting routes: (a) VR-1713/VR-1753 cross at Point A. (b) VR-073 crosses at Point B.	200608
VR042	6	(c) VR-1060/VR-1061/VR-096 cross between Point B and C, and between Point M and N. (d) VR-1759 crosses between Point B and C, and between Point M and N.	200608
VR042	7	(e) VR-043 is head on at Point C, and crosses between Point E and F, and betwee n Point K and L. (f) VR-1722 crosses between Point D and E, and between Point L and M.	200608
VR042	8	(g) VR-043 crosses betweem Point E and F, and between Point K and L. (h) VR-1721 crosses between Point F and G, and between Point K and L. (i) VR-1726 crosses at Point K and between Point H and I.	200608
VR042	9	(j) VR-086 is opposite direction from Point B to C. Deconflict with Shaw AFB DSN965-2622. (6) Hazards:	200608
VR042	10	(a) Farmville MOA is active from 0800-1700 local, Mon-Fri, from 300' AGL to 5000' MSL. Monitor Washington ARTCC on 317.7, do not check in. Route users must deconflict the Farmville MOA with the 1st FW only if routes are used between the hou	200608
VR042	11	rs of 0800-1700 local, MonFri, DSN 574-2559/2483. (b) N36-23.7 W78-04.5 - Uncharted 800' AGL antenna tower. (c) N36-48.7 W79-53.4 - Uncharted 200' AGL powerlines.	200608
VR042	12	(d) Extensive helicopter operations from Point G to L. (e) N36-55.2 W80-44.5 - 229' AGL powerlines crossing New River. (7) Do not fly over:	200608
VR042	13	(a) N36-34.6 W81-22.4 - Remain 1000' AGL and 1 NM from horse farm. (b) N37-01.5 W80-27.5 - Remain 1000' AGL and 1 NM from horse farm. (c) N36-58.5 W80-15.0 - Remain 1000' AGL and 1 NM from Floyd Agricultural Energy	200608
VR042	14	Cooperative. (d) N36-59.0 W78-52.0 - Remain 2 NM from historical structure. (e) Do not fly north of centerline from Point J to K. Remain south of route cent	200608
VR042	15	erline. This section of the route is extremely noise sensitive. (8) Avoid: (a) When conducting terrain following operations between Point F and L, avoid di	200608
VR042	16	rect over flight of residential structures to the maximum extent possible. This section of the route is extremely noise sensitive. (b) N36-25.0 W80-57.5 - Uncharted 100' AGL water tower on mountain peak.	200608
VR042	17	(c) N36-59.5 W80-27.2 - Uncharted airfield. (d) N37-04.5 W79-49.6 - Uncharted airfield. (e) N37-03.0 W79-31.8 - 3 uncharted 200' AGL microwave towers on ridge.	200608
VR042	18	(9) Climb to 1000' AGL 3 NM prior to Pt G and maintain until 3 NM past Point G. (10) N36-39.0 W77-41.1 - Remain 1000' AGL and 1NM from the ostrich farm - 2NM  prior to Point N to 2NM past Point N.	200608
VR042	19	FSS's Within 100 NM Radius: AND, DCA, EKN, RDU	200608
VR043	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 5 NM either side of centerline from A to F; 3 NM either side of centerline from F to 5 NM NW of G; 1 NM left and 3 NM right of centerline from 5 N	200010
VR043	2	M NW of G to G; 3 NM left and 5 NM right of centerline from G to H; 5 NM either side of centerline from H to M. Special Operating Procedures:	200010
VR043	3	(1) Route reservation and brief required. (2) Alternate Entry: B, C, D, E, F, G, H, J and K.  Alternate Exit: B, C, D, E, F, G, H, I, J and K.	200010
VR043	4	(3) Contact  Elkins FSS prior to Point A or Leesburg FSS prior to Point E on 255.4 with entry/exit times. (4) If exiting route at Point M, transit R-5314 beow 1000' AGL unless scheduled	200010
VR043	5	and/or cleared by Navy Dare Range Control Officer on frequency 358.8. Do not enter R-5313 unless scheduled. (5) Conflicting routes:	200010
VR043	6	(a) VR-1754 crosses between Point B and C; (b) VR-1756 crosses between Point C and D; (c) VR-041 crosses between Point C and D, and between Point E and F;	200010
VR043	7	(d) VR-042 crosses between Point G and H, and between Point H and I; (e) VR-1721 crosses between Point G and H; (f) VR-1061/VR-1722 cross between Point H and I;	200010
VR043	8	(g) VR-086 crosses between Point I and J, and between Point K and L; (h) VR-1060/VR-1759 crosses between Point J and K; (i) VR-1046 crosses at Point K;	200010
VR043	9	(j) VR-085 crosses between Point K and L. (6) Hazards: (a) Evers MOA is active with continuous daytime operations from 1000' AGL to FL	200010
VR043	10	180. Contact 1 FW Scheduling, 1 OSS/OSO, Langley AFB, VA, DSN 574-2559/2483 for MOA flight information/deconfliction prior to scheduling; (b) N38-18.0 W79-58.0 - Powerlines crossing the Greenbriar River extend above 20	200010
VR043	11	0' AGL and are very difficult to acquire visually; (c) N35-59.2 W76-56.5 - Uncharted 400' AGL antenna tower; (d) Exercise caution in the vicinity of R-5314. Numerous MTR's terminate in this	200010
VR043	12	area. Military aircraft may be holding VFR over the Phelps Lake or at the Alligator River bridge awaiting for clearance into the Dare Bombing Range. (7) Do not fly over:	200010
VR043	13	(a) N38-26.2 W79-50.1 - Remain 4 NM from National Radio Astronomy Observatory. Avoid UHF communication to maximum extent (not to interfere with safty) within 15NM of Observatory;	200010
VR043	14	(b) N36-49.0 W80-04.0 - Remain 2 NM from elementary school; (c) N37-11.0 W80-32.0 - Remain 1000' AGL and 2 NM from Radford Army Ammunition Plant;	200010
VR043	15	(d) N36-05.0 W77-25.0 - Remain 2 NM from bird farm. (8) N35-47.5 W76-24.8 - Phelps Lake boat ramp. (b) Avoid uncharted tower at Oak Level, VA (N36-50.5 W79-55.1) 310' AGL 1430' MS	200010
VR043	16	L; (c) Remain right of centerline from Point A to B. Congressional noise sensitive area;	200010
VR043	17	(d) At Point H, avoid the town of Ferrum by 1000' AGL or 3 NM to the South; (e) Avoid the town of Marlington, located at N38-13.0 W80-06.0 - by 1 NM and 1000'.	200010
VR043	18	FSS's Within 100 NM Radius: AOO, DCA, EKN, RDU	200010
VR045	1	TERRAIN FOLLOWING OPERATIONS: Authorized for entire route. ROUTE WIDTH - 20 NM either side of centerline from A to C; 10 NM left and 20 NM right of centerline from C to D; 10 NM right and 8 NM left of centerline from D	200606
VR045	2	to F. 5 NM either side of centerline from F to G Special Operating Procedures: (1) CAUTION: Interstste 95 is a major VFR fly way for civil aircraft.	200606
VR045	3	(2) Route is to used in conjunction with Townsend Target (R-3007). Do not enter R-3007 without clearance from Townsend Range Control (228.4 or 252.9, 119.225). (3) Route shares centerline and is reverse course direction of VR-025.	200606
VR045	4	(4) Primary Entry Point A, Alternate Entry Points are B and C. (5) Primary Exit Point G, Alternate Exit Points are D, E and F. (6) Avoid overflifgt of Blackbeard, Harris Neck and Sapelo National Wildlife Ref	200606
VR045	5	uges by 1500' AGL or 1 NM horizontally. (7) Minimum altitude of 1500' AGL fron Point D to G from 1 December to 31 March.(8) 1228 MSL Antenna Tower located N31-35.15 W81-20.60.	200606
VR045	6	(9) 1039 MSL Antenna Tower located N31-37.00 W81-21.50. (10) 518 MSL Antenna Tower located N31-30.60 W81-24.00. (11) 540 MSL Antenna Tower located N31-26.70 W81-25.60.	200606
VR045	7	(12) Route crosses VR-1041 and VR-1040 at Point D. FSS's Within 100NM Radius: GNV MCN	200606
VR054	1	TERRAIN FOLLOWING OPERATIONS: Not authorized. ROUTE WIDTH - 2 NM either side of centerline from A to B; 4 NM either side of centerline from B to C.	200009
VR054	2	Special Operating Procedures: (1) Minimum route altitude will be 500' AGL from 1 Nov to 1 Mar due to migratorywaterfowl.	200009
VR054	3	(2) Minimum altitude from A to 5 NM past A will be 1000' AGL. (3) Avoid Mattamuskeet National Wildlife Refuge by 5 NM or overfly 8000' AGL. (4) Tie-in FSS: Raleigh-Durham (RDU) 255.4.	200009
VR054	4	(5) Contact 4 OSS/OSOSF, DSN 488-6565/6561 for route briefing of noise sensitive areas. (6) Avoid towns and populated areas by 1 NM or overfly 1000' AGL: Avoid airpo	200009
VR054	5	rts by 3 NM or overfly 1500' AGL. (7) NOTICE: (a) Light aircraft along coast. Entire beach is considered noise sensitive.	200009
VR054	6	Maintain at or above 1000' AGL within 1 NM of coastal area. (b) Possible conflict of VFR traffic exists in and around the area of HydeCo airport (N35-33.7 W75-57.3) located approximately 3 NM southwest of C.	200009
VR054	7	(8) Users must make the 10 minute entry block times or reschedule. FSS's Within 100 NM Radius: RDU	200009
VR058	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 8 NM either side of centerline from A to B; 10 NM either side of centerline from B to F.	200106
VR058	2	Special Operating Procedures: (1) Alternate Entry Point: B and D. (2) Alternate Exit Point: C, D and E.	200106
VR058	3	(3) WARNING: Avoid Nuclear Power Oconee, SC (N34-47-05 W082-53-09) avoid by 1 NM/do not overfly. (4) CAUTION: Numerous power lines along routes above 100' AGL.	200106
VR058	4	(5) 6 towers: (a) 200' AGL (3490') N34-50.0 W83-31.0; (b) 500' AGL (1640') N34-51.5 W83-03.5;	200106
VR058	5	(c) 728' AGL (2368') N34-43.2 W83-43.0; (d) 225' AGL (925')  N35-33.0 W84-47.5; (e) 225' AGL (1175') N35-25.5 W84-38.0;	200106
VR058	6	(f) 225' AGL (925')  N35-20.0 W84-46.5; (g) 350' AGL (2300') N35-12.3 W85-48.5; (h) 250' AGL (1350') N35-42.0 W85-49.5;	200106
VR058	7	(i) 200' AGL (2500') N35-19.3 W84-27.2. (6) Avoid 2 noise sensitive areas: (a) N34-42.2 W83-38.1, avoid by 1500' AG	200106
VR058	8	L/1 NM.                                  (b) N34-45.9 W83-37.8, avoid by 1000' AGL/1 NM.                               (c) AVOID Clayton, GA at N34-52.8 W83-24.0, by 1500' AGL/2 NM.	200106
VR058	9	(7) Congressional noise sensitive area, N35-05 W84-04, avoid  by 1500' AGL/5 NM. (8) Congressional noise sensiti	200106
VR058	10	ve area, Cocker Creek, TN, N35-16 W84-17, avoid by 1000' AGL/1 NM. (9) CAUTION; 3000' runway at Telico Plains,TN, N35-22.8 W84-18.0, intensive student training, avoid by 1500' AGL/	200106
VR058	11	3 NM.                                   (10) CAUTION: Cahilhowee Glider Port N35-13.8 W84-35.0, numerous glider activities, SFC-5000' within 5 NM. (11) Avoid: Congressional noise sensitive area, At	200106
VR058	12	hens,TN, N35-26.5 W84-36.0, avoid by 1500' AGL/ 1 NM. (12) Power Plant N35-36.1 W84-47.5, avoid by 1000' AGL/1 NM.                       (13) Avoid: Chlorine Gas Plant N35-17.5 W84-	200106
VR058	13	45.0, avoid by 1000' AGL/1 NM.           (14) Avoid; Noise sensitive area, Dayton,TN, N35-28.0 W85-01.0, avoid by 1500'AGL/1 NM. (15) CAUTION: Powerlines overhangi	200106
VR058	14	ng valley N35-33.0 W85-03.0.                   (16) CAUTION: VR-1052 same direction B to F (de-conflict DSN 922-2735). (17) CAUTION: VR-1055 crosses right to left between C to D (de-conflict	200106
VR058	15	DSN 922-2735). (18) CAUTION: Hang gliding activity N35-06 W85-30, to N35-23 W85-20.5 to N35-01 W85-23 to N3	200106
VR058	16	4-46 W85-34 to N35-12.5 W85-32.5. (19) CAUTION: IR-078 same direction E to F (de-conflict DSN 922-2735). (20) CAUTION: 3 uncharted airfields - avoid by 1000' AGL/2 NM.	200106
VR058	17	(a) 1800' Grass strip N35-07.2 W84-16.3; (b) 2500' Grass strip (Rwy 07-25) N35-45.0 W84-54.5; (c) 3000' Hard surface (Rwy 12-30) N35-15.2 W85-23.0.	200106
VR058	18	(21) CAUTION: Extensive seaplane activity, surface to 1400' at Rock Island,TN, N35-48.0 W85-37.0. (22) Avoid: Steam Plant N34-53 W85-45, avoid by 1000' AGL/1 NM.	200106
VR058	19	(23) Presidential noise sensitive area: Monteagle, TN, N35-16.0 W85-50.0,avoid by 1500' AGL/3 NM. (24) After last Exit Point F, above 10,000' MSL contact Atlanta ARTCC (eastb	200106
VR058	20	ound) on 353.8 or Memphis Center (westbound) on 353.5. Below 10,000' MSL contactChattanooga Approach on 321.2/379.1 for further IFR clearance. (25) Avoid noise sensitive area: Peachtree Community	200106
VR058	21	N35-05.7 W83-57.0, avoid by 1500' AGL/1 NM. (26) Avoid the following environmental sensitive areas (endangered bats) by 500' vertically or 1000' horizontally unless operation	200106
VR058	22	ally necessary (N35-33.2 W84-47.5), (N35-24.5 W85-00.8),(N35-32.8 W85-40.3), (N35-15.5 W85-52.3), (N34-59.4 W85-36.6). (27) Avoid: Noise sensitive area N35-35.5 W85-12.0	200106
VR058	23	(SE of Pikeville, TN) avoid by 1000' AGL/1 NM. (28) Avoid: Congressional (Extremely) noise sensitive area: Ivy Log Mountain N34-55.0 W83-58.7. Minimum altitude 4200' M	200106
VR058	24	SL within 2 NM.                           (29) Make entry time plus or minus 5 minutes or reschedule.                                               (30) Unpublished towers found by route surveys 200' AGL and above are listed in this SOP.	200106
VR058	25	(31) Be alertfor hot air balloons operating from sfc to 12,000' MSL within 10 NM of N34-42.0W83-44.0.	200106
VR058	26	FSS's Within 100 NM Radius: ANB, AND, BNA, MCN	200106
VR060	1	TERRAIN FOLLOWING OPERATIONS: Authorized for entire route. ROUTE WIDTH - 5 NM either side of centerline from A to B; 2 NM left and 13.5 NM right of centerline from B to C; 5 NM either side of centerline from C to E.	200010
VR060	2	Special Operating Procedures: (1) Cross Millers Ferry Lock and Dam 1000' AGL or above. (2) Flights entering at A or B will transmit in the blind their intentions to	200010
VR060	3	transit the Camden Ridge MCA 1500' and below on 267.9. (3) Alternate Entry/Exit Point: B, C or D. (4) Hazards A-B:	200010
VR060	4	(a) Antenna Tower N32-06.3 W87-04.6W (600' MSL). (b) Water Tower N32-04.1 W87-17.6 (450' MSL). (c) Radio Tower N32-04.4 W87-32.8 (500' MSL).	200010
VR060	5	(d) Radio Tower N32-07.3 W87-44.0, 1113' MSL (703' AGL).                      (5) Hazards B-C: (a) Smokestack N31-50.0 W88-08.0 (300' AGL).	200010
VR060	6	(b) Noise sensitive: Avoid over-flight of Choctaw National Wildlife Refuge N31-54.0 W88-10.0.                                                             (6) Hazards C-D:                                                                    (a	200010
VR060	7	) Two water towers: N31-27.0N 88-02.0W (350' MSL).                           (b)Fire tower: N31-25.0N W88-08.0W (400' MSL).                                 (c)Antenna: N31-18.0 W88-03.0 (100' AGL).                                    (d) A	200010
VR060	8	ntenna: N31-17.0 W88-01.0 (200' AGL).                                    (e) Antenna: N31-15.0 W88-08.0 (135' AGL).                                    (f) Antenna: N31-11.0 W88-06.0 (150' AGL).                                    (g) Noise s	200010
VR060	9	ensitive: Avoid St. Stephans, AL N31-32.5 W88-03.0 by 1000' AGL and 5 NM. (h) Avoid over-flying chemical plant: N31-16.1 W87-59.5.                      (7) Hazards D-	200010
VR060	10	E:                                                                     (a) Fire tower: N31-11.0 W88-36.0 (400' MSL).                                 (b) Two water towers: N31-09.0 W88-33.0 (300' MSL).                           (c) Antenna:	200010
VR060	11	N31-07.0 W88-29.0 (200' AGL).                                    (d) Noise sensitive: Avoid if possible chicken farm N31-11.0 W88-24.0.           (8) Flight beyond D is not authorized unless the Desota MOA is scheduled for your flight.	200010
VR060	12	(9) Route leg C to E is congruent with VR-179 and opposite direction C to D. Use of this leg requires coordination with the ANG CRTC, DSN 363-8207.           (10) CAUTION: Be	200010
VR060	13	tween A and C route crosses/conflicts with VR-1020, VR-1021, VR-1022, VR-1030, VR-1031, VR-1033 and VR-1083. Between C and E route crosses/conflicts with VR-1021, VR-1024  and VR-1083. See and Avoid applies.                 (11) Scheduling	200010
VR060	14	activity hours of operations: 0700-1730 central time Tue-Fri, occasional weekends. To schedule use on Sat, Sun, Mon or Tue AM, coordinate prior to 1600 central time the previous Fri.                                FSS's Within 100 NM Radius	200010
VR060	15	: ANG, DRI, GWO	200010
VR071	1	TERRAIN FOLLOWING OPERATIONS: Not authorized. ROUTE WIDTH - 4 NM either side of centerline. Special Operating Procedures:	200010
VR071	2	(1) Minimum route altitude will be 500' AGL from 1 Nov to 1 Mar due to migratorywater fowl. (2) Minimum altitude 1000' AGL from 5 NM prior to Point D until past the exit p	200010
VR071	3	oint. (3) Alternate Entry Point: B. (4) Alternate Exit Points: B and C.	200010
VR071	4	(5) Avoid Mattamuskeet National Wildlife Refuge by 5 NM or overfly 8000' AGL. (6) Tie-in FSS: Raleigh-Durham (RDU) 255.4. (7) Contact 4 OSS/OSOF DSN 488-6565/6561 for route briefing of noise sensitiv	200010
VR071	5	e areas. (8) Avoid towns and populated areas by 1 NM or overfly 1000' AGL; Avoid airports by 3 NM or overfly 1500' AGL.	200010
VR071	6	(9) NOTICE: (a) Light aircraft along coast. Entire beach is considered noise sensitive.Maintain at or above 1000' AGL within 1 NM of coastal area.	200010
