ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	RMK_SEQ	REMARK	CYCLE_DATE
UM176	10	E	R	LECB	1	CDR 3 FL355-FL460, MON-FRI 0600-1600Z++. PRIOR ATC CLEARANCE, NOT TO BE FILED INFLIGHT PLANS. SUBJECT TO LED95D, LED47A,B ACTIVITY.	200606
UM176	20	E	R	LECB	1	CDR 3 FL355-FL460, MON-FRI 0600-2400Z++. PRIOR ATC CLEARANCE, NOT TO BE FILED INFLIGHT PLANS. SUBJECT TO LED104 ACTIVITY.	200606
UM176	30	E	R	LECB	1	CDR 3 FL355-FL460, MON-FRI 0600-2400Z++. PRIOR ATC CLEARANCE, NOT TO BE FILED INFLIGHT PLANS. SUBJECT TO LED104 ACTIVITY.	200606
UM178	10	E	R	LOVV	1	VIW - ISTRI; Not available for traffic except destinations LDZO FIR, LJLA FIR. ISTRI - VIW; Not available for traffic departing LDZO FIR, LJLA FIR..	200506
UM178	9990	W	R	LOVV	1	VIW - ISTRI; Not available for traffic except destinations LDZO FIR, LJLA FIR. ISTRI - VIW; Not available for traffic departing LDZO FIR, LJLA FIR..	200506
UM19	10	E	R	LOVV	1	MUREG - GRZ; Not available for traffic except departing LDZA.	200506
UM19	70	E	R	LDVV	1	Not avbl for tfc dest. LYBE, this tfc shall file P735.	200607
UM19	80	E	R	LYVV	1	Not avbl for tfc dest. LYBE, this tfc shall file P735.	200610
UM19	160	E	W	LBSF	1	CDR 1 2300Z++ TIL 0400Z++ WEEK NIGHTS, WEEKEND FM FRI 1400Z++ TIL MON 0600Z++. CDR 2 SEE DAILY CRAM. ALTERNATE ROUTE UM21 UL614.	200608
UM19	9930	W	R	LDVV	1	Not avbl for tfc dest. LYBE, this tfc shall file P735.	200607
UM191	10	E	R	LPPC	1	CDR1 FL245/FL195. Alternate route (NVS/ZMR Adori/Canar/PRT/Dirma.	200609
UM191	20	E	R	LPPC	1	CDR1 FL245/FL195. Alternate route (NVS/ZMR Adori/Canar/PRT/Dirma.	200609
UM191	9980	W	R	LPPC	1	CDR1 FL245/FL195. Alternate route (NVS/ZMR Adori/Canar/PRT/Dirma.	200609
UM191	9990	W	R	LPPC	1	CDR1 FL245/FL195. Alternate route (NVS/ZMR Adori/Canar/PRT/Dirma.	200609
UM198	10	W	R	LIMM	1	Segment Tortu CRP to Anaki CRP considered CDR1 from FL370 and above during activation of LITSA72.  In segment Tortu CRP to Anaki CRP navigation shall strictly adhere to center line; any deviation shall be reported to ATC immediately.	200604
UM198	20	W	R	LIMM	1	Segment Anaki CRP to Tonda CRP considered CDR1 from FL360 and above during activation of LITSA73 (bis zone).	200604
UM30	50	E	R	LFRR	1	Segment ERWAN - QPR CDR1 H24. During military activity traffic will be rerouted on UAC instructions via ERWAN - KOLEK - QPR.	200511
UM30	9950	W	R	LFRR	1	Segment ERWAN - QPR CDR1 H24. During military activity traffic will be rerouted on UAC instructions via ERWAN - KOLEK - QPR.	200511
UM406	10	W	R	UKFV	1	FL280-FL300, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri0600-2000Z Win, Mon-Fri 0500-2100Z Sum. FL310-FL410 H24. FL430-FL660, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri 0600-2000Z Win, Mon-F	200607
UM406	10	W	R	UKFV	2	ri 0500-2100Z Sum.	200607
UM406	20	W	R	UKFV	1	FL280-FL300, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri0600-2000Z Win, Mon-Fri 0500-2100Z Sum. FL310-FL410 H24. FL430-FL660, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri 0600-2000Z Win, Mon-F	200607
UM406	20	W	R	UKFV	2	ri 0500-2100Z Sum.	200607
UM406	30	W	R	UKOV	1	FL280-FL300, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri0600-2000Z Win, Mon-Fri 0500-2100Z Sum. FL310-FL410 H24. FL430-FL660, CDR 1 Mon-Fri 2000-0600Z Win, Mon-Fri 2100-0500Z Sum, CDR 2 Mon-Fri 0600-2000Z Win, Mon-F	200607
UM406	30	W	R	UKOV	2	ri 0500-2100Z Sum.	200607
UM415	410	E	R	LIBB	1	Adhere strictly to centerline, any deviation shall immediately be reported to ATC.	200607
UM415	9590	W	R	LIBB	1	Adhere strictly to centerline, any deviation shall immediately be reported to ATC.	200607
UM416	10	E	R	LIRR	1	Mated CRP-CRN VOR/DME CDR1 from FL 250-FL 360 inclusive during activation of LIR66A and from FL 340 inclusive and above during activation of LITSA 76A. Alternate route UP 748-UM620-UM728.	200607
UM440	9990	E	R	LECM	1	SUBJECT TO LED39 ACTIVITY.	200202
UM440	10	W	R	LECM	1	SUBJECT TO LED39 ACTIVITY.	200202
UM445	10	E	R	LIMM	1	Route to be considered CDR1 from FL360 and above during activation of LITSA73 (bis zone).	200605
UM445	9990	W	R	LIMM	1	Route to be considered CDR1 from FL360 and above during activation of LITSA73 (bis zone).	200605
UM450	9990	E	R	LECM	1	SUBJECT TO LED39 ACTIVITY.	200202
UM450	10	W	R	LECM	1	SUBJECT TO LED39 ACTIVITY.	200202
UM551	9970	E	R	OYSC	1	EASTBOUND TRAFFIC IS RESTRICTED TO FL310 ONLY.	200511
UM551	9980	E	R	OYSC	1	EASTBOUND TRAFFIC IS RESTRICTED TO FL310 ONLY.	200607
UM551	20	W	R	OYSC	1	EASTBOUND TRAFFIC IS RESTRICTED TO FL310 ONLY.	200607
UM551	30	W	R	OYSC	1	EASTBOUND TRAFFIC IS RESTRICTED TO FL310 ONLY.	200511
UM600	30	E	R	LIRR	1	Segment Abako CRP to Lored CRP considered CDR3 up to FL 240 included during activation periods of LID75 (Est Sicilia) SUA.	200609
UM600	40	E	R	LIRR	1	Segment Abako CRP to Lored CRP considered CDR3 up to FL 240 included during activation periods of LID75 (Est Sicilia) SUA.	200513
UM600	9960	W	R	LIRR	1	Segment Abako CRP to Lored CRP considered CDR3 up to FL 240 included during activation periods of LID75 (Est Sicilia) SUA.	200513
UM600	9970	W	R	LIRR	1	Segment Abako CRP to Lored CRP considered CDR3 up to FL 240 included during activation periods of LID75 (Est Sicilia) SUA.	200609
UM601	40	E	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	50	E	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	60	E	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	70	E	R	LECB	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	80	E	R	LECB	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	250	E	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	260	E	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	270	E	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	390	E	R	LGGG	1	CDR3, H24	200609
UM601	9610	W	R	LGGG	1	CDR3, H24	200609
UM601	9730	W	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	9740	W	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	9750	W	R	LIRR	1	Segment Baren CRP to Ronab CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri. 21 Sep-20 Jun, 0500-2200Z++  Mon-Fri. 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri. 21 Sep-20 Jun. Alternate route UM603-UL12.	200608
UM601	9920	W	R	LECB	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	9930	W	R	LECB	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	9940	W	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	9950	W	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM601	9960	W	R	LECM	1	LIABLE TO LED47 A/B ACTIVITY FROM FL370.	200511
UM602	10	E	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	20	E	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	30	E	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	40	E	R	EKDK	1	SONAL-CDA Not available for traffic to EKCH.  Traffic to EKCH shall file via UT299/T299. For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	50	E	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	60	E	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	70	E	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	80	E	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	9920	W	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	9930	W	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	9940	W	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	9950	W	R	EDBB	1	Beyond PENET not avbl for dest EKCH. These flights shall file T299.	200610
UM602	9960	W	R	EKDK	1	SONAL-CDA Not available for traffic to EKCH.  Traffic to EKCH shall file via UT299/T299. For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	9970	W	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	9980	W	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM602	9990	W	R	EKDK	1	For traffic departing Copenhagen Area MAX FL70 until SONAL	200609
UM603	40	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM603	50	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM603	60	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM603	70	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	80	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	90	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	100	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	110	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	120	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	130	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	140	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603. Adhere strictly to centerline or notify ATC immediately.	200607
UM603	150	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603. Adhere strictly to centerline or notify ATC immediately.	200607
UM603	160	E	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	170	E	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	180	E	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	190	E	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	200	E	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	210	E	R	LAAA	1	Only avbl for tfc at FL310 eastbound, and FL320 westbound.	200607
UM603	220	E	R	LAAA	1	Only avbl for tfc at FL270 eastbound, and FL280 westbound.	200607
UM603	230	E	R	LAAA	1	Only avbl for tfc at FL270 eastbound, and FL280 westbound.	200607
UM603	9770	W	R	LAAA	1	Only avbl for tfc at FL270 eastbound, and FL280 westbound.	200607
UM603	9780	W	R	LAAA	1	Only avbl for tfc at FL270 eastbound, and FL280 westbound.	200607
UM603	9790	W	R	LAAA	1	Only avbl for tfc at FL310 eastbound, and FL320 westbound.	200607
UM603	9800	W	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9810	W	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9820	W	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9830	W	R	LIBB	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9840	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9850	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603. Adhere strictly to centerline or notify ATC immediately.	200607
UM603	9860	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603. Adhere strictly to centerline or notify ATC immediately.	200607
UM603	9870	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9880	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9890	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9900	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9910	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9920	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9930	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200607
UM603	9940	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM603	9950	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM603	9960	W	R	LIRR	1	FL 195 to FL 220 included is usable between Sorrento VOR/DME (SOR) and Luxil CRPas RNAV airway M603.	200605
UM604	100	E	R	EGTT	1	ATS delegated to Denmark (Copenhagen Control) btn LARGA and INBOB.  Lateral limit LARGA - INBOB 10NM.	200609
UM604	110	E	R	EGTT	1	ATS delegated to Denmark (Copenhagen Control) btn LARGA and INBOB. Lateral limitLARGA - INBOB 10NM	200609
UM604	150	E	R	ENOS	1	CDR1 - 0700-2200Z++. Sat, Sun and public holidays excluded.	200607
UM604	160	E	R	ENOS	1	CDR1 - 0700-2200Z++. Sat, Sun and public holidays excluded.	200607
UM604	170	E	R	ENTR	1	CDR1 - Mon-Fri H24, public holidays excluded.	200607
UM604	9830	W	R	ENTR	1	CDR1 - Mon-Fri H24, public holidays excluded.	200607
UM604	9840	W	R	ENOS	1	CDR1 - 0700-2200Z++. Sat, Sun and public holidays excluded.	200607
UM604	9850	W	R	ENOS	1	CDR1 - 0700-2200Z++. Sat, Sun and public holidays excluded.	200607
UM605	130	E	R	LSAG	1	Only for TFC DEST LS, Chambery (LFLB), Annecy (LFLP) and Courchevel (LFLJ). TFC DEST LFLB, LFLP and LFLJ proceed Y55.	200502
UM607	10	E	R	ESAA	1	CDR1 H24.  ALTN PENOR-VSB-TRS.	200410
UM607	9990	W	R	ESAA	1	CDR1 H24.  ALTN PENOR-VSB-TRS.	200410
UM609	30	E	R	EKDK	1	CDR RAM-RAVSI; CDR1 2300-0600Z++ Mon-Fri; 1700Z++ Fri-0600Z++Mon, OT CDR2; ALTN;VES-UP601-LAGUM-UL621.	200609
UM609	40	E	R	ENOS	1	Mon-Fri 2300-0600Z++ and Fri 1700-Mon 0600Z++.  Public holidays excluded.  Alternate Route UL621.	200607
UM609	130	E	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	140	E	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded..	200604
UM609	150	E	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	160	E	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	9840	W	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	9850	W	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	9860	W	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded..	200604
UM609	9870	W	R	ENBD	1	CDR1 - Mon-Fri H24, Public holidays excluded.	200604
UM609	9960	W	R	ENOS	1	Mon-Fri 2300-0600Z++ and Fri 1700-Mon 0600Z++.  Public holidays excluded.  Alternate Route UL621.	200607
UM609	9970	W	R	EKDK	1	CDR RAM-RAVSI; CDR1 2300-0600Z++ Mon-Fri; 1700Z++ Fri-0600Z++Mon, OT CDR2; ALTN;VES-UP601-LAGUM-UL621.	200609
UM611	9940	E	R	EKDK	1	CDR1 ODARU - CDA. Not available for traffic departing Copenhagen Area.	200609
UM611	9950	E	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA.	200512
UM611	9960	E	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA	200512
UM611	9970	E	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA.	200512
UM611	30	W	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA.	200512
UM611	40	W	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA	200512
UM611	50	W	R	ESAA	1	CDR1 H24. ALTN KOLJA-ETRUS-CDA.	200512
UM611	60	W	R	EKDK	1	CDR1 ODARU - CDA. Not available for traffic departing Copenhagen Area.	200609
UM611	70	W	R	EKDK	1	Not available for traffic departing Copenhagen Area.	200609
UM611	80	W	R	EKDK	1	Not available for traffic departing Copenhagen Area.	200609
UM611	90	W	R	EKDK	1	Not available for traffic departing Copenhagen Area.	200609
UM611	100	W	R	EKDK	1	Not available for traffic departing Copenhagen Area.	200609
UM616	9820	E	R	LFRR	1	Segment KORER NCRP-ARE VOR CDR1 H24 reserved for arrivals and departures from IROISE TCA, bypass via TERKU - DEGEX on UAC instruction.	200410
UM616	9890	E	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	9900	E	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	9910	E	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	90	W	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	100	W	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	110	W	R	LFBB	1	Segment BEBIX NCRP - LERGA CRP CDR1 H24. During military activity in LFTSA43, traffic will be rerouted, on UAC instructions, via UZ161-ADEKA-UP860- BEBIX.	200410
UM616	180	W	R	LFRR	1	Segment KORER NCRP-ARE VOR CDR1 H24 reserved for arrivals and departures from IROISE TCA, bypass via TERKU - DEGEX on UAC instruction.	200410
UM617	20	W	R	EBUR	1	Between FL195 and FL245 only available for flights departing EDDL or for trafficdestn Paris TMA. Above FL245 available only for flights departing EDDL.	200508
UM617	30	W	R	EBUR	1	Between FL195 and FL245 only available for flights departing EDDL or for trafficdestn Paris TMA. Above FL245 available only for flights departing EDDL.	200610
UM617	50	W	R	EBUR	1	Between FL195 and FL245 only available for flights departing EDDL or for trafficdestn Paris TMA. Above FL245 available only for flights departing EDDL.	200508
UM621	50	W	R	LIRR	1	Segment Ernam CRP to Askot CRP considered CDR3 up to FL 240 included during activation periods of LID75 (Est Sicilia) SUA.	200605
UM621	60	W	R	LIBB	1	Segment Ernam CRP to Amano CRP is considered CDR1 from FL 360 and above during activation period of LITSA77 (Etna) SUA.	200605
UM621	70	W	R	LIBB	1	Segment Ernam CRP to Amano CRP is considered CDR1 from FL 360 and above during activation period of LITSA77 (Etna) SUA.	200605
UM622	9830	E	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200504
UM622	9840	E	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	9850	E	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200506
UM622	9860	E	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	9870	E	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	10	W	R	LMMM	1	When UM622 is not available in the Rome UIR (LIRR) due to military activity, aircraft will be re-routed on a tactical basis only via Gozo VOR/DME (GZO) - UM732 - Carbonara VOR/DME (CAR).	200410
UM622	20	W	R	LMMM	1	When UM622 is not available in the Rome UIR (LIRR) due to military activity, aircraft will be re-routed on a tactical basis only via Gozo VOR/DME (GZO) - UM732 - Carbonara VOR/DME (CAR).	200410
UM622	30	W	R	LMMM	1	Segment Mabox CRP to Gozo VOR/DME (GZO) is available southbound on a tactical basis only when UM742 is closed due to activation of LIR106 Licata (SUA). When UM622 is not available in the Rome UIR (LIRR) due to military activity, aircraft wi	200410
UM622	30	W	R	LMMM	2	ll be re-routed on a tactical basis only via Gozo VOR/DME (GZO) - UM732 - Carbonara VOR/DME (CAR).	200410
UM622	40	W	R	LMMM	1	Segment Mabox CRP to Gozo VOR/DME (GZO) is available southbound on a tactical basis only when UM742 is closed due to activation of LIR106 Licata (SUA). When UM622 is not available in the Rome UIR (LIRR) due to military activity, aircraft wi	200410
UM622	40	W	R	LMMM	2	ll be re-routed on a tactical basis only via Gozo VOR/DME (GZO) - UM732 - Carbonara VOR/DME (CAR).	200410
UM622	50	W	R	LMMM	1	When UM622 is not available in the Rome UIR (LIRR) due to military activity, aircraft will be re-routed on a tactical basis only via Gozo VOR/DME (GZO) - UM732 - Carbonara VOR/DME (CAR).	200513
UM622	60	W	R	LIRR	1	In the segment (TRP) R-325/54DME to Mabox CRP, FL 200 to FL 240 are usable subject to Trapani APP CON approval.	200605
UM622	70	W	R	LIRR	1	In the segment (TRP) R-325/54DME to Mabox CRP, FL 200 to FL 240 are usable subject to Trapani APP CON approval.	200605
UM622	80	W	R	LIRR	1	Segment Kapil CRP to Sukun CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri 21 Sep-20 Jun, 0500-2200Z++ Mon-Fri 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri 21 Sep-20 Jun. Alternate route UL12-UM603, or UM732-UM733. B	200602
UM622	90	W	R	LIRR	1	Segment Kapil CRP to Sukun CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri 21 Sep-20 Jun, 0500-2200Z++ Mon-Fri 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri 21 Sep-20 Jun. Alternate route UL12-UM603, or UM732-UM733.	200602
UM622	100	W	R	LIRR	1	Segment Kapil CRP to Sukun CRP considered CDR1 0500-0659Z++, 1701-2200Z++ Mon-Fri 21 Sep-20 Jun, 0500-2200Z++ Mon-Fri 21 Jun-20 Sep. CDR3 0700-1700Z++ Mon-Fri 21 Sep-20 Jun. Alternate route UL12-UM603, or UM732-UM733.	200602
UM622	130	W	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	140	W	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	150	W	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200506
UM622	160	W	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200410
UM622	170	W	R	LFMM	1	AJO VOR/DME-DIVUL NCRP segment usable in North-South direction, on UAC instruction, when LFD54C is active.	200504
UM623	10	E	R	LSAG	1	VANAS - MEDAM; Not available for traffic destination Milano Area, LIPE/RP/RQ, LG** Except departing LFLB/LJ/LL/LP/LS/LU/LY, LSGG TCA, LSAG CTA, Military GeneralAir Traffic avoiding Swiss territory.	200413
UM623	20	E	R	LSAG	1	MEDAM - VEVAR; Not available for traffic departing LFLL/LS/LU/LY.	200413
UM623	60	E	R	LFMM	1	Segment KOLON CRP - PELOS CRP CDR1 H24. When LFD54C5 is active bypass on UAC Instructions via KOLON- DIVUL- MERLU- OMEDA- AJO- CORSI.	200603
