ARPT_IDENT	COMM_TYPE	COMM_NAME	SYM	FREQ_1	FREQ_2	FREQ_3	FREQ_4	FREQ_5	SEC	S_OPR_H	CYCLE_DATE
US04046	CTAF	CTAF		122.9   M							199808
US04046	FSS	MC ALESTER RDO									199808
US04075	A/D	PENSACOLA APP/DEP	RE	127.35  M	128.25  M	278.8   M	291.625 M				200313
US04075	ATIS	ATIS		290.325 M							200301
US04075	CLD	CLNC DEL		257.775 M							200402
US04075	GND	GND		251.15  M							200301
US04075	OPS	BASE OPS		233.7   M							199805
US04075	PMSV	PMSV METRO		316.95  M						Avbl 1100-0500Z++ Mon-Thu; 1100-0400Z++ Fri; 2300-0300Z++ Sun; clsd Sat and hol.	200313
US04075	TWR	TWR	E	121.4   M	306.925 M						200301
US04125	CTAF	CTAF		122.9   M							199806
US04170	A/D	APP/DEP	RE	119.2   M	120.5   M	284.6   M			(East 119.2, West 120.5)		200609
US04170	ASOS	ASOS									200003
US04170	ATIS	ATIS		126.3   M							199805
US04170	CLD	CLNC DEL		121.9   M							199805
US04170	GND	GND		121.9   M							200002
US04170	RDO	GREAT FALLS RDO	E	122.55  M	255.4   M						200014
US04170	TWR	TWR	E	124.2   M	257.8   M						199805
US04170	UNIC	UNICOM		122.95  M							199805
US04201	CTAF	CTAF		122.9   M							199805
US04201	FSS	ALBUQUERQUE RDO									199807
US04208	AWOS	AWOS 3		133.85  M							200604
US04208	UNIC	CTAF/UNICOM		122.7   M							200105
US04210	CTAF	CTAF		122.9   M							199905
US04213	UNIC	CTAF/UNICOM		122.8   M							200404
US04269	CTAF	CTAF		122.9   M							199911
US04269	FSS	PRESCOTT RDO									199911
US04270	UNIC	CTAF/UNICOM		122.8   M							200504
US04273	CTAF	CTAF		122.9   M							199911
US04273	FSS	PRESCOTT RDO									199911
US04284	A/D	SEATTLE APP/DEP		124.2   M							200204
US04284	AWOS	AWOS 3		120.0   M							200011
US04284	UNIC	CTAF/UNICOM		122.8   M							200105
US04301	UNIC	CTAF/UNICOM		122.8   M							200105
US04307	A/D	POLK APP/DEP		132.05  M	226.5   M						200303
US04307	CTAF	CTAF		122.9   M							199913
US04342	CTAF	CTAF		122.9   M							199904
US04343	UNIC	UNICOM		122.8   M	257.8   M						200312
US04346	CTAF	CTAF		122.9   M							200503
US04364	A/D	ALBUQUERQUE CNTR	E	135.875 M	292.15  M						200412
US04364	AWOS	AWOS 3		134.025 M							200402
US04364	FSS	SAN ANGELO RDO		122.1   M	115.9   M						200402
US04364	UNIC	CTAF/UNICOM		122.8   M							200402
US04369	A/D	SHREVEPORT APP/DEP	RE	119.9   M	121.4   M	335.55  M	351.1   M				200209
US04369	UNIC	CTAF/UNICOM		122.8   M							200105
US04371	CTAF	CTAF		122.9   M						sr-ss	199913
US04389	CTAF	CTAF		122.9   M							199805
US04417	UNIC	CTAF/UNICOM		122.7   M							200510
US04418	A/D	NEW ORLEANS APP/DEP	RE	133.15  M							200105
US04418	FSS	DE RIDDER		122.2   M							199610
US04418	UNIC	CTAF/UNICOM		122.8   M							200105
US04429	AWOS	AWOS 3		118.275 M							200005
US04429	CNTR	MEMPHIS CNTR	R	125.85  M	381.4   M						200107
US04429	UNIC	CTAF/UNICOM		122.8   M							200105
US04461	A/D	PEORIA APP/DEP	RE	124.675 M	125.8   M	269.2   M	326.2   M		(124.675 326.2 126  -304 ) (125.8 269.2 305  -125 )		200604
US04461	ASOS	ASOS		126.1   M							199808
US04461	ATIS	ATIS		126.1   M	282.2   M						199805
US04461	GND	GND		121.85  M	348.6   M						200603
US04461	OPS	ARNG OPS		32.3    M	141.15  M	280.9   M					200107
US04461	POST	ANG OPS		141.55  M	286.5   M					Opr 1230-2100Z++ Mon-Thu.	200001
US04461	RDO	KANKAKEE RDO		122.35  M							200014
US04461	TWR	PEORIA TWR	E	119.1   M	252.9   M						199904
US04461	UNIC	UNICOM		122.95  M							199608
US04467	A/D	CLEVELAND APP/DEP	RE	126.35  M	360.6   M						200503
US04467	AWOS	AWOS 3		118.775 M							200004
US04467	RDO	CLEVELAND RDO		109.2   M	122.1   M						200014
US04467	UNIC	CTAF/UNICOM		122.8   M							200105
US04473	APP	MINNEAPOLIS APP	R	121.2   M							200003
US04473	AWOS	AWOS 3		119.925 M							200005
US04473	CTAF	CTAF		122.9   M							199906
US04473	DEP	MINNEAPOLIS DEP	R	121.2   M	357.4   M						200003
US04484	ARTC	SALT LAKE CITY CNTR	E	126.85  M	305.2   M						200207
US04484	UNIC	CTAF/UNICOM		122.8   M							200207
US04485	CTAF	CTAF		122.9   M							199805
US04499	A/D	NEW ORLEANS APP/DEP	RE	118.9   M	256.9   M						200105
US04499	UNIC	CTAF/UNICOM		122.8   M							200105
US04533	A/D	HONOLULU CNTR		126.0   M	278.3   M						200509
US04533	CTAF	CTAF		122.9   M							200308
US04533	FSS	HANA		122.3   M							200509
US04533	RCO	HANA		122.3   M							200407
US04533	RDO	HONOLULU RDO	E	122.3   M							200308
US04556	CNTR	ATLANTA CNTR	R	133.8   M	353.7   M						200509
US04556	CTAF	CTAF		122.9   M							200509
US04571	UNIC	UNICOM		123.0   M							200503
US04575	CNTR	BOSTON CNTR		124.25  M	290.5   M						200107
US04575	UNIC	CTAF/UNICOM		122.8   M							200105
US04578	CNTR	BOSTON CNTR	R	124.25  M	290.5   M						200107
US04578	UNIC	CTAF/UNICOM		122.8   M							200105
US04596	A/D	AKRON CANTON APP/DEP	RE	125.5   M	226.4   M					Opr 1100-0500Z++, OT ctc CLEVELAND CENTER 120.6 298.925.-	200405
US04596	UNIC	CTAF/UNICOM		122.7   M							200105
US04605	A/D	COLUMBUS APP/DEP	RE	132.3   M	279.6   M						200410
US04605	ASOS	ASOS		118.375 M							200410
US04605	CLD	CLNC DEL		121.65  M							200410
US04605	CTAF	CTAF		122.725 M							200509
US04605	RDO	DAYTON RDO		116.7   M	122.1   M						200410
US04609	A/D	DAYTON APP/DEP	RE	127.65  M							200303
US04609	AWOS	AWOS 3		118.075 M							200311
US04609	UNIC	CTAF/UNICOM		122.8   M							200210
US04612	AWOS	AWOS 3		118.0   M							200511
US04612	CNTR	BOSTON CNTR		124.25  M	290.5   M						200107
US04612	UNIC	CTAF/UNICOM		122.8   M							200206
US04613	UNIC	CTAF/UNICOM		122.8   M							200105
US04616	CNTR	DENVER CNTR		132.5   M	379.15  M						200206
US04616	FSS	WICHITA RDO									200206
US04616	UNIC	CTAF/UNICOM		122.7   M							200206
US04619	A/D	MOBILE APP/DEP		121.0   M	307.1   M					Opr 1200-0500Z++, OT ctc HOUSTON CENTER 127.65.-	200608
US04619	ATIS	ATIS		135.175 M							200608
US04619	CLD	CLD		121.725 M							200607
US04619	CTAF	CTAF		118.575 M							200608
US04619	GND	GND		121.725 M							200607
US04619	TWR	TWR		118.575 M						Opr 1100-0300Z++ Mon-Fri, 1300-2300Z++ Sat-Sun.	200608
US04619	UNIC	UNICOM		122.8   M							200608
US04620	UNIC	CTAF/UNICOM		122.8   M							200105
US04635	A/D	DENVER APP/DEP	R	134.85  M	251.125 M						200105
US04635	AWOS	AWOS 3		135.175 M							200005
US04635	CLD	DENVER CLNC DEL		126.65  M							199806
US04635	RDO	DENVER RDO		122.65  M							200014
US04635	UNIC	CTAF/UNICOM		122.8   M							200105
US04642	A/D	BOSTON APP/DEP		125.05  M	269.4   M					Opr 1100-0500Z++.	200402
US04642	UNIC	CTAF/UNICOM		122.8   M							200105
US04653	A/D	POTOMAC APP/DEP	E	126.75  M	307.9   M						200305
US04653	UNIC	CTAF/UNICOM		122.8   M							200112
US04657	A/D	PATUXENT APP/DEP	RE	127.95  M	314.0   M					Opr 1200-0400Z++, OT ctc WASHINGTON CENTER 132.55 256.8.-	200508
US04657	UNIC	CTAF/UNICOM		122.8   M							200410
US04679	A/D	POTOMAC APP/DEP	RE	119.85  M	322.3   M						200302
US04679	AWOS	AWOS 3		121.225 M							200204
US04679	UNIC	CTAF/UNICOM		122.975 M							200105
US04686	A/D	POTOMAC APP/DEP	E	119.7   M	290.475 M						200508
US04686	CTAF	CTAF		122.9   M							200112
US04691	AWOS	AWOS 3		118.325 M							200307
US04691	CTAF	CTAF		122.9   M							199903
US04691	FSS	COLUMBIA RDO									199903
US04722	A/D	DENVER APP/DEP	R	126.1   M	360.75  M						200105
US04722	AWOS	AWOS 3		120.0   M							200605
US04722	UNIC	CTAF/UNICOM		122.975 M							200105
US04738	A/D	VANCE APP/DEP	RE	119.775 M	306.3   M	378.8   M			(W VANCE AFB use 306.3)		200606
US04738	AWOS	AWOS 3		120.625 M							200506
US04738	CTAF	CTAF		118.9   M							200506
US04738	GND	GND		121.925 M							200506
US04738	RDO	MC ALESTER RDO		122.6   M							200014
US04738	TWR	WOODRING TWR	V	118.9   M	257.95  M					Opr 1230-0300Z++.	200107
US04738	UNIC	UNICOM		122.95  M							199808
US04740	A/D	PHILADELPHIA APP/DEP		118.35  M	323.1   M						200413
US04740	UNIC	CTAF/UNICOM		122.8   M							200413
US04752	CTAF	CTAF		122.9   M							199806
US04752	FSS	COLUMBIA RDO									199806
US04779	CNTR	BOSTON CNTR	RE	123.75  M	338.2   M						200107
US04779	RDO	BRIDGEPORT RDO		110.6   M	122.1   M						200014
US04779	UNIC	CTAF/UNICOM		122.8   M							200105
US04780	UNIC	CTAF/UNICOM		123.0   M							200105
US04781	UNIC	CTAF/UNICOM		122.8   M							200105
US04782	UNIC	CTAF/UNICOM		122.8   M							200205
US04786	A/D	BOSTON APP/DEP	RE	124.1   M	343.6   M						200402
US04786	AWOS	AWOS 3		120.0   M							200608
US04786	UNIC	CTAF/UNICOM		122.8   M							200105
US04807	A/D	ALBANY APP/DEP		125.0   M	307.2   M						200105
US04807	UNIC	CTAF/UNICOM		122.8   M							200105
US04835	UNIC	CTAF/UNICOM		122.8   M							200105
US04845	CTAF	CTAF		122.9   M							200206
US04846	FSS	JONESBORO RDO									199905
US04868	CTAF	CTAF		122.9   M							200501
US04874	A/D	NORCAL APP/DEP	RE	127.8   M	353.5   M						200508
US04874	ASOS	ASOS									199808
US04874	ATIS	ATIS		124.05  M							200308
US04874	CTAF	CTAF		118.7   M							199808
US04874	GND	GND		121.7   M							200002
US04874	TWR	TWR	V	118.7   M	257.8   M					Opr 1500-0400Z++.	200111
US04874	UNIC	UNICOM		122.95  M							199808
US04907	CTAF	CTAF		122.9   M							200004
US04920	CTAF	CTAF		122.9   M							200014
US04923	A/D	MUSKEGON APP/DEP	RE	119.8   M	257.8   M					Opr 1100-0400Z++, OT ctc CHICAGO CENTER 128.5 269.6.-	200204
US04923	CLD	MUSKEGON CLNC DEL		123.95  M							200204
US04923	RDO	LANSING RDO		112.1   M	122.1   M						200204
US04923	UNIC	CTAF/UNICOM		122.8   M							200105
US04973	UNIC	UNICOM		122.8   M							200602
US04979	ASOS	ASOS									199811
US04979	ATIS	ATIS		127.2   M						Opr H24.	200306
US04979	CNTR	ALBUQUERQUE CNTR		128.45  M	298.9   M						200107
US04979	CTAF	CTAF		125.3   M							199811
US04979	GND	GND		121.7   M							200002
US04979	RDO	PRESCOTT RDO	E	122.2   M	122.4   M	128.75  M	255.4   M				200014
US04979	TWR	PRESCOTT TWR	E	125.3   M	257.9   M						200305
US04979	UNIC	UNICOM		122.95  M							199805
US04990	A/D	KANSAS CITY CNTR		125.25  M	381.5   M						200309
US04990	CTAF	CTAF		122.9   M							200506
US04993	A/D	SAGINAW APP/DEP		126.45  M	381.5   M					1130-0500Z++; OT ctc CLEVELAND CENTER 127.7.-	200501
US04993	UNIC	CTAF/UNICOM		122.8   M							200501
US05017	CTAF	CTAF		122.9   M							200204
US05022	UNIC	CTAF/UNICOM		123.0   M							200413
US05040	CNTR	HOUSTON CNTR		126.625 M							200213
US05040	FSS	SAN ANGELO									200213
US05066	ASOS	ASOS		124.3   M							200206
US05066	ATIS	ATIS		124.3   M							199805
US05066	CNTR	LOS ANGELES CNTR		124.85  M	319.2   M						200305
US05066	CTAF	CTAF		119.0   M							199805
US05066	GND	GND		121.9   M							200002
US05066	RDO	PRESCOTT RDO		122.3   M	123.65  M						200602
US05066	TWR	CANYON TWR	V	119.0   M						Opr 1300-0300Z 1 Jun-30 Sep; 1400-0200Z 1 Oct-31 May.	200001
US05066	UNIC	UNICOM		122.95  M							199805
US05072	APP	SOCAL APP	RE	124.35  M	381.5   M						200307
US05072	ASOS	ASOS									199809
US05072	ATIS	ATIS		126.9   M							199805
US05072	CLD	CLNC DEL		123.725 M							200603
US05072	CTAF	CTAF		119.2   M							200001
US05072	DEP	SOCAL DEP	RE	119.6   M	363.1   M						200307
US05072	GND	GND		118.22  M							200113
US05072	RDO	SAN DIEGO RDO	E	122.2   M	122.4   M	122.65  M	123.65  M	255.4   M			200111
US05072	TWR	TWR		119.2   M	125.7   M	269.4   M				Opr 1400-0500Z++.	200111
US05072	UNIC	UNICOM		122.95  M							200001
US05089	UNIC	UNICOM		122.7   M							200610
US05094	A/D	ROCKFORD APP/DEP	RE	121.0   M	327.0   M						200105
US05094	UNIC	CTAF/UNICOM		122.7   M							200105
US05108	CTAF	CTAF		122.9   M							200310
US05108	RDO	FORT WORTH RDO		122.2   M	255.4   M						200310
US05111	CTAF	CTAF		122.9   M							199808
US05111	FSS	MC ALESTER RDO									199808
US05147	A/D	QUAD CITY APP/DEP	R	125.95  M						1030-0330Z++ OT ctc CHICAGO CENTER 118.75.	200606
US05147	AWOS	AWOS 3		118.65  M							200406
US05147	FSS	KANKAKEE RDO									199806
US05147	UNIC	CTAF/UNICOM		122.7   M							200105
US05150	A/D	ROCHESTER APP/DEP	R	119.8   M	251.125 M					Opr 1100 0400Z++ OT ctc MINNEAPOLIS CENTER  132.35.	200113
US05150	AWOS	AWOS 3		119.075 M							200005
US05150	CTAF	CTAF		122.9   M							199909
US05152	UNIC	CTAF/UNICOM		122.7   M							200110
US05153	A/D	MINNEAPOLIS APP/DEP	R	121.2   M	357.4   M						200105
US05153	CLD	CLNC DEL		118.625 M							200205
US05153	UNIC	CTAF/UNICOM		122.8   M							200105
US05173	A/D	MINNEAPOLIS APP/DEP	R	125.0   M	284.7   M						200205
US05173	AWOS	AWOS 3		407.0   M							200205
US05173	UNIC	CTAF/UNICOM		122.8   M							200110
US05181	CTAF	CTAF		122.9   M							199906
US05185	CTAF	CTAF		122.9   M							199806
US05199	AWOS	AWOS 3		118.8   M							200212
US05199	CNTR	WASHINGTON CNTR	RE	134.4   M	353.9   M						200212
US05199	UNIC	CTAF/UNICOM		123.0   M							200212
US05213	A/D	PHILADELPHIA APP/DEP	RE	123.8   M	128.4   M	291.7   M					200207
US05213	ASOS	ASOS		133.7   M							199806
US05213	ATIS	ATIS		133.7   M							199805
US05213	CTAF	CTAF		120.7   M							199805
US05213	GND	GND/CLNC DEL		121.9   M	257.8   M						200207
US05213	OPS	ARNG OPS		40.1    M	138.6   M	242.4   M					200307
US05213	TWR	TWR	E	120.7   M	257.8   M					Opr 1100-0300Z++.	200001
US05213	UNIC	UNICOM		122.95  M							199805
US05230	A/D	MINNEAPOLIS CNTR		128.5   M	306.2   M						200311
US05230	AWOS	AWOS 3		118.575 M							200606
US05230	CTAF	CTAF		122.9   M							199805
US05230	FSS	PRINCETON RDO									199805
US05246	CNTR	HOUSTON CNTR	RE	125.75  M	346.4   M						200312
US05246	UNIC	CTAF/UNICOM		122.8   M							200312
US05249	ARTC	MINNEAPOLIS CNTR	RE	127.9   M	281.45  M						200509
US05249	AWOS	AWOS 3		119.575 M							200405
US05249	CTAF	CTAF		122.9   M							199906
US05254	AWOS	AWOS 3		120.35  M							200511
US05254	CTAF	CTAF		122.9   M							200313
US05275	CTAF	CTAF		122.9   M							200608
US05280	CTAF	CTAF		122.9   M							199805
US05280	FSS	PRINCETON RDO									199805
US05281	FSS	DRI DE RIDDER									199906
US05339	A/D	COLUMBUS APP/DEP	RE	135.6   M	226.0   M						200605
US05339	CLD	COLUMBUS CLNC DEL		126.25  M							200605
US05339	UNIC	CTAF/UNICOM		122.8   M							200605
US05375	APP	BOSTON APP	RE	118.25  M	120.6   M	127.2   M	263.1   M	343.6   M	(118.25 263.1 N) (120.6 343.6 S) (127.2 W)		200402
US05375	ASOS	ASOS									199810
US05375	ATIS	ATIS		135.0   M							199904
US05375	CLD	CLNC DEL		121.65  M	257.8   M						200506
US05375	DEP	BOSTON DEP	R	133.0   M	343.6   M						200506
US05375	GND	GND		121.9   M	121.75  M						200506
US05375	GTE	GATE		134.05  M							200506
US05375	RDO	BRIDGEPORT RDO		122.4   M	112.7   M	122.1   M					200014
US05375	TWR	BOSTON TWR	E	124.725 M	128.8   M	132.225 M			(119.1 Arr/dep Rwy 04R-22L, 09-27) (124.725 Copter) (128.8 Arr/dep all rwy)		200013
US05375	UNIC	UNICOM		122.95  M							199906
US05407	A/D	JACKSONVILLE APP/DEP	RE	124.9   M	308.4   M						200105
US05407	ATIS	ATIS		268.6   M							200311
US05407	GND	GND		126.5   M	233.7   M						200003
US05407	PMSV	PMSV METRO								Avbl 1030-1830Z++. 289.95	200402
US05407	PTD	PTD		308.5   M							200402
US05407	TWR	TWR	E	118.75  M	265.8   M	350.5   M					200001
US05432	CTAF	CTAF		122.9   M							200607
US05471	FSS	COLUMBIA RDO									199806
US05471	UNIC	CTAF/UNICOM		122.8   M							200105
US05477	ASOS	ASOS		135.45  M							199906
US05477	CNTR	ANCHORAGE CNTR		118.5   M	284.6   M						200107
US05477	CTAF	CTAF		120.9   M							199810
US05477	FSS	KETCHIKAN RDO		122.25  M							199907
US05483	CTAF	CTAF		122.9   M							199805
US05488	CTAF	CTAF		122.9   M							199905
US05488	FSS	COLUMBIA RDO									199905
US05493	A/D	COLUMBIA APP/DEP	E	133.4   M	285.6   M						200105
US05493	UNIC	CTAF/UNICOM		122.8   M							200105
US05503	A/D	ST LOUIS APP/DEP	R	126.5   M							200111
US05503	FSS	ST LOUIS RDO									199905
US05503	UNIC	CTAF/UNICOM		122.8   M							200105
US05511	CTAF	CTAF		122.9   M							199806
US05511	FSS	COLUMBIA RDO									199806
US05517	FSS	ALBUQUERQUE RDO									199907
US05518	CTAF	CTAF		122.9   M							199806
US05524	CTAF	CTAF		122.9   M							199806
US05525	A/D	TOLEDO APP/DEP	RE	134.35  M	317.55  M						200105
US05525	ASOS	ASOS		118.375 M							199904
US05525	UNIC	CTAF/UNICOM		122.8   M							200105
US05526	UNIC	UNICOM		122.8   M							199806
US05536	CNTR	KANSAS CITY CNTR	R	125.5   M	380.2   M						200107
US05536	UNIC	CTAF/UNICOM		122.7   M							200105
US05537	CNTR	KANSAS CITY CNTR		127.47  M	291.7   M						200111
US05537	UNIC	CTAF/UNICOM		122.8   M							200105
US05552	CNTR	MEMPHIS CNTR	R	132.5   M	259.1   M						200513
US05552	UNIC	CTAF/UNICOM		122.8   M							200513
US05567	A/D	MEMPHIS APP/DEP		126.85  M	263.15  M						200206
US05567	FSS	JONESBORO RDO									199907
US05567	UNIC	CTAF/UNICOM		122.7   M							200105
US05575	AWOS	AWOS 1		118.375 M							200610
US05575	CNTR	JACKSONVILLE CNTR	R	135.325 M	343.8   M						200610
US05575	RDO	GAINESVILLE RDO		122.45  M							200610
US05575	UNIC	CTAF/UNICOM		122.8   M							200610
US05581	CTAF	CTAF		122.9   M							199612
US05583	CTAF	CTAF		122.9   M							199901
US05583	FSS	ST LOUIS RDO									200007
US05586	A/D	KANSAS CITY CNTR		133.4   M	323.1   M						200109
US05586	FSS	ST LOUIS RDO									200007
US05586	UNIC	CTAF/UNICOM		122.9   M							200105
US05630	APP	APP	RE	119.9   M	126.6   M	291.0   M	322.325 M		(119.9 322.325 S)(126.6 291.0 N)		200210
US05630	ATIS	ATIS		116.4   M	384.9   M						199812
US05630	CLD	CLNC DEL		127.55  M	335.8   M						200005
US05630	DEP	DEP	RE	119.9   M	126.6   M	306.9   M	322.325 M		(322.325 S)(306.9 N)		200210
US05630	GND	GND		121.8   M	289.4   M						200005
US05630	PMSV	PMSV METRO		269.2   M							199906
US05630	POST	COMD POST		141.9   M	349.4   M						200007
US05630	PTD	PTD		285.575 M							199908
US05630	SFA	SFA									199813
US05630	TWR	TWR	E	120.75  M	239.05  M	254.4   M					200207
US05630	UNIC	AERO CLUB UNICOM		123.3   M							200005
US05631	CTAF	CTAF		122.8   M							200107
US05636	CNTR	KANSAS CITY CNTR		135.575 M	323.15  M						200305
US05636	UNIC	CTAF/UNICOM		122.7   M							200105
US05647	UNIC	CTAF/UNICOM		122.975 M							200603
US05659	A/D	CHICAGO APP/DEP	R	133.5   M	371.9   M						200105
US05659	AWOS	AWOS 3		119.075 M							200005
US05659	CLD	CHICAGO CLNC DEL									200405
US05659	UNIC	CTAF/UNICOM		122.7   M							200105
US05673	CNTR	KANSAS CITY CNTR	E	128.6   M	343.9   M						200107
US05673	CTAF	CTAF		122.9   M							199806
US05676	CTAF	CTAF		122.9   M							199806
US05777	CTAF	CTAF		122.9   M							199805
US05780	UNIC	CTAF/UNICOM		122.8   M						UNICOM monitored 1600-0100Z++.	200105
US05790	CTAF	CTAF		122.9   M							199805
US05795	AWOS	AWOS 3		118.375 M							200507
US05795	CNTR	FORT WORTH CNTR	RE	124.75  M	377.1   M						200410
US05795	RDO	FORT WORTH RDO									200507
US05795	UNIC	CTAF/UNICOM		123.0   M							200308
US05810	UNIC	CTAF/UNICOM		122.8   M							200105
US05819	CTAF	CTAF		122.9   M							199805
US05819	FSS	GREAT FALLS RDO									199807
US05823	FSS	GREAT FALLS RDO									199807
US05823	UNIC	CTAF/UNICOM		122.8   M							200105
US05835	OPS	HELENA ARNG OPS		40.65   M	126.2   M						200205
US05840	A/D	NEW YORK APP/DEP	RE	127.6   M	379.9   M						200105
US05840	ASOS	ASOS		118.525 M							200013
US05840	UNIC	CTAF/UNICOM		122.7   M							200105
US05841	FSS	GREAT FALLS RDO									199807
US05841	UNIC	CTAF/UNICOM		122.8   M							200105
US05856	ASOS	ASOS		121.275 M							199809
US05856	CNTR	KANSAS CITY CNTR		132.9   M	279.5   M						200107
US05856	UNIC	CTAF/UNICOM		123.0   M							200105
US05895	CTAF	CTAF		122.9   M							199805
US05895	FSS	COLUMBUS RDO									199806
US05918	CNTR	ANCHORAGE CNTR		124.5   M							200503
US05918	CTAF	CTAF		122.9   M							200406
US05919	FSS	PRESCOTT RDO									199912
US05919	UNIC	UNICOM		122.95  M							200213
US05920	CTAF	CTAF		122.9   M							199806
US05920	FSS	COLUMBUS RDO									199806
US05928	CNTR	ANCHORAGE CNTR		132.75  M	282.35  M						200408
US05928	CTAF	CTAF		122.9   M							200310
US05928	RCO	FAIRBANKS RDO		122.2   M							200412
US05948	AWOS	AWOS 3		124.175 M							200310
US05948	CNTR	HOUSTON CNTR	RE	134.95  M	269.4   M						200310
US05948	RDO	SAN ANGELO RDO		123.65  M							200310
US05948	UNIC	CTAF/UNICOM		122.8   M							200310
US05968	A/D	RALEIGH APP DEP	R	125.3   M	380.05  M						200106
US05968	AWOS	AWOS 3		120.625 M							200507
US05968	CLD	RALEIGH CLNC DEL		135.075 M							200208
US05968	FSS	RALEIGH RDO									199912
US05968	UNIC	CTAF/UNICOM		123.075 M							200106
US05976	AWOS	AWOS 3		118.175 M							200311
US05976	CNTR	KANSAS CITY CNTR	E	126.95  M	379.2   M						200312
US05976	UNIC	CTAF/UNICOM		122.8   M							200311
US05981	CTAF	CTAF		122.9   M							200111
US05988	A/D	ALBANY APP/DEP	RE	125.0   M	307.2   M						200206
US05988	ASOS	ASOS		135.925 M							199903
US05988	CLD	BURLINGTON CLNC DEL									200106
US05988	UNIC	CTAF/UNICOM		122.8   M							200105
US05989	APP	MEMPHIS APP	R	125.8   M							200003
US05989	AWOS	AWOS 3		119.875 M							200005
US05989	CTAF	CTAF		122.9   M							199813
US05989	DEP	MEMPHIS DEP	R	124.15  M							200003
US06003	CNTR	MINNEAPOLIS CNTR		124.1   M	269.0   M						200107
US06003	CTAF	CTAF		122.9   M							199806
US06003	FSS	COLUMBUS RDO									199806
US06006	FSS	ANDERSON RDO									199913
US06011	FSS	ANDERSON RDO									199913
US06027	CNTR	HOUSTON CNTR		126.625 M							200210
US06027	FSS	SAN ANGELO									200210
US06028	CTAF	CTAF		122.9   M							200210
US06038	CNTR	DENVER CNTR	R	132.7   M	397.85  M						200107
US06038	UNIC	CTAF/UNICOM		122.8   M							200105
US06058	FSS	PRESCOTT RDO									199913
US06058	UNIC	CTAF/UNICOM		122.8   M							200206
US06066	A/D	ALBANY APP/DEP	R	118.05  M	226.8   M						200105
US06066	UNIC	CTAF/UNICOM		122.8   M							200105
US06076	FSS	SEATTLE RDO									199805
US06079	A/D	APP/DEP	R	126.1   M	127.35  M	307.7   M	390.8   M			Opr 1100-0400Z++, OT ctc CLEVELAND CENTER 127.9 327.0. -	200303
US06079	AWOS	AWOS 3		119.575 M							200303
US06079	UNIC	CTAF/UNICOM		123.05  M							200105
US06096	CNTR	WASHINGTON CNTR	RE	118.75  M	353.9   M						200301
US06096	OPS	RANGE OPS		38.3    M	41.05   M						200014
US06096	TWR	TWR	E	38.3    M	126.2   M	241.0   M				Opr by NOTAM.	200005
US06096	UNIC	CTAF/UNICOM		122.95  M							200301
US06130	AWOS	AWOS 3		123.875 M							200005
US06130	CNTR	MINNEAPOLIS CNTR	R	119.4   M	278.8   M						200107
US06130	RDO	COLUMBUS RDO		122.55  M							200014
US06130	UNIC	CTAF/UNICOM		122.8   M							200105
US06149	CNTR	ALBUQUERQUE CNTR	R	127.85  M	351.7   M						200107
US06149	CTAF	CTAF		122.9   M							199808
US06149	FSS	MC ALESTER RDO									199808
US06160	A/D	APP/DEP	RE	120.925 M	269.5   M						200105
US06160	CTAF	CTAF		125.6   M							200410
US06160	UNIC	UNICOM		122.7   M							200410
US06199	AWOS	AWOS 3		135.075 M							200005
US06199	RDO	CEDAR CITY RDO		112.3   M	122.1   M						200014
US06199	UNIC	CTAF/UNICOM		122.8   M							200105
US06209	CTAF	CTAF		122.9   M							199805
US06211	CTAF	CTAF		122.9   M							199902
US06222	FSS	JONESBORO RDO									199906
US06222	UNIC	CTAF/UNICOM		122.8   M							200105
US06226	A/D	GULFPORT		124.6   M	354.1   M					Opr 1200-0500Z++, OT ctc HOUSTON CENTER 127.65 288.15.	200604
US06226	AWOS	AWOS 3		119.075 M							200412
US06226	UNIC	CTAF/UNICOM		122.8   M							200604
US06227	APP	DREAMLAND APP	E	118.7   M	126.15  M	255.8   M	261.1   M				200003
US06247	CTAF	CTAF		122.9   M							200108
US06249	CTAF	CTAF		122.9   M							199805
US06270	UNIC	CTAF/UNICOM		122.8   M							200105
US06273	ASOS	ASOS		135.875 M							199807
US06273	CNTR	BOSTON CNTR	R	123.75  M	338.2   M						200205
US06273	UNIC	CTAF/UNICOM		122.8   M							200105
US06294	A/D	FRESNO APP/DEP	RE	123.9   M							200206
US06294	ASOS	ASOS		134.75  M							199812
US06294	UNIC	CTAF/UNICOM		122.8   M							200105
US06305	AWOS	AWOS 3		119.525 M							200503
US06305	CNTR	MINNEAPOLIS CNTR	RE	133.65  M	281.5   M						200107
US06305	RDO	GREEN BAY RDO									200206
US06305	UNIC	CTAF/UNICOM		122.8   M							200105
US06334	A/D	NEW YORK APP/DEP	RE	132.8   M	379.9   M						200105
US06334	ASOS	ASOS		120.6   M							200011
US06334	RDO	MILLVILLE RDO		112.9   M	122.1   M						200014
US06334	UNIC	CTAF/UNICOM		123.0   M							200105
US06335	A/D	NEW YORK APP/DEP	RE	127.6   M	379.9   M						200105
US06335	RDO	MILLVILLE RDO		109.6   M	122.1   M						200014
US06335	UNIC	CTAF/UNICOM		122.8   M							200105
US06342	A/D	NEW YORK APP/DEP	R	127.6   M							200105
US06342	CTAF	CTAF		122.9   M							199813
