ARPT_IDENT	COMM_TYPE	RMK_SEQ	REMARK	CYCLE_DATE
US37198	CNTR	1	(APP/DEP svc)	200604
US37232	AWOS	1	C218-894-3666.	200005
US37232	CNTR	1	(121.725 GCO. Also avbl thru FSS.)(APP/DEP svc)	200507
US37263	ASOS	1	C330-724-4237.	200001
US37263	RDO	1	(RCO)	200005
US37264	ASOS	1	C503-371-1062.	199806
US37264	CNTR	1	(APP/DEP svc)	200107
US37264	RDO	1	(RCO)	200602
US37270	CNTR	1	(APP/DEP svc)	200404
US37270	RDO	1	(NODINE RCO)	199907
US37307	AWOS	1	C806-291-8679.	200311
US37307	RDO	1	(RCO)	200602
US37311	AWOS	1	C218-736-7216.	199812
US37311	RDO	1	(RCO)	200005
US37362	ASOS	1	C662-453-3304.	200504
US37362	CNTR	1	(APP/DEP svc)	200504
US37395	AWOS	1	C979-280-5596.	200311
US37396	APP	1	(126.4 Opr 1200-0400Z++.) (120.8 Opr 0400-1200Z++.)(TRSA)	200207
US37396	ASOS	1	C914-288-0216.	200106
US37396	ATIS	1	C914-948-0130. Dep.	200207
US37396	TWR	1	Advsy avbl on 122.95 when twr clsd.	200003
US37413	ASOS	1	C631-288-0588.	200005
US37413	OPS	1	(Call RESCUE OPS)	200005
US37417	AWOS	1	C256-845-5397.	200608
US37417	CNTR	1	(APP/DEP svc)	200608
US37480	AWOS	1	C615-325-4971.	199906
US37480	FSS	1	(121.725 GCO.)	200409
US37537	ASOS	1	C870-932-4010.	199813
US37537	CNTR	1	(APP/DEP svc)	200313
US37579	ASOS	1	C321-986-8864.	200602
US37580	A/D	1	305.4 385.45 Class C Airspace (125.05 269.4 Pease Intl Trade Port) (134.75 305.4NH Lakes Region) (124.9 127.35 385.45 Manchester Concord NH Area) (125.05 269.4NH Seacoast Area)	200402
US37580	ASOS	1	C603-668-8992.	200110
US37580	RDO	1	(RCO)	200110
US37623	ASOS	1	C573-299-4419.	199909
US37623	CNTR	1	(APP/DEP svc)	200412
US37700	AWOS	1	C520-682-4104.	200407
US37702	CNTR	1	(APP/DEP svc)	200107
US37727	AWOS	1	C970-864-2325.	200604
US37727	UNIC	1	Mnt by sheriff dispatch.	200504
US37735	APP	1	Afld lctd within R4809. PPR for entry, ctc Silverbow Twr 134.1 297.65.	200402
US37743	AWOS	1	C662-843-3021.	200601
US37743	CNTR	1	(APP/DEP svc)	200601
US37752	RDO	1	(RCO)	200602
US37755	A/D	1	(RADAR advsy and sequencing to arpt avbl VFR arr O/R.)	200307
US37755	MISC	1	(RAID OPS).	200005
US37789	RDO	1	(RCO)	200005
US37789	RFSS	1	(RCO)	199907
US37806	CNTR	1	(APP/DEP svc)	200107
US37822	AWOS	1	C231-796-0884.	200501
US37822	CNTR	1	(APP/DEP svc)	200501
US37845	AWOS	1	C620-792-5019.	200105
US37845	CNTR	1	(APP/DEP svc)	200407
US37845	RDO	1	(RCO)	200001
US37863	CNTR	1	(APP/DEP svc)	200412
US37863	UNIC	1	UNICOM unmto.	199910
US38009	AWOS	1	C740-597-2687.	200003
US38080	ASOS	1	C505-887-6858.	200014
US38080	CNTR	1	(APP/DEP svc)	200504
US38080	RDO	1	(RCO)	200602
US38088	ASOS	1	C218-723-8340.	199908
US38088	POST	1	(6735 LSB)	200005
US38088	RDO	1	(RCO)	200005
US38091	ASOS	1	C907-543-5475.	200405
US38091	CNTR	1	(APP/DEP CON svc) Class D airspace opr hr-Apr 1-Oct 31, 1530-0600Z++; Nov 1-Mar 31, 1630-0500Z++,OT Class E airspace.	200405
US38091	CTAF	1	Bethel Arpt WX info avbl on 122.0 (call sign Bethel Weather) 1 Apr-31 Oct 2200-0000; 1 Nov-31 Mar 2100-0000.	200405
US38091	FSS	1	(KENAI RCO) C866-864-1737.	200609
US38091	OPS	1	C907-543-2863/2225.	200405
US38133	MISC	1	(ACTIVATE-MIRL Rwy 16-34.)	200201
US38135	FSS	1	(RCO)	199909
US38181	APP	1	Opr 1300 Mon-0400Z++ Fri, 1500-2300Z++ Sat, Sun, and hol. OT ctc MINNEAPOLIS CENTER 127.6 279.6.	200602
US38181	DEP	1	Opr 1300 Mon-0400Z++ Fri, 1500-2300Z++ Sat, Sun, and hol. OT ctc MINNEAPOLIS CENTER 127.6 279.6.	200602
US38236	AWOS	1	C901-658-6436.	199905
US38236	CNTR	1	(APP/DEP svc)	200107
US38249	A/D	1	(APP/DEP svc)	200412
US38280	AWOS	1	C806-669-1333.	200402
US38280	CNTR	1	(APP/DEP svc)	200313
US38309	A/D	1	Opr 1200-0600Z++; OT ctc Houston Cntr 133.1.	200209
US38309	AWOS	1	C432-687-4605.	200504
US38322	ASOS	1	C502-473-0693.	200211
US38337	AWOS	1	C218-485-5199.	200002
US38364	AWOS	1	C937-382-1376.	200502
US38579	INFO	1	To mnt aerobatic box.	200304
US38603	AWOS	1	C360-674-2811.	199805
US38614	MISC	1	Used to activate lighting.	199811
US38619	CNTR	1	(APP/DEP svc)	200409
US38625	A/D	1	(APP/DEP svc)	200107
US38645	ASOS	1	C520-459-7316.	200005
US38645	GCA	1	Opr 1400-0600Z Mon-Fri, exc hol, OT ctc ALBUQUERQUE CENTER 134.45 327.15. -	200610
US38645	TWR	1	Opr 1400-0600Z Mon-Fri, exc hol, OT ctc ALBUQUERQUE CENTER 134.45 327.15.	200607
US38648	AWOS	1	C907-874-2458.	200311
US38648	CNTR	1	(APP/DEP svc)	200311
US38648	FSS	1	Communications prvdd by SITKA Radio on 122.45 (WRANGELL RCO).JUNEAU FSS- C1-800-478-6300.	200604
US38716	ASOS	1	C641-752-2339.	200102
US38769	CNTR	1	(APP/DEP svc)	200607
US38785	CNTR	1	(APP/DEP svc)	200405
US38785	RCO	1	(HONOLULU FSS)	200405
US38785	TWR	1	(128.4 Copter opr.)	200405
US38826	ASOS	1	C217-234-8442.	200005
US38826	RDO	1	(RCO)	200602
US38960	AWOS	1	C515-965-5764.	199804
US38997	A/D	1	Opr 1200-0600Z++ wkd; 1300-0300Z++ wkend; OT ctc JACKSONVILLE CENTER 120.2 346.4.	200505
US38997	ASOS	1	C850-654-7128.	199805
US39153	A/D	1	Opr 1200-0400Z++ Mon-Thu; 1200-2300Z++ Fri; clsd hol, OT ctc JACKSONVILLE CENTER120.85 322.5.	200502
US39178	ASOS	1	C812-877-9136.	199904
US39188	AWOS	1	C317-335-3037.	200111
US39229	A/D	1	278.3 295.7 318.2 327.5 351.1 (127.25 318.2 N-NE)(119.65 379.25 NE-E)(134.0 278.3E-S)(135.4 377.125 S-SW)(125.5 349.0 SW-N)	200105
US39229	MISC	1	Fire fighting acft ctc US Forest Svc Tanker Base.	200001
US39383	CNTR	1	(APP/DEP svc)	200507
US39400	CNTR	1	(APP/DEP svc)	200107
US39419	ASOS	1	C406-265-6638.	200003
US39419	RDO	1	(RCO)	199907
US39436	AWOS	1	C928-764-2317.	200606
US39436	CNTR	1	(APP/DEP svc)	200107
US39476	ASOS	1	C231-539-7700.	200111
US39476	CNTR	1	(APP/DEP svc)	200412
US39476	RDO	1	(RCO)	199909
US39521	AWOS	1	C724-228-3529.	199909
US39521	RDO	1	(RCO)	200602
US39554	AWOS	1	C641-782-6286.	200102
US39554	CNTR	1	(APP/DEP svc)	200107
US39629	ASOS	1	C269-925-9008.	200309
US39629	RDO	1	(RCO)	200602
US39699	ASOS	1	C509-762-5082.	199909
US39699	RDO	1	(RCO)	200602
US39705	A/D	1	OT ctc DENVER CENTER 127.95 338.2.	200505
US39826	AWOS	1	C910-592-7488.	200108
US39900	AWOS	1	C270-678-5787	200002
US39900	CNTR	1	(APP/DEP svc)	200407
US39901	AWOS	1	C641-472-4548.	200102
US39901	CNTR	1	(APP/DEP svc)	200107
US39903	A/D	1	(APP/DEP svc)	200107
US39903	AWOS	1	C620-697-4973. OS indef.	200111
US39913	AWOS	1	C618-533-4417.	200002
US39913	CNTR	1	(APP/DEP svc)	200404
US39913	RDO	1	(RCO)	199908
US39921	A/D	1	(APP/DEP svc)	200107
US39921	FSS	1	(RCO)	199907
US39937	ASOS	1	C802-229-2037.	200005
US39937	CNTR	1	(APP/DEP svc)	200107
US39937	RDO	1	(RCO)	200602
US39951	AWOS	1	C607-324-9138.	200313
US39951	CNTR	1	(APP/DEP svc)	200107
US40000	A/D	1	(APP/DEP svc)	200107
US40000	ASOS	1	C580-562-4811.	200603
US40082	CNTR	1	(APP/DEP svc)	200107
US40166	RDO	1	(WASHINGTON RCO)	200203
US40201	UNIC	1	UNICOM located at Police station C515-732-3777.	200108
US40276	AWOS	1	C252-522-2712.	200506
US40276	RDO	1	(RCO)	200210
US40281	A/D	1	322.4 Opr 1100-0500Z++, OT ctc BOSTON CENTER (128.2 322.4 112 -292 ) (124.25 290.5 293 -111 ).	200207
US40281	AWOS	1	C207-877-0519.	200506
US40308	AWOS	1	C701-678-6801.	200203
US40308	CNTR	1	(APP/DEP svc)	200107
US40345	A/D	1	282.375 288.275 307.2 (126.4 282.375 031 -170 ) (126.8 269.525 321 -030 ) (134.7307.2 171 -320 )	200304
US40345	ASOS	1	C804-236-1091.	199909
US40345	CLD	1	(127.55 Also used for pre-taxi clnc.)	200005
US40345	RDO	1	(RCO)	200602
US40386	AWOS	1	C541-382-1477.	200606
US40386	CNTR	1	(APP/DEP svc)	200603
US40403	ASOS	1	C573-635-9266.	199804
US40403	RDO	1	(RCO)	200005
US40457	A/D	1	(APP/DEP svc)	200603
US40457	AWOS	1	C870-574-1011	200610
US40458	A/D	1	Opr 1300-0100Z++ Mon-Fri; 1600-2300Z++ Sun; clsd hol, OT ctc MEMPHIS CENTER 127.1 269.4.	200504
US40458	AWOS	1	C662-323-4966.	200504
US40490	CNTR	1	(APP/DEP svc)	200107
US40541	AWOS	1	C606-435-2452.	200007
US40541	CNTR	1	(APP/DEP svc)	200107
US40541	FSS	1	(LOUISVILLE FSS)	200007
US40596	AWOS	1	C507-455-0642.	199908
US40596	CNTR	1	(APP/DEP svc)	200507
US40596	RDO	1	(RCO)	199909
US40614	RDO	1	(RCO)	200508
US40641	RDO	1	(121.725 GCO.)	200207
US40674	ASOS	1	C512-756-7277.	200309
US40674	CNTR	1	(APP/DEP svc)	200313
US40677	CNTR	1	(APP/DEP svc)	200107
US40718	A/D	1	381.6 (121.4 381.6 Opr 0600-1200Z++.)	200410
US40718	ASOS	1	C318-636-5767.	200206
US40776	A/D	1	(APP/DEP svc)	199908
US40776	ASOS	1	C907-424-5900.	200002
US40776	FSS	1	(CORDOVA RCO)	199910
US40831	AWOS	1	C207-324-1958.	200506
US40831	RDO	1	(RCO)	200602
US40837	ASOS	1	C970-925-9168.	200204
US40837	CNTR	1	Opr 1400-0500Z++, OT ctc DENVER CENTER 134.5 327.8. Radar svc transponder eqpt acft only.	200208
US40893	APP	1	(118.9 353.7 010 -080 , 180 -310 ) (125.7 311 -009 )	200312
US40893	ASOS	1	C757-460-9348.	199909
US40893	ATIS	1	C804--464-1390.	200212
US40893	RDO	1	(RCO)	199908
US40913	RDO	1	(RCO)	200206
US40926	ASOS	1	C336-570-9813.	199909
US40930	AWOS	1	C252-975-6133.	199909
US40930	CNTR	1	(APP/DEP svc)	200107
US40957	ATIS	1	C619-449-1228.	200501
US40957	AWOS	1	C619-449-1228.	200503
US40974	ASOS	1	C616-964-0283.	200111
US40974	RDO	1	(RCO)	200602
US40987	APP	1	Opr 1330-05300Z++ Mon-Thu; 1330-2330Z++ Fri; clsd Sat, Sun and hol by NOTAM, OT ctc HOUSTON CENTER 128.15 350.3. -	200608
US40987	AWOS	1	C361-767-1982.	200602
US40996	CNTR	1	(APP/DEP svc)	200608
US41101	ASOS	1	C208-356-0986.	199807
US41101	CNTR	1	(APP/DEP svc)	200313
US41153	CNTR	1	(APP/DEP svc)	200107
US41184	AWOS	1	C706-597-9801.	200607
US41184	RDO	1	(121.725 GCO)	200607
US41197	CNTR	1	(APP/DEP svc)	200509
US41201	ASOS	1	C409-722-3408.	200401
US41201	RDO	1	(RCO)	200602
US41239	AWOS	1	C864-587-2529.	199812
US41347	ASOS	1	C319-363-9021.	199710
US41347	RDO	1	(RCO)	200602
US41373	ASOS	1	C845-457-1486.	200501
US41373	RDO	1	(RCO)	200602
US41373	UNIC	1	Automated UNICOM, 3 clicks.	200511
US41503	AWOS	1	C618-242-7933.	200002
US41503	CNTR	1	(APP/DEP svc)	200507
US41503	RDO	1	(RCO)	199907
US41581	A/D	1	387.1 380.025 (120.4 380.025 110 -269 ) (118.4 354.0 270 -010 )(125.3 387.1 011 -109 )	200404
US41581	ASOS	1	C912-966-0364.	199910
US41581	MISC	1	(RCO)	200204
US41581	RDO	1	(RCO)	200111
US41650	APP	1	Class B Airspace	200112
US41650	DEP	1	381.2	200005
US41650	PMSV	1	Unuse 010 -100  byd 20 NM blw FL 200, 101 -150  byd 25 NM blw 15,000'. Wx obsn not fully rpt 120 -260 . KDMA AFB is the hub for WX info DSN 228-7647.	200608
US41650	POST	1	ACC-RAYMOND 23, others CONVOY.	200108
US41746	AWOS	1	C870-673-1884.	199913
US41746	CLD	1	C501-918-4608.	199912
US41824	ASOS	1	C605-867-1584.	199708
US41824	CNTR	1	(APP/DEP svc)	200107
US41862	AWOS	1	C760-767-3308.	200108
US41862	CNTR	1	(APP/DEP svc)	200107
US41926	A/D	1	For IFR CLNC DEL ctc NY TRACON C800-645-3206.	200505
US41926	RDO	1	(RCO)	200107
US42048	AWOS	1	C256-829-1242.	200603
US42048	RDO	1	(GCO).	200603
US42072	A/D	1	Opr 1430-0830Z++ Mon-Fri exc hol, OT ctc FORT WORTH CENTER 128.4 133.5 269.375 350.35.	200602
US42072	ASOS	1	C580-335-7591.	199903
US42128	FSS	1	(RAND MOUNTAIN RCO)	200001
US42128	RFSS	1	(BISHOP RCO)	200001
US42171	ASOS	1	C907-443-4818.	200311
US42171	CNTR	1	(APP/DEP svc)	200311
US42219	A/D	1	(APP/DEP svc)	200107
US42219	AWOS	1	C712-737-3193.	199806
US42312	AWOS	1	C731-925-6080.	200104
US42312	CNTR	1	(APP/DEP svc)	200107
US42325	ASOS	1	C503-543-6401.	199810
US42349	FSS	1	(121.725 GCO)	199909
US42374	ASOS	1	C559-674-1781.	200202
US42424	ASOS	1	C727-531-3456.	200509
US42424	RDO	1	(RCO)	200509
US42440	AWOS	1	C904-695-0334.	199805
US42440	RDO	1	(121.725 GCO)	200508
US42451	ASOS	1	C701-251-9002.	200013
US42451	CNTR	1	(APP/DEP svc)	200505
US42451	RDO	1	(RCO)	199907
US42459	AWOS	1	C843-339-9625.	200207
US42545	CNTR	1	(APP/DEP svc)	200506
US42617	AWOS	1	C252-758-6485.	199901
US42617	CNTR	1	(APP/DEP svc)	200107
US42670	ASOS	1	C435-259-8576.	200003
US42670	CNTR	1	(APP/DEP svc)	200107
US42670	RDO	1	(RCO)	200602
US42748	AWOS	1	C906-863-8801.	200411
US42748	RDO	1	(RCO)	200411
US42870	AWOS	1	C269-637-7016.	200503
US42870	CNTR	1	(APP/DEP svc)	200503
US42870	RDO	1	(PULLMAN RCO)(121.725 GCO.)	200503
US42913	ASOS	1	C936-760-4237.	200609
US42948	RDO	1	(121.725 GCO.)	200113
US42953	AWOS	1	C620-230-5654.	200302
US42953	CNTR	1	(APP/DEP svc)	200405
US42953	RDO	1	(RCO)	200602
US42960	AWOS	1	C478-240-9432.	200506
US42984	CNTR	1	(APP/DEP svc)	200107
US42984	RDO	1	(RCO)	200311
US42987	ASOS	1	C907-659-2591.	199908
US42987	CNTR	1	(APP/DEP svc)	200107
US43003	ASOS	1	C404-696-5660.	200111
US43003	RDO	1	(RCO)	200602
US43057	A/D	1	C401-596-9543.	199910
US43121	RDO	1	(RCO)	199907
US43142	A/D	1	128.05 239.025 251.125 269.1 285.45 307.0 317.5 318.1 353.5 392.1 (124.45  392.1360 -090 )(128.05 318.1 091 -140 )(118.05 353.5 141 -270 )(125.1 307.0 271 -359) Class C Airspace.	200401
US43142	RDO	1	(RCO)	200302
US43187	AWOS	1	C775-884-4708.	199905
US43226	AWOS	1	C318-242-0062.	199909
US43397	A/D	1	Class C Airspace.	200003
US43397	ASOS	1	C585-235-7322.	200312
US43397	CLD	1	118.3 also used for Pre-taxi clearance.	199902
US43397	OPS	1	DSN 343-5406, C716-783-5406.	200005
US43397	RDO	1	(RCO)	200602
US43432	CNTR	1	(APP/DEP svc)	200212
US43432	RDO	1	(SOUTH BOSTON RCO)	200212
US43512	AWOS	1	C618-662-8355.	200206
US43512	CNTR	1	(APP/DEP svc)	200107
US43516	ASOS	1	C702-614-4537	200511
US43516	RDO	1	(MOUNT POTOSI RCO)	200205
US43552	RDO	1	(PULLMAN RCO)	200501
US43591	AWOS	1	C208-772-8215.	199805
US43591	RDO	1	(RCO)	199907
US43591	UNIC	1	Arpt ldg cond avbl on UNICOM.	200412
US43663	CNTR	1	(APP/DEP svc)	200107
US43663	UNIC	1	UNICOM unmto.	200002
US43728	A/D	1	Class D Airspace 20 NM out 134.95 358.3.	200202
US43728	PMSV	1	Avbl H24.	200505
US43728	POST	1	(Global HF thru CAPE RDO) 138.3 383.0 (Call MAYAAP)	200001
US43744	ASOS	1	C319-233-8984.	199804
US43744	RDO	1	(RCO)	200005
US43828	AWOS	1	C608-356-1071.	200201
US43828	RDO	1	(RCO)	200602
US43836	ASOS	1	C518-891-6696.	200005
US43836	CNTR	1	(APP/DEP svc)	200603
US43836	RDO	1	(RCO)	200602
US43849	AWOS	1	C541-756-0135.	199805
US43849	CNTR	1	(APP/DEP svc)	200107
US43849	MISC	1	Avbl O/R thru FSS.	200311
US43849	RDO	1	(RCO)	199907
US43861	AWOS	1	C951-735-9749.	200509
US43869	CNTR	1	(APP/DEP svc)	200107
US43887	AWOS	1	C317-882-5862.	200307
US43963	CNTR	1	(APP/DEP svc)	200107
US44013	AWOS	1	C641-791-3302.	200102
US44013	RDO	1	(RCO)	200404
US44103	AWOS	1	C712-792-2306.	199805
US44103	CNTR	1	(APP/DEP svc)	200507
US44160	AWOS	1	C217-442-4660.	200002
US44160	RDO	1	(RCO)	200602
US44198	ASOS	1	C817-491-8625.	200210
US44198	TWR	1	(120.825 Copter)	200311
US44238	RDO	1	(RCO)	200207
US44249	AWOS	1	C386-437-0267.	200607
US44261	AWOS	1	C218-435-6448.	200001
US44261	CNTR	1	(121.725 GCO. Also avbl thru FSS.)(APP/DEP svc)	200603
US44318	A/D	1	Opr 1300-0700Z++ Mon-Fri; 1400-0500Z++ Sat, Sun and hol, OT ctc DENVER CENTER 127.95 338.2.Basic Radar svc 25 NM out.	200505
US44318	PMSV	1	Full svc avbl dur afld opr hr (see NOTAM), ltd svc OT. Remote briefing svc avblScott AFB 15 OWS DSN 576-9755, C618-256-9755.	200007
US44318	POST	1	(Call Raymond 33) (HAVE QUICK timing avbl 287.7)	199809
US44334	ASOS	1	C509-334-3222.	199808
US44334	CNTR	1	(APP/DEP svc)	200107
US44334	RDO	1	(RCO)	199907
US44369	AWOS	1	C229-276-2669.	200606
US44369	CNTR	1	(APP/DEP svc)	200606
US44369	RDO	1	(121.725 GCO.)	200606
US44395	ASOS	1	C740-453-8139.	200001
US44395	CNTR	1	(APP/DEP svc)	200107
US44395	RDO	1	(RCO)	200004
US44409	A/D	1	(APP/DEP svc)	200310
US44414	APP	1	256.9 307.9 380.05 392.1 395.0 (128.3 307.9 230 -024 ) (124.95 392.1 025 -229 )	200506
US44414	ASOS	1	C919-840-0816.	199909
US44427	FSS	1	(BUFFALO RCO)	199907
US44432	AWOS	1	C352-237-8525.	199805
US44432	RDO	1	(RCO)	199907
US44512	AWOS	1	C573-860-2596	200307
US44512	CNTR	1	(APP/DEP svc)	200107
US44529	OPS	1	(Call SKIER)	200113
US44537	CNTR	1	(APP/DEP svc)	200107
US44543	A/D	1	294.5 316.7 324.5 327.1(127.65 294.5 000 -090 )(118.85 327.1 091 -180 )(134.45 316.7 181 -359 )	200604
US44543	ASOS	1	C937-454-7845.	200108
US44543	RDO	1	(RCO)	200108
US44568	AWOS	1	C270-338-7788.	200007
US44580	AWOS	1	C319-283-3518.	199709
US44671	ASOS	1	C702-648-6633.	200011
US44695	AWOS	1	C918-756-9502.	200110
US44760	CNTR	1	(APP/DEP svc)	200403
US44772	AWOS	1	C248-288-4649.	200502
US44772	RDO	1	(121.725 GCO.)	200409
US44776	CNTR	1	(APP/DEP svc)	200313
US44776	RDO	1	(RCO)	200308
US44780	AWOS	1	C218-666-2539.	199908
US44780	RDO	1	(EVELETH RCO)	200204
US44918	AWOS	1	C941-486-2718.	200602
US44948	AWOS	1	C219-326-6916.	200502
US44948	RDO	1	(KNOX RCO)	200502
US44971	AWOS	1	C423-543-1801.	199909
US44979	ASOS	1	C928-779-2439.	200206
US44979	CNTR	1	(APP/DEP svc)	200107
US44979	RDO	1	(RCO)	200602
US45021	ASOS	1	C907-283-6513.	199909
US45021	CNTR	1	(APP DEP svc)  Class D airspace service 1May-Sep30, 1500-0700Z++;  Oct1- Apr30, 1600-0600Z++, other times Class E.	200107
US45021	FSS	1	VHF-DF Unusable 040-160 byd 30 NM and 215-330 byd 33NM.	200206
US45021	MISC	1	C907-283-4332.	199909
US45094	ASOS	1	C763-531-2343.	200012
US45202	UNIC	1	Unmto.	200312
US45240	A/D	1	(Call SALT LAKE CITY APP DEP)	200010
US45240	ASOS	1	C801-622-5600.	199807
US45240	RDO	1	(RCO)	200013
US45247	RDO	1	(KLAMATH FALLS RCO)	200206
US45268	CNTR	1	(APP/DEP svc)	200305
US45271	ASOS	1	C918-426-1601. Dewpoint unrel.	200111
US45271	CNTR	1	(APP/DEP svc)	200506
US45290	A/D	1	(APP/DEP svc)	200006
US45290	AWOS	1	C507-836-6128.	200510
US45292	A/D	1	(APP/DEP svc)	200204
US45292	RDO	1	(RCO)	200602
US45304	AWOS	1	C931-967-8445.	199905
US45304	CNTR	1	(APP/DEP svc)	200107
US45422	ASOS	1	C716-297-6984.	200112
US45422	OPS	1	(Call FUZZY).	200204
US45422	POST	1	DSN 238-2150, C716-236-2150. (CARBONATE)	200503
US45422	PTD	1	(Call HORSESHOE).	200204
US45427	GCO	1	(135.075 GCO)	200313
US45493	CNTR	1	(APP/DEP svc)	200313
US45605	AWOS	1	C405-878-1745.	200101
US45605	CNTR	1	(APP/DEP svc)	200506
US45605	RDO	1	(121.725 GCO.)	200404
US45615	TWR	1	Opr 1230-0400Z++ Mon-Thu, 1230-0200Z++ Fri, exc hol. When twr clsd mnt Marne RDOprim 127.35 altn 279.625.-	200511
US45642	AWOS	1	C406-756-8879.	200412
US45642	CNTR	1	(APP/DEP svc)	200412
US45696	ASOS	1	C903-872-9321.	200301
US45696	CNTR	1	(APP/DEP svc)	200313
US45720	AWOS	1	C731-352-2854.	200104
US45720	CNTR	1	(APP/DEP svc)	200107
US45744	ASOS	1	C360-538-7021.	200104
US45744	CNTR	1	(APP/DEP svc)	200603
US45744	RDO	1	(RCO)	200602
US45745	AWOS	1	C573-221-2584.	200410
US45745	CNTR	1	(APP/DEP svc)	200404
US45797	AWOS	1	C208-454-3953.	199805
US45797	RDO	1	(RCO)	200602
US45806	AWOS	1	C909-585-4033.	199805
US45806	CNTR	1	(APP/DEP svc)	200408
US45890	ASOS	1	C757-874-3682.	200212
US45890	RDO	1	(RCO)	199908
US45912	AWOS	1	C715-339-4520.	200110
US45912	RDO	1	(PHILLIPS RCO)	200201
US45972	ASOS	1	C417-623-8892.	199809
US45972	CNTR	1	(APP/DEP svc)	200412
US45972	RDO	1	(RCO)	200005
US46087	CNTR	1	(APP/DEP svc)	200107
US46087	CTAF	1	direct tie in to great falls FSS.	199512
US46090	CNTR	1	(APP/DEP svc)	200107
US46114	CNTR	1	(APP/DEP svc)	200107
US46184	CNTR	1	(APP/DEP svc)	200512
US46222	AWOS	1	C618-393-4416.	200206
US46222	CNTR	1	(APP/DEP svc)	200107
US46222	RDO	1	(SAMSVILLE RCO)	199910
US46261	A/D	1	(APP/DEP svc)	200006
US46283	ASOS	1	C717-792-5529.	199909
US46320	AWOS	1	C251-968-7581.	200608
US46324	ASOS	1	C318-484-9301	199909
US46324	RDO	1	(RCO)	199907
US46345	ASOS	1	C605-995-5803.	199910
US46345	RDO	1	(RCO)	199907
US46359	AWOS	1	C931-668-5962.	199911
US46359	CNTR	1	(APP/DEP svc)	200409
US46359	RDO	1	(121.725 GCO)	200413
US46362	AWOS	1	C406-482-7323.	200003
US46362	RDO	1	(RCO)	199907
US46369	CNTR	1	(APP/DEP svc)	200501
US46369	RDO	1	(RCO)	200501
US46376	AWOS	1	C772-781-1642.	200605
US46383	CNTR	1	(APP/DEP svc)	200107
US46529	ASOS	1	C843-821-8403.	200312
US46601	ASOS	1	C904-778-6934. O/S UFN.	200610
US46601	ATIS	1	Opr H24.	200609
US46601	CLD	1	(121.725 GCO.)	200609
US46626	ASOS	1	C828-681-0131. Wind rpt unrel when twr clsd.	200109
US46711	AWOS	1	C763-689-9562.	200012
US46711	CNTR	1	(APP/DEP svc)	200506
US46736	AWOS	1	C817-426-4172.	200402
US46736	FSS	1	(GCO)	200402
US46828	CNTR	1	(APP/DEP svc)	200204
US46883	ASOS	1	C608-375-2712.	200003
US46883	CNTR	1	(APP/DEP svc))	200603
US46883	RDO	1	(121.725 GCO.)	200005
US46898	APP	1	OT ctc FORT WORTH CENTER 128.4 269.375 133.5 350.35.	200602
US46898	PMSV	1	Fcst svc avbl 0200 Mon thru end of flying day Fri.  Remote briefing svc avbl Barksdale AFB, DSN 781-4775.	200604
US46898	POST	1	(Call GERONIMO).	200113
US46972	ASOS	1	C281-992-1853.	200309
US47030	ASOS	1	C989-695-2488.	200305
US47030	RDO	1	(RCO)	200602
US47108	AWOS	1	C941-394-8187.	200506
US47129	ASOS	1	C605-224-6087.	200012
US47129	CNTR	1	(APP/DEP svc)	200107
US47129	RDO	1	(RCO)	200005
US47172	ASOS	1	C217-789-7389.	200002
US47172	RDO	1	(RCO)	199907
US47220	ASOS	1	C715-362-7980.	199908
US47220	CNTR	1	(APP/DEP svc)	200203
US47220	RDO	1	(RCO)	200201
US47273	A/D	1	(APP/DEP svc)	200107
US47299	AWOS	1	C262-334-6161.	200204
US47299	RDO	1	(RCO)	200201
US47339	RCO	1	Avbl through Lafayette APP.	200505
US47349	AWOS	1	C317-842-3911.	200111
US47370	AWOS	1	C509-375-4247.	200606
US47370	CLD	1	Call SEATTLE FSS.	200203
US47380	AWOS	1	C423-745-3422.	199906
US47408	A/D	1	Class C Airspace (119.4 318.1 Rwy 11 286 -089 ) (119.4 318.1 Rwy 29 066 -274 ) (125.1 269.55 Rwy 11 090 -285 ) (125.1 269.55 Rwy 29 275 -065 )	200509
US47408	ASOS	1	C520-889-7236.	200305
US47408	ATIS	1	C520-741-1177.	200305
US47408	RDO	1	(RCO)	200602
US47439	ASOS	1	C907-784-3564.	200401
US47439	CNTR	1	(APP/DEP CON svc)	200401
US47439	FSS	1	(RCO)	200602
US47513	AWOS	1	C251-809-2987.	200607
US47513	CNTR	1	(APP/DEP svc)	200607
US47518	AWOS	1	C320-693-6456.	199908
US47518	CNTR	1	(APP/DEP svc)	200506
US47518	RDO	1	(RCO)	200602
US47545	CNTR	1	(APP/DEP svc)	200107
US47556	ASOS	1	C530-533-5792.	199810
US47596	AWOS	1	C231-779-9536.	200503
US47596	CNTR	1	(APP/DEP svc)	200503
US47596	RDO	1	(121.725 GCO.)	200503
US47651	RDO	1	(POINT LOOKOUT RCO)	200005
US47664	AWOS	1	C989-773-2885.	200409
US47664	RDO	1	(RCO)	200409
US47669	AWOS	1	C218-879-0783.	200007
US47810	AWOS	1	C563-263-0902.	200112
US47833	ASOS	1	C704-868-9034.	199903
US47917	APP	1	OT ctc MINNEAPOLIS CENTER 127.6 279.6.	200602
