ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
UK38276	FUEL	1	EGMC	(NC-100LL, A1)	200303
UK38276	LGT	1	EGMC	PAPI Rwy 24 GS 3.5  MEHT 48.	200412
UK38276	OIL	1	EGMC	O-117-123-149-156	200303
UK38276	RSTD	1	EGMC	PPR 2200-0800Z++.	199908
UK38276	RWY	1	EGMC	Rpt LDA RWY 24 - 4590.	200412
UK38368	LGT	1	EG	ABn, red coded MA.	200110
UK38368	OPR HOURS	1	EG	Opr  Mon-Fri. O/T as req. 24 hr PPR thru RAF Valley.	200205
UK38368	RWY	1	EG	Rptd LDA Rwy 04 is 5000'; rptd LDA Rwy 22 is 5180'.	200303
UK39245	CAUTION	1	EGXJ	Bird haz.	200011
UK39245	FLUID	1	EGXJ	LHOX  LOX	199909
UK39245	FUEL	1	EGXJ	A1+	200011
UK39245	JASU	1	EGXJ	1(A4) 1(E1) 1(E5) 1(E11)	199909
UK39245	LGT	1	EGXJ	ABn, red coded CM.  PAPI Rwy 04,22 GS 2.5	200411
UK39245	OIL	1	EGXJ	O-117-123-128-149-156	199909
UK39245	OPR HOURS	1	EGXJ	Opr 0800-1700Z++ Mon-Fri (24 hr PPR).	200113
UK39245	RSTD	1	EGXJ	PPR 24 hr.	199907
UK41587	LGT	1	EGYE	ABn, red coded BA. Red unidirectional lgt at displ thld.	200203
UK41587	OPR HOURS	1	EGYE	Opr 0730-1630Z++ Mon and Fri, 0730-1700Z++ Tue-Thu.	200113
UK41587	RSTD	1	EGYE	PPR thru RAF CRANWELL. Rpt LDA Rwy 06 5502', Rwy 24 6001'.	200308
UK41587	RWY	1	EGYE	Rwy 06/24 NA to visiting acft.	200303
UK42035	FLUID	1	EGVN	LHOX	200011
UK42035	FUEL	1	EGVN	A1+	200011
UK42035	JASU	1	EGVN	1(A4) 1(E5) 1(E12)1(E16)	200309
UK42035	LGT	1	EGVN	PAPI Rwy 08 MEHT 58', Rwy 26 MEHT 51'.	200213
UK42035	OIL	1	EGVN	O-156	199908
UK42035	RSTD	1	EGVN	24 hr PPR.	200110
UK44210	CAUTION	1	EGDG	Bird haz.	199907
UK44210	FLUID	1	EGDG	HPOX LOX, De-Ice.	200011
UK44210	FUEL	1	EGDG	A1+	200011
UK44210	JASU	1	EGDG	1(A4) 1(E1) 1(E5) 1(E11) 1(E12) 1(E16).	200011
UK44210	LGT	1	EGDG	ABn, red coded SM.	200110
UK44210	OIL	1	EGDG	O-128-147-149-156	200301
UK44210	OPR HOURS	1	EGDG	Opr 0650-2359Z++ Mon-Thu, 0650-2200Z++ Fri-Sun.	200110
UK44210	RSTD	1	EGDG	24 hr PPR.	200110
UK44350	CAUTION	1	EGTU	Prcht act blw FL 150.	200201
UK44350	FUEL	1	EGTU	(NC-100LL, A1)	200602
UK44350	OPR HOURS	1	EGTU	Opr 0930-1700Z or SS+30 (0830-1700Z DT), O/T by arng.	200404
UK44751	CAUTION	1	EGPE	Deer haz.	200011
UK44751	CSTMS/AG/IMG	1	EGPE	By arng. 6 hr PN rqr for European Union flts, 24 hr PN rqr for other flt.	200213
UK44751	FUEL	1	EGPE	Avbl 0700-1800Z++ Mon-Fri, 0630-1600Z++ Sat, 0830-1800Z++ Sun (NC-100LL).  Avbl 0600-2000Z++ Mon-Fri, 0600-1800Z++ Sat, 0800-2000Z++ Sun (NC-A1).	200312
UK44751	MISC	1	EGPE	PJE daylt hr Sat and Sun, 1.5 NM SW.	200207
UK44751	OPR HOURS	1	EGPE	Opr 0645-2200Z++ Mon-Fri, 0645-1915Z++ Sat, 0745-2200Z++Sun, O/T by arng.	200408
UK44751	RSTD	1	EGPE	PPR . Twy btn N end of S apn and thld Rwy 12 is avbl for use only by acft with wingspan up to 117 '.   Rpt LDA Rwy 23 is 5971'; Rwy 05 is 5994'.	200408
UK45028	CAUTION	1	EGLJ	Ejection seat tests any time to 600 AGL.	200105
UK45028	FUEL	1	EGLJ	(NC-A1)	200105
UK45028	NS ABTMT	1	EGLJ	No tkof Rwy 18.	200105
UK45028	OPR HOURS	1	EGLJ	Opr 0830-1630Z++ Mon-Thu, 0830-1230Z++ Fri.	200105
UK45028	RSTD	1	EGLJ	PPR.	200105
UK45028	TFC PAT	1	EGLJ	To the N at 1000' AGL.	200110
UK45319	CAUTION	1	EGUW	Crowfield ATZ overlaps Wattisham MATZ. Acft opr in the vcnty of or making an appto Wattisham should avoid Crowfield unless cleared by ATC. Bird and deer haz. Ints copter ops at all times; gldr act 1800Z++-SS Fri and SR-SS Sat, Sun and hol.	200301
UK45319	CAUTION	2	EGUW	GS unuse outside of    rgt of cntrline.	200301
UK45319	FUEL	1	EGUW	A1+	200011
UK45319	LGT	1	EGUW	ABn red coded WT. PAPI GS 2.5 .	200110
UK45319	OPR HOURS	1	EGUW	Opr 0830-1830Z Mon-Fri. PPR.	200605
UK45319	RSTD	1	EGUW	Tfc rcv svc to S and W of afld, blw trns alt, will opr on London QNH instead of the Chatham Rgn pressure setting. Rpt LDA Rwy 23 7946'. A/D clsd to F/W acft duricy cond.	200302
UK45320	CAUTION	1	EGUB	Extv copter tfc.	199907
UK45320	CSTMS/AG/IMG	1	EGUB	Avbl HO.	200306
UK45320	FUEL	1	EGUB	(NC-100LL, A1+)	200113
UK45320	JASU	1	EGUB	1(E4) 1(E12)	200113
UK45320	LGT	1	EGUB	ABn, red coded BO.	200113
UK45320	OIL	1	EGUB	O-149	199908
UK45320	OPR HOURS	1	EGUB	Opr HO.	199907
UK45320	RSTD	1	EGUB	24 hr PPR.	200110
UK45889	RSTD	1	EG	PPR.	199907
UK45912	CSTMS/IMG	1	EGSC	Avbl 0600-2300Z++, 24 hr PN.	200304
UK45912	FLUID	1	EGSC	LHOX	200011
UK45912	FUEL	1	EGSC	(NC-100LL, A1+)	200205
UK45912	JASU	1	EGSC	1(A1) 1(C1) 1(E1) 1(E4) 1(E12)	199909
UK45912	LGT	1	EGSC	ABn, green coded CI. PAPI Rwy 05 MEHT 44', Rwy 23 MEHT 39'.	200206
UK45912	OIL	1	EGSC	O-117-123 by PN with Magnet Air Svc Ltd fone C01223-293621.	200303
UK45912	OPR HOURS	1	EGSC	Opr 0730-2000Z++ Mon-Fri; 0800-1900Z++ Sat, Sun; OT by arng.	200602
UK45912	RSTD	1	EGSC	Rpt LDA Rwy 05 5364', rpt LDA Rwy 23 5735'.	200504
UK47672	CAUTION	1	EGKB	Both ends of Rwy 03-21 wid is twice that of associated edge lgt due to extra pavement on one side, pilots should ensure they are lined up correctly especially if tkof is at ngt or in low vis. Rpt LDA Rwy 03 5112'; rpt LDA  Rwy 21 5479'.	200211
UK47672	CSTM/AG/IMG NAV	1	EGKB	Avbl dur A/D opr hr.	200207
UK47672	FUEL	1	EGKB	(NC-100LL, A1)	199907
UK47672	LGT	1	EGKB	PAPI Rwy 03 GS 4.0   MEHT 43', PAPI Rwy 21 MEHT 50'.	200207
UK47672	MISC	1	EGKB	Ldg fees.	199907
UK47672	OPR HOURS	1	EGKB	Opr 0730-2100Z++ Mon-Fri; 0900-2000Z++ Sat, Sun and hol. OT by arng.	199907
UK47672	RSTD	1	EGKB	PPR.	199907
UK47991	CAUTION	1	EGUY	Possible turb when winds exceed 15 Kt. Clnc btn twy centerline and fence south of Rwy 09 is 57'. Rwy 09 avbl to light acft only.	200309
UK47991	FUEL	1	EGUY	(NC100LL)	199910
UK47991	MISC	1	EGUY	Aircrews conducting practice diversions or trans are req to use UHF freq.	200212
UK47991	NS ABTMT	1	EGUY	Avoid village of Woodhurst 1.5 NM N of Rwy 27 thld.	200011
UK47991	OIL	1	EGUY	O-123	199910
UK47991	OPR HOURS	1	EGUY	Opr 0830-1700Z++ Mon-Sun PPR.	200502
UK47991	RSTD	1	EGUY	Rpt LDA for Rwy 09 is 2526'.	200309
UK48218	A-GEAR	1	EGUN	Nml down-avbl with 15 min PN-advs twr with rqrd config.	200512
UK48218	CAUTION	1	EGUN	Two jet arpt wi 5 NM. Tfc pat overlap, strict pro compliance rqr.	200610
UK48218	FLUID	1	EGUN	De-Ice LPOX LOX HPOX	200202
UK48218	FUEL	1	EGUN	A1+, J8	200011
UK48218	JASU	1	EGUN	(4)60 (16)86 (3)95	200303
UK48218	LGT	1	EGUN	HIRL uni-directional visible wi aprx 15  of active rwy cntrln. Beginning at 3000' remaining rwy cntrln lgt altn red/W, last 1000' all red.  PAPI Rwy 11-29 GS 2.9 . PAPI and ILS RPI are not coincident for Rwy 29/11.	200411
UK48218	MISC	1	EGUN	1st 500' Rwy 11 and 29 conc. Middle 8221' of rwy is porous friction sfc; no 180 turns on porous friction sfc.  Anti-hijack pro: Twr apvl rqr prior to eng start. All arr/dep acft will file IFR/VFR FPL.  Acft carrying PAX or cargo offload ct	200610
UK48218	MISC	2	EGUN	c AMCC, VIP ctc Comd Post NLT 30 min prior to ldg.  COMSEC not avbl ctc Comd Post DSN 238-2121 or AMCC DSN 238-2247. For CSTMS/AG/IMG ctc ATOC DSN 238-2272 or AMCC DSN 238-2247.	200610
UK48218	NS ABTMT	1	EGUN	Quiet hr 2300-0600Z++ Mon-Thu, 1800Z Fri- 0600Z++ Mon and UK hol exc HHQ drct msn and AIR EVAC flt. Non AMC acft req arr/dep dur quiet hr must rcv apvl thru Comd Post DSN 238-2121, C011-44-1638-54-2121. AMC aircrews refer to HQ AMC afld rst	200413
UK48218	NS ABTMT	2	EGUN	d. Acft with apv quiet hr waiver must arr at sked time. No acft or gnd maint OPSconducted dur quiet hr wo 100 ARW/CC or designated rep apvl, ctc Comd Post DSN 238-2121.  Acft opr conducted outside of 0900-1800Z++ Sat, Sun and UK hol is dis	200413
UK48218	NS ABTMT	3	EGUN	couraged due to lcl civic considerations. When Rwy 11 in use; tran acft inst practice apch/multi inst apch proh. Dep acft will not initiate turn til 1 NM past afld bdry (exc for SID). Acft dep Rwy 11 will turn at 1.8 DME of MLD TACAN or 1 N	200413
UK48218	NS ABTMT	4	EGUN	M fr afld bdry. Avoid ovft of Mildenhall village 1 NM SE, Beck Row .5 NM N, WestRow .5 NM S, Isleham 3 NM SW and Ely Cathedral (MLD Rad 286/8.6). No practice apch Sat, Sun and UK hol.	200413
UK48218	OIL	1	EGUN	O-148-156	200203
UK48218	RSTD	1	EGUN	PPR rqr. Contact Base Ops at DSN 238-7777/7779. Min 24 hr ntc rqr and no more than 7 days prior. AMC ACFT (except KC135/C130) and Air Evac are exm and should contact 727 AMCC at DSN 238-2247/2724 for msn sked. All divert acft ctc 100 ARW Co	200610
UK48218	RSTD	2	EGUN	md Post on 313.55 for PPR exc AMCC and emerg acft. A/D proh to acft with fwd firing munitions. All C130 maint repair teams (MRT) coming to RAF Mildenhall must incl ECM or ALE-47 qualified pers.	200610
UK48218	TFC PAT	1	EGUN	VFR overhead pat 1800'. Rectangular pat 1200' for conventional and jet acft. Reduced rwy seperation std are in eff for USAFE ftr acft and SOG C-130 acft only.	200411
UK48218	TRAN ALERT	1	EGUN	Opr H24. Ns abtmt rstd apply. Ltd alert pers, park/hgr space and maint. Min scv cap for C-21/C-12 acft.  All others must be supported by owning crew. No dragchute repack.  No ftr maint/ltd svc cap avbl. Svc not provided to acft flying sorti	200212
UK48218	TRAN ALERT	2	EGUN	es out of afld.	200212
UK48263	FUEL	1	EGNV	(NC-100LL, A1)	199908
UK48263	JASU	1	EGNV	1(E12) 1(A1)	199908
UK48263	OIL	1	EGNV	O-123	200212
UK48263	OPR HOURS	1	EGNV	Opr 0600-2200Z++, OT by arng.	200110
UK48263	RSTD	1	EGNV	Rwy 01-19, 12,500 lb max acft wt.	200304
UK48470	CAUTION	1	EGOE	Ints copter act. Exp QFE Altimeter Settings.	200205
UK48470	OPR HOURS	1	EGOE	Opr HO.	200110
UK48470	RSTD	1	EGOE	24 hr PPR thru SHAWBURY OPS.	200110
UK48623	A-GEAR	1	EGXW	Nml ops apch cable down, ovrn cable up.	199907
UK48623	CAUTION	1	EGXW	Routine recoveries to Rwy 21 are rstd by act in EGR313. Acft may be rqr to hold off for up to 30 min for an inst apch or be positioned for a visual join. StrongW winds can produce unexp turb on final stage of apch to Rwy 21.	200202
UK48623	FLUID	1	EGXW	LOX, De-Ice	200302
UK48623	FUEL	1	EGXW	A1+	200309
UK48623	JASU	1	EGXW	1(A4) 1(E2) 1(E12)1(E15)1(E16)1(E18)	200309
UK48623	OIL	1	EGXW	O-128-147-149-156	200302
UK48623	RSTD	1	EGXW	PPR.	199907
UK49440	FUEL	1	EGMH	(NC-100LL, A1)	199909
UK49440	LGT	1	EGMH	ABn, red coded MN.	200113
UK49440	OIL	1	EGMH	O-123-128	199909
UK49440	OPR HOURS	1	EGMH	Opr 0900-1800Z++; OT by arng.	200513
UK49440	RSTD	1	EGMH	NORDO proh. PPR H24.	200205
UK52922	FUEL	1	EGBO	Opr 0700-1945Z++ Mon-Fri; 0900-1845Z++ Sat, Sun and hol. (NC-100LL, A1)	200501
UK52922	LGT	1	EGBO	ABn green coded HG. Rwy 16 Lo-Intensity Two-color Apch Sys (LITAS) GS 4.0 , PAPIRwy 10-28 GS 4.   .	200202
UK52922	MISC	1	EGBO	Ldg fees.	199907
UK52922	OIL	1	EGBO	O-117-123	199911
UK52922	OPR HOURS	1	EGBO	Opr 0700-1900Z++Mon-Fri; 0900-1900Z++ Sat, Sun and hol.  PPR fone C01384-221514.	200501
UK52922	RSTD	1	EGBO	PPR.  Rwy 34 not avbl for ngt use. Rpt LDA Rwy 16 is 2861'; for Rwy 34 2982'.	200310
UK53405	CAUTION	1	EGSH	Unlgtd obst sur arpt.	199907
UK53405	FUEL	1	EGSH	PN before 0700Z++ and aft 1930Z++. (NC-100LL, A1)	200205
UK53405	LGT	1	EGSH	ABn, green coded NH.	200110
UK53405	OPR HOURS	1	EGSH	Opr 0630-2215Z++ Sun-Fri, 0630-2200Z++ Sat,  OT by arng.	200608
UK53405	RSTD	1	EGSH	NORDO PPR only. All acft must ctc Norwich APP at least 10 min before ETA. Rwy 04-22 day VFR only. Rpt LDA Rwy 04-22 4154', rpt LDA Rwy 09-27 6040'.	200405
UK54422	FUEL	1	EGSF	(NC-100LL, A1)	199909
UK54422	LGT	1	EGSF	ABn, green coded PB.	200111
UK54422	OIL	1	EGSF	O-123	199909
UK54422	OPR HOURS	1	EGSF	Opr 0830-1800Z++ Mon-Fri; 0900-1800Z++ Sat, Sun.	200211
UK54422	RSTD	1	EGSF	PPR. NORDO proh.	199907
UK57075	FUEL	1	EGXD	A1+	200011
UK57075	OPR HOURS	1	EGXD	Opr 0830-1700Z++ Mon-Fri.	200301
UK57075	RSTD	1	EGXD	PPR thru Linton-On-Ouse.	200309
UK57075	RWY	1	EGXD	Rwy 16-34 avbl only as a relief rwy by No 1 FTS F/W acft.	200306
UK57252	CSTMS/IMG	1	EGBJ	Ltd CSTMS.	200303
UK57252	FUEL	1	EGBJ	(NC-100LL, A1)	199911
UK57252	LGT	1	EGBJ	ABn, green coded GO. Rwy 04 APAPI GS 4.5  MEHT 20'; Rwy 22 APAPI GS 3.5  MEHT 23'; Rwy 27 rgt PAPI GS 5.3  MEHT 20' and lt PAPI GS 3.5  MEHT 21'; Rwy 09 rgt PAPI GS 5.3  MEHT 15' and lt PAPI  MEHT 42'.	200307
UK57252	MISC	1	EGBJ	PPR for inst trng.	199907
UK57252	OIL	1	EGBJ	0-117-123-125	200111
UK57252	OPR HOURS	1	EGBJ	Opr 0830-1930Z++ Mon-Fri; 0900-1800Z (0800-1830Z sum) Sat, Sun. OT by arng.	200111
UK57252	RSTD	1	EGBJ	NORDO proh. Rpt LDA Rwy 09 3783'  Rwy 27 3271'.	200202
UK57339	OPR HOURS	1	EGPU	Opr 1000-1500Z++ Mon-Fri, 0930-1100Z++ Sat, OT by arng with opr.	200309
UK57339	RSTD	1	EGPU	PPR. All twy clsd exc btn Rwy 11 and ctl twr.	199907
UK57373	CAUTION	1	EGPD	Both ends of Rwy 16-34 wid are twice that of associated edge lgt due to extra pavement on one side, pilots should ensure they are lined up correctly especially if tkof is at ngt or in low vis. Ints copter act.	200113
UK57373	FUEL	1	EGPD	(NC-100LL avbl 0800-2000Z++ Mon-Fri, 0900-1600Z++ Sat and Sun, OT by arng.	200310
UK57373	LGT	1	EGPD	CHAPI Rwy 23 GS 6	200303
UK57373	OPR HOURS	1	EGPD	Opr 0610-2230Z++.OT PPR.	200506
UK57373	RSTD	1	EGPD	Rwy 18 not used. Rwy 5-23, 14-32 and 36 for copter use only.	200113
UK58162	CAUTION	1	EGPB	Bird haz.	199907
UK58162	FUEL	1	EGPB	(NC-100LL, A1)	199907
UK58162	OPR HOURS	1	EGPB	Opr 0730-1945Z++ Mon-Thu, 0730-2015Z++ Fri, 0900-1715Z++ Sat, 1030-1745Z++ Sun (0630-1900Z++ Mon-Fri, 0800-1630Z++ Sat, 0830-1700Z++ Sun sum).	200602
UK58162	RSTD	1	EGPB	Rwy 06-24 copter only. Ngt ldg on Rwy 15-33 rstd to copter only.	200006
UK58162	RWY	1	EGPB	Rpt LDA for Rwy 09 is 3553', rpt LDA for Rwy 27 is 3586', and rpt LDA for Rwys 15/33 is 4065'.	200211
UK58751	CAUTION	1	EGDY	Hi ints jet and copter tfc. Bird haz. PJE SR-SS. Arpt sur by unlgt obst.	200011
UK58751	FLUID	1	EGDY	LOX OX	200011
UK58751	FUEL	1	EGDY	100LL, J8	199908
UK58751	JASU	1	EGDY	1(C3) 1(E1) 1(E10) 1(E11) 1(E12)	200408
UK58751	LGT	1	EGDY	ABn, red coded VL.  PAPI Rwy 22 GS 3.25 .	200110
UK58751	OIL	1	EGDY	O-123,-128,-149,-156,-160	200408
UK58751	OPR HOURS	1	EGDY	Opr 0830-1700Z++ Mon-Thu, 0830-1400Z++ Fri.	200408
UK58751	RSTD	1	EGDY	24 hr PPR.	200309
UK59276	CAUTION	1	EGDC	Ints copter act.	200110
UK59276	FUEL	1	EGDC	A1+	200011
UK59276	OPR HOURS	1	EGDC	Opr 0800-2200Z++.	200208
UK59276	RSTD	1	EGDC	24 hr PPR.	200110
UK59431	FUEL	1	EGSS	A1 (Stansted Refueling Co.)	200210
UK59431	RSTD	1	EGSS	NORDO proh.	200010
UK59734	FUEL	1	EGNH	(NC-100LL, A1)	199908
UK59734	LGT	1	EGNH	CAUTION: Rwy 13-31 rwy lgt indicates full rwy wid (118'); not usable wid (75') is delineated by side stripes. Rwy 13 APAPI GS 4 , Rwy 31 APAPI GS 3.25 .	200202
UK59734	OPR HOURS	1	EGNH	Opr 0600-2300Z++, OT by arng.	200409
UK59734	RWY	1	EGNH	Rwy 07-25, 13-31 usable rwy edge delineated by side stripes. Rpt LDA Rwy 07 is 2001'; Rwy 25 is 2297'; Rwy 10-28 is 6132'; Rwy 13 is 3041'.	200306
UK61528	CAUTION	1	EGPF	Unlgtd obst sur arpt. Bird haz.	199907
UK61528	CSTMS/AG/IMG	1	EGPF	Avbl.	200209
UK61528	FUEL	1	EGPF	A1(Conoco Centre, $160 Fee deliveries less than 665 Gal)	200506
UK61528	MISC	1	EGPF	Oceanic clnc should be req fr Shanwick Oceanic at least 30 min before dep.	200209
UK61528	RSTD	1	EGPF	PPR for mil acft exc casevac copter. Rwy 05-23, no 180  turns by acft over 26,500 lb. Rwy 09-27 not avbl for ngt tkof or ldg, dur lo vis pro and acft with wt inexcess of 66,000 lb. Rpt LDA for Rwy 23 is 7720'.	200511
UK62421	CAUTION	1	EGAC	Unlgtd obst sur arpt.	199907
UK62421	CSTMS/AG/IMG	1	EGAC	O/R via ATC.	200203
UK62421	FUEL	1	EGAC	(NC-100LL, A1)	199907
UK62421	JASU	1	EGAC	1(E1) 1(E2) 1(E3) 1(E4) 1(E5) 1(E11) 1(E12)	199909
UK62421	OIL	1	EGAC	O-123-149	199909
UK62421	RSTD	1	EGAC	Rpt LDA Rwy 22 5797'. Rwy 22 rwy end safety area reduced by 49' in the SW corner.  Parking ltd.	200111
UK63428	CAUTION	1	EGGD	Pilots may experience windshear/turb, especially if the wind is strong Southeasterly (using Rwy 09) or strong Westerly (using Rwy 27). Bird haz. Hi-vis clothingmust be worn on the apn and maneuvering area at all times.	200304
UK63428	CSTMS/AG/IMG	1	EGGD	Avbl 0700-2200Z Mon-Fri, O/R Sat and Sun btn 1 Nov-30 Apr;  (H24 btn 1 May-31 Oct).	200202
UK63428	FUEL	1	EGGD	Avbl 0500-2330Z and by arng  (0430-0100Z  Mon-Fri, 0500-0100Z Sat, 0500-2300Z Sun and by arng sum) 100LL.  0800-2000Z++ (NC -100LL, A1).	200306
UK63428	RSTD	1	EGGD	Rpt LDA Rwy 09 6358'.	200211
UK67921	CAUTION	1	EGCC	Acft equipped with rdo altimeter may experience large alt indication fluctuations when on final for Rwy 06L. Bird haz Apr-Sep.	200008
UK67921	FUEL	1	EGCC	(NC-100LL, A1)	200107
UK67921	OIL	1	EGCC	O-123-128-156	200011
UK67921	RSTD	1	EGCC	PPR. Dur lo vis Rwy 06L-24R hi speed exit twy not avbl wo gnd movement RADAR unless inst by ATC. Start up clnc rqr. All areas S of Rwy 06L-24R are clsd to acft opr.	200203
UK67956	FUEL	1	EGTK	(NC-100-LL, A1)	199909
UK67956	LGT	1	EGTK	PAPI Rwy 01 GS 3.5 .  Arpt IBn, green coded KD.	200303
UK67956	OIL	1	EGTK	O-113-117-123-125	200310
UK67956	OPR HOURS	1	EGTK	Opr 0730-2000Z++ Mon-Fri;0800-1700Z++ Sat; 0830-1800Z++ Sun and hol. OT by arng.	200610
UK67956	RSTD	1	EGTK	PPR.	199909
UK70369	FUEL	1	EGPM	Avbl with 2 hr PN. (NC-A1)	200212
UK70369	LGT	1	EGPM	PAPI Rwy 06 GS 4  MEHT 26', PAPI Rwy 24 GS 3.25  MEHT 23'.	200308
UK70369	OPR HOURS	1	EGPM	Opr 0700-1930Z++ Mon-Fri, 0800-1400Z++ Sat.	200212
UK70369	RSTD	1	EGPM	PPR 2 hr PN. No trng flt. Do not overfly oil trml area.	200210
UK70369	RWY	1	EGPM	Rpt LDA for Rwy 06 is 3734'; Rwy 24 is 3832'.	200304
UK70418	A-GEAR	1	EGXE	Nml OPS apch cable down, ovrn cable up. Up to 30 min reqd for apprch end engagements.	200502
UK70418	CAUTION	1	EGXE	Rwy 16, when wind is 210 -250  at 10-25 Kt windshear may occur on FNA.	200211
UK70418	FLUID	1	EGXE	OXRB LHOX De-Ice	200211
UK70418	FUEL	1	EGXE	100LL, A1+	200107
UK70418	JASU	1	EGXE	1(A4) 1(E1) 1(E4) 1(E7)	200204
UK70418	LGT	1	EGXE	ABn red coded LI. PAPI Rwy 16-34 GS 2.5 .	200110
UK70418	MISC	1	EGXE	Ltd prk, overngt PPR. Armed acft advs APP/TWR of status when inbd, ltd handling svc.	200202
UK70418	NS ABTMT	1	EGXE	No practice diversions aft 2000Z. Min aftburner as is operationally nec. Aftburner proh 2300-0700Z. Copter OPS are significantly rstd. All acft avoid ovft townsand villages.	200209
UK70418	OIL	1	EGXE	O-123-128-149-156	200202
UK70418	OPR HOURS	1	EGXE	Opr 0800-2359Z++ Mon-Thu, 0800-1800Z++ Fri.	200011
UK70418	RSTD	1	EGXE	24 hr PPR. For tight turns on rwy, use conc ends only. Stn based fast jets have priority tkof. Visiting acft may have to break off RADAR apch to permit dep.	200307
UK70533	CSTMS/IMG	1	EGAB	CSTMS ltd svc by arng.	200303
UK70533	FUEL	1	EGAB	(NC-100LL,A1)	200006
UK70533	LGT	1	EGAB	CAUTION - Rwy 33 PAPI vis signals are not to be used for APP GS guidance til acft is aligned with rwy; Rwy 15 GS 3.5 , Rwy 33 GS 4.5 .	200303
UK70533	OIL	1	EGAB	O-123	200006
UK70533	OPR HOURS	1	EGAB	Opr 0900-1700Z++ Tue-Sun, OT by arng.	199907
UK70533	RSTD	1	EGAB	PPR. NORDO proh. Twy parl to and on both sides of Rwy 15-33 are unuse.	200110
UK70657	CAUTION	1	EGAE	Bird haz.	199907
UK70657	CSTMS/IMG	1	EGAE	CSTMS ltd, avbl 24 hr PN rqr.	200303
UK70657	FUEL	1	EGAE	(NC-100LL, A1)	199907
UK70657	LGT	1	EGAE	ABn flg W. PAPI Rwy 02-20 GS 4 .  Apch lgt extn over water with visible reflections.	200306
UK70657	MISC	1	EGAE	Ldg fees.	200011
UK70657	OPR HOURS	1	EGAE	Opr 0730-2115Z++ Mon-Fri; 0730-1545Z++ Sat ; 1200-2115Z++ Sun. OT PPR.	200602
UK70657	RSTD	1	EGAE	PPR. Rpt LDA: Rwy 08 is 5545', Rwy 26 is 5961' and Rwy 02 is 3563'.	200306
UK70784	MISC	1	EG	Prim used by motor industry as a vehicle proving gnd.	200301
UK70784	OPR HOURS	1	EG	Opr strictly by PPR.	200307
UK70990	CAUTION	1	EGPC	Rwy 08-26 may be slippery due to moss growth. Road cros apch end Rwy 31.	200207
UK70990	FUEL	1	EGPC	(NC-100LL, A1) Avbl dur opr hr, OT by arng to FAR NORTH WICK. Call FARNOR 130.375.	200207
UK70990	JASU	1	EGPC	1(E12)	199908
UK70990	LGT	1	EGPC	PAPI Rwy 08 GS 4  MEHT 32', PAPI Rwy 26 GS 4  MEHT 27', PAPI Rwy 13-31 MEHT 25'.	200207
UK70990	OIL	1	EGPC	O-117-123-128-133-149-156	200207
UK70990	OPR HOURS	1	EGPC	Opr 0700-1830Z++,1900-2030Z++ Mon-Fri; 0845-1024Z++,1100-1445Z++Sat; OT by arng.	200506
UK70990	RSTD	1	EGPC	3 hr PPR rqr.	200207
UK70990	RWY	1	EGPC	Fst 2000' of Rwy 08 has 1  upslope. Rpt LDA for Rwy 13 is 4593'. Rpt LDA for Rwy31 is 4587'.	200304
UK71041	CAUTION	1	EGHD	Animal haz vcnty rwy. Wood pigeons vcnty Rwy 31.	200110
UK71041	FUEL	1	EGHD	(NC 100LL, A1)	200208
UK71041	JASU	1	EGHD	1(E1) 1(C1)	199909
UK71041	LGT	1	EGHD	PAPI Rwys 06 and 13 GS 3.75 ; PAPI Rwy 24 GS 4 ; PAPI Rwy 31 GS 3.5 . Rwy 06 MEHT is 22', Rwy 24 MEHT is 23', Rwy 13 MEHT is 25', Rwy 31 MEHT is 40'.	200602
UK71041	OIL	1	EGHD	O-117-123-128	199909
UK71041	OPR HOURS	1	EGHD	Opr 0630-2230Z++. Not avbl exc for emer btn 0800-0830Z++, 1030-1100Z++, 1500-1530Z++ and 1730-1800Z++ Sat and Sun.	200508
UK71041	RSTD	1	EGHD	PPR to all acft exc sked and lcl based tfc. To req PPR contact C01752-515341.	200308
UK71041	RWY	1	EGHD	Rpt LDA for Rwy 24 is 2323'; Rwy 13 is 3369'; Rwy 31 is 3428'; Rwy 06 is 2231'.	200406
UK71293	CSTMS/IMG	1	EGPA	Ltd CSTMS avbl with PN.	200302
UK71293	FLUID	1	EGPA	WAI	199909
UK71293	FUEL	1	EGPA	Opr 0730-1730Z++ Mon-Fri, 0800-1600Z++ Sat, O/T by arng. (NC-100LL, A1)	200205
UK71293	LGT	1	EGPA	PAPI Rwy 09 GS 3.5  MEHT 42', PAPI Rwy 27 GS 3.5  MEHT 47 '.	200406
UK71293	OPR HOURS	1	EGPA	Opr 0730-1945Z++ Mon-Fri, 0730-1845Z++ Sat, 0900-1945Z++ Sun, O/T by arng.	200406
UK71293	RSTD	1	EGPA	PPR. Rwy 06-24 ltd to use by acft 12,566 lb or less.  Rpt LDA Rwy 15 is 1837'. Rpt LDA Rwy 09 is 4160'. Rpt LDA Rwy 27 is 4275'.	200408
UK72525	CAUTION	1	EGQL	Hi gnd 668' 285  2.5 NM. Bird haz. There is a significant dip on the N side of Rwy 09-27 btn 2000' to 2500' fr the thld of Rwy 27.	200212
UK72525	FLUID	1	EGQL	LOX HPOX OXRB	200011
