ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
SC69540	TKPN		Charlestown	Nevis I		O		20QNE4360802355	UTC-4		L-6H	200005
SE00001	FSAS			Seychelles		S		38LPQ6528922720	UTC+4		20E	200208
SE00002	FSSC					S		40MDT2030211313	UTC+4		20E, F	200605
SE27866	FSFA			Farquhar I		S		39LWJ1929582463	UTC+4		20E	200206
SE47155	FSAL			Alphonse I		S		39MXN9069225372	UTC+4		20E	200206
SE53741	FSPP			Praslin I		S		40MCA5478622455	UTC+4		20E	200602
SE62258	FSDR					S		39MYP9418369646	UTC+4		20E	200610
SE81263	FSIA			Mahe I			AOE	40MCV3604383161	UTC+4		20E,F	200012
SF00048	FAGY							36JTN6518576089	UTC+2		4F	200202
SF00056	FAKN		Nelspruit			O		36JUS0941291270	UTC+2		4F	200302
SF00064	FAMS							35JMM9086857042	UTC+2		4F	200401
SF00199	FAGR							35HKE6822935453	UTC+2		4F	200412
SF00241	FASX	SWELLENDAM	Swellendam					34HDH5150932373	UTC+2		4E	200312
SF00297	FAVR					S		34JBK6716196742	UTC+2		4E	200103
SF00829	FAHR					S		35JQJ0666274960	UTC+2		4F	200513
SF00938	FAVB							35JKL7458813485	UTC+2		4F	199907
SF01539	FASK					O		35JPM1674644872	UTC+2		4H	199907
SF09368	FAMU					S		36JVQ0570643852	UTC+2		4F	199907
SF09444	FALY					S		35JQJ6895035272	UTC+2		4F	199907
SF10534	FATZ					S		36KTU2792762650	UTC+2		4F	200601
SF11458	FASD							33HYD7754648781	UTC+2		4E	200303
SF11763	FALM		Louis Trichardt			O		35KQQ7609036221	UTC+2		4F	200406
SF13987	FAWK					O	AOE	35JPM2252642573	UTC+2		4F, H	200012
SF16012	FAPH					S		36KUU1227051504	UTC+2		4F	200601
SF16518	FAEO					S		35JQL9702665977	UTC+2		4F	200513
SF20888	FALW					O		34HBJ3458748581	UTC+2		4E	199907
SF23272	FAPJ							35JQF3905500492				199907
SF23282	FAAG							34JBN8762458814	UTC+2		4E	200104
SF23714	FASZ					S		36JUT5753538636	UTC+2		4F	199907
SF23720	FAAB					S		33JXJ4996338139	UTC+2		4E	199908
SF24561	FAVM							35KQR4058715701				199907
SF26078	FALC					S		34JGP3905360492	UTC+2		4F	200601
SF27696	FAPG					S		34HGH1476025388	UTC+2		4F	199907
SF28273	FABO							35JMK6333072886	UTC+2		4F	199907
SF28541	FAUT		Umtata			S		35JPF5892708459	UTC+2		4F	200507
SF28765	FATF							34JFP9552472382	UTC+2		4F	200204
SF28816	FAPI							35KQP5289151732	UTC+2		4F	199907
SF29382	FAGC							35JPM1411325340	UTC+2		4H	199907
SF29862	FAJS						AOE	35JPM2455608308	UTC+2		4F, H, AACDTD	200012
SF29877	FAKM					O		35JKJ8188611808	UTC+2		4F	199907
SF30490	FAWB		Pretoria			S		35JPM2288162080	UTC+2		4H	200601
SF30530	FAHS					O		36JUU0208003568	UTC+2		4F	200009
SF30585	FACV					S		34JCL7900114250	UTC+2		4E	199907
SF32045	FAEL					O		35HND7712644467	UTC+2		4F	199907
SF32259	FAMI					S		35JQN3044934317	UTC+2		4F	200601
SF32271	FAAL							35KQQ1117990551				199907
SF32667	FAGM		Johannesburg					35JPL1497496949	UTC+2		4H	199907
SF32773	FAKU	KURUMAN	Kuruman					34JGQ3831360670	UTC+2		4F	199907
SF33620	FAMM					O		35JLM5443345834	UTC+2		4F	199907
SF34054	FAMN							36JUS5582881833	UTC+2		4F	200212
SF36344	FAZR					S		35JMM0383368379	UTC+2		4F	199907
SF37497	FAGT					S		35HMD5326417036	UTC+2		4F	199907
SF38234	FASS							34JFQ9723140125	UTC+2		4F	199907
SF38542	FAPS					S		35JNL0814950002	UTC+2		4F	199907
SF39882	FAVV							35JNL9568761233	UTC+2		4H	199907
SF40629	FAMB					S		35JQM4490056963	UTC+2		4F	199907
SF41154	FAFB					S		35JNJ8867911272	UTC+2		4F	200601
SF42086	FABE		Bisho			S		35HND2610460080	UTC+2		4F	200601
SF45689	FAPY							35JNL4999625721	UTC+2		4F	199907
SF48481	FAPP		Pietersburg			O		35KQP5041860727	UTC+2		4F	200312
SF52281	FAKR							35JNM7257415146				199907
SF56548	FAKS					S		35JNK3114340352	UTC+2		4F	200601
SF57090	FARS					S		34HCH9845458128	UTC+2		4E	199907
SF57297	FAWI					S		35JQM1971641056	UTC+2		4F	200601
SF57592	FALO							35KQQ9353546750	UTC+2		4F	199907
SF57909	FAUL	ULUNDI	Ulundi					36JUP4476066266	UTC+2		4F	200008
SF58425	FADK	MTUBATUBA						36JVP2632761756				199907
SF58865	FABM							35JPJ3107574558	UTC+2		4F	199907
SF59349	FASB					S		33JYH8446212022	UTC+2		4E	199907
SF59767	FAKZ							33JYH0261313907	UTC+2		4E	200402
SF60997	FAHA							35JMJ8636194072	UTC+2		4F	200203
SF64607	FAPM							36JTN4818517281	UTC+2		4F	199907
SF66748	FAYP		Cape Town			O		34HBH6867546087	UTC+2		4E	199907
SF67604	FACT						AOE	34HBH7840339154	UTC+2		4E	200012
SF67949	FARB							36JVP1135020367	UTC+2		4F	199907
SF68994	FANY							35JPN4517569055	UTC+2		4F	199907
SF69746	FAUP					O		34JEP2549358559	UTC+2		4E	199907
SF69941	FALA							35JNM9273630797	UTC+2		4F, H	200507
SF71564	FARG					O		35JNM2721463679	UTC+2		4F	199907
SF71945	FANC							35JQK9338924657	UTC+2		4F	200212
SF72653	FATP							35JMH1797188074	UTC+2		4F	199907
SF74093	FAOH					S		34HFH1030680788	UTC+2		4E	200601
SF74362	FAOB					O		34HDG3125476064	UTC+2		4E	199907
SF78121	FAMJ							35JQL7554201744	UTC+2		4F	200212
SF78378	FAQT							35JME8886468404	UTC+2		4F	199908
SF78587	FAHV							35JLG5885617998	UTC+2		4F	200209
SF82502	FABL					O		35JMH3211881541	UTC+2		4F	200209
SF84510	FASC					S		35JQL1624264446	UTC+2		4F	200601
SF86686	FADN						AOE	36JUM0225282762	UTC+2		4F	200012
SF86765	FAPE					O		35HLC7228138655	UTC+2		4F	199907
SF87817	FAKD	KLERKSDORP	Klerksdorp					35JML7199027814	UTC+2		4F	200306
SF91417	FATT							35JQL3253836174	UTC+2		4F	199907
SF92113	FALI							35JMM1851404606	UTC+2		4F	199907
SF92727	FAMG					O		36JTL4592883178	UTC+2		4F	199907
SF96450	FAPN							35JNM1744698076	UTC+2		4F	199907
SF97626	FAGG					O		34HFH2733436371	UTC+2		4E	199907
SF98572	FAVG		Durban			O		36JUN1229005053	UTC+2		4F	199907
SF98687	FAWM					S		35JMK6751202975	UTC+1		4F	200601
SF99654	FAMD							36JUT5290954408	UTC+2		4F	200312
SF99731	FABB					S		35JPL3002197234	UTC+2		4H	199908
SF99732	FASI							35JPL3957296053	UTC+2		4F	200104
SG00001	GO							28PEV0345925912				200102
SG03331	GOOY					H	AOE	28PBB3188731020	UTC 0		H-11B, L-19A	200303
SG07856	GOTB					O		28PGB7245042975	UTC 0		H-11C, L-19A	200303
SG44058	GO							28PEC0446718481				199907
SG47567	GOGS					O		28PCU1018472535	UTC 0		2E L-19A	200610
SG53851	GOSS					O		28QCC4347875103	UTC 0		H-11B, L-19A	200303
SG57999	GOGG					O		28PCU6074888333	UTC 0		H-11B, L-19A	200303
SG78384	GOTK					O		28PHU0204791434	UTC 0		L-19A 2E	200303
SG95515	GOOK					O		28PCA8653664225	UTC 0		L-19A	200303
SG97085	GOTT					O		28PFA4562619026	UTC 0		H-11B, L-19A	200303
SH07710	FHAW	WIDEAWAKE		Ascension I		O	AOE	28MES6682419014	UTC 0		2E H-3E, L-14H, T-1D	200303
SI07832	LJCE	KRSKO CERKLJE						33TWL4112883070				199907
SI17931	LJPZ					O		33TUL9174236469	UTC+1(+2DT)	MC	L-9D-10E	200011
SI25091	LJMB					O	AOE	33TWM5266747594	UTC+1(+2DT)	MC	H-4E, L-10E	200011
SI61540	LJSG					O		33TWM0898246496	UTC+1(+2DT)	MC	L-10E	200011
SI92733	LJLJ	BRNIK				O	AOE	33TVM5817119044	UTC+1(+2DT)	MC	H-4E-7D, L-9D-10E	200012
SL86499	GFLL					H	AOE	28PFQ9857752916	UTC 0		2E	200305
SN28159	WSAP		Singapore			O	AOE	48NUG7868550395	UTC+8		T-1D, 7A, 8E	200505
SN35158	WSAT					O		48NUG5634253373	UTC+8		T-1D, 8E	200409
SN40117	WSAG					O		48NUG6792657569	UTC+8		T-1D, 8E	200409
SN90056	WSSS					H	AOE	48NUG8813149260	UTC+8		T-1D,7A, 8E	200506
SN91588	WSSL							48NUG7402856647	UTC+8		SKETCH, T-1D, 8E	200505
SO14781	HCMH					O		38PLR9998452272	UTC+3		1C L-20G	200111
SO58041	HCMI					U		38PMS9355348441	UTC+3		1D L-20G	200009
SO59925	HCMK					U		38MKE1718958250	UTC+3		1C-3D	200009
SP00001	GCGM					O		28RBS8228402462	UTC 0(+1DT)	MC	L-13A	200303
SP00006	LEBE					O		30SWH0489136155	UTC+1(+2DT)	MC	L-11B	200002
SP00010	LEPZ							30SUJ9673107710	UTC+1(+2DT)	MC	L-11B	200113
SP00011	LEFM							30TUL9562527067	UTC+1(+2DT)	MC	L-11B	200205
SP00019	LELA							30SVH5528588926	UTC+1(+2DT)	MC	L-11B	200201
SP00050	LE							30TUL5684291760	UTC+1(+2DT)	MC	L-11B	200204
SP00058	LE							30SVF2560387507	UTC+1(+2DT)	MC	L-13C	200308
SP00068	LEIZ					U		30SVH6823762814	UTC+1(+2DT)	MC	L-11B	200308
SP00285	GEML					O		30SWE0397804075	UTC+1(+2DT)	MC	L-13C	200210
SP00685	LEGA		Granada			O		30SVG4353709840	UTC+1(+2DT)	MC	L-13C	200308
SP04438	LEMO		Sevilla			H		30STG6775617482	UTC+1(+2DT)	MC	H-16H, L-11A-13C	200506
SP04759	LEVC	MANISES AB				H		30SYJ1657474106	UTC+1(+2DT)	MC	H-15A-16I, L-11B	200407
SP04939	LEST					H		29TNH4775149469	UTC+1(+2DT)	MC	H-3A, L-11A	200109
SP05584	LERT	CADIZ				H	AOE	29SQA3695058788	UTC+1(+2DT)	MC	H-9A-16H, L-13C	200308
SP05717	LEGT	MADRID GETAFE	Madrid			O		30TVK3847960656	UTC+1(+2DT)	MC	H-3A-16I, L-11B	200012
SP06625	GCLA					O		28RBS3058869709	UTC 0(+1DT)	MC	H-11B, L-13A	200303
SP07169	GCXO	LOS RODEOS				O		28RCS6868351403	UTC 0(+1DT)	MC	H-11B, L-13A	200407
SP10365	LEGE	COSTA BRAVA				O		31TDG8013838809	UTC+1(+2DT)	MC	H-15A, L-11C	200012
SP10738	LEVS	MADRID CUATRO VIENTOS				O		30TVK3334469196	UTC+1(+2DT)	MC	L-11B	200305
SP21503	GCFV					O		28RFS1125247879	UTC 0(+1DT)	MC	H-11B, L-13A	200303
SP22673	LETI	LA IGLESUELA				N		30TUK4736956371	UTC+1(+2DT)	MC	L-11B	199908
SP23101	LEMH		Mahon			O		31SFE0423313218	UTC+1(+2DT)	MC	H-15A, L-11C	200012
SP23273	LEMG					O		30SUF6604559856	UTC+1(+2DT)	MC	H-3A, L-11A	200513
SP25972	LEMD	MADRID BARAJAS	Madrid			H	AOE	30TVK5197182694	UTC+1(+2DT)	MC	H-3A-16I, L-11B	200512
SP26512	LEBB					O		30TWN0725094256	UTC+1(+2DT)	MC	H-3A-7A, L-11B	199908
SP27014	LERO					O		29TPH2444974937	UTC+1(+2DT)	MC	L-11A	199908
SP28453	LEJR					O		29SQA6248570574	UTC+1(+2DT)	MC	H-16H, L-13C	200308
SP29733	LEAM					O		30SWF5616177745	UTC+1(+2DT)	MC	H-9B-16I, L-13C	200012
SP32108	LERS					O		31TCF4619756738	UTC+1(+2DT)	MC	H-15A, L-11C	200012
SP37394	LEMR					N		30TTP7089312367	UTC+1(+2DT)	MC	L-11B	200003
SP37517	LELC					O		30SXG9266483102	UTC+1(+2DT)	MC	H-15A-16I, L-11B-13D	200012
SP39229	GCLP	GANDO	Las Palmas			H		28RDR6196689717	UTC 0(+1DT)	MC	H-11B, L-13A	200303
SP42958	LERI		Murcia			O		30SXH5548201868	UTC+1(+2DT)	MC	L-11B-13D	200001
SP46124	LEBL					H		31TDF2284672146	UTC+1(+2DT)	MC	H-15A, L-11C	200213
SP46627	LEZG					O		30TXM6304214573	UTC+1(+2DT)	MC	H-15A-16I, L-11B	200012
SP46877	LEXJ					O		30TVP3362708568	UTC+1(+2DT)	MC	H-3A, L-11B	200012
SP47433	LESB	MALLORCA				S		31SDD7448183282	UTC+1(+2DT)	MC	L-11C	199908
SP47888	LEVT					O		30TWN2250147841	UTC+1(+2DT)	MC	H-3A-7A-16I, L-11B	199908
SP48130	LEBA					O		30SUG3731989896	UTC+1(+2DT)	MC	L-11A	200308
SP48405	GCRR					O		28RFT3592902744	UTC 0(+1DT)	MC	H-11B, L-13A	200303
SP50708	LESJ	SON SAN JUAN				H		31SDD7756078032	UTC+1(+2DT)	MC	H-15A, L-11C	200213
SP55211	LEAS					O		29TQJ3948827674	UTC+1(+2DT)	MC	H-3B, L-11B	200602
SP56057	LETO	MADRID TORREJON	Madrid			H		30TVK6221882989	UTC+1(+2DT)	MC	H-3A-16I, L-11B, AACDTD	200610
SP56440	LESA	MATACAN				H		30TTL8941736456	UTC+1(+2DT)	MC	H-3A-16I, L-11B	200012
SP61116	LEGR					O		30SVG3100516092	UTC+1(+2DT)	MC	H-16I, L-13C	200308
SP62567	LEVX					O		29TNG3079775581	UTC+1(+2DT)	MC	H-3A, L-11A	199908
SP62822	GCHI					O		28RBR1558580038	UTC 0(+1DT)	MC	L-13A	200303
SP64068	LEZL	SAN PABLO				O		30STG4397045174	UTC+1(+2DT)	MC	H-16H, L-11A-13C	200506
SP66884	GCTS	REINA SOFIA				H		28RCS4544203126	UTC 0(+1DT)	MC	H-11B, L-13A	200303
SP68724	LEBZ	BADAJOZ	Badajoz			O		29SPD8895306965	UTC+1(+2DT)	MC	H-16H, L-11A	200001
SP69008	LEAL	EL ALTET				H		30SYH1357939944	UTC+1(+2DT)	MC	H-15A-16I, L-11B	200012
SP74344	LESU					O		31TCG6895088598	UTC+1(+2DT)	MC	L-11C	200113
SP74835	LEVD	VILLANUBLA				O		30TUM4592018804	UTC+1(+2DT)	MC	H-3A-16I, L-11B	200012
SP75802	LE							29SQB6443738070	UTC+1(+2DT)	MC	H-16H, L-11B-13C	200308
SP80307	LECO					O		29TNH5051094547	UTC+1(+2DT)	MC	H-3A, L-11A	200513
SP82756	LEPP	NOAIN				O		30TXN1074736167	UTC+1(+2DT)	MC	H-7A-16I, L-11B	199908
SP84983	LEIB					O		31SCD5887003925	UTC+1(+2DT)	MC	H-15A-16I, L-11C	200602
SP92455	LEAB	LOS LLANOS				H		30SWJ9848311679	UTC+1(+2DT)	MC	H-16I, L-11B	200012
SP93164	LECD					U		31TDG0670993300	UTC+1(+2DT)	MC	L-11C	199913
SP99250	LESO					O		30TWP9800401117	UTC+1(+2DT)	MC	H-7A-16I, L-11B	200602
SP99251	LELN					O		30TTN8210618594	UTC+1(+2DT)	MC	H-3A, L-11B	199908
SP99255	LEBG	VILLAFRIA				S		30TVM4887989671	UTC+1(+2DT)	MC	L-11B	199909
SP99256	LERJ					O		30TWN5586801134	UTC+1(+2DT)	MC	H-16I, L-11B	200305
SP99265	LERM	GUADALAJARA				N		30TVL7911923831	UTC+1(+2DT)	MC	L-11B	199913
SP99275	LESL					N		31SFE0762813223	UTC+1(+2DT)	MC	H-15A, L-11C	200014
SP99287	LEOC					O		30SVK5699620942	UTC+1(+2DT)	MC	L-11B	200209
ST13758	TLPC		Castries	St. Lucia I.		O	AOE	20PQA1676550883	UTC-4		H-3A, L-6H-13A	200012
ST70166	TLPL		Vieux Fort	St. Lucia I.		O	AOE	20PQA2139519159	UTC-4		H-3A, L-6H-13A	200012
SU10263	HSSJ					S		36NUL4488338677	UTC+3		1B	200408
SU31273	HSPN					H	AOE	37QCB1460049761	UTC+2		H-14E, L-20F	200009
SU59683	HSKA					O		37PBT1326402960	UTC+3		H-14E, L-20F 1C	200408
SU60509	HSSS					H	AOE	36PVC5209523579	UTC+3		H-12H-14E, L-20F 1B	200408
SU67082	HSOB					H		36PSV9998755729	UTC+3		1B L-20F	200602
SU67295	HSSM					O		36PUR5208456940	UTC+3		1B	200513
SU97373	HSDZ					I		36PXU4563303225	UTC+3		1B L-20F	200408
SU97380	HSDN					O		36QTG2969619843	UTC+3		H-12H-14E, L-20F	200408
SU97396	HSFS					O		35PLR1875705760	UTC+3		1A L-20E	200602
SU97400	HSNN					O		35PKP7751233296	UTC+3		1A L-20E	200513
SU97407	HSLI					O		35PQN9504532586	UTC+3		1B L-20F	200602
SV62219	ENSB	SVALBARD LONGYEAR	Svalbard					33XWG1058785878	UTC+1(+2DT)		T-2	200402
SV62222	EN							33XVH3301663679				199907
SW00001	ESUP					H		34WEV8928560250	UTC+1(+2DT)	MC	L-1D	200003
SW00002	ESOK					N		33VVF0571990751	UTC+1(+2DT)	MC	H-2G, L-2F	200007
SW00948	ESNP							34WET1211752874	UTC+1(+2DT)	MC	H-1C, L-1D	200205
SW01126	ESMX	VAXJO KRONOBERG	Vaxjo			O		33VVD8344509532	UTC+1(+2DT)	MC	H-2G-5D, L-2F	199909
SW04080	ESNY					O		33VXH1258193721	UTC+1(+2DT)	MC	H-2G, L-1C	200205
SW07560	ESSL	LINKOPING SAAB	Linkoping			O		33VWE3976774131	UTC+1(+2DT)	MC	H-2G, L-2F	200203
SW09432	ESSP	NORRKOPING KUNGSANGEN	Norrkoping			O		33VWE7270994660	UTC+1(+2DT)	MC	H-2G, L-2F	199913
SW13588	ESSU					H		33VWF9714480392	UTC+1(+2DT)	MC	H-2G, L-2F	200110
SW14079	ESNX					O		34WDT2078275324	UTC+1(+2DT)	MC	H-1C, L-1C	200203
SW15769	ESSK					H		33VXH0687819078	UTC+1(+2DT)	MC	H-2G, L-1C	199912
SW18318	ESOH					H		33VVG2078754497	UTC+1(+2DT)	MC	L-2F	199913
SW19851	ESUT					O		33WWN0378698301	UTC+1(+2DT)	MC	H-1C, L-1C	200513
SW20341	ESSV					O		34VCJ4168994268	UTC+1(+2DT)	MC	H-2H, L-2G	199913
SW20814	ESGK					H		33VVE1692848484	UTC+1(+2DT)	MC	L-2F	199913
SW22002	ESNH					H		33VXJ0979750103	UTC+1(+2DT)	MC	L-1C	199913
SW26044	ESUD	GUNNARN				O		33WXN2731806811	UTC+1(+2DT)	MC	H-1C, L-1C	200205
SW26068	ESMQ					O		33VWC7887483122	UTC+1(+2DT)	MC	H-2G-5D, L-2F	199913
SW26539	ESNO					H		34VCR9962732661	UTC+1(+2DT)	MC	H-1C-2G, L-1C	200001
SW27516	ESQO					O		33VWF5249283464	UTC+1(+2DT)	MC	H-2G, L-2F	200001
SW27560	ESSD					H		33VWG2837098523	UTC+1(+2DT)	MC	H-2G, L-1C	199913
SW27629	ESND					H		33VVJ6982379641	UTC+1(+2DT)	MC	L-1C	199913
SW27644	ESNN					O		33VXK2576335396	UTC+1(+2DT)	MC	H-2G, L-1C	199913
SW28564	ESDF	F 17				O		33VWC1641335791	UTC+1(+2DT)	MC	H-2G-5D, L-2F	200012
SW29703	ESTL					O		33VUC8876316733	UTC+1(+2DT)	MC	H-2G-5D, L-2F	200203
SW30032	ESMK					O		33UVB4285397741	UTC+1(+2DT)	MC	H-2G-5D, L-2F	200203
SW31145	ESMS	MALMO STURUP	Malmo			H	AOE	33UUB9721954998	UTC+1(+2DT)	MC	H-2G-5D, L-2F	200005
SW31507	ESSB	STOCKHOLM BROMMA	Stockholm			O		33VXF6722983207	UTC+1(+2DT)	MC	H-2G, L-2G	200012
SW31717	ESNU					O		34VDR6465874016	UTC+1(+2DT)	MC	H-1C, L-1D	200607
SW32232	ESPE					O		34WDU6123006276	UTC+1(+2DT)	MC	H-1C, L-1D	200001
SW32861	ESGT	VANERSBORG				H		33VUE4448467188	UTC+1(+2DT)	MC	H-2G, L-2F	200001
SW33334	ESUK					O		34WDA6863416829	UTC+1(+2DT)	MC	L-1D	200002
SW34475	ESNG					O		34WDV9196246153	UTC+1(+2DT)	MC	H-1C, L-1D	199913
SW37384	ESSA	STOCKHOLM ARLANDA	Stockholm			H	AOE	33VXG6446516266	UTC+1(+2DT)	MC	H-2G, L-2G	200012
SW39630	ESGG	GOTEBORG LANDVETTER	Goteborg			H	AOE	33VUD3773094429	UTC+1(+2DT)	MC	H-2G, L-2F	199913
SW40415	ESKV	WESTLANDA				H		33VUG6706617677	UTC+1(+2DT)	MC	L-2F	199913
SW45467	ESKK					H		33VVF7133178674	UTC+1(+2DT)	MC	L-2F	199913
SW45940	ESNM							33VVK9005499934	UTC+1(+2DT)		L-1C	199907
SW46530	ESNZ	FROSON				O		33VVL7494307316	UTC+1(+2DT)	MC	H-2G, L-1C	200610
SW47766	ESST	TORSBY FRYKLANDA						33VUG8850370661	UTC+1(+2DT)		L-2F	200206
SW47858	ESNR	ORSA TALLHED				N		33VVH8454783988	UTC+1(+2DT)	MC	L-1C	200012
SW47960	ESTA					O		33VUC6677141115	UTC+1(+2DT)	MC	H-2G-5D, L-2F	199909
SW48220	ESGJ					O		33VVE4458302104	UTC+1(+2DT)	MC	H-2G, L-2F	199913
SW48716	ESFR					O		33VUE8654085815	UTC+1(+2DT)	MC	H-2G, L-2F	200306
SW50180	ESSF	VIMMERBY				N		33VWD4930776221	UTC+1(+2DT)	MC	H-2G, L-2F	199913
SW51951	ESNK		Solleftea			O		33VXK3998494020	UTC+1(+2DT)	MC	H-2G, L-1C	200302
SW52242	ESOE					H		33VWF0216664966	UTC+1(+2DT)	MC	H-2G, L-2F	199909
SW53900	ESCF	LINKOPING MALMEN	Linkoping			O		33VWE3072373618	UTC+1(+2DT)	MC	H-2G, L-2F	200203
SW54122	ESKM	SILJAN				H		33VVH7353858198	UTC+1(+2DT)	MC	H-2G, L-1C	199913
SW55856	ESMT					O		33VUC6650085127	UTC+1(+2DT)	MC	H-2G-5D, L-2F	200208
SW56234	ESGL	HOVBY				O		33VUE9350381986	UTC+1(+2DT)	MC	H-2G, L-2F	200203
SW57703	ESGR					O		33VVE4005179982	UTC+1(+2DT)	MC	H-2G, L-2F	199910
SW58462	ESCK	NORRKOPING	Norrkoping			O		33VWE6411697250	UTC+1(+2DT)	MC	H-2G, L-2F	200012
SW60878	ESNT							33VXK0323629408				199907
SW64497	ESKN	STOCKHOLM SKAVSTA	Stockholm			O		33VXF1052318094	UTC+1(+2DT)	MC	H-2G, L-2F	200205
SW64752	ESGP	GOTEBORG SAVE	Goteborg			H		32VPK7069907248	UTC+1(+2DT)	MC	H-2G, L-2F	199909
SW68186	ESNV					N		33WWM8781462815	UTC+1(+2DT)	MC	L-1C	200202
SW72621	ESNC	HEDE HEDLANDA						33VVK3526720359	UTC+1(+2DT)		L-1C	199907
SW79999	ESMV		Varnamo			N		33VVD4800050245	UTC+1(+2DT)	MC	H-2G, L-2F	200012
SW80789	ESNJ					N		34WDU6204875483	UTC+1(+2DT)	MC	H-1C, L-1D	200203
SW86680	ESIA					O		33VVE7128586025	UTC+1(+2DT)	MC	H-2G, L-2F	200012
SW87016	ESIB	F 7				O		33VUE6652578458	UTC+1(+2DT)	MC	H-2G, L-2F	200205
SW87090	ESMP					O		33VVD1552647661	UTC+1(+2DT)	MC	L-2F	199913
SW87859	ESCM	F 16				O		33VXG4480842808	UTC+1(+2DT)	MC	H-2G, L-2G	200012
SW89007	ESNS					H		34WES0367766639	UTC+1(+2DT)	MC	H-1C, L-1D	199913
SW89744	ESMG	LJUNGBY	Ljungby			O		33VVD3440812368	UTC+1(+2DT)	MC	L-2F	199913
SW89881	ESPA	LULEA	Lulea			O		34WET5182969520	UTC+1(+2DT)	MC	H-1D, L-1D	199913
SW93175	ESNL					O		34WCS9050860088	UTC+1(+2DT)	MC	H-1C, L-1C	200012
SW93614	ESMO					H		33VWD9013757390	UTC+1(+2DT)	MC	L-2F	200001
SW94673	ESMA					O		33VWC3712074223	UTC+1(+2DT)	MC	L-2F	200012
SW96125	ESNQ					O		34WDA7206123167	UTC+1(+2DT)	MC	H-1C, L-1D	199911
SW97575	ESNA	STROMSUND HALLVIKEN				N		33VWL2262767938	UTC+1(+2DT)	MC	L-1C	200012
SW97583	ESKB	STOCKHOLM BARKARBY	Stockholm			H		33VXF6402390239	UTC+1(+2DT)	MC	L-2G	200002
SW98180	ESOW	STOCKHOLM VASTERAS	Stockholm			H		33VWG9224006824	UTC+1(+2DT)	MC	H-2G, L-2F	200302
SW99917	ESML	ENOCH THULINS				N		33UUC6694301946	UTC+1(+2DT)	MC	L-2F	199913
SY04450	OS							37SCV2855155899				199907
SY11491	OS							37SBU9142488544				200009
SY15301	OSDZ					O		37SFV0693705325	UTC+2(+3DT)	OT	H-13B-16G, L-15C	200212
SY21035	OSLK		Latakia			I		36SYE6779221518	UTC+2(+3DT)	OT	H-13A-16G, L-15B	200212
SY24311	OS							37SDV6084056832				200014
SY28663	OSAP					I		37SCA4032405449	UTC+2(+3DT)	OT	H-13A-16G, L-15C	200212
SY32152	OS	AS SUWAYDA NEW						37SBS5748821566				199907
SY39377	OS							37SBT9115421145				199907
SY41394	OS	DJERAH						37SDV0426195202				199907
SY47262	OS	MARJ RHAYAL						37SBS6322585934				199907
SY48097	OSDI					H	AOE	37SBS6884699574	UTC+2(+3DT)	OT	H-13A-16G, L-16F	200212
SY49982	OS	JAYRUD						37SCT0278455229				199907
SY54660	OS	DAGHDAGHAN						37SCU0800518502				199907
SY64653	OS							37SCA7260405632				199907
SY65198	OSKL					O		37SFA9494299406	UTC+1(+2DT)	OT	H-13B, L-15C	200507
SY67797	OS	DAMASCUS						37SBT4199007675				199907
SY70529	OSPR					O		37SDU3733124170	UTC+2(+3DT)	OT	H-13A-16G, L-16G	200212
SY74878	OS	SAIGAL						37SCT3443628374				199907
SY86216	OS	KHOLKHOLE						37SBS7148160755				199907
SY87668	OS							37SBU7733827932				199907
SY93826	OS	MINNIK						37SCA2464543590				199907
SY96498	OS	T 4 WEST						37SCU7425420952				200009
SY96544	OS							36SYB5455030911				199907
SZ00902	LSPM	AMBRI PIOTTA				O		32TMS7620151039	UTC+1(+2DT)	MC	H-7C, L-9B	199912
SZ05048	LSMP					O		32TLS4103089851	UTC+1(+2DT)	MC	H-7C, L-9A	200103
SZ10676	LSMU	BUOCHS STANS				O		32TMT5429902552	UTC+1(+2DT)	MC	H-7C, L-9B	200011
SZ18006	LSZA	AGNO	Agno			O		32TMR9307694526	UTC+1(+2DT)	MC	L-9B	200011
SZ18789	LSGK	GSTAAD				O		32TLS6575349701	UTC+1(+2DT)	MC	L-9A	199910
SZ18980	LSZR		Altenrhein			O	AOE	32TNT4224659219	UTC+1(+2DT)	MC	H-6I-7C, L-6H-9B	200103
SZ29961	LSGS	SION MUNI ARPT				O	AOE	32TLS7095219807	UTC+1(+2DT)	MC	H-7C, L-9A	199908
SZ32652	LSTS							32TLS7818950543				199907
SZ32786	LSMA					O		32TMS4552299177	UTC+1(+2DT)	MC	L-9B	199912
SZ35465	LSGG					H	AOE	32TKS7710524562	UTC+1(+2DT)	MC	H-7B, L-8H-9A	200012
SZ37931	LSME	LUZERN	Luzern			O		32TMT4726215663	UTC+1(+2DT)	MC	H-7C, L-9B	200007
SZ39223	LSMF					O		32TNT0492213931	UTC+1(+2DT)	MC	L-9B	200112
SZ45987	LSZH					H	AOE	32TMT6602356908	UTC+1(+2DT)	MC	H-6H-7C, L-6G-9B	200012
