PJA_IDENT	NAME	ICAO_REGION	STATE_PROV	OPR_TIME	HOURS	ALT	CYCLE_DATE
US00227	RANTOUL NAT AVN CNTR-FRANK ELLIOTT FLD	KZ	17	1		13500AMSL	200505
US00228	MINIER, ILLINOIS VALLEY PARACHUTE CLUB	KZ	17	1679		15000AMSL	200505
US00229	OTTAWA, SKYDIVE CHICAGO	KZ	17	15		17500AGL	200505
US00230	STERLING	KZ	17	5		12000AGL	200505
US00232	TAMPICO	KZ	17	5		12500AMSL	200505
US00234	VANDALIA	KZ	17	1		15000AMSL	200505
US00235	WAPELLA, THORP	KZ	17	5		12500AMSL	200505
US00236	BLACKJACK	KZ	05	50		03000AGL	200505
US00237	ATTERBURY	KZ	18	10		01500AMSL	200505
US00238	CLOVERDALE, SWOPE AIRSTRIP	KZ	18	10		12500AMSL	200505
US00239	PRATTVILLE	KZ	01	50		02000AMSL	200505
US00240	FRANKLIN FLYING FLD	KZ	18	150		13500AMSL	200505
US00241	GOSHEN MUNI	KZ	18	50		14500AGL	200605
US00242	GREENSBURG-DECATUR CO	KZ	18	50		12000AGL	200605
US00243	KINGSBURY	KZ	18	2		01500AMSL	200505
US00244	CRAWFORDSVILLE MUNI	KZ	18	10		15000AMSL	200505
US00245	MENTONE	KZ	18	10		12500AMSL	200505
US00246	MUNCIE, HORIZON FLD	KZ	18	50		13000AMSL	200605
US00247	RICHMOND MUNI	KZ	18	150		14500AMSL	200505
US00248	VEEDERSBURG, SONGER	KZ	18	167		10000AMSL	200505
US00249	FORT BENNING, EUBANKS DROP ZONE	KZ	13	5		12500AMSL	200505
US00250	ATCHISON, AMELIA EARHART	KZ	20	4		12500AMSL	200505
US00251	DERBY, COOK AFLD INC	KZ	20	4		13500AMSL	200505
US00252	FORT LEAVENWORTH MILITARY RESERVATION	KZ	20	679		12500AMSL	200505
US00253	JUNCTION CITY, FT RILEY, MARSHALL AAF	KZ	20	1679		10000AMSL	200505
US00254	LYONS-RICE CO MUNI	KZ	20	4		14000AMSL	200505
US00255	OSAGE	KZ	20	16		12000AMSL	200505
US00256	ST FRANCIS, CHEYENNE CO MUNI	KZ	20	4		16000AMSL	200505
US00257	WICHITA	KZ	20	4		13000AMSL	200505
US00258	CONNERSVILLE	KZ	18	1560		13500AMSL	200505
US00259	TOPEKA, MESA VERDE	KZ	20	679		13000AMSL	200505
US00260	THOMASTON-UPSON CO	KZ	13	5		14500AMSL	200505
US00261	WAMEGO MUNI	KZ	20	4		11000AMSL	200505
US00262	WICHITA, MAIZE	KZ	20	4		11500AMSL	200505
US00263	BOONE MUNI	KZ	19	5		15000AMSL	200505
US00264	MARION	KZ	19	4		15000AGL	200505
US00265	CHEROKEE MUNI	KZ	19	3		12500AMSL	200505
US00266	DAVENPORT	KZ	19	5		12500AMSL	200505
US00267	DECORAH MUNI	KZ	19	56		07000AGL	200505
US00268	FAIRFIELD MUNI	KZ	19	167		12500AMSL	200505
US00269	HUSBAND FLD	KZ	19	4		12800AMSL	200505
US00270	CAMP PANDLETON, OCEANSIDE	KZ	06	90		04500AMSL	200505
US00271	NEW HAMPTON MUNI	KZ	19	5		15000AGL	200505
US00272	NORTHWOOD MUNI	KZ	19	67		11500AMSL	200505
US00273	PERRY MUNI	KZ	19	56		12500AMSL	200505
US00274	SIGOURNET, SIGOURNEY IOWA	KZ	19	5		12000AMSL	200505
US00275	SIOUX CITY	KZ	19	4		10000AMSL	200505
US00276	VINTON VETERANS MEM AIRPARK	KZ	19	5		15000AMSL	200505
US00277	WATERLOO, FLYERS	KZ	19	10		12000AMSL	200505
US00278	TONOPAH	KZ	32	56		10000AMSL	200505
US00279	WINTERSET-MADISON CO	KZ	19	5		14000AMSL	200505
US00280	BARDSTOWN, GREENE CO PARACHUTE CNTR	KZ	21	6789		16000AMSL	200505
US00281	BARDSTOWN, SAMUELS FLD	KZ	21	4		12000AMSL	200505
US00282	EL CENTRO NAF	KZ	06	4		FL400	200505
US00283	ELKTON, STANDARD FLD	KZ	21	4		12000AMSL	200505
US00284	FLEMINGSBURG, FLEMING-MASON	KZ	21	67		12500AMSL	200505
US00285	FORT CAMPBELL, BASTOGNE DROP ZONE	KZ	21	96		03000AMSL	200505
US00286	FORT CAMPBELL, CORREGIDOR DROP ZONE	KZ	21	96		03000AMSL	200505
US00287	FORT CAMPBELL, LOS BANOS DROP ZONE	KZ	21	96		03000AMSL	200505
US00288	FORT CAMPBELL, SON DROP ZONE	KZ	21	167		14000AMSL	200505
US00289	FORT CAMPBELL, SUCKCHON SPECIAL DZ	KZ	21	69		03000AMSL	200505
US00290	GLASGOW MUNI	KZ	21	167		08000AMSL	200505
US00291	GREENVILLE, MUHLENBERG CO	KZ	21	10		13500AMSL	200505
US00292	GREENVILLE, MUHLENBERG CO	KZ	21	5		02000AMSL	200505
US00293	HOPKINSVILLE-CHRISTIAN CO	KZ	21	569		14500AMSL	200505
US00294	OWENSBORO, WINDY HOLLOW DRAG STRIP	KZ	21	567		08000AMSL	200505
US00295	HOBART SKY RANCH	KZ	18	2		10000AGL	200505
US00296	BATON ROUGE	KZ	22	1679		13000AMSL	200505
US00297	BELLE CHASSE	KZ	22	1679		07500AMSL	200505
US00298	BODCAW	KZ	22	1679		13000AMSL	200505
US00299	BREAUX BRIDGE, BORDELON AIRPARK	KZ	22	1679		12000AMSL	200505
US00300	FORT POLK	KZ	22	4		12500AGL	200505
US00301	CEDARTOWN, CORNELIUS-MOORE FLD	KZ	13	1280		15000AMSL	200602
US00302	GONZALES, LOUISIANA RGNL	KZ	22	4		12000AMSL	200505
US00303	JEANERETTE, LE MAIRE MEM	KZ	22	69		12500AMSL	200505
US00304	MANSFIELD, C E RUSTY WILLIAMS	KZ	22	1679		13000AMSL	200505
US00305	OPELOUSAS, ST LANDRY PARISH-AHART FLD	KZ	22	6		11500AMSL	200505
US00306	FORT COLLINS-LOVELAND MUNI	KZ	08	1		17500AMSL	200505
US00307	SHREVEPORT DOWNTOWN	KZ	22	4		15000AMSL	200505
US00308	ACCIDENT	KZ	24	6829		UNK	200505
US00309	LITTLESTOWN, KINGSDALE AIRPARK	KZ	42	679		10500AMSL	200505
US00310	GAMBRILLS, DAIRY FARM	KZ	24	5		01300AGL	200505
US00311	EDGEWOOD	KZ	24	560		10000AMSL	200505
US00312	GREATER KANKAKEE	KZ	17	967		15000AMSL	200505
US00313	PERDIDO KEY, FLORABAMA DROP ZONE	KZ	12	1670		14000AMSL	200505
US00314	LONG GREENE DROP ZONE	KZ	24	6		10000AGL	200505
US00315	OCEAN CITY MUNI	KZ	24	5679		15000AMSL	200505
US00316	PATUXENT RIVER NAS/TRAPNELL FLD (NR 1)	KZ	24	6		UNK	200505
US00317	PATUXENT RIVER NAS/TRAPNELL FLD (NR 2)	KZ	24	6		UNK	200505
US00318	GREENWOOD, CAMP MCCAIN DROP ZONE	KZ	28	1280		17999AMSL	200505
US00319	RISING SUN, FARMINGTON	KZ	24	6		10500AMSL	200505
US00320	SUMANG DROP ZONE	KZ	24	1		03000AGL	200505
US00321	TEWEY DROP ZONE	KZ	24	5		10000AGL	200505
US00322	UNITY DROP ZONE	KZ	24	6		03000AGL	200505
US00323	FORT DEVENS, TURNER DROP ZONE	KZ	25	6791		04000AGL	200505
US00324	MONTAGUE, TURNERS FALLS	KZ	25	1679		12500AGL	200505
US00325	NATICK LABORATORY SUDBURY	KZ	25	9		04000AGL	200505
US00326	NORTHAMPTON	KZ	25	679		13000AMSL	200505
US00327	ORANGE MUNI	KZ	25	167		14000AMSL	200505
US00328	PEPPERELL	KZ	25	1679		20000AGL	200505
US00329	WESTOVER ARB, BEANBAG DROP ZONE	KZ	25	2		17500AGL	200510
US00330	BARAGA DROP ZONE	KZ	26	5		13000AMSL	200505
US00331	CAMP GRAYLING	KZ	26	5		01500AMSL	200505
US00332	CEDAR SPRINGS	KZ	26	5679		15500AMSL	200505
US00333	GRENADA DROP ZONE	KZ	28	1280		17999AMSL	200505
US00334	HASTINGS	KZ	26	5		13000AMSL	200505
US00335	YAZOO CITY, YAZOO CO	KZ	28	67		13000AMSL	200505
US00336	EAST TAWAS, IOSCO CO	KZ	26	5679		15000AMSL	200505
US00337	KALAMAZOO, GREAT LAKES SKYDIVERS DZ	KZ	26	5		13700AMSL	200505
US00338	HOLLISTER MUNI	KZ	06	50		17999AMSL	200505
US00339	MARSHALL, BROOKS FLD	KZ	26	15		15000AMSL	200505
US00340	NAPOLEON	KZ	26	10		15000AMSL	200505
US00341	STURGIS, KIRSCH MUNI	KZ	26	10		13000AGL	200505
US00342	TECUMSEH, MEYERS-DIVERS	KZ	26	5		17500AMSL	200505
US00343	THREE RIVERS MUNI-DR HAINES	KZ	26	5		11000AMSL	200505
US00344	SAGINAW CO-H W BROWNE	KZ	26	10		12000AMSL	200505
US00345	DULUTH	KZ	27	3		10000AMSL	200505
US00346	HUTCHINSON MUNI-BUTLER FLD	KZ	27	4		13000AMSL	200505
US00347	BUTLER MEM	KZ	29	6		13000AMSL	200505
US00348	LOMPOC	KZ	06	16		15000AMSL	200505
US00349	MT VERNON MUNI	KZ	29	1		15000AMSL	200505
US00350	ARTESIA, CARSON DROP ZONE	KZ	28	2		02000AGL	200505
US00351	BATESVILLE, PANOLA CO	KZ	28	6		10500AGL	200505
US00352	COLDWATER DROP ZONE	KZ	28	69		03000AMSL	200505
US00353	EDWARDS, KELLY DROP ZONE	KZ	28	2		02000AGL	200505
US00354	EDWARDS, NOBLE DROP ZONE	KZ	28	2		02000AGL	200505
US00355	HATTIESBURG, SAFEE DROP ZONE	KZ	28	1		03000AGL	200505
US00356	MAGEE DROP ZONE	KZ	28	671		12500AMSL	200505
US00357	PASCAGOULA, TRENT LOTT INTL	KZ	28	5		15000AMSL	200505
US00358	STRONG	KZ	28	167		12500AMSL	200505
US00359	TERRY, WINDY DROP ZONE	KZ	28	2		02000AGL	200505
US00360	WEST POINT, KING DROP ZONE	KZ	28	2		02000AGL	200505
US00361	FULTON, ELTON HENSLEY MEM	KZ	29	679		12000AMSL	200505
US00363	CHARLESTON, MISSISSIPPI CO	KZ	29	167		13000AMSL	200505
US00365	KIMBERLING	KZ	29	169		10000AMSL	200505
US00366	LEXINGTON MUNI	KZ	29	6791		12500AGL	200505
US00367	NEOSHO	KZ	29	1		10000AMSL	200505
US00368	NEWTON	KZ	34	10		15000AMSL	200505
US00369	SULLIVAN RGNL	KZ	29	1689		15000AMSL	200505
US00370	LIVINGSTON, MISSION FLD	KZ	30	50		14500AMSL	200505
US00371	BOZEMAN, GALLATIN FLD	KZ	30	2		15000AMSL	200505
US00372	BUTLER CREEK	KZ	30	2		02000AGL	200505
US00373	KALISPELL, CARSON FLD	KZ	30	10		14000AGL	200505
US00374	DORNBLASER FLD	KZ	30	15		12500AGL	200505
US00375	GRANT CREEK	KZ	30	5		12500AGL	200505
US00376	THREE FORKS	KZ	30	5		14500AMSL	200505
US00377	MISSOULA, RASER RANCH	KZ	30	20		03000AGL	200505
US00378	HELENA , FORT HARRISON AAF	KZ	30	5		12000AMSL	200505
US00379	CROSS KEYS	KZ	34	16		14000AMSL	200505
US00381	KALISPELL CITY	KZ	30	10		14000AGL	200505
US00382	LAUREL MUNI	KZ	30	20		14500AMSL	200505
US00383	MISSOULA INTL	KZ	30	16		01500AGL	200505
US00384	NINE MILE R S	KZ	30	2		02000AGL	200505
US00386	ROUNDUP	KZ	30	169		14500AMSL	200505
US00387	SIX MILE	KZ	30	2		02000AGL	200505
US00388	STEVENSVILLE	KZ	30	10		14000AMSL	200505
US00389	STONEY CREEK	KZ	30	2		02000AGL	200505
US00390	UNIVERSITY CAMPUS	KZ	30	4		12500AGL	200505
US00391	WEST YELLOWSTONE, YELLOWSTONE	KZ	30	569		01500AGL	200505
US00392	SUSSEX	KZ	34	10		15000AMSL	200505
US00393	CRETE MUNI	KZ	31	5679		14500AMSL	200505
US00394	BLAIR MUNI	KZ	31	5		14000AMSL	200505
US00395	MC COOK MUNI	KZ	31	1		10500AMSL	200505
US00396	WEEPING WATER, BROWNS	KZ	31	16		14000AMSL	200505
US00397	BOULDER CITY MUNI	KZ	32	1679		17000AMSL	200505
US00398	DONA ANA CO AT SANTA TERESA	KZ	35	5		13000AMSL	200505
US00399	EL DORADO JUMP ZONE	KZ	32	1679		17000AMSL	200505
US00401	INDIAN SPRINGS AF AUX	KZ	32	5690		10000AMSL	200505
US00402	JEAN DROP ZONE	KZ	32	16		15000AMSL	200505
US00403	PAHRUMP	KZ	32	15		12500AMSL	200505
US00404	RENO/STEAD	KZ	32	1967		14000AMSL	200505
US00405	PITTSTOWN, ALEXANDRIA	KZ	34	10		12000AMSL	200505
US00406	CHATSWORTH, COYLE FLD	KZ	34	16		02000AGL	200505
US00407	COLTS NECK	KZ	34	10		12500AMSL	200505
US00408	LAKEHURST NAES (MAXFIELD FLD)	KZ	34	1820		12500AMSL	200505
US00409	LAKEWOOD	KZ	34	10		14500AMSL	200505
US00410	MC GUIRE AFB	KZ	34	1679		01500AGL	200505
US00411	SOUTHPORT, BRUNSWICK CO	KZ	37	50		12000AMSL	200505
US00412	ALBUQUERQUE	KZ	35	1		10000AGL	200505
US00413	ALBUQUERQUE	KZ	35	169		17000AMSL	200505
US00414	ALBUQUERQUE	KZ	35	1		18000AMSL	200505
US00415	NOME, FARM AIR SERVICE	KZ	48	167		13500AMSL	200601
US00416	FAIRBANKS, NORDALE DROP ZONE	PA	02	15		05000AMSL	200607
US00417	BELEN, ALEXANDER MUNI	KZ	35	5679		16000AMSL	200505
US00418	MESQUITE	KZ	32	1		17500AMSL	200505
US00420	HOLLOMAN DROP ZONE	KZ	35	596		03500AGL	200505
US00421	ARCADE TRI-CO	KZ	36	5		10000AMSL	200505
US00422	BLOOMINGBURG, SHA-WAN-GA VALLEY	KZ	36	1670		12000AMSL	200505
US00423	ALBION, PINE HILL	KZ	36	1		12000AMSL	200505
US00424	VERONA, CURTIS	KZ	36	5		10000AMSL	200505
US00425	DUANESBURG	KZ	36	5		13000AMSL	200505
US00426	EAST MORICHES, SPADARO	KZ	36	5		14000AMSL	200505
US00427	FORT DRUM	KZ	36	5		01000AGL	200505
US00428	GARDINER	KZ	36	5		14500AMSL	200505
US00429	JAVA	KZ	36	1		13000AMSL	200505
US00430	JOHNSTOWN, FULTON CO	KZ	36	5		15000AGL	200505
US00431	KIRKWOOD AIRPARK	KZ	36	1		12000AMSL	200505
US00432	LEXINGTON-PRATTSVILLE, MABEN	KZ	36	5		22000AMSL	200505
US00433	MALONE-DUFORT	KZ	36	5		13300AMSL	200505
US00434	SCOTIA, MOHAWK VALLEY	KZ	36	10		12000AMSL	200505
US00435	NEWFANE, HOLLANDS INTL FLD	KZ	36	1		18000AMSL	200510
US00436	NEW PALTZ, STANTON	KZ	36	5		14000AMSL	200505
US00437	WESTHAMPTON BEACH, FRANCIS S GABRESKI	KZ	36	5		13000AGL	200505
US00438	OVID	KZ	36	16		13500AMSL	200505
US00439	QUAKER STREET, KNOX	KZ	36	10		14000AMSL	200505
US00440	RHINEBECK, OLD RHINEBECK	KZ	36	10		04900AMSL	200505
US00441	STORMVILLE	KZ	36	5		13000AMSL	200505
US00442	KENNEWICK, VISTA FLD	KZ	53	2		14500AMSL	200505
US00443	WALLKILL	KZ	36	5		14500AGL	200505
US00444	WEST BLOOMFIELD, FORT HILL	KZ	36	10		15000AMSL	200505
US00445	FAIRBANKS, OLD SIDE HILL DROP ZONE	PA	02	15		06000AMSL	200607
US00446	WEST POINT	KZ	36	10		10000AMSL	200505
US00447	PORTLAND-MULINO	KZ	41	16		14500AMSL	200505
US00448	CAMP MACKALL, MACKALL AAF	KZ	37	5		02500AMSL	200505
US00449	CHERRY POINT, CANNON DROP ZONE	KZ	37	5		10500AMSL	200505
US00450	ROCKINGHAM CO NC SHILOH	KZ	37	5		12000AMSL	200505
US00451	ERWIN	KZ	37	4		04500AMSL	200505
US00452	FORT BRAGG, ALL AMERICAN DROP ZONE	KZ	37	679		02000AMSL	200505
US00453	FORT BRAGG, HOLLAND DROP ZONE	KZ	37	4		12500AMSL	200505
US00454	FORT BRAGG, LUZON DROP ZONE	KZ	37	679		17500AMSL	200505
US00455	FORT BRAGG, NIJMEGAN DROP ZONE	KZ	37	4		12500AMSL	200505
US00456	FORT BRAGG, NORMANDY DROP ZONE	KZ	37	5		12500AMSL	200505
US00457	FORT BRAGG, SAINT MERE DROP ZONE	KZ	37	4		12500AMSL	200505
US00458	FORT BRAGG, SALERNO DROP ZONE	KZ	37	56		12500AMSL	200505
US00459	FORT BRAGG, SICILY DROP ZONE	KZ	37	4		12500AMSL	200505
US00460	GREENSBORO	KZ	37	1280		11000AMSL	200505
US00461	GREENVILLE	KZ	37	15		15500AMSL	200505
US00462	WALLACE, HENDERSON FLD	KZ	37	5		15000AGL	200505
US00463	JACKSONVILLE,  ALBATROSS DROP ZONE	KZ	37	16		02000AMSL	200505
US00464	JACKSONVILLE, BLUEBIRD DROP ZONE	KZ	37	5		02000AMSL	200505
US00465	JACKSONVILLE, CANARY DROP ZONE	KZ	37	10		02000AMSL	200505
US00466	JACKSONVILLE, CROW DROP ZONE	KZ	37	567		02000AMSL	200505
US00467	FAIRBANKS, PAINTBALL DROP ZONE	PA	02	15		05000AMSL	200607
US00468	JACKSONVILLE, FALCON DROP ZONE	KZ	37	56		02000AMSL	200505
US00469	JACKSONVILLE, GOOSE DROP ZONE	KZ	37	16		02000AMSL	200505
US00470	JACKSONVILLE, LARK DROP ZONE	KZ	37	3		10000AMSL	200505
US00471	JACKSONVILLE, PENGUIN DROP ZONE	KZ	37	5679		02000AMSL	200505
US00472	LOUISBURG, NORTH RALEIGH	KZ	37	596		15500AMSL	200505
US00473	MAXTON, LAURINBURG-MAXTON	KZ	37	50		13500AMSL	200505
US00474	MEBANE, KIMREY	KZ	37	567		12000AMSL	200505
US00475	FAIRBANKS, GRIZZ POND DROP ZONE	PA	02	15		05000AMSL	200607
US00476	PINEBLUFF	KZ	37	10		12500AMSL	200505
US00477	RAEFORD, P K AIRPARK	KZ	37	4		12500AGL	200505
US00479	GREENSBORO, SOUTHEAST GREENSBORO	KZ	37	10		12000AMSL	200505
US00480	ROCKY MOUNT	KZ	37	10		12500AMSL	200505
US00481	FAYETTEVILLE, SOUTHERN COMFORTS	KZ	37	4		14000AMSL	200512
US00482	THOMASVILLE	KZ	37	10		14000AMSL	200505
US00484	STEPHENVILLE, CLARK FLD MUNI	KZ	48	5		13000AMSL	200608
US00485	ALLIANCE, MILLER	KZ	39	3		13500AGL	200505
US00486	CIRCLEVILLE, CLARK DREAM STRIP	KZ	39	15		17500AMSL	200505
US00487	BELLVILLE	KZ	39	56		08500AMSL	200505
US00488	BOWLING GREEN, BORDNER	KZ	39	3		14000AMSL	200505
US00489	BARBER	KZ	39	1679		13500AMSL	200505
US00490	CELINA, LAKEFIELD	KZ	39	1679		14000AMSL	200505
US00491	CENTERBURG, CHAPMAN MEM FLD	KZ	39	5		12000AMSL	200505
US00492	COMMERCIAL POINT	KZ	39	68		10000AMSL	200505
US00493	WAUSEON, FULTON CO	KZ	39	16		10500AMSL	200505
US00494	FINDLAY	KZ	39	1		12500AGL	200505
US00495	GARRETTSVILLE, GATES	KZ	39	5679		13500AGL	200505
US00496	GRAFTON, MOLE	KZ	39	1		12500AMSL	200505
US00497	CHESAPEAKE, LAWRENCE CO AIRPARK	KZ	39	596		11000AMSL	200505
US00498	LEXINGTON AFLD	KZ	48	4		15500AMSL	200505
US00500	OTTAWA	KZ	39	5		10500AGL	200505
US00501	PETERSBURG	KZ	39	1		12500AGL	200505
US00502	RITTMAN, HILTY FLD	KZ	39	1		16000AGL	200505
US00503	SALEM LAKEFRONT	KZ	39	6829		10000AMSL	200505
US00504	HUGO, KELLY DROP ZONE	KZ	08	2		08000AMSL	200505
US00505	STONELICK PARACHUTE CNTR	KZ	39	16		10000AMSL	200505
US00506	SYCAMORE	KZ	39	15		12500AGL	200505
US00507	VAN WERT CO	KZ	39	596		10000AMSL	200505
US00508	WRIGHTS FLD, WRIGHT-PATTERSON AFB	KZ	39	56		10000AGL	200505
US00509	MANSFIELD DROP ZONE	KZ	39	16		03000AMSL	200505
US00510	MONETA, SMITH MOUNTAIN LAKE	KZ	51	560		13500AMSL	200505
US00511	XENIA, SKYDIVE GREENE CO INC	KZ	39	4		12500AGL	200505
US00512	ST GEORGE	KZ	45	10		17900AMSL	200505
US00513	CUSHING MUNI	KZ	40	1		14000AMSL	200505
US00514	KETCHUM, CRAIG CO SOUTH GRAND LAKE	KZ	40	5679		12000AMSL	200505
US00515	ALTUS AFB, SOONER DROP ZONE	KZ	40	1670		12500AGL	200505
US00516	FORT SILL, FRISCO RIDGE	KZ	40	1280		13900AGL	200505
US00517	FORT SILL, HENRY POST AAF	KZ	40	4		01100AGL	200505
US00518	GOLDSBY, PARADISE AIR HAVEN	KZ	40	1		17000AMSL	200505
US00519	GRANDFIELD MUNI	KZ	40	596		13500AMSL	200505
US00520	COUPLAND, CROSSWINDS AIRFIELD	KZ	48	4		13500AMSL	200608
US00521	MIAMI MUNI	KZ	40	169		13000AMSL	200505
US00522	OKMULGEE RGNL	KZ	40	5		15000AMSL	200505
US00523	CHICKASHA, REDHILLS	KZ	40	1		12000AMSL	200505
US00524	SALLISAW MUNI	KZ	40	5		15000AMSL	200505
US00525	SKIATOOK MUNI	KZ	40	5		13000AMSL	200505
US00526	TAHLEQUAH MUNI	KZ	40	5		13500AMSL	200505
US00527	ALBANY, NORTHWEST PARACHUTE CLUB	KZ	41	1		18000AMSL	200505
US00530	REDMOND, CLINE FALLS AIR PARK	KZ	41	3		13000AMSL	200505
US00531	CRESWELL, HOBBY FLD	KZ	41	5		15000AMSL	200505
US00532	ESTACADA, BEAVER OAKS	KZ	41	5		13000AGL	200505
US00533	HERMISTON MUNI	KZ	41	15		15000AMSL	200505
US00534	MEDFORD, BEAGLE SKY RANCH	KZ	41	5		14000AMSL	200505
US00535	MOLLALA, SKYDIVE OREGON	KZ	41	1		14500AMSL	200505
US00536	CLAREMORE, SAM RIGGS AIRPARK	KZ	40	5		11000AMSL	200505
US00538	BURGETTSTOWN, STARVEGGI DROP ZONE	KZ	42	5		02000AGL	200505
US00539	CERES	KZ	42	6789		12500AMSL	200505
US00540	CHAMBERSBURG MUNI	KZ	42	1679		15000AGL	200505
US00541	CULMERVILLE	KZ	42	1679		11500AGL	200505
US00542	DOYLESTOWN	KZ	42	16		12500AMSL	200505
US00543	MUIR AAF, COLD STEEL DROP ZONE	KZ	42	3		02000AGL	200505
US00544	FREEDOM, KINDELBERGER LANDING STRIP	KZ	42	167		14500AMSL	200505
US00545	GALETON, CHERRY SPRINGS	KZ	42	1679		10000AMSL	200505
US00546	BETHEL, GRIMES	KZ	42	1679		11000AMSL	200505
US00547	GROVE CITY	KZ	42	679		15000AMSL	200505
US00551	HAZLETON MUNI	KZ	42	679		14500AMSL	200505
US00552	JEANNETTE, GREENSBURG JEANNETTE RGNL	KZ	42	5		12000AMSL	200505
US00553	JERSEY SHORE, HINAMAN ACRES	KZ	42	69		13000AMSL	200505
US00554	MEADVILLE, PORT MEADVILLE	KZ	42	16		12500AMSL	200505
US00555	MT JOY/MARIETTA, DONEGAL SPRINGS	KZ	42	1679		15000AMSL	200505
US00556	GERMANSVILLE, FLYING M AERODROME	KZ	42	679		14000AMSL	200505
US00557	NORTH EAST, MOORHEAD AIRPARK	KZ	42	69		12000AMSL	200505
US00558	CONNELLSVILLE	KZ	42	61		15000AMSL	200505
US00559	VINYL DROP ZONE	KZ	42	6		12500AGL	200505
US00560	WORTHINGTON, J T WILLIE	KZ	42	679		14000AMSL	200505
US00561	BARNWELL CO	KZ	45	1679		12500AMSL	200505
US00562	BEAUFORT CO	KZ	45	567		10000AMSL	200505
US00563	CHESTER MUNI	KZ	45	50		13500AGL	200505
US00564	CLEMSON	KZ	45	15		12000AMSL	200505
US00565	COLUMBIA	KZ	45	1		10000AMSL	200505
US00566	GASTON, LEXINGTON CO	KZ	45	60		14000AMSL	200505
US00567	GREEN SEA	KZ	45	16		15000AMSL	200505
US00569	LORIS, TWIN CITY	KZ	45	1280		12000AMSL	200505
US00570	PARIS, HENRY CO	KZ	47	6		13500AMSL	200505
US00571	NORTH AF AUX	KZ	45	1820		02000AMSL	200505
US00572	TIMMONSVILLE, HUGGINS MEM	KZ	45	1679		12500AMSL	200505
US00573	WALTERBORO, LOWCOUNTRY RGNL	KZ	45	3		12500AGL	200505
US00574	CHATTANOOGA	KZ	47	4		10000AMSL	200505
US00575	CLARKSVILLE, OUTLAW FLD	KZ	47	1679		14000AGL	200505
US00576	DUNLAP	KZ	47	1679		09000AMSL	200505
US00578	FORT CAMPBELL, SON DROP ZONE	KZ	47	4		12500AMSL	200505
US00580	LIVINGSTON MUNI	KZ	47	6		12500AMSL	200505
US00581	SEVIERVILLE, SEYMOUR AIRPARK	KZ	47	16		13500AMSL	200505
US00583	SOMERVILLE, WINGS	KZ	47	68		14000AGL	200505
US00584	TULLAHOMA RGNL WM NORTHERN FLD	KZ	47	61		15000AMSL	200505
US00585	WHIFFERDILL	KZ	47	16		11500AMSL	200505
US00586	ABILENE, DYESS AFB	KZ	48	1280		03300AMSL	200505
US00588	AMARILLO, BUFFALO	KZ	48	1820		15000AMSL	200505
US00589	ANAHUAC, CHAMBERS CO	KZ	48	5		17500AMSL	200505
US00591	BEAUMONT MUNI	KZ	48	280		15000AGL	200505
US00592	BEEVILLE MUNI	KZ	48	596		12500AMSL	200505
US00593	DECATUR, BISHOP	KZ	48	4		14000AMSL	200505
US00594	LOUISA CO/FREEMAN FLD	KZ	51	560		15000AMSL	200505
US00595	BROWNSVILLE, SOUTH PADRE ISLAND INTL	KZ	48	14		15500AMSL	200505
US00596	CADDO MILLS MUNI	KZ	48	56		15000AMSL	200505
US00597	SAN ANTONIO, CAMP BULLIS, HALL DZ	KZ	48	2		02500AGL	200505
US00598	CAMP SWIFT, BLACKWELL DROP ZONE	KZ	48	50		01500AGL	200505
US00600	BRYAN, COULTER FLD	KZ	48	596		13500AMSL	200505
US00601	DUMAS, MOORE CO	KZ	48	4		13700AMSL	200505
US00602	HARRISBURG, DANIELS FLD	KZ	41	1		13000AGL	200505
US00603	ENNIS MUNI	KZ	48	50		12000AMSL	200505
US00604	FENTRESS AIRPARK	KZ	48	1679		14000AMSL	200505
US00606	GLADEWATER MUNI	KZ	48	1		14000AMSL	200505
US00607	HITCHCOCK, JOHNNIE VOLK FLD	KZ	48	10		12500AGL	200505
US00608	KILLEEN, FORT HOOD, ANTELOPE DROP ZONE	KZ	48	50		13000AGL	200505
US00609	KILLEEN, FORT HOOD, RAPIDO DROP ZONE	KZ	48	10		13000AGL	200505
US00610	KINGSVILLE, KLEBERG CO	KZ	48	4		12500AMSL	200505
US00611	CAMPBELL CO	KZ	47	679		13500AMSL	200505
US00612	MIDLAKE	KZ	48	167		15000AMSL	200505
US00613	GRANBURY MUNI	KZ	48	1820		14000AMSL	200505
US00614	PORT ISABEL-CAMERON CO	KZ	48	1670		15500AMSL	200505
US00615	SALADO	KZ	48	16		15000AGL	200505
US00616	SEAGOVILLE	KZ	48	5		13000AMSL	200505
US00617	STANTON MUNI	KZ	48	2		14500AMSL	200505
US00618	TERRELL MUNI	KZ	48	2		13500AMSL	200505
US00619	TRENTON, TRI-CO AERODROME	KZ	48	596		14500AMSL	200606
US00620	WALLER, SKYDIVE HOUSTON	KZ	48	567		24000AGL	200505
US00622	CAMP W G WILLIAMS, SOUTH DROP ZONE	KZ	49	96		10000AMSL	200505
US00623	CEDAR FORT, CEDAR VALLEY	KZ	49	16		17500AMSL	200505
US00624	DUGWAY PROVING GND, CLAY FLATS DZ	KZ	49	96		18000AMSL	200505
