ARPT_IDENT	PROC	TRM_IDENT	SEC_NBR	SEC_ALT	ICAO	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	SEC_BEAR1	SEC_BEAR2	WPT_IDENT	WPT_CTRY	SEC_MILE1	SEC_MILE2	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	CYCLE_DATE
US25731	3	EVORA  VOR-A	1	2600	KZ	OKK	2	US	1	000				00	25	N40314004	40.527789	W086032886	-86.058017	200005
US25731	3	G09    GPS RW09	1	2600	KZ					000		RW09		00	25	N40424025	40.711181	W086225866	-86.382961	200005
US25731	3	G27    GPS RW27	1	2600	KZ					000		RW27		00	25	N40424073	40.711314	W086220053	-86.366814	200005
US25908	3	B17    LOC/DME BC RW17	1	4100	KGRI	GRI	2	US	1	000				00	25	N40590250	40.984028	W098185320	-98.314778	200204
US25908	3	D35    VORDME RW35	1	4100	KGRI	GRI	2	US	1	000				00	25	N40590250	40.984028	W098185320	-98.314778	200009
US25908	3	G13    RNAV (GPS) RW13	1	4100	KGRI					000		RW13		00	25	N40584212	40.978367	W098184219	-98.311719	200513
US25908	3	G17    RNAV (GPS) RW17	1	4100	KGRI					000		RW17		00	25	N40583783	40.977175	W098185318	-98.314772	200513
US25908	3	G31    RNAV (GPS) RW31	1	4100	KGRI					000		RW31		00	25	N40575570	40.965472	W098174161	-98.294892	200513
US25908	3	G35    RNAV (GPS) RW35	1	4100	KGRI					000		RW35		00	25	N40572865	40.957958	W098185366	-98.314906	200513
US25908	3	I35    ILS RW35	1	4300	KGRI	GR	5	US	3	000				00	25	N40522240	40.872889	W098185300	-98.314722	200204
US25973	3	D14    VORDME RW14	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200001
US25973	3	D32    VORDME RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200001
US25973	3	G14    RNAV (GPS) RW14	1	2800	KGPT					043	225	BROWA	US	10	30	N30332094	30.555817	W089144451	-89.245697	200501
US25973	3	G14    RNAV (GPS) RW14	2	2000	KGPT					043	225	BROWA	US	00	10	N30332094	30.555817	W089144451	-89.245697	200501
US25973	3	G14    RNAV (GPS) RW14	3	2800	KGPT					225	313	MINDO	US	00	30	N30375730	30.632583	W089090595	-89.151653	200501
US25973	3	G14    RNAV (GPS) RW14	4	2000	KGPT					313	043	CIWKE	US	00	30	N30290494	30.484706	W089193824	-89.327289	200501
US25973	3	G18    RNAV (GPS) RW18	1	2800	KGPT					358	088	GEYNE	US	00	30	N30365582	30.615506	W089105817	-89.182825	200501
US25973	3	G18    RNAV (GPS) RW18	2	2800	KGPT					088	268	BOSWU	US	00	30	N30365701	30.615836	W089040097	-89.066936	200501
US25973	3	G18    RNAV (GPS) RW18	3	2800	KGPT					268	358	CODJI	US	00	30	N30365783	30.616064	W088570377	-88.951047	200501
US25973	3	G32    RNAV (GPS) RW32	1	2000	KGPT					043	133	FAROR	US	00	30	N30110865	30.185736	W088585196	-88.981100	200501
US25973	3	G32    RNAV (GPS) RW32	2	2800	KGPT					133	228	ROMMY	US	00	30	N30192473	30.323536	W088482352	-88.806534	200501
US25973	3	G32    RNAV (GPS) RW32	3	2000	KGPT					228	043	IVOLE	US	00	30	N30152391	30.256642	W088535825	-88.899514	200501
US25973	3	G36    RNAV (GPS) RW36	1	2000	KGPT					268	088	RUDAW	US	00	30	N30120755	30.202097	W089035617	-89.065603	200501
US25973	3	G36    RNAV (GPS) RW36	2	2600	KGPT					088	178	GESNE	US	00	30	N30120636	30.201767	W089105161	-89.181003	200501
US25973	3	G36    RNAV (GPS) RW36	3	2600	KGPT					178	268	SEHUD	US	00	30	N30120837	30.202325	W088570073	-88.950203	200501
US25973	3	I14    ILS RW14	1	2800	KGPT	GP	5	US	1	000				00	25	N30290798	30.485550	W089094405	-89.162236	200502
US25973	3	I14-H  HI ILS RW14	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	I32    ILS RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	I32-H  HI ILS RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	L14    LOC RW14	1	2800	KGPT	GP	5	US	1	000				00	25	N30290798	30.485550	W089094405	-89.162236	200501
US25973	3	L14-H  HI LOC/DME RW14	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	L32    LOC/DME RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200501
US25973	3	L32-H  HI LOC/DME RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	T14    TACAN RW14	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	T14-H  HI TACAN RW14	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	T32    TACAN RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US25973	3	T32-H  HI TACAN RW32	1	2800	KGPT	GPT	4	US	1	000				00	25	N30241852	30.405144	W089042998	-89.074994	200502
US26028	3	I13R   ILSDME RW13R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	I13R   ILSDME RW13R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	I13R   ILSDME RW13R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	I13R-H HI ILS/DME RW13R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	I13R-H HI ILS/DME RW13R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	I13R-H HI ILS/DME RW13R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R   TACAN RW13R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R   TACAN RW13R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R   TACAN RW13R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R-H HI TACAN RW13R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R-H HI TACAN RW13R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T13R-H HI TACAN RW13R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L   TACAN RW35L	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L   TACAN RW35L	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L   TACAN RW35L	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L-H HI TACAN RW35L	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L-H HI TACAN RW35L	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35L-H HI TACAN RW35L	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R   TACAN RW35R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R   TACAN RW35R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R   TACAN RW35R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R-H HI TACAN RW35R	1	1900	KNQI	NQI	3	US	1	090	180			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R-H HI TACAN RW35R	2	2100	KNQI	NQI	3	US	1	180	295			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26028	3	T35R-H HI TACAN RW35R	3	1700	KNQI	NQI	3	US	1	295	090			00	25	N27295749	27.499303	W097481989	-97.805525	200405
US26095	3	G04    GPS RW04	1	3000	KFRI					000		KEZMO	US	00	25	N39025525	39.048681	W096461414	-96.770594	200205
US26095	3	N04    COPTER NDB 004	1	3400	KFRI	CVY	5	US	1	087	184			00	25	N39013360	39.026000	W096474020	-96.794500	200406
US26095	3	N04    COPTER NDB 004	2	2900	KFRI	CVY	5	US	1	184	087			00	25	N39013360	39.026000	W096474020	-96.794500	200406
US26095	3	V04    VOR RW04	1	3400	KFRI	FRI	1	US	1	087	184			00	25	N38581282	38.970228	W096513966	-96.861017	200205
US26095	3	V04    VOR RW04	2	2900	KFRI	FRI	1	US	1	184	087			00	25	N38581282	38.970228	W096513966	-96.861017	200205
US26103	3	D27    VORDME RW27	1	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26103	3	D27    VORDME RW27	2	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26103	3	EVORA  VOR-A	1	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	200005
US26103	3	EVORA  VOR-A	2	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	200005
US26103	3	I27    ILS RW27	1	7600	KYKM	YK	5	US	1	340	160			00	25	N46313230	46.525639	W120221990	-120.372194	200203
US26103	3	I27    ILS RW27	2	5300	KYKM	YK	5	US	1	160	340			00	25	N46313230	46.525639	W120221990	-120.372194	200203
US26103	3	KLOCB  LOC/DME BC-B	1	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	200204
US26103	3	KLOCB  LOC/DME BC-B	2	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	200204
US26103	3	N269   COPTER NDB 269 DEG	1	5300	KYKM	YK	5	US	1	160	340			00	25	N46313230	46.525639	W120221990	-120.372194	200112
US26103	3	N269   COPTER NDB 269 DEG	2	7600	KYKM	YK	5	US	1	340	160			00	25	N46313230	46.525639	W120221990	-120.372194	200112
US26103	3	O27    GPS RW27(OVERLAY)	1	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26103	3	O27    GPS RW27(OVERLAY)	2	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26103	3	OGPSA  GPS-A(OVERLAY)	1	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	200105
US26103	3	OGPSA  GPS-A(OVERLAY)	2	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	200105
US26103	3	T27    TACAN RW27	1	5300	KYKM	YKM	2	US	1	160	340			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26103	3	T27    TACAN RW27	2	8000	KYKM	YKM	2	US	1	340	160			00	25	N46341296	46.570266	W120264062	-120.444618	199908
US26104	3	G13    RNAV (GPS) RW13	1	3500	KMDT					038	218	ARRUY	US	00	10	N40170644	40.285122	W077000401	-77.001114	200113
US26104	3	G13    RNAV (GPS) RW13	2	4000	KMDT					038	218	ARRUY	US	10	30	N40170644	40.285122	W077000401	-77.001114	200113
US26104	3	G13    RNAV (GPS) RW13	3	3500	KMDT					218	308	ITGUW	US	00	30	N40213479	40.359664	W076570817	-76.952269	200113
US26104	3	G13    RNAV (GPS) RW13	4	3500	KMDT					308	038	TIHYI	US	00	30	N40123801	40.210558	W077025947	-77.049853	200113
US26104	3	G31    RNAV (GPS) RW31	1	3500	KMDT					218	038	OJIJE	US	00	30	N40062740	40.107611	W076323242	-76.542339	200113
US26104	3	G31    RNAV (GPS) RW31	2	3500	KMDT					038	128	ILLIW	US	00	30	N40015967	40.033242	W076352925	-76.591458	200113
US26104	3	G31    RNAV (GPS) RW31	3	3500	KMDT					128	218	RIYWY	US	00	30	N40105505	40.181958	W076293521	-76.493114	200113
US26104	3	I13    ILS RW13	1	3400	KMDT	MD	5	US	3	000				00	25	N40144662	40.246283	W076540201	-76.900558	200501
US26104	3	I31    ILS RW31	1	3200	KMDT	MD	5	US	3	000				00	25	N40144662	40.246283	W076540201	-76.900558	200108
US26104	3	L13    LOC RW13	1	3400	KMDT	MD	5	US	3	000				00	25	N40144662	40.246283	W076540201	-76.900558	200501
US26104	3	S31    VOR RW31	1	2600	KMDT	LRP	2	US	1	220	060			00	25	N40071190	40.119972	W076172870	-76.291306	200402
US26104	3	S31    VOR RW31	2	3000	KMDT	LRP	2	US	1	060	220			00	25	N40071190	40.119972	W076172870	-76.291306	200402
US26148	3	I18    ILS RW18	1	3100	KLSE	LS	5	US	1	270	090			00	25	N44001438	44.003994	W091153896	-91.260822	200205
US26148	3	I18    ILS RW18	2	3500	KLSE	LS	5	US	1	090	270			00	25	N44001438	44.003994	W091153896	-91.260822	200205
US26148	3	N18    NDB RW18	1	3500	KLSE	LS	5	US	1	090	270			00	25	N44001438	44.003994	W091153896	-91.260822	200003
US26148	3	N18    NDB RW18	2	3100	KLSE	LS	5	US	1	270	090			00	25	N44001438	44.003994	W091153896	-91.260822	200003
US26148	3	O18    GPS RW18(OVERLAY)	1	3500	KLSE	LS	5	US	1	090	270			00	25	N44001438	44.003994	W091153896	-91.260822	200003
US26148	3	O18    GPS RW18(OVERLAY)	2	3100	KLSE	LS	5	US	1	270	090			00	25	N44001438	44.003994	W091153896	-91.260822	200003
US26148	3	O36    GPS RW36(OVERLAY)	1	3500	KLSE	LSE	4	US	1	360	180			00	25	N43523407	43.876131	W091152160	-91.256000	200009
US26148	3	O36    GPS RW36(OVERLAY)	2	2800	KLSE	LSE	4	US	1	180	360			00	25	N43523407	43.876131	W091152160	-91.256000	200009
US26148	3	S13    VOR RW13	1	3500	KLSE	LSE	4	US	1	360	180			00	25	N43523407	43.876131	W091152160	-91.256000	199903
US26148	3	S13    VOR RW13	2	2800	KLSE	LSE	4	US	1	180	360			00	25	N43523407	43.876131	W091152160	-91.256000	199908
US26148	3	S36    VOR RW36	1	3500	KLSE	LSE	4	US	1	360	180			00	25	N43523407	43.876131	W091152160	-91.256000	200003
US26148	3	S36    VOR RW36	2	2800	KLSE	LSE	4	US	1	180	360			00	25	N43523407	43.876131	W091152160	-91.256000	200003
US26171	3	D18-H  HI VORDME RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200509
US26171	3	D36-H  HI VOR/DME RW36	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200511
US26171	3	G14    RNAV (GPS) RW14	1	4000	KLNK					049	229	OWABY	US	00	30	N41003610	41.010028	W096540549	-96.901525	200313
US26171	3	G14    RNAV (GPS) RW14	2	4000	KLNK					229	319	BATRY	US	00	30	N41032841	41.057892	W096484088	-96.811356	200313
US26171	3	G14    RNAV (GPS) RW14	3	4000	KLNK					319	049	SILOY	US	00	30	N40574354	40.962094	W096592963	-96.991564	200313
US26171	3	I18    ILS RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200311
US26171	3	I18-H  HI ILS RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200509
US26171	3	I36    ILS RW36	1	4100	KLNK	LN	5	US	1	000				00	25	N40444961	40.747114	W096454477	-96.762436	200311
US26171	3	I36-H  HI ILS RW36	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200509
US26171	3	L18    LOC RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200512
US26171	3	O17    GPS RW17(OVERLAY)	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200311
US26171	3	O18    GPS RW18(OVERLAY)	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200503
US26171	3	S17    VOR RW17	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200311
US26171	3	S18    VOR RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200311
US26171	3	T18-H  HI TACAN RW18	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200509
US26171	3	T36-H  HI TACAN RW36	1	4100	KLNK	LNK	2	US	1	000				00	25	N40552561	40.923781	W096443126	-96.742017	200509
US26312	3	I10R   ILS RW10R	1	3000	KLAN	LAN	2	US	1	000				00	25	N42430272	42.717422	W084415163	-84.697675	200205
US26312	3	I28L   ILS RW28L	1	3000	KLAN					000		I28LO		00	25	N42463921	42.777558	W084295131	-84.497586	200205
US26312	3	N28L   NDB RW28L	1	3000	KLAN	LA	5	US	3	000				00	25	N42463921	42.777558	W084295131	-84.497586	200201
US26312	3	O06    GPS RW06(OVERLAY)	1	3000	KLAN	LAN	2	US	1	000				00	25	N42430272	42.717422	W084415163	-84.697675	200002
US26312	3	O24    GPS RW24(OVERLAY)	1	3000	KLAN	LAN	2	US	1	000				00	25	N42430272	42.717422	W084415163	-84.697675	200107
US26312	3	O28L   GPS RW28L(OVERLAY)	1	3000	KLAN	LA	5	US	3	000				00	25	N42463921	42.777558	W084295131	-84.497586	200013
US26312	3	S06    VOR RW06	1	3000	KLAN	LAN	2	US	1	000				00	25	N42430272	42.717422	W084415163	-84.697675	200002
US26312	3	S24    VOR RW24	1	3000	KLAN	LAN	2	US	1	000				00	25	N42430272	42.717422	W084415163	-84.697675	200005
US26532	3	D22    VORDME RW22	1	3100	KZ	ARG	2	US	1	000				00	25	N36063599	36.109997	W090571321	-90.953669	199910
US26532	3	EVORA  VOR-A	1	3100	KZ	ARG	2	US	1	000				00	25	N36063599	36.109997	W090571321	-90.953669	200011
US26532	3	G18    RNAV (GPS) RW18	1	2700	KZ					089	269	EYPEB	US	00	30	N36175871	36.299642	W090552326	-90.923128	200109
US26532	3	G18    RNAV (GPS) RW18	2	3000	KZ					269	359	ONKEW	US	00	30	N36175834	36.299539	W090491213	-90.820036	200109
US26532	3	G18    RNAV (GPS) RW18	3	3000	KZ					359	089	NIBKE	US	00	30	N36175876	36.299656	W091013440	-91.026222	200109
US26532	3	G22    RNAV (GPS) RW22	1	2700	KZ					134	314	ESEGE	US	00	30	N36143495	36.243042	W090462448	-90.773467	200109
US26532	3	G22    RNAV (GPS) RW22	2	3000	KZ					314	044	INEYA	US	00	30	N36110195	36.183875	W090420303	-90.700842	200109
US26532	3	G22    RNAV (GPS) RW22	3	2700	KZ					044	134	LUNXO	US	00	30	N36185214	36.314483	W090514075	-90.861319	200109
US26532	3	G36    RNAV (GPS) RW36	1	3000	KZ					269	089	GUBFO	US	00	30	N35550736	35.918711	W090552444	-90.923456	200109
US26532	3	G36    RNAV (GPS) RW36	2	3000	KZ					089	179	AJIGE	US	00	30	N35550742	35.918728	W091013377	-91.026047	200109
US26532	3	G36    RNAV (GPS) RW36	3	3000	KZ					179	269	QURIT	US	00	30	N35550700	35.918611	W090491509	-90.820858	200109
US26547	3	I32    ILS RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26547	3	I32-H  HI ILS RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26547	3	S32    VOR RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26547	3	S32-H  HI VOR RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26547	3	T32    TACAN RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26547	3	T32-H  HI TACAN RW32	1	3100	KZ	MMT	2	US	1	000				00	25	N33552682	33.924117	W080480856	-80.802378	200406
US26615	3	O29    GPS RW29(OVERLAY)	1	2700	KZ	BUU	4	US	1	000				00	25	N42412156	42.689322	W088180653	-88.301814	200013
US26615	3	S29    VOR RW29	1	2700	KZ	BUU	4	US	1	000				00	25	N42412156	42.689322	W088180653	-88.301814	200013
US26807	3	I05    ILS RW05	1	3000	KMSS					360	090	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200205
US26807	3	I05    ILS RW05	2	1900	KMSS					090	270	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200205
US26807	3	I05    ILS RW05	3	3700	KMSS					270	360	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200205
US26807	3	L05    LOC RW05	1	3000	KMSS					360	090	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200610
US26807	3	L05    LOC RW05	2	1900	KMSS					090	270	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200610
US26807	3	L05    LOC RW05	3	3700	KMSS					270	360	I05 O		00	25	N44511466	44.854072	W074545691	-74.915808	200610
US26861	3	N20    NDB RW20	1	3200	KZ	VRT	5	US	1	000				00	25	N34133331	34.225918	W099164530	-99.279250	199910
US26861	3	O20    GPS RW20(OVERLAY)	1	3200	KZ	VRT	5	US	1	000				00	25	N34133331	34.225918	W099164530	-99.279250	199910
US26869	3	O06    GPS  RW06(OVERLAY)	1	3300	KZ	GAD	4	US	1	000				00	25	N33583505	33.976403	W086050081	-86.083558	200207
US26869	3	S06    VOR  RW06	1	3300	KZ	GAD	4	US	1	000				00	25	N33583505	33.976403	W086050081	-86.083558	200609
US26946	3	EVORA  VOR/DME-A	1	4200	KZ	RMG	2	US	2	000				00	25	N34094525	34.162569	W085070992	-85.119422	200206
US26946	3	L19    LOC RW19	1	4200	KZ	EVZ	5	US	1	000				00	25	N34115850	34.199583	W084503515	-84.843097	200206
US27249	3	L19-Z  LOC Z RW19	1	5500	KRUT	RUT	4	US	1	000				00	25	N43313578	43.526606	W072570241	-72.950669	200412
US27457	3	O34    GPS RW34(OVERLAY)	1	3200	KZ	GPZ	4	US	1	000				00	25	N47094900	47.163612	W093291878	-93.488549	199913
US27457	3	S34    VOR RW34	1	3200	KZ	GPZ	4	US	1	000				00	25	N47094900	47.163612	W093291878	-93.488549	200005
US27499	3	EVORA  VOR-A	1	3300	KZ	LNR	4	US	1	000				00	25	N43173973	43.294369	W090075927	-90.133131	200013
US27499	3	OGPSA  GPS-A(OVERLAY)	1	3300	KZ	LNR	4	US	1	000				00	25	N43173973	43.294369	W090075927	-90.133131	200013
US27601	3	G15    RNAV (GPS) RW15	1	3000	KZ					063	119	OREVY	US	00	21	N42230071	42.383531	W091161941	-91.272058	200113
US27601	3	G15    RNAV (GPS) RW15	2	4000	KZ					063	119	OREVY	US	21	30	N42230071	42.383531	W091161941	-91.272058	200113
US27601	3	G15    RNAV (GPS) RW15	3	3000	KZ					119	243	OREVY	US	00	30	N42230071	42.383531	W091161941	-91.272058	200113
US27601	3	G15    RNAV (GPS) RW15	4	3000	KZ					243	333	PABFU	US	00	30	N42251347	42.420408	W091101627	-91.171186	200113
US27601	3	G15    RNAV (GPS) RW15	5	3000	KZ					333	063	RACNY	US	00	30	N42204763	42.346564	W091222213	-91.372814	200113
US27601	3	G33    RNAV (GPS) RW33	1	3200	KZ					243	063	PBURG	US	00	30	N42033089	42.058581	W091032447	-91.056797	200113
US27601	3	G33    RNAV (GPS) RW33	2	3000	KZ					063	153	DVILL	US	00	30	N42011851	42.021808	W091092580	-91.157167	200113
US27601	3	G33    RNAV (GPS) RW33	3	3000	KZ					153	243	GOTHC	US	00	30	N42054296	42.095267	W090572272	-90.956311	200113
US27633	3	D24    VORDME RW24	1	5700	KHKY	BZM	4	US	1	000				00	25	N35520787	35.868854	W081142590	-81.240529	200212
US27633	3	I24    ILS RW24	1	5700	KHKY	HK	5	US	2	000				00	25	N35471177	35.786603	W081182030	-81.305639	200207
US27633	3	L24    LOC RW24	1	5700	KHKY	HK	5	US	2	000				00	25	N35471177	35.786603	W081182030	-81.305639	200609
US27640	3	G24    RNAV (GPS) RW24	1	2400	KZ					067	157	NORIC	US	20	30	N32203595	32.343319	W082141662	-82.237950	200509
US27640	3	G24    RNAV (GPS) RW24	2	2000	KZ					067	157	NORIC	US	00	20	N32203595	32.343319	W082141662	-82.237950	200509
US27640	3	G24    RNAV (GPS) RW24	3	2400	KZ					157	337	COBTA	US	20	30	N32160853	32.269036	W082113492	-82.193033	200509
US27640	3	G24    RNAV (GPS) RW24	4	2000	KZ					157	337	COBTA	US	00	20	N32160853	32.269036	W082113492	-82.193033	200509
US27640	3	G24    RNAV (GPS) RW24	5	2400	KZ					337	067	HOPIS	US	20	30	N32114105	32.194736	W082085348	-82.148189	200509
US27640	3	G24    RNAV (GPS) RW24	6	2000	KZ					337	067	HOPIS	US	00	20	N32114105	32.194736	W082085348	-82.148189	200509
US27640	3	I24    ILS RW24	1	2300	KZ	UQN	5	US	1	000				00	25	N32132368	32.223244	W082175344	-82.298178	200602
US27640	3	L24    LOC/NDB RW24	1	2300	KZ	UQN	5	US	1	000				00	25	N32132368	32.223244	W082175344	-82.298178	200602
US27647	3	L21    LOC/DME RW21	1	3100	KZ	SHY	4	US	1	000				00	25	N38022625	38.040625	W092360862	-92.602394	200507
US27647	3	S03    VOR RW03	1	3100	KZ	SHY	4	US	1	000				00	25	N38022625	38.040625	W092360862	-92.602394	200507
US27746	3	EVORA  VOR-A	1	10500	KZ	TPH	2	US	1	060	320			00	25	N38015036	38.030657	W117020067	-117.033518	200110
US27746	3	EVORA  VOR-A	2	9400	KZ	TPH	2	US	1	320	060			00	25	N38015036	38.030657	W117020067	-117.033518	200110
US27746	3	G15    GPS RW15	1	10400	KZ					000		AWNIN	US	00	25	N38043176	38.075489	W117054355	-117.095430	200208
US27746	3	OGPSA  GPS-A(OVERLAY)	1	10500	KZ	TPH	2	US	1	060	320			00	25	N38015036	38.030657	W117020067	-117.033518	200110
US27746	3	OGPSA  GPS-A(OVERLAY)	2	9400	KZ	TPH	2	US	1	320	060			00	25	N38015036	38.030657	W117020067	-117.033518	200110
US27794	3	O35    GPS RW35(OVERLAY)	1	2300	KPRX	PRX	4	US	1	000				00	25	N33323256	33.542378	W095265385	-95.448292	199910
US27794	3	S35    VOR RW35	1	2300	KPRX	PRX	4	US	1	000				00	25	N33323256	33.542378	W095265385	-95.448292	199910
US27869	3	D11    VORDME RW11	1	3200	KMSL	MSL	2	US	1	180	270			00	25	N34422472	34.706867	W087292939	-87.491497	200404
US27869	3	D11    VORDME RW11	2	2700	KMSL	MSL	2	US	1	270	180			00	25	N34422472	34.706867	W087292939	-87.491497	200404
US27869	3	I29    ILS RW29	1	3200	KMSL	MSL	2	US	1	180	270			00	25	N34422472	34.706867	W087292939	-87.491497	200404
US27869	3	I29    ILS RW29	2	2700	KMSL	MSL	2	US	1	270	180			00	25	N34422472	34.706867	W087292939	-87.491497	200404
