ARPT_IDENT	PROC	TRM_IDENT	APP_TYPE	ICAO	CAT_A_DH	CAT_A_RV	CAT_A_HA	CAT_A_WX_CL	CAT_A_WX_PV	CAT_B_DH	CAT_B_RV	CAT_B_HA	CAT_B_WX_CL	CAT_B_WX_PV	CAT_C_DH	CAT_C_RV	CAT_C_HA	CAT_C_WX_CL	CAT_C_WX_PV	CAT_D_DH	CAT_D_RV	CAT_D_HA	CAT_D_WX_CL	CAT_D_WX_PV	CAT_E_DH	CAT_E_RV	CAT_E_HA	CAT_E_WX_CL	CAT_E_WX_PV	MIN_RMK	CYCLE_DATE
US49443	3	S33    VOR RW33	S-PAR 33	KPOE	00579	-0.5	256	0300	0.5  	00579	-0.5	256	0300	0.5  	00579	-0.75	256	0300	0.75 	00579	-0.75	256	0300	0.75 	NA			    	     	GS 3.0	200302
US49443	3	T15    TACAN RW15	CIRCLING	KPOE	00820	-1	490	0500	1    	00820	-1	490	0500	1    	00820	-1.5	490	0500	1.5  	00880	-2	550	0600	2    	NA			    	     		200609
US49443	3	T15    TACAN RW15	S-15	KPOE	00780	-0.75	451	0500	0.75 	00780	-0.75	451	0500	0.75 	00780	-1	451	0500	1    	00780	-1.25	451	0500	1.25 	NA			    	     		200609
US49443	3	T15    TACAN RW15	S-PAR 15	KPOE	00529	-0.75	200	0200	0.75 	00529	-0.75	200	0200	0.75 	00529	-0.75	200	0200	0.75 	00529	-0.75	200	0200	0.75 	NA			    	     	GS 3.0	200609
US49443	3	T33    TACAN RW33	CIRCLING	KPOE	00820	-1	490	0500	1    	00820	-1	490	0500	1    	00820	-1.5	490	0500	1.5  	00880	-2	550	0600	2    	NA			    	     		200109
US49443	3	T33    TACAN RW33	S-33	KPOE	00700	-1	384	0400	1    	00700	-1	384	0400	1    	00700	-1	384	0400	1    	00700	-1.25	384	0400	1.25 	NA			    	     		200109
US49443	3	T33    TACAN RW33	S-PAR 33	KPOE	00579	-0.5	256	0300	0.5  	00579	-0.5	256	0300	0.5  	00579	-0.75	256	0300	0.75 	00579	-0.75	256	0300	0.75 	NA			    	     	GS 3.0	200302
US49443	3	V33    VOR RW33	CIRCLING	KPOE	00820	-1	490	0500	1    	00820	-1	490	0500	1    	00820	-1.5	490	0500	1.5  	00880	-2	550	0600	2    	NA			    	     		200609
US49443	3	V33    VOR RW33	S-33	KPOE	00700	-1	384	0400	1    	00700	-1	384	0400	1    	00700	-1	384	0400	1    	00700	-1.25	384	0400	1.25 	NA			    	     		200609
US49443	3	V33    VOR RW33	S-PAR 33	KPOE	00579	-0.5	256	0300	0.5  	00579	-0.5	256	0300	0.5  	00579	-0.75	256	0300	0.75 	00579	-0.75	256	0300	0.75 	NA			    	     	GS 3.0	200609
US49463	3	I13    ILS RW13	CIRCLING***	PAEI	01000	-1	452	0500	1    	01040	-1	492	0500	1    	01040	-1.5	492	0500	1.5  	01100	-2	552	0600	2    	01200	-2.25	652	0700	2.25 	***CIRCLING NOT AUTHORIZED NE OF RWY 13-31.	200410
US49463	3	I13    ILS RW13	S-ILS 13*	PAEI	00736	/24	200	0200	0.5  	00736	/24	200	0200	0.5  	00736	/24	200	0200	0.5  	00736	/24	200	0200	0.5  	00736	/24	200	0200	0.5  	*When ALS inop, increase RVR to 40, visto 3/4 mile.	200503
US49463	3	I13    ILS RW13	S-LOC 13**	PAEI	00900	/24	364	0400	0.5  	00900	/24	364	0400	0.5  	00900	/40	364	0400	0.75 	00900	/40	364	0400	0.75 	00900	/40	364	0400	0.75 	SEE MAIN REMARKS.	200503
US49463	3	I31    ILS RW31	CIRCLING***	PAEI	01000	-1	452	0500	1    	01040	-1	492	0500	1    	01040	-1.5	492	0500	1.5  	01100	-2	552	0600	2    	01200	-2.25	652	0700	2.25 	***CIRCLING NOT AUTHORIZED NE OF RWY 13-31.	200410
US49463	3	I31    ILS RW31	S-ILS 31*	PAEI	00748	/24	200	0200	0.5  	00748	/24	200	0200	0.5  	00748	/24	200	0200	0.5  	00748	/24	200	0200	0.5  	00748	/24	200	0200	0.5  	*When ALS inop, increase RVR to 40, vis3/4 mile.	200412
US49463	3	I31    ILS RW31	S-LOC 31**	PAEI	00920	/24	372	0400	0.5  	00920	/24	372	0400	0.5  	00920	/40	372	0400	0.75 	00920	/40	372	0400	0.75 	00920	/40	372	0400	0.75 	SEE MAIN REMARKS.	200503
US49463	3	T13    TACAN RW13	CIRCLING***	PAEI	01000	-1	452	0500	1    	01040	-1	492	0500	1    	01040	-1.5	492	0500	1.5  	01100	-2	552	0600	2    	01200	-2.25	652	0700	2.25 	***CIRCLING NOT AUTHORIZED NE OF RWY 13-31.	200608
US49463	3	T13    TACAN RW13	S-TAC 13**	PAEI	00900	/24	364	0400	0.5  	00900	/24	364	0400	0.5  	00900	/40	364	0400	0.75 	00900	/40	364	0400	0.75 	00900	/40	364	0400	0.75 	SEE MAIN REMARKS.	200608
US49463	3	T31    TACAN RW31	CIRCLING***	PAEI	01000	-1	452	0500	1    	01040	-1	492	0500	1    	01040	-1.5	492	0500	1.5  	01100	-2	552	0600	2    	01200	-2.25	652	0700	2.25 	***Circling not authorized. NE of Rwy 13-31.	200610
US49463	3	T31    TACAN RW31	S-TAC 31**	PAEI	00940	/24	392	0400	0.5  	00940	/24	392	0400	0.5  	00940	/40	392	0400	0.75 	00940	/40	392	0400	0.75 	00940	/40	392	0400	0.75 	SEE MAIN REMARKS.	200503
US49477	3	G01    RNAV (GPS) RW01	CIRCLING	KZ	01280	-1	476	0500	1    	01280	-1	476	0500	1    	01280	-1.5	476	0500	1.5  	01480	-2.25	676	0700	2.25 	NA			    	     		200101
US49477	3	G01    RNAV (GPS) RW01	LNAV MDA	KZ	01280	-1	478	0500	1    	01280	-1	478	0500	1    	01280	-1.25	478	0500	1.25 	01280	-1.5	478	0500	1.5  	NA			    	     		200101
US49477	3	G19    RNAV (GPS) RW19	CIRCLING	KZ	01240	-1	436	0500	1    	01260	-1	456	0500	1    	01260	-1.5	456	0500	1.5  	01480	-2.25	676	0700	2.25 	NA			    	     		200101
US49477	3	G19    RNAV (GPS) RW19	LNAV MDA	KZ	01180	-1	377	0400	1    	01180	-1	377	0400	1    	01180	-1	377	0400	1    	01180	-1.25	377	0400	1.25 	NA			    	     		200101
US49477	3	S19    VOR RW19	CIRCLING	KZ	01240	-1	436	0500	1    	01260	-1	456	0500	1    	01260	-1.5	456	0500	1.5  	01480	-2.25	676	0700	2.25 	NA			    	     		199905
US49477	3	S19    VOR RW19	S-19	KZ	01180	-1	377	0400	1    	01180	-1	377	0400	1    	01180	-1	377	0400	1    	01180	-1.25	377	0400	1.25 	NA			    	     		199905
US49528	3	S14    VOR RW14	CIRCLING	KZ	03080	-1	467	0500	1    	03080	-1	467	0500	1    	03120	-1.5	507	0600	1.5  	03180	-2	567	0600	2    	NA			    	     		199903
US49528	3	S14    VOR RW14	CIRCLING*	KZ	03180	-1	567	0600	1    	03180	-1	567	0600	1    	03220	-1.5	607	0700	1.5  	03240	-1.75	627	0700	1.75 	NA			    	     	WINK ALTIMETER SETTING MINIMUMS.	199903
US49528	3	S14    VOR RW14	S-14	KZ	03080	-1	472	0500	1    	03080	-1	472	0500	1    	03080	-1.25	472	0500	1.25 	03080	-1.5	472	0500	1.5  	NA			    	     		199903
US49528	3	S14    VOR RW14	S-14*	KZ	03180	-1	572	0600	1    	03180	-1	572	0600	1    	03180	-1.5	572	0600	1.5  	03180	-1.75	572	0600	1.75 	NA			    	     	WINK ALTIMETER SETTING MINIMUMS.	199903
US49556	3	I13    ILS RW13	CIRCLING	KHIB	02060	-1	707	0800	1    	02060	-1	707	0800	1    	02060	-1.5	707	0800	1.5  	02060	-2	707	0800	2    	NA			    	     		200511
US49556	3	I13    ILS RW13	S-ILS 13	KHIB	01553	-0.5	200	0200	0.5  	01553	-0.5	200	0200	0.5  	01553	-0.5	200	0200	0.5  	01553	-0.5	200	0200	0.5  	NA			    	     		200511
US49556	3	I31    ILS RW31	CIRCLING	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     		200204
US49556	3	I31    ILS RW31	CIRCLING*	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     	* BOYAC fix minimums.	200511
US49556	3	I31    ILS RW31	S-ILS 31	KHIB	01543	-0.5	200	0200	0.5  	01543	-0.5	200	0200	0.5  	01543	-0.5	200	0200	0.5  	01543	-0.5	200	0200	0.5  	NA			    	     		200511
US49556	3	L13    LOC/DME RW13	CIRCLING	KHIB	02060	-1	707	0800	1    	02060	-1	707	0800	1    	02060	-1.5	707	0800	1.5  	02060	-2	707	0800	2    	NA			    	     		200511
US49556	3	L13    LOC/DME RW13	S-LOC 13	KHIB	02060	-0.5	707	0800	0.5  	02060	-0.5	707	0800	0.5  	02060	-1.5	707	0800	1.5  	02060	-1.75	707	0800	1.75 	NA			    	     		200511
US49556	3	L31    LOC RW31	CIRCLING	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     		200511
US49556	3	L31    LOC RW31	CIRCLING*	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     	* BOYAC fix minimums.	200511
US49556	3	L31    LOC RW31	S-LOC 31	KHIB	01740	-0.5	397	0400	0.5  	01740	-0.5	397	0400	0.5  	01740	-0.5	397	0400	0.5  	01740	-0.75	397	0400	0.75 	NA			    	     		200511
US49556	3	L31    LOC RW31	S-LOC 31*	KHIB	01680	-0.5	337	0400	0.5  	01680	-0.5	337	0400	0.5  	01680	-0.5	337	0400	0.5  	01680	-0.75	337	0400	0.75 	NA			    	     	*BOYAC fix minimums.	200511
US49556	3	S13    VOR RW13	CIRCLING	KHIB	02180	-1	827	0900	1    	02180	-1.25	827	0900	1.25 	02180	-2.5	827	0900	2.5  	02180	-2.75	827	0900	2.75 	NA			    	     		200413
US49556	3	S13    VOR RW13	CIRCLING *	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     	*LUBYI FIX MINIMUMS.	200413
US49556	3	S13    VOR RW13	S-13	KHIB	02180	-0.75	827	0900	0.75 	02180	-0.75	827	0900	0.75 	02180	-2	827	0900	2    	02180	-2.25	827	0900	2.25 	NA			    	     	For inop MALSR increase Cat A to 1 mile.	200413
US49556	3	S13    VOR RW13	S-13*	KHIB	01800	-0.75	447	0500	0.75 	01800	-0.75	447	0500	0.75 	01800	-0.75	447	0500	0.75 	01800	-1	447	0500	1    	NA			    	     	*LUBYI FIX MINIMUMS. For inop MALSR increase Cat A and B to 1 mile.	200413
US49556	3	S31    VOR RW31	CIRCLING	KHIB	01820	-1	467	0500	1    	01840	-1	487	0500	1    	01840	-1.5	487	0500	1.5  	01920	-2	567	0600	2    	NA			    	     		200005
US49556	3	S31    VOR RW31	S-31	KHIB	01760	-0.75	417	0500	0.75 	01760	-0.75	417	0500	0.75 	01760	-0.75	417	0500	0.75 	01760	-1	417	0500	1    	NA			    	     	For inop MALSR, increase S-31 Cat A/B vis to 1 mile and Cat D vis to 1 1/4 mile.	200408
US49572	3	D15    VOR/DME RW15	CIRCLING	KZ	00760	-1	464	0500	1    	00760	-1	464	0500	1    	00760	-1.5	464	0500	1.5  	NA			    	     	NA			    	     		200108
US49572	3	D15    VOR/DME RW15	S-15	KZ	00700	-1	411	0500	1    	00700	-1	411	0500	1    	00700	-1.25	411	0500	1.25 	NA			    	     	NA			    	     	Straight-in minimums Not Authorized at night.	200108
US49572	3	G25    RNAV (GPS) RW25	CIRCLING	KZ	00740	-1	444	0500	1    	00760	-1	464	0500	1    	00760	-1.5	464	0500	1.5  	00880	-2	584	0600	2    	NA			    	     	NA for CAT D to Rwys 15-33.	200505
US49572	3	G25    RNAV (GPS) RW25	LNAV MDA	KZ	00660	-1	364	0400	1    	00660	-1	364	0400	1    	00660	-1	364	0400	1    	00660	-1.25	364	0400	1.25 	NA			    	     		200505
US49572	3	G33    RNAV (GPS) RW33	CIRCLING	KZ	00740	-1	444	0500	1    	00760	-1	464	0500	1    	00760	-1.5	464	0500	1.5  	NA			    	     	NA			    	     		200505
US49572	3	G33    RNAV (GPS) RW33	LNAV MDA	KZ	00660	-1	374	0400	1    	00660	-1	374	0400	1    	00660	-1	374	0400	1    	NA			    	     	NA			    	     		200505
US49572	3	S33    VOR RW33	CIRCLING	KZ	00760	-1	464	0500	1    	00760	-1	464	0500	1    	00760	-1.5	464	0500	1.5  	NA			    	     	NA			    	     		199903
US49572	3	S33    VOR RW33	S-33	KZ	00680	-1	394	0400	1    	00680	-1	394	0400	1    	00680	-1	394	0400	1    	NA			    	     	NA			    	     		199903
US49699	3	G15    RNAV (GPS) RW15	CIRCLING	KZ	01520	-1	552	0600	1    	01520	-1	552	0600	1    	01520	-1.5	552	0600	1.5  	01560	-2	592	0600	2    	NA			    	     	Circling to Rwy 3/21 NA at night.	200513
US49699	3	G15    RNAV (GPS) RW15	LNAV MDA	KZ	01500	-1	532	0600	1    	01500	-1	532	0600	1    	01500	-1.5	532	0600	1.5  	01500	-1.75	532	0600	1.75 	NA			    	     		200513
US49699	3	G33    RNAV (GPS) RW33	CIRCLING	KZ	01520	-1	552	0600	1    	01520	-1	552	0600	1    	01520	-1.5	552	0600	1.5  	01560	-2	592	0600	2    	NA			    	     		200513
US49699	3	G33    RNAV (GPS) RW33	LNAV MDA	KZ	01320	-1	353	0400	1    	01320	-1	353	0400	1    	01320	-1	353	0400	1    	01320	-1.25	353	0400	1.25 	NA			    	     		200513
US49778	3	EVORA  VORDME-A	CIRCLING	KZ	00900	-1	591	0600	1    	00900	-1	591	0600	1    	00900	-1.5	591	0600	1.5  	NA			    	     	NA			    	     	CIRCLING NOT AUTHORIZED SOUTH OF RUNWAY10-28.	199912
US49778	3	L28    LOC RW28	CIRCLING	KZ	00860	-1	551	0600	1    	00860	-1	551	0600	1    	00860	-1.5	551	0600	1.5  	NA			    	     	NA			    	     	Circling NA south of Rwy 10-28	200213
US49778	3	L28    LOC RW28	S-28	KZ	00760	-1	451	0500	1    	00760	-1	451	0500	1    	00760	-1.25	451	0500	1.25 	NA			    	     	NA			    	     		200213
US49804	3	G34    RNAV (GPS) RW34	CIRCLING	KZ	05980	-1	701	0800	1    	05980	-1	701	0800	1    	05980	-2	701	0800	2    	05980	-2.25	701	0800	2.25 	NA			    	     		200209
US49804	3	G34    RNAV (GPS) RW34	LNAV MDA	KZ	05980	-1	715	0800	1    	05980	-1	715	0800	1    	05980	-2	715	0800	2    	05980	-2.25	715	0800	2.25 	NA			    	     		200209
US49804	3	S34    VOR RW34	CIRCLING	KZ	05780	-1	501	0600	1    	05780	-1	501	0600	1    	05900	-1.75	621	0700	1.75 	05940	-2	661	0700	2    	NA			    	     		200204
US49804	3	S34    VOR RW34	S-34	KZ	05780	-1	515	0600	1    	05780	-1	515	0600	1    	05780	-1.5	515	0600	1.5  	05780	-1.75	515	0600	1.75 	NA			    	     		200204
US49857	3	G22    RNAV (GPS) RW22	CIRCLING	KZ	06400	-1	563	0600	1    	06400	-1	563	0600	1    	06400	-1.5	563	0600	1.5  	06400	-2	563	0600	2    	NA			    	     		200408
US49857	3	G22    RNAV (GPS) RW22	GLS PA DA	KZ	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200408
US49857	3	G22    RNAV (GPS) RW22	LNAV MDA	KZ	06200	-0.5	383	0400	0.5  	06200	-0.5	383	0400	0.5  	06200	-0.5	383	0400	0.5  	06200	-1	383	0400	1    	NA			    	     	For inop MALSR, increase LNAV Cat D visto 1 1/4.	200408
US49857	3	G22    RNAV (GPS) RW22	LNAV/VNAV	KZ	06140	-0.5	323	0400	0.5  	06140	-0.5	323	0400	0.5  	06140	-0.5	323	0400	0.5  	06140	-0.75	323	0400	0.75 	NA			    	     	For inop MALSR, increase LNAV/VNAV Cat Dvis to 1.	200408
US49857	3	I22    ILS RW22	CIRCLING	KZ	06400	-1	563	0600	1    	06400	-1	563	0600	1    	06400	-1.50	563	0600	1.50 	06400	-2	563	0600	2    	NA			    	     		200307
US49857	3	I22    ILS RW22	S-ILS 22	KZ	06017	-0.50	200	0200	0.5  	06017	-0.50	200	0200	0.5  	06017	-0.50	200	0200	0.5  	06017	-0.50	200	0200	0.5  	NA			    	     		199908
US49857	3	I22    ILS RW22	S-LOC 22	KZ	06140	-0.50	323	0400	0.5  	06140	-0.50	323	0400	0.5  	06140	-0.50	323	0400	0.5  	06140	-0.75	323	0400	0.5  	NA			    	     	FOR INOP MALSR, INCREASE S-LOC 22 CAT DVIS TO 1 MILE.	199908
US49887	3	G35    RNAV (GPS) RW35	CIRCLING	KZ	01960	-1.25	486	0500	1.25 	02120	-1.25	646	0700	1.25 	02120	-1.75	646	0700	1.75 	NA			    	     	NA			    	     		200212
US49887	3	G35    RNAV (GPS) RW35	GLS PA DA	KZ	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200212
US49887	3	G35    RNAV (GPS) RW35	LNAV MDA	KZ	01840	-1	370	0400	1    	01840	-1	370	0400	1    	01840	-1	370	0400	1    	NA			    	     	NA			    	     		200212
US49887	3	G35    RNAV (GPS) RW35	LNAV/VNAV DA	KZ	01840	-1.25	370	0400	1.25 	01840	-1.25	370	0400	1.25 	01840	-1.25	370	0400	1.25 	NA			    	     	NA			    	     		200212
US50032	3	G03-Y  RNAV (GPS) Y RW03	CIRCLING	KPKB	01340	-1	482	0500	1    	01420	-1	562	0600	1    	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     		200405
US50032	3	G03-Y  RNAV (GPS) Y RW03	LNAV MDA	KPKB	01260	/24	425	0500	0.5  	01260	/24	425	0500	0.5  	01260	/40	425	0500	0.75 	01260	/50	425	0500	1    	NA			    	     		200405
US50032	3	G03-Z  RNAV (GPS) Z RW03	CIRCLING	KPKB	01600	-1.5	742	0800	1.5  	01600	-1.5	742	0800	1.5  	01600	-2.25	742	0800	2.25 	01600	-2.5	742	0800	2.5  	NA			    	     		200405
US50032	3	G03-Z  RNAV (GPS) Z RW03	GLS-PA DA	KPKB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200405
US50032	3	G03-Z  RNAV (GPS) Z RW03	LNAV MDA	KPKB	01600	/24	765	0800	0.5  	01600	/40	765	0800	0.75 	01600	-1.75	765	0800	1.75 	01600	-2	765	0800	2    	NA			    	     		200405
US50032	3	G03-Z  RNAV (GPS) Z RW03	LNAV/VNAV DA	KPKB	01220	/50	385	0400	1    	01220	/50	385	0400	1    	01220	/50	385	0400	1    	01220	/50	385	0400	1    	NA			    	     		200405
US50032	3	G21-Y  RNAV (GPS) Y RW21	CIRCLING	KPKB	01340	-1	482	0500	1    	01420	-1	562	0600	1    	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     		200405
US50032	3	G21-Y  RNAV (GPS) Y RW21	LNAV MDA	KPKB	01200	-1	342	0400	1    	01200	-1	342	0400	1    	01200	-1	342	0400	1    	01200	-1.25	342	0400	1.25 	NA			    	     		200405
US50032	3	G21-Z  RNAV (GPS) Z RW21	CIRCLING	KPKB	01360	-1.25	502	0600	1.25 	01420	-1.25	562	0600	1.25 	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     		200405
US50032	3	G21-Z  RNAV (GPS) Z RW21	GLS-PA DA	KPKB	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA	200405
US50032	3	G21-Z  RNAV (GPS) Z RW21	LNAV MDA	KPKB	01360	-1	502	0600	1    	01360	-1	502	0600	1    	01360	-1.5	502	0600	1.5  	01360	-1.5	502	0600	1.5  	NA			    	     		200405
US50032	3	G21-Z  RNAV (GPS) Z RW21	LNAV/VNAV DA	KPKB	01200	-1.25	342	0400	1.25 	01200	-1.25	342	0400	1.25 	01200	-1.25	342	0400	1.25 	01200	-1.25	342	0400	1.25 	NA			    	     		200405
US50032	3	I03    ILS RW03	CIRCLING	KPKB	01340	-1	482	0500	1    	01420	-1	562	0600	1    	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     		200307
US50032	3	I03    ILS RW03	S-ILS 03	KPKB	01085	/24	250	0300	0.5  	01085	/24	250	0300	0.5  	01085	/24	250	0300	0.5  	01085	/24	250	0300	0.5  	NA			    	     		200206
US50032	3	I03    ILS RW03	S-LOC 03	KPKB	01260	/24	425	0500	0.5  	01260	/24	425	0500	0.5  	01260	/40	425	0500	0.75 	01260	/40	425	0500	0.75 	NA			    	     		200206
US50032	3	S21    VOR RW21	CIRCLING	KPKB	01340	-1	482	0500	1    	01420	-1	562	0600	1    	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     		200206
US50032	3	S21    VOR RW21	CIRCLING*	KPKB	01340	-1	482	0500	1    	01420	-1	562	0600	1    	01420	-1.5	562	0600	1.5  	01460	-2	602	0700	2    	NA			    	     	*FM OR DME MINIMA	200206
US50032	3	S21    VOR RW21	S-21	KPKB	01340	-1	482	0500	1    	01340	-1	482	0500	1    	01340	-1.25	482	0500	1.25 	01340	-1.5	482	0500	1.5  	NA			    	     		200206
US50032	3	S21    VOR RW21	S-21*	KPKB	01200	-1	342	0400	1    	01200	-1	342	0400	1    	01200	-1	342	0400	1    	01200	-1.25	342	0400	1.25 	NA			    	     	*FM OR DME MINIMA	200206
US50080	3	L35    LOC RW35	CIRCLING	KZ	00600	-1	550	0600	1    	00600	-1	550	0600	1    	00640	-1.5	590	0600	1.5  	00680	-2	630	0700	2    	NA			    	     	CIRCLING TO RWY 10/28 NA AT NIGHT.	200402
US50080	3	L35    LOC RW35	CIRCLING*	KZ	00600	-1	550	0600	1    	00600	-1	550	0600	1    	00640	-1.5	590	0600	1.5  	00680	-2	630	0700	2    	NA			    	     	*DME OR CANTON FAN MARKER MINIMUMS. CIRCLING TO RWY 10/28 NA AT NIGHT.	200402
US50080	3	L35    LOC RW35	S-35	KZ	00580	-0.75	531	0600	0.75 	00580	-0.75	531	0600	0.75 	00580	-1.5	531	0600	1.5  	00580	-1.75	531	0600	1.75 	NA			    	     		200206
US50080	3	L35    LOC RW35	S-35*	KZ	00500	-0.75	451	0500	0.75 	00500	-0.75	451	0500	0.75 	00500	-1.25	451	0500	1.25 	00500	-1.5	451	0500	1.5  	NA			    	     	*DME OR CANTON FAN MARKER MINIMUMS.	200206
US50130	3	B28    LOC BC RW28	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200205
US50130	3	B28    LOC BC RW28	S-LOC 28	KMAF	03180	-0.75	323	0400	0.75 	03180	-0.75	323	0400	0.75 	03180	-0.75	323	0400	0.75 	03180	-1	323	0400	1    	03180	-1	323	0400	1    		200205
US50130	3	D16R-H HI VORDME RW16R	CIRCLING	KMAF	NA			    	     	NA			    	     	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	D16R-H HI VORDME RW16R	S-16R	KMAF	NA			    	     	NA			    	     	03260	-1	389	0400	1    	03260	-1.25	389	0400	1.25 	03260	-1.25	389	0400	1.25 		200405
US50130	3	D16R-H HI VORDME RW16R	S-ASR 16R	KMAF	NA			    	     	NA			    	     	03280	-1.25	409	0500	1.25 	03280	-1.25	409	0500	1.25 	03280	-1.5	409	0500	1.5  		200405
US50130	3	D34L   VORDME RW34L	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	D34L   VORDME RW34L	S-34L	KMAF	03260	-1	403	0400	1    	03260	-1	403	0400	1    	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50130	3	D34L-H HI VORDME RW34L	CIRCLING	KMAF	NA			    	     	NA			    	     	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200405
US50130	3	D34L-H HI VORDME RW34L	S-34L	KMAF	NA			    	     	NA			    	     	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50130	3	D34L-H HI VORDME RW34L	S-ASR 34L	KMAF	NA			    	     	NA			    	     	03260	-1.25	403	0400	1.25 	03260	-1.25	403	0400	1.25 	03260	-1.5	403	0400	1.5  		200405
US50130	3	G10    RNAV (GPS) RW10	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03340	-2	569	0500	2    	NA			    	     		200411
US50130	3	G10    RNAV (GPS) RW10	GLS PA DA	KMAF	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA.	200209
US50130	3	G10    RNAV (GPS) RW10	LNAV MDA	KMAF	03260	/24	392	0400	0.5  	03260	/24	392	0400	0.5  	03260	/24	392	0400	0.5  	03260	/50	392	0400	1    	NA			    	     	For inop MALSR, increase Cat D vis to RVR 6000.	200502
US50130	3	G10    RNAV (GPS) RW10	LNAV/VNAV DA	KMAF	03180	/24	312	0400	0.5  	03180	/24	312	0400	0.5  	03180	/24	312	0400	0.5  	03180	/40	312	0400	0.75 	NA			    	     	For inoperative MALSR increase LNAV/VNAVCAT D vis to RVR 5000.	200502
US50130	3	G28    RNAV (GPS) RW28	CIRCLING	KMAF	03340	-1.5	469	0500	1.5  	03340	-1.5	469	0500	1.5  	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	NA			    	     	Circling NA at night to RWY 16L.	200508
US50130	3	G28    RNAV (GPS) RW28	LNAV DA	KMAF	03280	-0.75	423	0500	0.75 	03280	-0.75	423	0500	0.75 	03280	-1.25	423	0500	1.25 	03280	-1.25	423	0500	1.25 	NA			    	     	Inoperative table does not apply to CATC and D.	200508
US50130	3	G28    RNAV (GPS) RW28	LNAV/VNAV DA	KMAF	03280	-1.5	423	0500	1.5  	03280	-1.5	423	0500	1.5  	03280	-1.5	423	0500	1.5  	03280	-1.5	423	0500	1.5  	NA			    	     	Inoperative table does not apply.	200508
US50130	3	G28    RNAV (GPS) RW28	LPV DA	KMAF	03110	-0.75	253	0300	0.75 	03110	-0.75	253	0300	0.75 	03110	-0.75	253	0300	0.75 	03110	-0.75	253	0300	0.75 	NA			    	     	Inoperative table does not apply.	200508
US50130	3	G34L   RNAV(GPS) RW34L	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	NA			    	     	Circling NA at night to Rwy 16L.	200412
US50130	3	G34L   RNAV(GPS) RW34L	LNAV MDA	KMAF	03280	-1	423	0500	1    	03280	-1	423	0500	1    	03280	-1.25	423	0500	1.25 	03280	-1.25	423	0500	1.25 	NA			    	     		200310
US50130	3	I10    ILS RW10	CIRCLING	KMAF	03340	-1	469	0500	1    	03340	-1	469	0500	1    	03340	-1.5	469	0500	1.5  	03440	-2	569	0600	2    	03600	-2.5	729	0800	2.5  		200205
US50130	3	I10    ILS RW10	S-ILS 10	KMAF	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  	03068	/24	200	0200	0.5  		200205
