ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE
US09256	3	EVORA  VOR-A	KABE		2006103	8	FAA		200604
US09256	3	I06    ILS RW06	KABE		2006159	22	FAA		200606
US09256	3	I13    ILS RW13	KABE		2006103	6	FAA		200604
US09256	3	I24    ILS RW24	KABE		2006103	A	FAA		200605
US09256	3	L06    LOC RW06	KABE		2006159	22	FAA		200606
US09256	3	L13    LOC RW13	KABE		2006103	6	FAA		200604
US09256	3	L24    LOCDME RW24	KABE		2006103	A	FAA		200605
US09256	3	OGPSA  GPS-A(OVERLAY)	KABE		2006103	8	FAA		200604
US09256	3	TTACA  TACAN-A	KABE		2006103	8	FAA		200604
US09275	3	O19    GPS RW19(OVERLAY)	KZ		2005076	2A	FAA		200503
US09275	3	V19    VOR RW19	KZ		2005076	2A	FAA		200503
US09299	1	BYP5   BONHAM5	KZ		2005300		FAA		200511
US09299	1	DODJE3	KZ		2005272		FAA		200510
US09299	1	KNEAD5	KZ		2004050		FAA		200402
US09299	1	MOTZA6	KZ		2004330		FAA		200412
US09299	1	SASIE2	KZ		2004330		FAA		200412
US09299	2	DALL8  DALLAS 8	KZ		2005188		FAA		200507
US09299	2	GARL2  GARLAND2	KZ		2005188		FAA		200507
US09299	2	HUBB5  HUBBARD5	KZ		2004050		FAA		200507
US09299	2	JPOOL3 JOE POOL3	KZ		2006215		FAA		200608
US09299	2	KING51 KING5(FUZ)	KZ		2004162		FAA		200406
US09299	2	KING53 KING5(TTT)	KZ		2004162		FAA		200406
US09299	2	TEX9   TEXOMA 9	KZ		2006215		FAA		200608
US09299	2	WORTH5	KZ		2006215		FAA		200608
US09299	3	D34    VORDME RW34	KZ		2006047	1	FAA		200602
US09299	3	G34    RNAV (GPS) RW34	KZ		2005216		FAA		200508
US09438	3	D31    VORDME RW31	KZ		2005300	12B	FAA		200511
US09438	3	G31    RNAV (GPS) RW31	KZ		2005300	A	FAA		200511
US09438	3	I31    ILS RW31	KZ		2005300	3B	FAA		200511
US09438	3	O13    GPS RW13(OVERLAY)	KZ		2005300	16B	FAA		200511
US09438	3	S13    VOR RW13	KZ		2005300	16B	FAA		200511
US09438	3	T31    TACAN RW31	KZ		2005300	12B	FAA		200511
US09557	1	HILIE1	KGEG		2006159		FAA		200606
US09557	1	ZOOMR1	KGEG		2003135		FAA		200305
US09557	3	G03    RNAV (GPS) RW03	KGEG		2006159	D	FAA		200606
US09557	3	G07    RNAV (GPS) RW07	KGEG		2006271		FAA		200610
US09557	3	G21    RNAV (GPS) RW21	KGEG		2006103	C	FAA		200604
US09557	3	G25    RNAV (GPS) RW25	KGEG		2006215	1	FAA		200608
US09557	3	I03    ILS RW03	KGEG		2006103	4A	FAA		200604
US09557	3	I21    ILS RW21	KGEG		2006159	20	FAA		200606
US09557	3	L21    LOC RW21	KGEG		2006159	20	FAA		200606
US09557	3	S03    VOR RW03	KGEG		2006103	12A	FAA		200604
US09777	3	D04R   VORDME RW04R	PHJR		2006271		FAA		200610
US09777	3	T04R   TACAN RW04R	PHJR		2006271		FAA		200610
US10189	3	EVORA  VOR-A	KZ		2006271	7	FAA		200610
US10189	3	OGPSA  GPS-A(OVERLAY)	KZ		2006271	7	FAA		200610
US10525	3	L28    LOC RW28	KZ		2003191	5D	FAA		200307
US10525	3	V10    VOR RW10	KZ		2003191	10D	FAA		200307
US10525	3	V28    VOR RW28	KZ		2003191	8D	FAA		200307
US10603	3	D18    VORDME RW18	KFAR		2006075	1	FAA		200603
US10603	3	G09    RNAV (GPS) RW09	KFAR		2005300		FAA		200511
US10603	3	G18    RNAV (GPS) RW18	KFAR		2005300		FAA		200511
US10603	3	G27    RNAV (GPS) RW27	KFAR		2005300		FAA		200511
US10603	3	G36    RNAV (GPS) RW36	KFAR		2005300		FAA		200511
US10603	3	I18    ILS RW18	KFAR		2005300		FAA		200511
US10603	3	I18-H  HI ILS RW18	KFAR	04200	2005020		USAF		200501
US10603	3	I36    ILS RW36	KFAR		2006075	A	FAA		200603
US10603	3	I36-H  HI ILS RW36	KFAR	04200	2006047		USAF		200602
US10603	3	L18    LOC RW18	KFAR		2005300		FAA		200511
US10603	3	L18-H  HI LOC  RW18	KFAR	04200	2005020		USAF		200501
US10603	3	L36    LOC RW36	KFAR		2006075	A	FAA		200603
US10603	3	L36-H  HI LOC RW36	KFAR	04200	2006047		USAF		200602
US10603	3	S36    VOR RW36	KFAR		2006075		FAA		200603
US10603	3	S36-H  HI VOR RW36	KFAR	04200	2006047		FAA		200602
US10603	3	T18    TACAN RW18	KFAR		2006075	1	FAA		200603
US10603	3	T18-H  HI TACAN RW18	KFAR	04200	2006047	7	USAF		200602
US10603	3	T36    TACAN RW36	KFAR		2006075		FAA		200603
US10603	3	T36-H  HI TACAN RW36	KFAR	04200	2006047		FAA		200602
US10609	1	BITHO7	KZ		2004218		FAA		200408
US10609	1	GOOFY5	KZ		2005076		FAA		200503
US10609	1	LEESE1	KZ		2006047		FAA		200602
US10609	1	MINEE3	KZ		2005076		FAA		200503
US10609	3	N15    NDB RW15	KZ		2006271	B	FAA		200610
US10680	3	I27    ILS/DME RW27	KZ		2006187	B	FAA		200609
US10680	3	L27    LOC/DME RW27	KZ		2006187	B	FAA		200609
US10680	3	O09    GPS RW09(OVERLAY)	KZ		2006187	5A	FAA		200607
US10680	3	V09    VOR RW09	KZ		2006187	5A	FAA		200607
US10686	3	N173   COPTER NDB 173	KZ		2003107	1	USA		200304
US10733	3	G05    RNAV (GPS) RW05	KZ		2005356		FAA		200610
US10802	1	BSR2   BIG SUR 2	KSFO		2006159		FAA		200606
US10802	1	GOLDN4 GOLDEN GATE 4	KSFO		2006159		FAA		200606
US10802	1	HADLY2	KSFO		2006159		FAA		200606
US10802	1	LOCKE1	KSFO		2006159		FAA		200606
US10802	1	MOD3   MODESTO 3	KSFO		2006159		FAA		200606
US10802	1	PYE1   POINT REYES 1	KSFO		2006159		FAA		200606
US10802	1	RISTI4	KSFO		2006215		FAA		200608
US10802	1	STINS1	KSFO		2006159		FAA		200606
US10802	1	YOSEM1	KSFO		2006159		FAA		200606
US10802	2	CUIT2  QUIET2	KSFO		2004050		FAA		200402
US10802	2	DUMB6  DUMBARTON 6	KSFO		2004050		FAA		200402
US10802	2	EUGEN5	KSFO		2004050		FAA		200402
US10802	2	LUVVE2	KSFO		2003191		FAA		200307
US10802	2	MOLEN3	KSFO		2004050		FAA		200402
US10802	2	OFFSH5 OFFSHORE 5	KSFO		2006271		FAA		200610
US10802	2	PORTE3	KSFO		2004050		FAA		200402
US10802	2	REBAS3	KSFO		2004050		FAA		200402
US10802	2	SHOR1  SHORELINE 1	KSFO		2006103		FAA		200604
US10802	3	EVORB  VOR-B	KSFO		2005076	5C	FAA		200503
US10802	3	G10L   RNAV (GPS) RW10L	KSFO		2005300	1	FAA		200511
US10802	3	G10R-Y RNAV (GPS) Y RW10R	KSFO		2005076		FAA		200503
US10802	3	G10R-Z RNAV (GPS) Z RW10R	KSFO		2005076	B	FAA		200503
US10802	3	G19L-Y RNAV (GPS) Y RW19L	KSFO		2005076		FAA		200503
US10802	3	G19L-Z RNAV (GPS) Z RW19L	KSFO		2005076	B	FAA		200503
US10802	3	G19R-Y RNAV (GPS) Y RW19R	KSFO		2005076		FAA		200503
US10802	3	G19R-Z RNAV (GPS) Z RW19R	KSFO		2005076	B	FAA		200503
US10802	3	G28L   RNAV (GPS) RW28L	KSFO		2005076	B	FAA		200503
US10802	3	G28R-Z RNAV (GPS) Z RW28R	KSFO		2006047	2A	FAA		200602
US10802	3	I19L   ILS RW19L	KSFO		2006271	19B	FAA		200610
US10802	3	I28L-1 ILS RW28L	KSFO		2005076	21A	FAA		200503
US10802	3	I28R   ILS RW28R	KSFO		2005300	11	FAA		200511
US10802	3	L19L   LOC RW19L	KSFO		2006271	19B	FAA		200610
US10802	3	L28R   LOC RW28R	KSFO		2005300	11	FAA		200511
US10802	3	OGPSB  GPS-B(OVERLAY)	KSFO		2005076	5C	FAA		200503
US10802	3	S19L   VOR RW19L	KSFO		2005076	8C	FAA		200503
US10812	3	G31    GPS RW31	KCTB		2003079	A	FAA		200303
US10812	3	S31    VOR RW31	KCTB		2003079	15	FAA		200303
US10824	3	I34    ILS RW34	KZ		2005300	A	FAA		200511
US10824	3	S16    VOR RW16	KZ		2006271	1	FAA		200610
US10824	3	T16    TACAN RW16	KZ		2006271	1	FAA		200610
US10829	3	D07    VORDME RW07	KDUJ		2005356	3	FAA		200513
US10829	3	G07    VORDME RNAV(GPS)RW07	KDUJ		2005356	1	FAA		200513
US10829	3	I25    ILS RW25	KDUJ		2005356	7A	FAA		200513
US10829	3	O07    GPS RW07(OVERLAY)	KDUJ		2005356	1	FAA		200513
US10906	3	D21    VORDME RW21	KZ		2006159	6B	FAA		200606
US11034	1	BITHO7	KTIX		2004218		FAA		200408
US11034	1	GOOFY5	KTIX		2005076		FAA		200503
US11034	1	MINEE3	KTIX		2005076		FAA		200503
US11034	3	I36    ILS RW36	KTIX		2006215	10A	FAA		200608
US11034	3	N18    NDB RW18	KTIX		2006215	12A	FAA		200608
US11034	3	O18    GPS RW18(OVERLAY)	KTIX		2006215	12A	FAA		200608
US11074	3	I18    ILS RW18	KZ	03500	2006159	1	USAF		200606
US11074	3	L18    LOC RW18	KZ	03500	2006159	1	USAF		200606
US11074	3	T18    TACAN RW18	KZ	03500	2004302	2	USAF		200411
US11074	3	T36    TACAN RW36	KZ	03500	2004302	2	USAF		200411
US11115	3	O11    GPS RW11(OVERLAY)	KZ		2006103	4A	FAA		200604
US11115	3	S11    VOR RW11	KZ		2006103	4A	FAA		200604
US11148	3	G07    RNAV (GPS) RW07	KGNV		2006215	B	FAA		200609
US11148	3	G11    RNAV (GPS) RW11	KGNV		2006215	1	FAA		200608
US11148	3	G25    RNAV (GPS) RW25	KGNV		2006215	B	FAA		200608
US11148	3	G29    RNAV (GPS) RW29	KGNV		2006215	1	FAA		200608
US11148	3	I29    ILS  RW29	KGNV		2006215	12B	FAA		200608
US11148	3	L29    LOC  RW29	KGNV		2006215	12B	FAA		200608
US11169	1	GQE3   GILMORE3	KMEM		2004330		FAA		200502
US11169	1	HLI1   HOLLY1	KMEM		2006047		FAA		200602
US11169	1	UJM3   MARVELL 3	KMEM		2004050		FAA		200402
US11169	1	WLDER4	KMEM		2004050		FAA		200402
US11169	3	C36L   ILS RW36L (CATII)	KMEM		2004106	13C	FAA		200405
US11169	3	C36R   ILS RW36R (CATII)	KMEM		2004106	2	FAA		200405
US11169	3	G09    RNAV (GPS) RW09	KMEM		2006215		FAA		200608
US11169	3	G18C   RNAV (GPS) RW18C	KMEM		2006215		FAA		200608
US11169	3	G18L   RNAV (GPS) RW18L	KMEM		2006215		FAA		200608
US11169	3	G18R   RNAV (GPS) RW18R	KMEM		2006215		FAA		200608
US11169	3	G27    RNAV (GPS) RW27	KMEM		2006215		FAA		200608
US11169	3	G36C   RNAV (GPS) RW36C	KMEM		2006215		FAA		200608
US11169	3	G36L   RNAV (GPS) RW36L	KMEM		2006215		FAA		200608
US11169	3	G36R   RNAV (GPS) Z RW36R	KMEM		2006215		FAA		200608
US11169	3	I09    ILS RW09	KMEM		2006215	26B	FAA		200608
US11169	3	I18C   ILS RW18C	KMEM		2006215	A	FAA		200608
US11169	3	I18L   ILS RW18L	KMEM		2006215	1C	FAA		200608
US11169	3	I18R   ILS RW18R	KMEM		2006215	12D	FAA		200608
US11169	3	I27    ILS RW27	KMEM		2006215	2D	FAA		200608
US11169	3	I36C   ILS RW36C	KMEM		2006215	2A	FAA		200608
US11169	3	I36L   ILS RW36L	KMEM		2006215	13B	FAA		200608
US11169	3	I36R   ILS RW36R	KMEM		2006215	2	FAA		200608
US11219	3	D14    VORDME RW14	KZ		2003303	1A	FAA		200311
US11219	3	G14    GPS RW14	KZ		2003303		FAA		200311
US11219	3	G32    GPS RW32	KZ		2006215		FAA		200608
US11219	3	S32    VOR RW32	KZ		2006187	8B	FAA		200609
US11232	3	S36    VOR RW36	KZ		2004330	15A	FAA		200412
US11308	1	ABERZ1	KCGF		2006159		FAA		200606
US11308	1	CXR1   CHARDON1	KCGF		2006159		FAA		200606
US11308	1	HIMEZ1	KCGF		2006159		FAA		200606
US11308	1	KEATN3	KCGF		2006159		FAA		200606
US11308	2	ALPHE1	KCGF		2006215		FAA		200608
US11308	2	AMRST1	KCGF		2006159		FAA		200606
US11308	2	OBRLN1	KCGF		2006159		FAA		200606
US11308	2	SKY1   SANDUSKY 1	KCGF		2006159		FAA		200606
US11308	3	B06    LOC BC RW06	KCGF		2004218	10C	FAA		200408
US11308	3	I24    ILS RW24	KCGF		2004218	13B	FAA		200408
US11308	3	N24    NDB RW24	KCGF		2004218	8C	FAA		200408
US11308	3	O24    GPS RW24(OVERLAY)	KCGF		2004218	8C	FAA		200408
US11343	3	G18    RNAV (GPS) RW18	KZ		2002220		FAA		200209
US11343	3	N18    NDB RW18	KZ		2002220	1A	FAA		200208
US11346	3	EVORA  VOR-A	KZ		2004162	7A	FAA		200406
US11346	3	OGPSA  GPS-A(OVERLAY)	KZ		2004162	7A	FAA		200406
US11352	3	G10    RNAV (GPS) RW10	KZ		2006159		FAA		200606
US11352	3	G28    RNAV (GPS) RW28	KZ		2006159		FAA		200606
US11352	3	S10    VOR RW10	KZ		2006159		FAA		200606
US11352	3	S28    VOR RW28	KZ		2006159		FAA		200606
US11361	3	EVORA  VOR-A	KZ		2003191	4A	FAA		200403
US11361	3	OGPSA  GPS-A(OVERLAY)	KZ		2003191	4A	FAA		200307
US11421	3	D17    VORDME RW17	KZ		2005076	5A	FAA		200503
US11421	3	O17    GPS RW17(OVERLAY)	KZ		2005076	5A	FAA		200503
US11435	3	D18    VORDME RW18	PABI		2006159	1B	USA		200606
US11435	3	FNDBA  NDB-A	PABI		2006159	1B	USA		200606
US11435	3	G18    GPS RW18	PABI		2006159	1B	USA		200606
US11435	3	T18    TACAN RW18	PABI		2006159	1B	USA		200606
US11436	3	G17L   GPS RW17L	KZ		2006215	B	FAA		200608
US11436	3	G35R   GPS RW35R	KZ		2006215	A	FAA		200608
US11436	3	I17L   ILS RW17L	KZ		2006215	11C	FAA		200608
US11436	3	N35R   NDB RW35R	KZ		2006215	10B	FAA		200608
US11528	3	FNDBB  NDBB	KZ		2005244	1B	FAA		200509
US11528	3	L02    LOC RW02	KZ		2006159	2F	FAA		200607
US11528	3	OGPSB  GPS-B(OVERLAY)	KZ		2005244	1B	FAA		200509
US11552	3	EVORA  VOR-A	KCAR		2004274	11	FAA		200410
US11568	2	OME1   NOME	PA		2005356		FAA		200601
US11568	3	G02    RNAV (GPS) RW02	PA		2005356		FAA		200513
US11568	3	GGPSA  RNAV (GPS)-A	PA		2005356		FAA		200513
US11589	3	S23    VOR RW23	KZ		2005020	5	FAA		200501
US11615	3	G05    RNAV (GPS) RW05	PASH		2005244		FAA		200509
US11615	3	G23    RNAV (GPS) RW23	PASH		2005244		FAA		200509
US11631	3	G05    RNAV (GPS) RW05	PAWI		2001137	A	FAA		200609
US11631	3	G23    RNAV (GPS) RW23	PAWI		2001137	A	FAA		200609
US11647	3	I25    ILS RW25	KLRF	04100	2006159	2	USAF		200606
US11647	3	M07    MLS RW07	KLRF	04100	2006159	2	USAF		200606
US11647	3	M25    MLS RW25	KLRF	04100	2006159	3	USAF		200606
US11647	3	N25    NDB RW25	KLRF	04100	2006159	2	USAF		200606
US11647	3	T07    TACAN RW07	KLRF	04100	2006159	1	USAF		200606
US11647	3	T25    TACAN RW25	KLRF	04100	2006159	1	USAF		200606
US11679	3	D35    VORDME RW35	KHUA		2002220	7	USA		200208
US11679	3	O35    GPS RW35(OVERLAY)	KHUA		2002220	7	USA		200208
US11679	3	T35    TACAN RW35	KHUA		2002220	7	USA		200208
US11750	3	EVORA  VOR-A	KZ		2003191	6	FAA		200307
US11750	3	GGPSB  GPS-B	KZ		2003359		FAA		200313
US11964	3	G13    RNAV(GPS) RW13	KZ		2005048		FAA		200502
US11964	3	S13    VOR RW13	KZ		2006271	11	FAA		200610
US12009	3	L24    LOC RW24	KZ		2006187	1	FAA		200607
US12032	3	I23    ILS RW23	KPOB	05100	2006075		USAF		200603
US12032	3	I23-H  HI ILS RW23	KPOB	05100	2004302		USAF		200411
US12032	3	M23    MLS RW23	KPOB	05100	2006075		USAF		200603
US12032	3	N23    NDB RW23	KPOB	05100	2004162		USAF		200406
US12032	3	T23    TACAN RW23	KPOB	05100	2004162		USAF		200406
US12032	3	TTACA  TACAN-A	KPOB	05100	2004162		USAF		200406
US12104	3	FNDBA  NDB-A	KZ		2006271	3	FAA		200610
US12226	3	S02    VOR RW02	KEEN		2006271	12D	FAA		200610
US12234	3	G08    RNAV (GPS) RW08	KZ		2004330		FAA		200412
US12303	3	G04    RNAV (GPS) RW04	KZ		2006271	1	FAA		200610
US12303	3	G22    RNAV (GPS) RW22	KZ		2006271	1	FAA		200610
US12303	3	S04    VOR RW04	KZ		2006271	5A	FAA		200610
US12303	3	S22    VOR RW22	KZ		2006271	6A	FAA		200610
US12344	3	S17    VOR RW17	KZ		2004162	12C	FAA		200406
US12359	3	EVORA  VOR-A	KZ		2005244	6	FAA		200509
US12359	3	EVORB  VORDME-B	KZ		2005244	4	FAA		200509
US12359	3	G02    GPS RW02	KZ		2005244	2	FAA		200509
US12359	3	I02    ILS RW02	KZ		2005244	A	FAA		200509
US12359	3	OGPSA  GPS-A(OVERLAY)	KZ		2005244	6	FAA		200509
US12359	3	OGPSB  GPS-B(OVERLAY)	KZ		2005244	4	FAA		200509
US12426	1	WEBOX3	KDLF		2006271		USAF		200610
US12426	2	EDWA1  EDWARDS1	KDLF		2006215		USAF		200608
US12426	3	D13C   VORDME RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	D13C-H HI VORDME RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	D31C   VORDME RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	D31C-H HI VORDME RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	G13C   RNAV (GPS) RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	G31C   RNAV (GPS) RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	I13C   ILS RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	I13C-H HI ILS RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	I31C   ILS RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	I31C-H HI ILS RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	T13C   TACAN RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	T13C-H HI TACAN RW13C	KDLF	16000	2006215		USAF		200608
US12426	3	T31C   TACAN RW31C	KDLF	16000	2006215		USAF		200608
US12426	3	T31C-H HI TACAN RW31C	KDLF	16000	2006215		USAF		200608
US12464	1	BASET3	KLAX		2006159		FAA		200606
US12464	1	CIVET5	KLAX		2006159		FAA		200606
US12464	1	DOWNE4	KLAX		2006159		FAA		200606
US12464	1	JLI4   JULIAN 4	KLAX		2004050		FAA		200402
US12464	1	KIMMO2	KLAX		2004050		FAA		200402
US12464	1	LEENA4	KLAX		2006215		FAA		200608
US12464	1	MITTS2	KLAX		2006159		FAA		200606
US12464	1	MOOR3  MOORPARK 3	KLAX		2004050		FAA		200404
US12464	1	MUDDE4	KLAX		2002276		FAA		200210
US12464	1	OCEAN2	KLAX		2004330		FAA		200412
US12464	1	PDZ4   PARADISE 4	KLAX		2004050		FAA		200404
US12464	1	RDEYE2 REDEYE 2	KLAX		2006159		FAA		200606
US12464	1	REEDR3	KLAX		2006159		FAA		200606
US12464	1	SADDE6	KLAX		2004050		FAA		200402
US12464	1	SEAVU1	KLAX		2006047		FAA		200602
US12464	1	SHIVE1	KLAX		2004106		FAA		200404
US12464	1	VISTA2	KLAX		2004162		FAA		200406
US12464	1	YENNI1	KLAX		2006159		FAA		200606
US12464	2	CHATY2	KLAX		2004050		FAA		200402
US12464	2	GABRE5	KLAX		2004050		FAA		200402
US12464	2	GMN4   GORMAN 4	KLAX		2004050		FAA		200404
US12464	2	HOLTZ7	KLAX		2006215		FAA		200608
US12464	2	IMPER1	KLAX		2004050		FAA		200402
US12464	2	KARVR1	KLAX		2006215		FAA		200608
US12464	2	KWYET1	KLAX		2005244		FAA		200509
US12464	2	LOOP4	KLAX		2004050		FAA		200402
US12464	2	OSHNN1	KLAX		2006215		FAA		200608
US12464	2	SEBBY4	KLAX		2005244		FAA		200509
US12464	2	VTU5   VENTURA 5	KLAX		2005244		FAA		200509
US12464	3	G06L   RNAV (GPS) RW06L	KLAX		2005356		FAA		200513
US12464	3	G06R   RNAV (GPS) RW06R	KLAX		2005356		FAA		200513
US12464	3	G07L   RNAV (GPS) RW07L	KLAX		2006159	A	FAA		200606
US12464	3	G07R   RNAV (GPS) RW07R	KLAX		2006159	A	FAA		200606
US12464	3	G24L   RNAV (GPS) RW24L	KLAX		2005132		FAA		200505
US12464	3	G24R   RNAV (GPS) RW24R	KLAX		2005132		FAA		200505
US12464	3	G25L   RNAV (GPS) RW25L	KLAX		2005132	A	FAA		200505
US12464	3	G25R   RNAV (GPS) RW25R	KLAX		2005132	A	FAA		200505
US12464	3	I06L   ILS RW06L	KLAX		2005132	11	FAA		200505
US12464	3	I06R   ILS RW06R	KLAX		2005132	16	FAA		200505
US12464	3	I07L   ILS RW07L	KLAX		2005132	4	FAA		200505
US12464	3	I07R   ILS RW07R	KLAX		2005132	5	FAA		200505
US12464	3	I24L   ILS RW24L	KLAX		2006047	24	FAA		200602
US12464	3	I24R   ILS RW24R	KLAX		2006047	23	FAA		200602
US12464	3	I25L   ILS RW25L	KLAX		2006047	9	FAA		200602
US12464	3	I25R   ILS RW25R	KLAX		2006047	15	FAA		200602
US12464	3	L24L   LOC RW24L	KLAX		2006047	24	FAA		200602
US12464	3	L24R   LOC RW24R	KLAX		2006047	23	FAA		200602
US12464	3	L25L   LOC RW25L	KLAX		2006047	9	FAA		200602
US12464	3	L25R   LOC RW25R	KLAX		2006047	15	FAA		200602
US12526	3	I05    ILS RW05	KANB		2003135	1B	FAA		200305
US12526	3	N05    NDB RW05	KANB		2003359	2	FAA		200313
US12526	3	O05    GPS RW05(OVERLAY)	KANB		2003359	2	FAA		200313
US12650	1	ABERZ1	KCLE		2006159		FAA		200606
US12650	1	CXR1   CHARDON1	KCLE		2006159		FAA		200606
US12650	1	HIMEZ1	KCLE		2006159		FAA		200606
US12650	1	KEATN3	KCLE		2006159		FAA		200606
US12650	2	ALPHE1	KCLE		2006215		FAA		200608
US12650	2	AMRST1	KCLE		2006159		FAA		200606
US12650	2	OBRLN1	KCLE		2006159		FAA		200606
US12650	2	SKY1   SANDUSKY 1	KCLE		2006159		FAA		200606
US12650	3	G06L   RNAV (GPS) RW06L	KCLE		2006271	1	FAA		200610
US12650	3	G06R   RNAV (GPS) RW06R	KCLE		2006271	1A	FAA		200610
US12650	3	G10    RNAV (GPS) RW10	KCLE		2006271		FAA		200610
US12650	3	G24L   RNAV (GPS) RW24L	KCLE		2006271	1	FAA		200610
US12650	3	G24R   RNAV (GPS) RW24R	KCLE		2006271	1	FAA		200610
US12650	3	G28    RNAV (GPS) RW28	KCLE		2006271		FAA		200610
US12650	3	I06L   ILS RW06L	KCLE		2006271	2	FAA		200610
US12650	3	I06L-2 ILS PRM RW06L	KCLE		2006271	A	FAA		200610
US12650	3	I06R   ILS RW06R	KCLE		2006271	19B	FAA		200610
US12650	3	I24L   ILS RW24L	KCLE		2006271	19A	FAA		200610
US12650	3	I24R   ILS RW24R	KCLE		2006271	3	FAA		200610
US12650	3	I28    ILS RW28	KCLE		2006271		FAA		200610
US12650	3	L06L   LOC RW06L	KCLE		2006271	1	FAA		200610
US12650	3	L06R   LOC RW06R	KCLE		2006271	19B	FAA		200610
US12650	3	L24L   LOC RW24L	KCLE		2006271	19A	FAA		200610
US12650	3	L24R   LOCDME RW24R	KCLE		2006271	3	FAA		200610
US12661	1	ENO3   SMYRNA 3	KDOV		2006103		FAA		200604
US12661	2	SIE5   SEA ISLE 5	KDOV		2005132		USAF		200505
US12661	3	D01    VORDME RW01	KDOV	04400	2006103		USAF		200604
US12661	3	D32    VORDME RW32	KDOV	04400	2006103		USAF		200604
US12661	3	I01    ILS RW01	KDOV	04400	2006103	1	USAF		200604
US12661	3	I19    ILS RW19	KDOV	04400	2006103	1	USAF		200604
US12661	3	S01    VOR RW01	KDOV	04400	2006103		USAF		200604
US12661	3	S32    VOR RW32	KDOV	04400	2006103		USAF		200604
US12661	3	T01-Y  TACAN Y RW01	KDOV	04400	2006103		USAF		200604
US12661	3	T01-Z  TACAN Z RW01	KDOV	04400	2006103		USAF		200604
US12661	3	T19    TACAN RW19	KDOV	04400	2006103		USAF		200604
US12661	3	T32-Y  TACAN Y RW32	KDOV	04400	2006103		USAF		200604
US12661	3	T32-Z  TACAN Z RW32	KDOV	04400	2006103		USAF		200604
US12681	3	I04    ILS RW04	KZ		2006271	A	FAA		200610
US12681	3	L04    LOCDME RW04	KZ		2006271	A	FAA		200610
US12681	3	N22    NDB RW22	KZ		2005300	8A	FAA		200511
US12681	3	O22    GPS RW22(OVERLAY)	KZ		2005300	8A	FAA		200511
US12692	1	CINCE5	KCVG		2006047		FAA		200602
US12692	1	JAVIT1	KCVG		2006159		FAA		200606
US12692	1	MOSEY5	KCVG		2006047		FAA		200602
US12692	1	SHB1   SHELBYVILLE 1	KCVG		2006271		FAA		200610
US12692	1	SWEED7	KCVG		2006159		FAA		200606
US12692	1	TARNE3	KCVG		2006159		FAA		200606
US12692	2	BLGRS7 BLUEGRASS 7	KCVG		2005300		FAA		200511
US12692	2	REDSS5	KCVG		2004330		FAA		200412
US12692	2	RHOMM1 RHOMM 1	KCVG		2005300		FAA		200513
US12692	2	ROCKT2	KCVG		2005244		FAA		200509
US12692	2	WHWTR5 WHITEWATER5	KCVG		2005356		FAA		200513
US12692	3	G09    RNAV (GPS) RW09	KCVG		2006271		FAA		200610
US12692	3	G18C   RNAV (GPS) RW18C	KCVG		2006215	A	FAA		200608
US12692	3	G18L   RNAV (GPS) RW18L	KCVG		2006271		FAA		200610
US12692	3	G18R   RNAV (GPS) RW18R	KCVG		2006215		FAA		200608
US12692	3	G36C   RNAV (GPS) RW36C	KCVG		2006271	A	FAA		200610
US12692	3	G36L   RNAV (GPS) RW36L	KCVG		2006215	A	FAA		200608
US12692	3	G36R   RNAV (GPS) RW36R	KCVG		2006215	A	FAA		200608
US12692	3	I09    ILS RW09	KCVG		2006215	17	FAA		200608
US12692	3	I18C   ILS RW18C	KCVG		2006215	21	FAA		200608
US12692	3	I18L   ILS RW18L	KCVG		2006215	6	FAA		200608
US12692	3	I18R   ILS RW18R	KCVG		2006215	A	FAA		200608
US12692	3	I27    ILS RW27	KCVG		2006215	16	FAA		200608
US12692	3	I36C   ILS RW36C	KCVG		2006215	40	FAA		200608
US12692	3	I36L   ILS RW36L	KCVG		2006215	A	FAA		200608
US12692	3	I36R   ILS RW36R	KCVG		2005356	7	FAA		200513
US12692	3	L09    LOC RW09	KCVG		2006215	17	FAA		200608
US12692	3	L18C   LOC RW18C	KCVG		2006215	21	FAA		200608
US12692	3	L18L   LOC RW18L	KCVG		2006215	6	FAA		200608
US12692	3	L18R   LOC RW18R	KCVG		2006215	A	FAA		200608
US12692	3	L27    LOC RW27	KCVG		2006215	16	FAA		200608
US12692	3	L36C   LOC RW36C	KCVG		2006215	40	FAA		200608
US12692	3	L36L   LOC RW36L	KCVG		2006215	A	FAA		200608
US12692	3	L36R   LOC RW36R	KCVG		2005356	7	FAA		200513
US12716	3	D21    VORDME RW21	KZ		2006103	9A	FAA		200604
