ARPT_IDENT	PROC	TRM_IDENT	FDR_RTE_IDENT	SEQ_NBR	ICAO	WPT1_IDENT	WPT1_CTRY	WPT2_IDENT	WPT2_CTRY	ALT	MAG_CRS	DISTANCE	WPT1_WGS_LAT	WPT1_WGS_DLAT	WPT1_WGS_LONG	WPT1_WGS_DLONG	WPT2_WGS_LAT	WPT2_WGS_DLAT	WPT2_WGS_LONG	WPT2_WGS_DLONG	CYCLE_DATE
US37093	3	L14    LOC RW14	COLFA	10	KIND	COLFA	US	BENJY	US	02600	318.5	11.7	N39392244	39.656233	W086111101	-86.186392	N39473556	39.793211	W086215956	-86.366544	200602
US37172	3	D35    VORDME RW35	CEC	10	KCEC	CEC	US	PICON	US	01600	340.8	5.0	N41464641	41.779558	W124142709	-124.240858	N41414627	41.696186	W124142535	-124.240375	200005
US37172	3	I11    ILSDME RW11	CEC	10	KCEC	CEC	US	SLAMM	US	02200	296.6	5.0	N41464641	41.779558	W124142709	-124.240858	N41502088	41.839133	W124190774	-124.318817	200203
US37232	3	N14    NDB RW14	PKD	10	KZ	PKD	US	SAZ	US	03000	336.T	32.8	N46535335	46.898153	W095041518	-95.070883	N46225620	46.382278	W094481780	-94.804944	200007
US37232	3	O14    GPS RW14(OVERLAY)	PKD	10	KZ	PKD	US	SAZ	US	03000	336.T	32.8	N46535335	46.898153	W095041518	-95.070883	N46225620	46.382278	W094481780	-94.804944	200007
US37263	3	L25    LOC RW25	BSV	10	KAKR	BSV	US	AKRON	US	03000	9.9	19.8	N40442642	40.740672	W081255569	-81.432136	N41041112	41.069756	W081231490	-81.387472	200205
US37263	3	L25    LOC RW25	RITZS	10	KAKR	RITZS	US	AKRON	US	03000	84.2	16.6	N41001849	41.005135	W081443267	-81.742409	N41041112	41.069756	W081231490	-81.387472	200205
US37263	3	N25    NDB RW25	BSV	10	KAKR	BSV	US	AKRON	US	03000	9.9	19.8	N40442642	40.740672	W081255569	-81.432136	N41041112	41.069756	W081231490	-81.387472	200002
US37263	3	N25    NDB RW25	RITZS	10	KAKR	RITZS	US	AKRON	US	03000	84.2	16.6	N41001849	41.005135	W081443267	-81.742409	N41041112	41.069756	W081231490	-81.387472	200002
US37263	3	O25    GPS RW25(OVERLAY)	BSV	10	KAKR	BSV	US	AKRON	US	03000	9.9	19.8	N40442642	40.740672	W081255569	-81.432136	N41041112	41.069756	W081231490	-81.387472	200002
US37263	3	O25    GPS RW25(OVERLAY)	RITZS	10	KAKR	RITZS	US	AKRON	US	03000	84.2	16.6	N41001849	41.005135	W081443267	-81.742409	N41041112	41.069756	W081231490	-81.387472	200002
US37264	3	I31    ILS RW31	ARTTY	10	KSLE	ARTTY	US	TURNO	US	03200	313.1	10.6	N45000000	45.000000	W123042896	-123.074711	N44505076	44.847433	W122570367	-122.951019	200203
US37264	3	I31    ILS RW31	BTG44	10	KSLE	BTG44	US	TURNO	US	03000	358.2	12.1	N45023183	45.042175	W122523649	-122.876801	N44505076	44.847433	W122570367	-122.951019	200203
US37264	3	I31    ILS RW31	CVO	10	KSLE	CVO	US	TURNO	US	03500	17.0	25.5	N44295845	44.499569	W123173721	-123.293669	N44505076	44.847433	W122570367	-122.951019	200203
US37264	3	I31    ILS RW31	UBG	10	KSLE	UBG	US	TURNO	US	03500	336.8	30.4	N45211162	45.353228	W122584137	-122.978158	N44505076	44.847433	W122570367	-122.951019	200203
US37264	3	L13    LOC BC RW13	CVO	10	KSLE	CVO	US	ARTTY	US	04000	359.2	31.4	N44295845	44.499569	W123173721	-123.293669	N45000000	45.000000	W123042896	-123.074711	200206
US37264	3	L13    LOC BC RW13	TURNO	10	KSLE	TURNO	US	ARTTY	US	03500	313.2	10.6	N44505076	44.847433	W122570367	-122.951019	N45000000	45.000000	W123042896	-123.074711	200206
US37362	3	G18    RNAV (GPS) RW18	SQS	10	KGWO	SQS	US	PASWU	US	02100	31.9	17.1	N33274990	33.463861	W090163840	-90.277333	N33415258	33.697939	W090045564	-90.082122	200513
US37362	3	G18    RNAV (GPS) RW18	TOMLN	10	KGWO	TOMLN	US	PASWU	US	02100	294.2	32.9	N33283630	33.476750	W089284990	-89.480528	N33415258	33.697939	W090045564	-90.082122	200513
US37362	3	G36    RNAV (GPS) RW36	SQS	10	KGWO	SQS	US	OHONY	US	02000	315.0	13.8	N33274990	33.463861	W090163840	-90.277333	N33173411	33.292808	W090053879	-90.094108	200513
US37362	3	G36    RNAV (GPS) RW36	TOMLN	10	KGWO	TOMLN	US	SEYDO	US	02000	67.1	28.1	N33283630	33.476750	W089284990	-89.480528	N33172652	33.290700	W089594101	-89.994725	200513
US37362	3	I18    ILS RW18	SQS	10	KGWO	SQS	US	TEOCK	US	02100	48.6	12.3	N33274990	33.463861	W090163840	-90.277333	N33353083	33.591897	W090050370	-90.084361	200513
US37362	3	L18    LOC RW18	SQS	10	KGWO	SQS	US	TEOCK	US	02100	48.6	12.3	N33274990	33.463861	W090163840	-90.277333	N33353083	33.591897	W090050370	-90.084361	200513
US37396	3	G16    RNAV(GPS) RW16	CMK	10	KHPN	CMK	US	FODAK	US	03600	92.6	6.7	N41164824	41.280067	W073345286	-73.581349	N41154170	41.261583	W073434276	-73.728544	200504
US37396	3	G16    RNAV(GPS) RW16	SAX	10	KHPN	SAX	US	VOLLU	US	03500	84.3	26.2	N41040305	41.067514	W074321797	-74.538325	N41112994	41.191650	W073590460	-73.984611	200504
US37396	3	G34    RNAV(GPS) RW34	BDR	10	KHPN	BDR	US	DABVE	US	03000	247.0	12.0	N41093850	41.160694	W073072819	-73.124497	N41024124	41.044789	W073202459	-73.340164	200609
US37396	3	G34    RNAV(GPS) RW34	BDR	20	KHPN	DABVE	US	TUGME	US	03000	247.0	8.8	N41024124	41.044789	W073202459	-73.340164	N40573468	40.959633	W073295154	-73.497650	200609
US37396	3	G34    RNAV(GPS) RW34	HAARP	10	KHPN	HAARP	US	MOISE	US	03000	141.0	5.2	N41065887	41.116353	W073353654	-73.593483	N41034156	41.061544	W073301270	-73.503528	200609
US37396	3	G34    RNAV(GPS) RW34	HAARP	20	KHPN	MOISE	US	TUGME	US	03000	189.0	6.1	N41034156	41.061544	W073301270	-73.503528	N40573468	40.959633	W073295154	-73.497650	200609
US37396	3	G34    RNAV(GPS) RW34	RYMES	10	KHPN	RYMES	US	MOISE	US	03000	183.0	7.9	N41113000	41.191666	W073315072	-73.530756	N41034156	41.061544	W073301270	-73.503528	200609
US37396	3	G34    RNAV(GPS) RW34	RYMES	20	KHPN	MOISE	US	TUGME	US	03000	189.0	6.1	N41034156	41.061544	W073301270	-73.503528	N40573468	40.959633	W073295154	-73.497650	200609
US37413	3	G06    RNAV(GPS) RW06	HTO	10	KZ	HTO	US	ZATBO	US	02600	72.5	25.7	N40550841	40.919003	W072190015	-72.316708	N40420314	40.700872	W072480669	-72.801858	200511
US37413	3	G24    RNAV(GPS) RW24	MAD	10	KZ	MAD	US	CIBNI	US	02000	351.1	17.9	N41184985	41.313847	W072413184	-72.692178	N41021285	41.036903	W072324386	-72.545517	200513
US37413	3	I24    ILS RW24	CCC	10	KZ	CCC	US	SQUIR	US	01900	290.7	11.1	N40554662	40.929617	W072475589	-72.798858	N40541621	40.904503	W072332355	-72.556542	200604
US37413	3	L24    LOC RW24	CCC	10	KZ	CCC	US	SQUIR	US	01900	290.7	11.1	N40554662	40.929617	W072475589	-72.798858	N40541621	40.904503	W072332355	-72.556542	200604
US37413	3	T06    TACAN RW06	SKALP	10	KZ	SKALP	US	FOK	US	02000	85.4	15.0	N40550783	40.918842	W072191136	-72.319822	N40501596	40.837766	W072375464	-72.631845	200005
US37413	3	T06    TACAN RW06	SKALP	20	KZ	FOK	US	PICAR	US	02000	63.0	7.0	N40501596	40.837766	W072375464	-72.631845	N40454555	40.762653	W072445824	-72.749512	200005
US37413	3	T24    TACAN RW24	CCC	10	KZ	CCC	US	FAIRI	US	01800	102.5	11.8	N40554662	40.929617	W072475589	-72.798858	N40555146	40.930962	W072322131	-72.539253	200003
US37413	3	T24    TACAN RW24	HTO	10	KZ	HTO	US	FAIRI	US	01800	287.1	10.1	N40550841	40.919003	W072190015	-72.316708	N40555146	40.930962	W072322131	-72.539253	200003
US37537	3	I23    ILS RW23	ARG	10	KJBR	ARG	US	JBR	US	02500	304.3	22.7	N36063599	36.109997	W090571321	-90.953669	N35522969	35.874914	W090351862	-90.588506	200513
US37537	3	I23    ILS RW23	ARG	20	KJBR	JBR	US	HNCOK	US	02500	51.5	2.6	N35522969	35.874914	W090351862	-90.588506	N35540113	35.900314	W090324663	-90.546286	200513
US37537	3	I23    ILS RW23	GQE	10	KJBR	GQE	US	JBR	US	02500	346.3	32.1	N35204931	35.347031	W090284137	-90.478158	N35522969	35.874914	W090351862	-90.588506	200513
US37537	3	I23    ILS RW23	GQE	20	KJBR	JBR	US	HNCOK	US	02500	51.5	2.6	N35522969	35.874914	W090351862	-90.588506	N35540113	35.900314	W090324663	-90.546286	200513
US37537	3	L23    LOC RW23	ARG	10	KJBR	ARG	US	JBR	US	02500	304.3	22.7	N36063599	36.109997	W090571321	-90.953669	N35522969	35.874914	W090351862	-90.588506	200604
US37537	3	L23    LOC RW23	ARG	20	KJBR	JBR	US	HNCOK	US	02500	51.5	2.6	N35522969	35.874914	W090351862	-90.588506	N35540113	35.900314	W090324663	-90.546286	200604
US37537	3	L23    LOC RW23	GQE	10	KJBR	GQE	US	JBR	US	02500	346.3	32.1	N35204931	35.347031	W090284137	-90.478158	N35522969	35.874914	W090351862	-90.588506	200604
US37537	3	L23    LOC RW23	GQE	20	KJBR	JBR	US	HNCOK	US	02500	51.5	2.6	N35522969	35.874914	W090351862	-90.588506	N35540113	35.900314	W090324663	-90.546286	200604
US37579	3	G11    RNAV (GPS) RW11	MALET	10	KZ	MALET	US	PALCY	US	02000	178.0	13.0	N28412990	28.691639	W080520430	-80.867861	N28283644	28.476789	W080501000	-80.836111	200604
US37579	3	G11    RNAV (GPS) RW11	MLB	10	KZ	MLB	US	IPZOF	US	02000	317.0	20.1	N28061902	28.105283	W080380722	-80.635339	N28195126	28.330906	W080545675	-80.915764	200604
US37580	3	G06    RNAV (GPS) RW06	CON	10	KMHT	CON	US	FOSAN	US	03100	209.0	22.3	N43131118	43.219772	W071343166	-71.575461	N42512734	42.857594	W071412394	-71.689983	200603
US37580	3	G06    RNAV (GPS) RW06	PSM	10	KMHT	PSM	US	HAKAM	US	03100	252.0	36.6	N43050406	43.084461	W070495515	-70.831986	N42444299	42.745275	W071312165	-71.522681	200603
US37580	3	G24    RNAV (GPS) RW24	CON	10	KMHT	CON	US	PUTRE	US	03000	139.0	11.0	N43131118	43.219772	W071343166	-71.575461	N43070580	43.118278	W071215852	-71.366256	200603
US37580	3	G24    RNAV (GPS) RW24	LWM	10	KMHT	LWM	US	FABIG	US	03000	360.0	16.6	N42442551	42.740419	W071054143	-71.094842	N43002028	43.005633	W071115518	-71.198661	200603
US37580	3	I06    ILS RW06	CON	10	KMHT	CON	US	ENINE	US	03100	18.1	25.1	N43131118	43.219772	W071343166	-71.575461	N42480549	42.801525	W071362226	-71.606183	200203
US37580	3	I06    ILS RW06	EEN	10	KMHT	EEN	US	ENINE	US	04800	102.9	30.3	N42473940	42.794278	W072173040	-72.291778	N42480549	42.801525	W071362226	-71.606183	200203
US37580	3	I06    ILS RW06	LWM	10	KMHT	LWM	US	ENINE	US	03100	294.4	22.9	N42442551	42.740419	W071054143	-71.094842	N42480549	42.801525	W071362226	-71.606183	200203
US37580	3	I06    ILS RW06	PSM	10	KMHT	PSM	US	ENINE	US	03100	79.8	38.1	N43050406	43.084461	W070495515	-70.831986	N42480549	42.801525	W071362226	-71.606183	200203
US37580	3	I17    ILS RW17	MHT	10	KMHT	MHT	US	CRTLA	US	03100	347.9	16.9	N42520672	42.868533	W071221031	-71.369531	N43070718	43.118661	W071324022	-71.544506	200404
US37580	3	I35    ILS RW35	MHT	10	KMHT	MHT	US	POPVE	US	02500	31.2	1.7	N42520672	42.868533	W071221031	-71.369531	N42502881	42.841336	W071224907	-71.380297	200513
US37580	3	L17    LOC/DME RW17	MHT	10	KMHT	MHT	US	CRTLA	US	03100	347.9	16.9	N42520672	42.868533	W071221031	-71.369531	N43070718	43.118661	W071324022	-71.544506	200404
US37580	3	L35    LOC RW35	MHT	10	KMHT	MHT	US	POPVE	US	02500	31.2	1.7	N42520672	42.868533	W071221031	-71.369531	N42502881	42.841336	W071224907	-71.380297	200513
US37580	3	S35    VOR RW35	BEDDS	10	KMHT	BEDDS	US	MHT	US	02000	17.T	23.3	N42284720	42.479778	W071231912	-71.388644	N42520672	42.868533	W071221031	-71.369531	199908
US37580	3	S35    VOR RW35	SCOOP	10	KMHT	SCOOP	US	MHT	US	03000	340.T	12.0	N43015626	43.032294	W071313348	-71.525967	N42520672	42.868533	W071221031	-71.369531	199908
US37623	3	D04    VORDME RW04	VIH	10	KZ	VIH	US	VENNA	US	02700	56.0	9.0	N38091465	38.154069	W091422437	-91.706769	N38050026	38.083404	W091522867	-91.874630	199911
US37755	3	G36    RNAV (GPS) RW36	MZB	10	KNZY	MZB	US	SKATE	US	03000	193.0	17.7	N32465593	32.782203	W117133149	-117.225414	N32311476	32.520767	W117232361	-117.389892	200607
US37755	3	G36    RNAV (GPS) RW36	OCN	10	KNZY	OCN	US	SKATE	US	03000	163.0	43.1	N33142633	33.240647	W117250384	-117.417733	N32311476	32.520767	W117232361	-117.389892	200605
US37755	3	G36    RNAV (GPS) RW36	PGY	10	KNZY	PGY	US	SKATE	US	03000	242.0	21.5	N32363722	32.610339	W116584469	-116.979081	N32311476	32.520767	W117232361	-117.389892	200605
US37755	3	T29    TACAN RW29	MZB	10	KNZY	MZB	US	SKATE	US	03000	13.1	17.7	N32465593	32.782203	W117133149	-117.225414	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T29    TACAN RW29	OCN	10	KNZY	OCN	US	SKATE	US	03000	343.1	43.1	N33142633	33.240647	W117250384	-117.417733	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T29    TACAN RW29	POGGI	10	KNZY	PGY	US	SKATE	US	03000	61.7	21.5	N32363722	32.610339	W116584469	-116.979081	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T29-H  HI TACAN RW29	MZB	10	KNZY	MZB	US	MYSTY	US		15.1	21.7	N32465593	32.782203	W117133149	-117.225414	N32280758	32.468772	W117262178	-117.439383	200601
US37755	3	T29-H  HI TACAN RW29	OCN	10	KNZY	OCN	US	MYSTY	US		346.4	46.2	N33142633	33.240647	W117250384	-117.417733	N32280758	32.468772	W117262178	-117.439383	200601
US37755	3	T29-H  HI TACAN RW29	PGY	10	KNZY	PGY	US	MYSTY	US		56.2	24.8	N32363722	32.610339	W116584469	-116.979081	N32280758	32.468772	W117262178	-117.439383	200601
US37755	3	T36    TACAN RW36	MZB	10	KNZY	MZB	US	SKATE	US	03000	13.1	17.7	N32465593	32.782203	W117133149	-117.225414	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T36    TACAN RW36	OCN	10	KNZY	OCN	US	SKATE	US	03000	343.1	43.1	N33142633	33.240647	W117250384	-117.417733	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T36    TACAN RW36	PGY	10	KNZY	PGY	US	SKATE	US	03000	61.7	21.5	N32363722	32.610339	W116584469	-116.979081	N32311476	32.520767	W117232361	-117.389892	200601
US37755	3	T36-H  HI TACAN RW36	MZB	10	KNZY	MZB	US	MYSTY	US		15.1	21.7	N32465593	32.782203	W117133149	-117.225414	N32280758	32.468772	W117262178	-117.439383	200601
US37755	3	T36-H  HI TACAN RW36	OCN	10	KNZY	OCN	US	MYSTY	US	03000	346.4	46.2	N33142633	33.240647	W117250384	-117.417733	N32280758	32.468772	W117262178	-117.439383	200601
US37755	3	T36-H  HI TACAN RW36	PGY	10	KNZY	PGY	US	MYSTY	US	03000	56.2	24.8	N32363722	32.610339	W116584469	-116.979081	N32280758	32.468772	W117262178	-117.439383	200601
US37779	3	S21    VOR RW21	ELP	10	KBIF	ELP	US	EWM	US	05500	351.0	8.2	N31485728	31.815911	W106165478	-106.281883	N31570628	31.951744	W106162064	-106.272400	200606
US37779	3	T21    TACAN RW21	ELP	10	KBIF	ELP	US	EWM	US	05500	351.0	8.2	N31485728	31.815911	W106165478	-106.281883	N31570628	31.951744	W106162064	-106.272400	200606
US37789	3	D17-H  HI VORDME RW17	BLH	10	KYUM	BLH	US	GAFFY	US		336.6	15.2	N33354585	33.596069	W114454026	-114.761183	N33204331	33.345364	W114424235	-114.711764	200512
US37789	3	D17-H  HI VORDME RW17	BLH2	10	KYUM	BLH	US	BZA08	US		336.8	42.2	N33354585	33.596069	W114454026	-114.761183	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	D17-H  HI VORDME RW17	IPL	10	KYUM	IPL	US	GAFFY	US		34.2	53.7	N32445591	32.748864	W115303088	-115.508578	N33204331	33.345364	W114424235	-114.711764	200512
US37789	3	D17-H  HI VORDME RW17	IPL2	10	KYUM	IPL	US	BZA08	US		64.3	45.4	N32445591	32.748864	W115303088	-115.508578	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	D17-Y  VORDME Y RW17	BLH	10	KYUM	BLH	US	BZA08	US	05000	336.8	42.2	N33354585	33.596069	W114454026	-114.761183	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	D17-Y  VORDME Y RW17	IPL	10	KYUM	IPL	US	BZA08	US	04000	64.3	45.4	N32445591	32.748864	W115303088	-115.508578	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	G17    RNAV (GPS) RW17	BZA	10	KYUM	BZA	US	CAZZI	US	04000	338.0	7.0	N32460526	32.768129	W114361023	-114.602840	N32530080	32.883556	W114372903	-114.624731	200602
US37789	3	T03L   TACAN RW03L	BLH	10	KYUM	BLH	US	GROBE	US	05000	338.4	55.3	N33354585	33.596069	W114454026	-114.761183	N32404807	32.680019	W114370325	-114.617570	200513
US37789	3	T03L   TACAN RW03L	BZA	10	KYUM	BZA	US	GROBE	US	04000	354.0	5.3	N32460526	32.768129	W114361023	-114.602840	N32404807	32.680019	W114370325	-114.617570	200513
US37789	3	T03L-H HI TACAN RW03L	BLH	10	KYUM	BLH	US	RADOS	US		334.2	14.4	N33354585	33.596069	W114454026	-114.761183	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T03L-H HI TACAN RW03L	BLH2	10	KYUM	BLH	US	GROBE	US		338.4	55.3	N33354585	33.596069	W114454026	-114.761183	N32404807	32.680019	W114370325	-114.617570	200405
US37789	3	T03L-H HI TACAN RW03L	BZA	10	KYUM	BZA	US	GROBE	US		354.0	5.3	N32460526	32.768129	W114361023	-114.602840	N32404807	32.680019	W114370325	-114.617570	200405
US37789	3	T03L-H HI TACAN RW03L	BZA2	10	KYUM	BZA	US	RADOS	US		337.9	35.8	N32460526	32.768129	W114361023	-114.602840	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T03L-H HI TACAN RW03L	IPL	10	KYUM	IPL	US	RADOS	US		33.7	54.7	N32445591	32.748864	W115303088	-115.508578	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T17-H  HI TACAN RW17	BLH	10	KYUM	BLH	US	GAFFY	US		336.6	15.2	N33354585	33.596069	W114454026	-114.761183	N33204331	33.345364	W114424235	-114.711764	200512
US37789	3	T17-H  HI TACAN RW17	BLH2	10	KYUM	BLH	US	BZA08	US		336.8	42.2	N33354585	33.596069	W114454026	-114.761183	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	T17-H  HI TACAN RW17	IPL	10	KYUM	IPL	US	GAFFY	US		34.2	53.7	N32445591	32.748864	W115303088	-115.508578	N33204331	33.345364	W114424235	-114.711764	200512
US37789	3	T17-H  HI TACAN RW17	IPL2	10	KYUM	IPL	US	BZA08	US		64.3	45.4	N32445591	32.748864	W115303088	-115.508578	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	T17-Y  TACAN Y RW17	BLH	10	KYUM	BLH	US	BZA08	US	05000	336.8	42.2	N33354585	33.596069	W114454026	-114.761183	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	T17-Y  TACAN Y RW17	IPL	10	KYUM	IPL	US	BZA08	US	04000	64.3	45.4	N32445591	32.748864	W115303088	-115.508578	N32540060	32.900167	W114373947	-114.627630	200512
US37789	3	T21R   TACAN RW21R	BLH	10	KYUM	BLH	US	PRSON	US	05000	338.2	47.3	N33354585	33.596069	W114454026	-114.761183	N32484639	32.812885	W114380281	-114.634114	200405
US37789	3	T21R   TACAN RW21R	BZA	10	KYUM	BZA	US	PRSON	US	04000	315.5	3.1	N32460526	32.768129	W114361023	-114.602840	N32484639	32.812885	W114380281	-114.634114	200405
US37789	3	T21R   TACAN RW21R	IPL	10	KYUM	IPL	US	PRSON	US	04000	70.8	44.4	N32445591	32.748864	W115303088	-115.508578	N32484639	32.812885	W114380281	-114.634114	200405
US37789	3	T21R-H HI TACAN RW21R	BLH	10	KYUM	BLH	US	NYL34	US		338.0	42.3	N33354585	33.596069	W114454026	-114.761183	N32534599	32.896109	W114384017	-114.644493	200405
US37789	3	T21R-H HI TACAN RW21R	BLH2	10	KYUM	BLH	US	RADOS	US		334.2	14.4	N33354585	33.596069	W114454026	-114.761183	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T21R-H HI TACAN RW21R	BZA	10	KYUM	BZA	US	RADOS	US		337.9	35.8	N32460526	32.768129	W114361023	-114.602840	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T21R-H HI TACAN RW21R	BZA	20	KYUM	BZA	US	NYL34	US		330.6	7.9	N32460526	32.768129	W114361023	-114.602840	N32534599	32.896109	W114384017	-114.644493	200405
US37789	3	T21R-H HI TACAN RW21R	IPL	10	KYUM	IPL	US	RADOS	US		33.7	54.7	N32445591	32.748864	W115303088	-115.508578	N33213930	33.360916	W114421033	-114.702870	200405
US37789	3	T21R-H HI TACAN RW21R	IPL	20	KYUM	IPL	US	NYL34	US		64.4	44.5	N32445591	32.748864	W115303088	-115.508578	N32534599	32.896109	W114384017	-114.644493	200405
US37845	3	I35    ILS RW35	HUT	10	KZ	HUT	US	BABSY	US	03600	280.6	46.2	N37594891	37.996919	W097560293	-97.934147	N38150590	38.251639	W098512120	-98.855889	200201
US38009	3	I25    ILS RW25	HNN	10	KZ	HNN	US	UGS	US	03000	354.2	30.5	N38451485	38.754125	W082013420	-82.026167	N39152615	39.257264	W082073359	-82.125997	200503
US38009	3	L25    LOC RW25	HNN	10	KZ	HNN	US	UGS	US	03000	354.2	30.5	N38451485	38.754125	W082013420	-82.026167	N39152615	39.257264	W082073359	-82.125997	200503
US38009	3	N25    NDB RW25	HNN	10	KZ	HNN	US	UGS	US	03000	354.2	30.5	N38451485	38.754125	W082013420	-82.026167	N39152615	39.257264	W082073359	-82.125997	200503
US38080	3	G14R   RNAV (GPS) RW14R	CNM	10	KCNM	CNM	US	BICNA	US	06000	322.8	17.6	N32152383	32.256619	W104133380	-104.226055	N32312293	32.523036	W104222785	-104.374403	200408
US38080	3	G21    RNAV (GPS) RW21	CNM	10	KCNM	CNM	US	KEREY	US	06000	13.6	14.2	N32152383	32.256619	W104133380	-104.226055	N32281158	32.469883	W104062030	-104.105639	200412
US38080	3	I03    ILS RW03	CNM	10	KCNM	CNM	US	CARLZ	US	06600	264.1	5.7	N32152383	32.256619	W104133380	-104.226055	N32160032	32.266756	W104201861	-104.338503	200203
US38088	3	D21    VORDME RW21	CHERL	10	KDLH	CHERL	US	DLH08	US	03200	22.3	7.0	N47020157	47.033769	W092035739	-92.065941	N46553286	46.925794	W092074777	-92.129935	199911
US38088	3	D21    VORDME RW21	DLH	10	KDLH	DLH	US	DLH08	US	03200	17.0	8.0	N46480779	46.802163	W092121029	-92.202858	N46553286	46.925794	W092074777	-92.129935	199911
US38088	3	I09    ILS RW09	DLH	10	KDLH	DLH	US	PYKLA	US	03300	287.7	6.8	N46480779	46.802163	W092121029	-92.202858	N46504449	46.845692	W092211798	-92.354994	200604
US38088	3	I09-C  COPTER ILS RW09	DLH	10	KDLH	DLH	US	PYKLA	US	03300	287.7	6.8	N46480779	46.802163	W092121029	-92.202858	N46504449	46.845692	W092211798	-92.354994	200604
US38088	3	I27    ILS RW27	DLH	10	KDLH	DLH	US	ANDOE	US	03200	65.8	6.5	N46480779	46.802163	W092121029	-92.202858	N46501538	46.837606	W092031468	-92.054078	200204
US38088	3	L27    LOC RW27	DLH	10	KDLH	DLH	US	ANDOE	US	03200	65.8	6.5	N46480779	46.802163	W092121029	-92.202858	N46501538	46.837606	W092031468	-92.054078	200513
US38088	3	T21    TACAN RW21	CHERL	10	KDLH	CHERL	US	DLH08	US	03200	22.3	7.0	N47020157	47.033769	W092035739	-92.065941	N46553286	46.925794	W092074777	-92.129935	200211
US38088	3	T21    TACAN RW21	DLH	10	KDLH	DLH	US	DLH08	US	03200	17.0	8.0	N46480779	46.802163	W092121029	-92.202858	N46553286	46.925794	W092074777	-92.129935	200211
US38091	3	B36    LOCDME BC RW36	BET	10	PABE	BET	US	NAPAC	US	02500	4.1	6.0	N60470540	60.784833	W161492763	-161.824342	N60413763	60.693786	W161541326	-161.903683	200609
US38091	3	B36    LOCDME BC RW36	OSE	10	PABE	OSE	US	NAPAC	US	02500	354.0	5.9	N60472870	60.791306	W161522193	-161.872758	N60413763	60.693786	W161541326	-161.903683	200609
US38091	3	D36    VORDME RW36	BET	10	PABE	BET	US	ANEYA	US	02400	15.0	5.5	N60470540	60.784833	W161492763	-161.824342	N60423390	60.709417	W161554095	-161.928042	200409
US38091	3	G18    RNAV (GPS) RW18	ROLLR	10	PABE	ROLLR	US	IRKEW	US	02500	7.7	12.6	N60512293	60.856369	W162122001	-162.205558	N61025936	61.049822	W162022651	-162.040697	200408
US38091	3	G18    RNAV (GPS) RW18	WEEKE	10	PABE	WEEKE	US	PILOC	US	02500	334.5	6.9	N60485114	60.814206	W161251434	-161.420650	N60553829	60.927303	W161274864	-161.463511	200408
US38091	3	G36    RNAV (GPS) RW36	ROLLR	10	PABE	ROLLR	US	LIJHA	US	02500	345.2	12.7	N60512293	60.856369	W162122001	-162.205558	N60384394	60.645539	W162121712	-162.204756	200408
US38091	3	G36    RNAV (GPS) RW36	WEEKE	10	PABE	WEEKE	US	SAHKU	US	02500	0.2	18.6	N60485114	60.814206	W161251434	-161.420650	N60305532	60.515367	W161351016	-161.586156	200408
US38091	3	I18    ILSDME RW18	BET	10	PABE	BET	US	KUSKM	US	01800	2.1	5.0	N60470540	60.784833	W161492763	-161.824342	N60514631	60.862864	W161454536	-161.762600	200307
US38091	3	I18    ILSDME RW18	OSE	10	PABE	OSE	US	KUSKM	US	01800	22.1	5.4	N60472870	60.791306	W161522193	-161.872758	N60514631	60.862864	W161454536	-161.762600	200409
US38181	3	G31    RNAV (GPS) RW31	MOT	10	KZ	MOT	US	OGXEB	US	04500	326.9	20.6	N48153720	48.260333	W101171340	-101.287056	N48345960	48.583222	W101275641	-101.465669	200413
US38603	3	I19    ILS RW19	CARRO	10	KPWT	CARRO	US	CAN	US	03500	348.6	7.0	N47173809	47.293914	W122512743	-122.857619	N47243814	47.410594	W122501962	-122.838783	200513
US38603	3	I19    ILS RW19	CARRO	20	KPWT	CAN	US	WUMOX	US	03500	14.8	12.3	N47243814	47.410594	W122501962	-122.838783	N47350211	47.583919	W122403217	-122.675603	200513
US38603	3	L19    LOC RW19	CARRO	10	KPWT	CARRO	US	CAN	US	03500	348.6	7.0	N47173809	47.293914	W122512743	-122.857619	N47243814	47.410594	W122501962	-122.838783	200513
