BDRY_IDENT	TYPE	NAME	ICAO	CON_AUTH	LOC_HDATUM	WGS_DATUM	COMM_NAME	COMM_FREQ1	COMM_FREQ2	CLASS	CLASS_EXC	CLASS_EX_RMK	LEVEL	UPPER_ALT	LOWER_ALT	RNP	CYCLE_DATE
LF00108	06	BORDEAUX S/CTA PART 2	LFBD	BORDEAUX ACC	WGE	WGE	ACC	125.3   M	125.05  M	D	Y	CLASS E WHEN AQUITAINE TCA PART 5 INACTIVE.	L	FL195	FL115	050	200411
LF00109	07	BREST GUIPAVAS CTLZ	LFRB	IROISE APP/GUIPAVAS TWR	WGE	WGE	IROISE APP	135.825 M		D			L	001500AMSL	SURFACE	050	200504
LF00110	07	CAEN CARPIQUET CTLZ	LFRK	CAEN TWR	WGE	WGE	TWR	124.425 M		D	Y	CLASS D 0500-2100Z++ M-F, 0500-1900Z++ SAT, 0800-2100Z++ SUN, HOL. OT CLASS G.	L	001500AMSL	SURFACE	050	200603
LF00111	07	CALAIS CTLZ	LFAC	CALAIS TWR	WGE	WGE	TWR	118.1   M		D	Y	CLASS D 0800-1800Z++. OTHER TIMES CLASS G.	L	001500AMSL	SURFACE	050	200513
LF00112	07	CARCASSONNE SALVAZA CTLZ	LFMK	CARCASSONNE TWR	WGE	WGE	TWR	121.0   M		D			L	001500AGL	SURFACE	050	200411
LF00114	07	CHERBOURG MAUPERTUS CTLZ	LFRC	CHERBOURG TWR	WGE	WGE	TWR	121.3   M		D	Y	CLASS D 0500-1930Z++ M-F; SAT,SUN,HOL 0800-1700Z WIN, 0700-1700Z SUM. OT CLASS G	L	001500AMSL	SURFACE	050	200603
LF00115	11	NANTES TCA	LFRS	NANTES APP	WGE	WGE	APP	129.875 M		D			L	FL115	01500AMSL	050	200410
LF00116	07	CREIL S/CTLZ PART 1	LFPC	CREIL TWR/DE GAULLE APP	WGE	WGE	TWR	119.7   M	387.450 M	A			L	002500AMSL	SURFACE	050	200601
LF00117	07	CREIL S/CTLZ PART 2	LFPC	CREIL TWR/DE GAULLE APP	WGE	WGE	TWR	119.7   M	387.450 M	A			L	002500AMSL	01200AMSL	050	200601
LF00118	07	DEAUVILLE ST GATIEN CTLZ	LFRG	DEAUVILLE APP/TWR	WGE	WGE	APP TWR	120.35  M	118.3   M	D	Y	CLASS D 0400-2100Z M-F, 0400-1800ZSAT, 0600-2030Z SUN,0600-1800Z HOL, OT CLASS G	L	001500AMSL	SURFACE	050	200603
LF00120	07	DINARD PLEURTUIT CTLZ PART 1	LFRD	DINARD TWR	WGE	WGE	DINARD TWR	120.15  M		D	Y	CLASS D 0615-1945Z++ MON-FRI; 0715-1945Z++ SAT,SUN,HOL. OTHER TIMES CLASS G.	L	002500AMSL	SURFACE	050	200603
LF00121	07	DINARD PLEURTUIT CTLZ PART 2	LFRD	DINARD TWR	WGE	WGE	DINARD TWR	120.15  M		D	Y	CLASS D 0615-1945Z++ MON-FRI; 0715-1945Z++ SAT,SUN,HOL. OTHER TIMES CLASS G.	L	002500AMSL	01500AMSL	050	200603
LF00122	07	FIGARI SUD CORSE CTLZ	LFKF	FIGARI APP	WGE	WGE	TWR	120.3   M		D			L	002500AMSL	SURFACE	050	200410
LF00123	07	GRENOBLE-SAINT GEOIRS CTLZ	LFLS	GRENOBLE-SAINT GEOIRS APP/TWR	WGE	WGE	TWR	119.3   M		D			L	002800AMSL	SURFACE	050	200512
LF00125	07	LANDIVISIAU S/CTLZ	LFRJ	LANDI TWR	WGE	WGE	LANDI TWR	119.2   M	294.6   M	D			L	001500AMSL	SURFACE	050	200601
LF00126	07	LA ROCHELLE ILE DE RE CTLZ	LFBH	LA ROCHELLE APP/TWR	WGE	WGE	APP	119.65  M	118.0   M	D			L	001500AMSL	SURFACE	050	200411
LF00127	07	LANVEOC  S/CTLZ	LFRL	LANVEOC TWR	WGE	WGE	TWR	123.2   M	386.775 M	D			L	001500AMSL	SURFACE	050	200601
LF00128	07	LE HAVRE OCTEVILLE CTLZ	LFOH	LE HAVRE TWR	WGE	WGE	TWR	119.15  M		D	Y	CLASS D 0445-2100Z++ MON-FRI, 0445-1900Z++ SAT, 0700-2100Z++ SUN. OT CLASS G	L	001500AMSL	SURFACE	050	200601
LF00129	07	LE TOUQUET PARIS PLAGE CTLZ	LFAT	LE TOUQUET PARIS PLAGE TWR	WGE	WGE	TWR	118.45  M		D	Y	CLASS D 0700-1900Z++. OT CLASS G.	L	001500AMSL	SURFACE	050	200511
LF00130	07	LESQUIN CTLZ	LFQQ	LILLE APP/TWR	WGE	WGE	LILLE APP	126.475 M	120.275 M	D			L	001500AMSL	SURFACE	050	200410
LF00131	07	LIMOGES-BELLEGARDE CTLZ PART 1	LFBL	LIMOGES APP/TWR	WGE	WGE	APP TWR	119.2   M	118.7   M	D			L	001000AGL	SURFACE	050	200504
LF00132	07	LIMOGES-BELLEGARDE CTLZ PART 2	LFBL	LIMOGES APP/TWR	WGE	WGE	APP TWR	119.2   M	118.7   M	D			L	004000AMSL	01000AGL	050	200605
LF00133	07	MELUN VILLAROCHE CTLZ	LFPM	MELUN TWR	WGE	WGE	TWR	121.1   M		D	Y	CLASS G OUTSIDE AIRPORT HOURS.	L	002500AMSL	SURFACE	050	200410
LF00136	07	NANTES ATLANTIQUE CTLZ	LFRS	NANTES APP	WGE	WGE	APP	129.875 M		D			L	001500AMSL	SURFACE	050	200410
LF00137	07	PARIS CTLZ PART 1	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M	121.15  M	A			L	002500AMSL	01500AMSL	050	200410
LF00138	07	PARIS CTLZ PART 2	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M	121.15  M	A			L	001500AMSL	SURFACE	050	200410
LF00139	07	PARIS CTLZ PART 3	LFPG	DE GAULLE APP	WGE	WGE	DE GAULLE APP	119.85  M	121.15  M	D			L	001500AMSL	SURFACE	050	200410
LF00141	07	PONTOISE CORMEILLES EN VEXIN CTLZ	LFPT	PONTOISE APP/TWR	WGE	WGE	APP TWR	118.8   M	121.2   M	D	Y	CLASS G 2130-0600Z++.	L	001500AMSL	SURFACE	050	200508
LF00143	07	POITIERS-BIARD CTLZ	LFBI	POITIERS APP/TWR	WGE	WGE	APP TWR	130.9   M	118.5   M	D			L	002500AMSL	SURFACE	050	200411
LF00144	07	RENNES ST JACQUES CTLZ	LFRN	RENNES APP/TWR	WGE	WGE	APP TWR	134.0   M	120.5   M	D			L	001500AMSL	SURFACE	050	200410
LF00145	07	SAINT ETIENNE-BOUTHEON CTLZ	LFMH	SAINT ETIENNE APP	WGE	WGE	TWR	122.6   M	118.65  M	D			L	003200AMSL	SURFACE	050	200504
LF00146	11	SAINT ETIENNE TCA	LFMH	SAINT ETIENNE APP	WGE	WGE	APP	122.6   M	118.65  M	D	Y	CLASS E BLW FL115.	L	FL195	02500AMSL	050	200410
LF00147	07	SAINT YAN CTLZ	LFLN	SAINT YAN APP/TWR	WGE	WGE	TWR	122.3   M		D			L	002000AGL	SURFACE	050	200410
LF00150	07	LOURDES CTLZ	LFBT	LOURDES APP/TWR	WGE	WGE	APP	120.3   M	119.05  M	D			L	002500AMSL	SURFACE	050	200504
LF00152	07	TOURS VAL DE LOIRE S/CTLZ	LFOT	TOURS APP/TWR	WGE	WGE	APP TWR	142.45  M	118.3   M	D			L	003500AMSL	SURFACE	050	200504
LF00153	07	VALENCE-CHABEUIL CTLZ	LFLU	VALENCE APP/TWR	WGE	WGE	TWR	120.1   M		D			L	003000AMSL	SURFACE	050	200603
LF00155	07	VILLACOUBLAY S/CTLZ PART 1	LFPV	VILLA APP/TWR	WGE	WGE	VILLA APP	119.425 M	233.675 M	A			L	002500AMSL	SURFACE	050	200601
LF00156	07	VILLACOUBLAY S/CTLZ PART 2	LFPV	VILLA APP/TWR	WGE	WGE	VILLA APP	119.425 M	233.675 M	A			L	002500AMSL	01500AMSL	050	200601
LF00160	07	TOULOUSE BLAGNAC CTLZ PART 1	LFBO	BLAGNAC APP/TWR	WGE	WGE	BLAGNAC APP	121.1   M	118.1   M	D			L	002000AMSL	SURFACE	050	200410
LF00161	07	TOULOUSE BLAGNAC CTLZ PART 2	LFBO	BLAGNAC APP/TWR	WGE	WGE	BLAGNAC APP	121.1   M	118.1   M	D			L	003000AMSL	02000AMSL	050	200410
LF00162	07	TOULOUSE FRANCAZAL S/CTLZ	LFBO	FRANCAZAL APP/TWR	WGE	WGE	FRANCAZAL APP	118.8   M	118.4   M	D			L	003000AMSL	SURFACE	050	200411
LF00163	11	MONTPELLIER TCA PART 6	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL115	FL75	050	200410
LF00164	11	MONTPELLIER TCA PART 7	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL115	01500AMSL	050	200410
LF00165	11	MONTPELLIER TCA PART 8	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL65	02500AMSL	050	200410
LF00166	11	MONTPELLIER TCA PART 9	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL115	03500AMSL	050	200410
LF00167	11	MONTPELLIER TCA PART 10	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL115	03500AMSL	050	200504
LF00168	11	MONTPELLIER TCA PART 11	LFMT	MONTPELLIER APP	WGE	WGE	APP	130.85  M		D			L	FL95	03500AMSL	050	200504
LF00170	07	NICE/COTE D AZUR CTLZ	LFMM	NICE TWR	WGE	WGE	TWR	118.7   M	121.275 M	D			L	003500AMSL	SURFACE	050	200410
LF00171	11	BALE/MULHOUSE - STUTTGART TCA PART NOR	LFSB	STUTTGART APP	WGE	WGE	LANGEN FIS	128.95  M		C	Y	CLASS E BLW FL100.	L	FL145	02500AGL	050	200410
LF00172	11	BALE/MULHOUSE - STUTTGART TCA PART SOU	LFSB	STUTTGART APP	WGE	WGE	LANGEN FIS	128.95  M		C	Y	CLASS D BLW FL100.  CLASS E BLW 5500AMSL	L	FL115	02500AGL	050	200410
LF00173	11	BALE/MULHOUSE - STUTTGART TCA SOUTHWES	LFSB	STUTTGART APP	WGE	WGE	LANGEN FIS	128.95  M		C	Y	CLASS D BLW FL100. CLASS E BLW 3300AMSL.	L	FL115	01000AGL	050	200410
LF00174	11	BALE/MULHOUSE - STUTTGART TCA SOUTHWES	LFSB	STUTTGART APP	WGE	WGE	LANGEN FIS	128.95  M		C	Y	CLASS D BLW FL100. CLASS E BLW 4500AMSL.	L	FL115	01000AGL	050	200410
LF00175	11	BALE/MULHOUSE - ZURICH TCA PART A	LFSB	ZURICH APP	WGE	WGE	ZURICH APP	118.0   M		C	Y	CLASS D BLW FL100.	L	FL115	FL55	050	200410
LF00176	11	BALE/MULHOUSE - ZURICH TCA PART B	LFSB	ZURICH APP	WGE	WGE	ZURICH APP	118.0   M		C	Y	CLASS D BLW FL100.	L	FL105	FL55	050	200410
LF00177	11	BALE/MULHOUSE - ZURICH TCA PART C	LFSB	ZURICH APP	WGE	WGE	ZURICH APP	118.0   M		C	Y	CLASS E BLW 5500 AMSL. CLASS G BLW 2000 AGL.	L	FL105	SURFACE	050	200410
LF00178	11	BALE/MULHOUSE - ZURICH TCA PART D	LFSB	ZURICH APP	WGE	WGE	ZURICH APP	118.0   M		C	Y	CLASS E BLW FL100. CLASS G BLW 2000 AGL.	L	FL105	SURFACE	050	200410
LF00183	07	LANNION CTLZ	LFRO	LANNION TWR	WGE	WGE	TWR	118.4   M		D	Y	CLASS D 0500-2100Z++ MON-FRI, 0800-1800Z++ SAT 0800-2030Z++ SUN,HOL. OT CLASS G.	L	001500AMSL	SURFACE	050	200511
LF00184	11	PONTOISE TCA PART 1	LFPT	PONTOISE APP/TWR	WGE	WGE	APP	118.8   M	119.7   M	D	Y	CLASS G 2130-0600Z++.	L	002500AMSL	01500AMSL	050	200508
LF00185	11	PONTOISE TCA PART 2	LFPT	PONTOISE APP/TWR	WGE	WGE	APP	118.8   M	119.7   M	D	Y	CLASS G 2130-0600Z++.	L	002500AMSL	01500AMSL	050	200508
LF00189	11	PYRENEES TCA PART 2	LFBT	APP	WGE	WGE	APP	121.175 M		D			L	FL115	03500AMSL	050	200504
LF00191	10	MONT DE MARSAN TCC	LFBW	MONT DE MARSAN TCC	WGE	WGE	MARINA	143.55  M	317.5   M				B	FL600	SURFACE		200410
LF00192	10	NICE TCC	LFMJ	NICE TCC	WGE	WGE	RHODIA	143.55  M	317.5   M				B	FL600	SURFACE		200410
LF00193	10	LYON TCC	LFXV	LYON TCC	WGE	WGE	RAMBERT	143.55  M	317.5   M				B	FL600	SURFACE		200410
LF00194	10	DRACHENBRONN TCC	LFYA	DRACHENBRONN TCC	WGE	WGE	RIESLING	143.55  M	317.5   M				B	FL600	SURFACE	050	200410
LF00195	10	CINQ MARS LA PILE TCC	LFXO	CINQ MARS LA PILE TCC	WGE	WGE	RAKI	143.55  M	317.5   M				B	FL600	SURFACE		200410
LF00198	07	CHAMBERY-AIX-LES BAINS CTLZ	LFLB	CHAMBERY APP/TWR	WGE	WGE	TWR	118.3   M	121.2   M	D			L	003500AMSL	SURFACE	050	200512
LF00199	11	CHAMBERY TCA PART 1	LFLB	CHAMBERY APP CON	WGE	WGE	APP	123.7   M		E			L	FL95	01000AGL	050	200511
LF00200	11	CHAMBERY TCA PART 2	LFLB	CHAMBERY APP	WGE	WGE	APP	123.7   M		E			L	FL115	FL95	050	200512
LF00201	11	RENNES TCA PART 1	LFRN	RENNES APP	WGE	WGE	APP	134.0   M		D			L	003500AMSL	01500AMSL	050	200410
LF00202	11	RENNES TCA PART 2	LFRN	RENNES APP	WGE	WGE	APP	134.0   M		D			L	FL65	03500AMSL	050	200410
LF00203	11	RENNES TCA PART 3	LFRN	RENNES APP	WGE	WGE	APP	134.0   M	124.9   M	D			L	FL115	FL65	050	200505
LF00210	07	COLMAR S/CTLZ	LFSC	COLMAR TWR	WGE	WGE	TWR	122.1   M		D			L	003000AMSL	SURFACE		200512
LF00211	11	SEINE TCA PART 1	LFPM	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	E			L	003500AMSL	02500AMSL	050	200410
LF00212	11	SEINE TCA PART 2	LFQB	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	E			L	FL55	02000AMSL	050	200410
LF00213	11	SEINE TCA PART 3	LFLF	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	E			L	FL65	02000AMSL	050	200410
LF00214	11	SEINE TCA PART 4	LFLF	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	E			L	FL55	02000AMSL	050	200410
LF00215	06	COLMAR S/CTA PART 1	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL145	03000AMSL	050	200411
LF00216	06	COLMAR S/CTA PART 2	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	006200AMSL	03000AMSL	050	200411
LF00217	06	COLMAR S/CTA PART 3	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	006200AMSL	04100AMSL	050	200505
LF00218	06	COLMAR S/CTA PART 4	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL145	06200AMSL	050	200411
LF00219	06	COLMAR S/CTA PART 5	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL145	06200AMSL	050	200411
LF00220	06	COLMAR S/CTA PART 6	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL115	05000AMSL	050	200411
LF00221	06	COLMAR S/CTA PART 7	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL145	05000AMSL	050	200411
LF00222	06	COLMAR S/CTA PART 8	LFSC	COLMAR APP CON	WGE	WGE	APP	118.95  M		D			L	FL195	FL145	050	200411
LF00223	06	ALPES LTA PART 1	LFMM	MARSEILLE APP CON	WGE	WGE	APP	127.9   M		E			L	FL195	FL115		200512
LF00224	06	ALPES LTA PART 2 VECORS	LFMM	MARSEILLE APP CON	WGE	WGE	APP	127.9   M		E			L	FL125	FL115		200410
LF00225	06	ALPES LTA PART 3 BELLEDONNE	LFMM	MARSEILLE APP CON	WGE	WGE	APP	127.9   M		E			L	FL145	FL115		200504
LF00226	06	ALPES LTA PART 4 BAUGES	LFMM	MARSEILLE APP	WGE	WGE	APP	127.9   M		E			L	FL125	FL115		200410
LF00227	06	ALPES LTA PART 5 VANOISE	LFMM	MARSEILLE APP CON	WGE	WGE	APP	127.9   M		E			L	FL175	FL115		200504
LF00228	11	STRASBOURG ENTZHEIM TCA STUTTGART NORT	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		E			L	FL75	02500AGL	050	200410
LF00229	11	STRASBOURG ENTZHEIM TCA STUTTGART SOUT	LFST	STRASBOURG APP	WGE	WGE	APP	120.7   M		E			L	FL95	01000AGL	050	200603
LF00230	11	PROVENCE TCA PART 1	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	02500AMSL	050	200504
LF00231	11	PROVENCE TCA PART 2	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D	Y	CLASS E DURING SALON ATS HRS.	L	004500AMSL	02000AGL	050	200410
LF00232	11	PROVENCE TCA PART 3	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	04500AMSL	050	200410
LF00233	11	PROVENCE TCA PART 4	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	FL55	050	200410
LF00234	11	PROVENCE TCA PART 5	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	FL45	050	200410
LF00235	11	PROVENCE TCA PART 6	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	04500AMSL	050	200410
LF00236	11	PROVENCE TCA PART 7	LFML	PROVENCE APP	N	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	03000AMSL	050	200410
LF00237	11	PROVENCE TCA PART 8	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D	Y	CLASS E BLW 4500AMSL.	L	FL195	02000AGL	050	200410
LF00238	11	PROVENCE TCA PART 9	LFML	PROVENCE APP/MARSEILLE CON	WGE	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	FL65	050	200410
LF00239	11	PROVENCE TCA PART 10	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	FL75	050	200410
LF00240	11	PROVENCE TCA PART 11	LFML	PROVENCE APP	N	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	FL55	050	200410
LF00241	11	PROVENCE TCA PART 12	LFML	AVIGNON APP	WGE	WGE	AVIGNON APP	120.875 M		E			L	FL65	02000AMSL	050	200410
LF00242	11	PROVENCE TCA PART 13	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	02000AGL	050	200410
LF00243	11	PROVENCE TCA PART 14	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D	Y	CLASS E BLW FL115.	L	FL195	02000AGL	050	200410
LF00244	11	PROVENCE TCA PART 15	LFML	PROVENCE APP	WGE	WGE	APP	120.2   M		D			L	FL195	03000AMSL	050	200504
LF00245	07	AVIGNON CAUMONT CTLZ	LFMV	AVIGNON TWR/APP	WGE	WGE	TWR	122.6   M		D			L	002000AGL	SURFACE	050	200511
LF00246	07	PROVENCE CTLZ	LFML	PROVENCE  APP	WGE	WGE	PROVENCE TWR	119.5   M	123.725 M	D			L	002500AMSL	SURFACE	050	200504
LF00248	11	PROVENCE TCA PART 16	LFML	AVIGNON APP	WGE	WGE	AVIGNON APP	120.875 M		D			L	FL195	02000AGL	050	200504
LF00249	07	RODEZ MARCILLAC CTLZ PART 1	LFCR	BORDEAUX CON	WGE	WGE	APP	125.375 M	118.125 M	D			L	001000AGL	SURFACE	050	200504
LF00250	07	RODEZ MARCILLAC CTLZ PART 2	LFCR	BORDEAUX CON	WGE	WGE	APP	125.375 M	118.125 M	D			L	005000AMSL	01000AGL	050	200504
LF00251	07	QUIMPER PLUGUFFAN CTLZ	LFRQ	QUIMPER TWR	WGE	WGE	QUIMPER TWR	118.625 M		D			L	002500AMSL	SURFACE	050	200603
LF00253	11	POITIERS TCA PART 5	LFFF	BORDEAUX ACC	WGE	WGE	APP	130.9   M	118.5   M	E			L	FL65	03000AMSL	050	200410
LF00254	11	POITIERS TCA PART 4	LFFF	BORDEAUX ACC	WGE	WGE	APP	130.9   M	118.5   M	E			L	FL65	02500AMSL	050	200410
LF00255	07	BEZIERS VIAS CTLZ PART 1	LFMU	BEZIERS TWR	WGE	WGE	TWR	120.175 M		D			L	001500AMSL	SURFACE	050	200603
LF00256	07	BEZIERS VIAS CTZL PART 2	LFMU	BEZIERS TWR	WGE	WGE	TWR	120.175 M		D			L	001500AMSL	00800AMSL		200603
LF00258	07	CANNES MANDELIEU CTLZ PART 1	LFMD	CANNES TWR	WGE	WGE	TWR	118.3   M		D			L	002500AMSL	SURFACE	050	200504
LF00259	07	CANNES MANDELIEU CTLZ PART 2	LFMD	CANNES TWR	WGE	WGE	TWR	118.3   M		D			L	002500AMSL	00800AMSL	050	200504
LF00262	07	ROUEN VALLEE DE SEINE CTLZ	LFOP	ROUEN APP/TWR	WGE	WGE	APP TWR	118.575 M	120.2   M	D			L	002000AMSL	SURFACE	050	200603
LF00263	11	CLERMONT-FERRAND TCA PART 1	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D			L	FL195	01000AGL	050	200504
LF00264	11	CLERMONT-FERRAND TCA PART 2	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D	Y	CLASS E BLW 5500 AMSL	L	FL195	01000AGL	050	200504
LF00265	11	CLERMONT-FERRAND TCA PART 3	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D	Y	CLASS E BLW FL115	L	FL195	01000AGL	050	200504
LF00266	11	CLERMONT-FERRAND TCA PART 4	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D	Y	CLASS E BLW FL85	L	FL195	01000AGL	050	200504
LF00267	11	CLERMONT-FERRAND TCA PART 5	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D			L	FL195	FL85	050	200504
LF00268	11	CLERMONT-FERRAND TCA PART 6	LFLC	CLERMONT APP	WGE	WGE	APP	128.625 M		D	Y	CLASS E BLW FL85	L	FL195	FL65	050	200504
LF00269	07	CLERMONT-FERRAND CTLZ	LFLC	CLERMONT APP/TWR	WGE	WGE	APP	128.625 M		D			L	002700AMSL	SURFACE	050	200410
LF00270	07	BERGERAC ROUMANIERE CTLZ	LFBE	BERGERAC TWR	WGE	WGE	TWR	121.125 M	120.5   M	D			L	002000AMSL	SURFACE	050	200504
LF00271	07	AGEN LA GARENNE CTLZ	LFBA	AGEN APP/TWR	WGE	WGE	APP TWR	119.15  M	121.3   M	D			L	002000AMSL	SURFACE	050	200504
LF00272	11	SEINE TCA PART 5	LFPM	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	D	Y	CLASS D 0500-2100Z++ MON-FRI EXC HOL. OT CLASS G.	L	003500AMSL	01500AMSL	050	200603
LF00273	11	SEINE TCA PART 6	LFPM	SEINE APP/RADAR	WGE	WGE	APP RADAR	118.05  M	121.65  M	E	Y	CLASS E 0500-2100Z++ MON-FRI EXC HOL. OT CLASS G.	L	003500AMSL	01500AMSL	050	200603
LF00277	11	TOULOUSE TCA PART 3	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	C			L	FL115	FL65	050	200511
LF00278	11	TOULOUSE TCA PART 4	LFBO	TOULOUSE APP	WGE	WGE	APP	129.3   M	125.175 M	D			L	FL115	FL65	050	200511
LF00280	07	METZ NANCY LORRAINE CTLZ PART 1	LFJL	LORRAINE TWR/APP	WGE	WGE	LORRAINE TWR APP	118.2   M	119.125 M	D			L	003000AMSL	SURFACE	050	200603
LF00281	07	METZ NANCY LORRAINE CTLZ PART 2	LFJL	LORRAINE TWR/APP	WGE	WGE	LORRAINE TWR APP	118.2   M	119.125 M	D			L	002000AMSL	SURFACE	050	200603
LF00283	07	LYON BRON CTLZ	LFLY	BRON APP/TWR	WGE	WGE	BRON TWR	118.1   M		D			L	002500AMSL	SURFACE	050	200410
LF00284	07	LYON-SAINT EXUPERY CTLZ	LFLL	SAINT EXUPERY APP/TWR	WGE	WGE	SAINT EXUPERY TWR	120.45  M	340.6   M	D			L	002500AMSL	SURFACE	050	200410
LF00285	07	NANCY CTLZ	LFSO	OCHEY TWR/APP	WGE	WGE	OCHEY TWR APP	122.1   M	127.25  M	D			L	002500AMSL	SURFACE	050	200603
LF00286	07	DIJON S/CTLZ	LFSD	DIJON APP	WGE	WGE	APP	129.025 M		D			L	FL55	SURFACE	050	200411
LF00288	07	HYERES S/CTLZ	LFTH	TOULON APP/HYERES TWR	WGE	WGE	TWR	121.0   M	121.8   M	D			L	001000AGL	SURFACE	050	200411
LF00289	07	ISTRES S/CTLZ	LFMI	ISTRES APP/TWR	WGE	WGE	TWR	122.1   M	123.6   M	D			L	002000AGL	SURFACE	050	200411
LF00290	07	NIMES GARONS S/CTLZ	LFTW	GARONS TWR	WGE	WGE	GARONS TWR	123.2   M		D			L	003500AMSL	SURFACE	050	200504
LF00291	07	ORANGE S/CTLZ	LFMO	ORANGE APP/TWR	WGE	WGE	APP	118.925 M	142.145 M	D			L	FL65	SURFACE	050	200411
LF00294	06	RHONE S/CTA PART 1	LFMM	RHONE CON	WGE	WGE	CON	120.35  M		D			L	FL195	02000AGL	050	200411
LF00295	06	RHONE S/CTA PART 2	LFMM	RHONE CON	WGE	WGE	CON	120.35  M		D			L	FL195	02000AGL	050	200411
LF00296	06	RHONE S/CTA PART 3	LFMM	RHONE CON	WGE	WGE	CON	120.35  M		D			L	FL195	02000AGL	050	200411
LF00297	06	RHONE S/CTA PART 4	LFMM	RHONE CON	WGE	WGE	CON	120.35  M		D			L	FL195	FL135	050	200411
LF00299	11	BASTIA TCA PART 3	LFKB	BASTIA APP	WGE	WGE	APP	127.25  M		E			L	005500AMSL	01000AGL	050	200410
LF00300	11	BASTIA TCA PART 4	LFKB	BASTIA APP	WGE	WGE	APP	127.25  M		D	Y	CLASS E BLW FL115.	L	FL195	01800AGL	050	200410
LF00301	11	BASTIA TCA PART 5	LFKB	BASTIA APP	WGE	WGE	APP	127.25  M		E			L	009900AMSL	02000AGL	050	200410
LF00302	06	TOULON HYERES S/CTA PART 1-1	LFTH	HYERES APP/TOULON APP	WGE	WGE	APP	118.825 M		D			L	FL55	01000AGL	050	200504
LF00303	06	TOULON HYERES S/CTA PART 1-2	LFTH	HYERES APP/TOULON APP	WGE	WGE	APP	118.825 M		D			L	FL115	FL55	050	200504
LF00304	06	TOULON HYERES S/CTA PART 1-3	LFTH	HYERES APP/TOULON APP	WGE	WGE	APP	118.825 M		D			L	FL165	FL115	050	200504
LF00305	06	TOULON HYERES S/CTA PART 1-4	LFTH	HYERES APP/TOULON APP	WGE	WGE	APP	118.825 M		D			L	FL195	FL165	050	200504
LF00308	06	TOULON HYERES S/CTA PART 2	LFTH	HYERES APP/TOULON APP	WGE	WGE	APP	126.325 M		D			L	004500AMSL	01000AGL	050	200504
LF00316	07	LORIENT LANN-BIHOUE S/CTLZ PART 1	LFRH	TWR	WGE	WGE	TWR	122.7   M	386.725 M	D			L	003000AMSL	SURFACE	050	200601
LF00317	07	LORIENT LANN-BIHOUE S/CTLZ PART 2	LFRH	TWR	WGE	WGE	TWR	122.7   M	386.725 M	D			L	003000AMSL	01000AMSL	050	200601
