ARF_IDENT	DIRECTION	ICAO	TYPE	CTRY	LOC_HDATUM	WGS_DATUM	PRI_FREQ	BKP_FREQ	APN_CODE	APX_CODE	RECEIVER	TANKER	ALT1_DESC	REFUEL1_ALT1	REFUEL1_ALT2	ALT2_DESC	REFUEL2_ALT1	REFUEL2_ALT2	ALT3_DESC	REFUEL3_ALT1	REFUEL3_ALT2	SCH_UNIT	ATC	CYCLE_DATE
AR639A		KZAB	A	US	WGE	WGE	291.900	319.500	130	21	31	094	BT	13000	FL280							355th Wing Davis-Monthan AFB, AZ 228-4952/5777 520-228-4952/5777	Albuquerque ARCP- EXIT-	200412
AR640A		KZAU	A	US	WGE	WGE	305.500	320.900	131	51	51	114	AA	FL180								ANG CRTC Volk Field ANGB, WI 871-1445	Chicago ENTRY-	200410
AR640B		KZAU	A	US	WGE	WGE	291.900	320.900	110	61	50	113	AA	FL180								ANG CRTC Volk Field ANGB, WI 871-1445	Chicago ENTRY-	200410
AR641A		KZLA	A	US	WGE	WGE	295.400	319.500	131	21	31	094	BT	12000	FL230							554 RS/RSOO Nellis AFB, NV 348-4778/4110 702-653-4778/4110	Los Angeles ARCP-343.6 EXIT-343.6	200601
AR642E	E	KZLC	A	US	WGE	WGE	291.650	319.500	132	61	50	113	BT	17000	FL280							388 RANS/RST Hill AFB, UT 777-4401 801-777-4401	Salt Lake City ARCP- EXIT-	200506
AR642W	W	KZLC	A	US	WGE	WGE	291.650	319.500	132	61	50	113	BT	17000	FL280							388 RANS/RST Hill AFB, UT 777-4401 801-777-4401	Salt Lake City ARCP- EXIT-	200506
AR643		KZDV	A	US	WGE	WGE	279.800	260.200	110	51	52	115	BT	FL200	FL230							140 TFW 877-9470	Denver ARCP-335.5/317.5	200412
AR644	N	KZAB	A	US	WGE	WGE	324.400	319.500	120	31	51	114	BT	FL200	FL260							49 OSS/OSOS Holloman AFB, NM 572-3536 505-572-3536	Albuquerque ARCP-257.6 EXIT-257.6	200605
AR644	S	KZAB	A	US	WGE	WGE	324.400	319.500	120	31	51	114	BT	FL200	FL260							49 OSS/OSOS Holloman AFB, NM 572-3536 505-572-3536	Albuquerque ARCP-284 EXIT-257.6	200605
AR645		KZSE	A	US	WGE	WGE	324.400	292.600	131	21	50	113	BT	FL200	FL230							114 FS Kingsley Field - Klamath Falls, OR 830-6686	Seattle ARCP-351.7 EXIT-351.7	200410
AR646		KZHU	A	US	WGE	WGE	238.900	260.200	114	51	30	093	BT	FL240	FL260							552 0SS/OSOS Tinker AFB, OK 884-1203/1204 405-734-1203/1204	Houston ENTRY-	200410
AR647		KZAB	A	US	WGE	WGE	283.900	319.500	131	31	30	093	BT	10000	FL290							56 RMO/ARO Luke AFB, AZ 896-7654 623-856-7654	Albuquerque ARCP-	200412
AR647A		KZAB	A	US	WGE	WGE	283.900	319.500	131	31	30	093	BT	10000	14000							56 RMO/ASMS Luke AFB, AZ 896-7654 623-856-7654	Albuquerque ARCP-	200412
AR648A		KZLC	A	US	WGE	WGE	238.900	319.500	140	41	51	114	BT	FL190	FL230							151 AREFG Salt Lake City, UT 245-2274/2273 801-245-2274/2273	Salt Lake City ARCP-269 EXIT-363.15	200412
AR648B		KZLC	A	US	WGE	WGE	238.900	319.500	140	41	51	114	BT	FL190	FL230							151 AREFG Salt Lake City, UT 245-2274/2273 801-245-2274/2273	Salt Lake City ARCP-269 EXIT-363.15	200412
AR649		KZLA	A	US	WGE	WGE	286.300	319.500	110	51	50	113	BT	08000	10000	BT	10000	FL220				755 OSS, Davis-Monthan AFB, AZ 228-5729 520-228-5729	Los Angeles ARCP-	200509
AR650		KZAB	A	US	WGE	WGE	295.800	260.200	110	41	50	113	BT	FL180	FL290							47 FTW/86 FTS Laughlin AFB, TX. (SS-SR, 7 OSS/OSOS) 732-5584 (SS-SR, 461-3665) 8	Albuquerque ARCP- EXIT-	200503
AR651		KZLA	A	US	WGE	WGE	276.500	319.500	121	51	33	096	BT	FL200	FL260							FACSFAC San Diego 735-1757 619-545-1757	Los Angeles ARCP-338.3 EXIT-338.3	200412
AR652	N	KZAB	A	US	WGE	WGE	249.525	255.775	113	61	29	092	BT	12000	18000							49 OSS/OSOS Holloman AFB, NM 572-3536 505-572-3536	Albuquerque ARCP-343.6 EXIT-343.6	200605
AR652	S	KZAB	A	US	WGE	WGE	249.525	255.775	113	61	29	092	BT	12000	18000							49 OSS/OSOS Holloman AFB, NM 572-3536 505-572-3536	Albuquerque ARCP-343.6 EXIT-343.6	200605
AR652A		KZAB	A	US	WGE	WGE	249.525	255.775	113	61	29	092	BT	15000	FL200							49 OSS/OSOS Holloman AFB, NM 572-3536	Albuquerque ARCP-343.6 EXIT-343.6	200412
AR652B		KZAB	A	US	WGE	WGE	249.525	255.775	113	61	29	092	BT	15000	FL200							49 OSS/OSOS Holloman AFB, NM 572-3536	Albuquerque ARCP-343.6 EXIT-343.6	200412
AR653		KZKC	A	US	WGE	WGE	324.400	260.200	140	31	29	092	BT	FL180	FL220							184 ARW Kansas ANG McConnell AFB, KS 743-7187 (1330-2215Z++ wkd)	Kansas City ARCP-363.2 EXIT-363.2	200412
AR654		KZSE	A	US	WGE	WGE	341.400	260.200	212	51	55	118	BT	10000	16000							W AD Sector McChord AFB, WA 382-4604	Seattle ARCP-	200412
AR655		KZMA	A	US	WGE	WGE	276.500	319.700	121	61	52	115	BT	FL200	FL280							347 Rescue Wing, MacDill AFB, FL 968-4641 813-828-4641	Miami ARCP-307.3 EXIT-304.3	200412
AR657		KZLA	A	US	WGE	WGE							BT	FL200	FL260							FACSFAC San Diego 735-1757 619-545-1757	Beaver Control FACSFAC San Diego ARCP-	200412
AR658		KZAB	A	US	WGE	WGE							BT	FL180	FL290							56 OSS/OSRS Luke AFB, AZ 896-7654 623-856-7654	Albuquerque ARCP-	200412
AR659		KZLC	A	US	WGE	WGE	291.650	319.500	132	61	50	113	BT	FL180	FL280							388 RANS/RST Hill AFB, UT 777-4401 801-777-4401	Salt Lake City ARCP-	200506
AR662V		KZOA	A	US	WGE	WGE							BT	01200	03700							129 RQW Moffett Federal Afld, CA 359-9356/7 650-603-9356/7	NAS Lemoore RATCF ARCP-124.1/318.8 EXIT-124.1/318.8	200412
AR667		KZLA	A	US	WGE	WGE	318.000	264.900	140	21	55	118	BT	8000	FL190							CSFWP Lemoore NAS, CA 949-1034	Lemoore RATCF Lemoore NAS, CA ARCP-286	200412
AR669		KZKC	A	US	WGE	WGE	394.900	384.600	141	51	55	118	BT	FL250	FL270							71 OSS/OSOP Vance AFB, OK 448-7850 580-213-7850	Kansas City ARCP-133.2/263.1 ARIP-133.2/263.1	200412
AR672		KZAB	A	US	WGE	WGE	249.500	310.425	131	61	15	078	BT	9000	14000							27 OSS/OSOH Cannon AFB, NM 681-2279 505-784-2279	Albuquerque ARCP-127.85/351.7	200412
AR674		KZAB	A	US	WGE	WGE	341.400	260.200	211	51	55	118	BT	12000	16000							58 OSS/DOO Kirtland AFB, NM 263-5979/5888/5701 505-853-5979/5888/5701	Albuquerque ARCP-128.8/307.2	200511
AR678		KZDV	A	US	WGE	WGE	280.400	377.700	112	21	54	117	BT	FL190	FL260							28 OSS/OSXS Ellsworth AFB, SD 675-4246 (After hours Raymond 33, 675-3800) 605-38	Denver ARCP-338.2	200412
AR716		KZMA	A	US	WGE	WGE	283.900	319.700	122	41	50	113	BT	FL220	FL280							347 Rescue Wing, MacDill AFB, FL 968-4641 813-828-4641	Miami ARCP-363.1 EXIT-363.1	200412
AR717A		KZSE	A	US	WGE	WGE	283.900	292.600	112	31	50	113	BT	FL250	FL280							NAS Whidbey Island, (N38) Oak Harbor, WA 820-2877 360-257-2877	Seattle ARCP-291.6 EXIT-291.6	200412
AR717B		KZSE	A	US	WGE	WGE	283.900	292.600	112	31	50	113	BT	FL250	FL280							NAS Whidbey Island, (N38) Oak Harbor, WA 820-2877 360-257-2877	Seattle ARCP-291.6 EXIT-291.6	200412
AR719		PAZA	A	US	WGE	WGE	270.200	263.900	121	31	31	094	BT	14000	17000	BT	FL240	FL290				354 OSS/OSCR Eielson AFB, AK 317-377-2104/3005 907-377-2104/3005	Anchorage ARCP-284.7 EXIT-284.7	200412
AR720	NE	PAZA	A	US	WGE	WGE	276.700	263.900	131	41	32	095	BT	FL240	FL290							354 OSS/OSCR Eielson AFB, AK 317-377-3005 907-377-3005	Anchorage ARCP-360.8 EXIT-360.8	200412
AR720	SW	PAZA	A	US	WGE	WGE	276.700	263.900	131	41	32	095	BT	FL240	FL290							354 OSS/OSCR Eielson AFB, AK 317-377-3005 907-377-3005	Anchorage ARCP-360.8 EXIT-269	200412
AR721	NE	PAZA	A	US	WGE	WGE	270.200	263.900	121	31	31	094	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-354 EXIT-354	200412
AR721	SW	PAZA	A	US	WGE	WGE	270.200	263.900	121	31	31	094	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-354 EXIT-354	200412
AR722	NE	PAZA	A	US	WGE	WGE	276.700	263.900	131	41	32	095	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5E EXIT-354E	200412
AR722	SW	PAZA	A	US	WGE	WGE	276.700	263.900	131	41	32	095	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5W EXIT-317.5W	200412
AR723		PAZA	A	US	WGE	WGE	278.400	263.900	141	51	33	096	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5 EXIT-379.1	200412
AR724		PAZA	A	US	WGE	WGE	278.400	263.900	141	51	33	096	BT	FL200	FL250							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5 EXIT-379.1	200412
AR725	NW	PAZA	A	US	WGE	WGE	283.800	263.900	112	61	50	113	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-284.7W EXIT-317.5W	200412
AR725	SE	PAZA	A	US	WGE	WGE	283.800	263.900	112	61	50	113	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5E EXIT-284.7E	200412
AR727	NW	PAZA	A	US	WGE	WGE	270.200	263.900	121	31	31	094	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5W EXIT-317.5W	200412
AR727	SE	PAZA	A	US	WGE	WGE	270.200	263.900	121	31	31	094	BT	FL240	FL290							3 OSS/DOTS Elmendorf AFB, AK 317-552-2406/5470 907-552-2406/5470	Anchorage ARCP-317.5E EXIT-317.5E	200412
AR7A		KZSE	T	US	WGE	WGE	276.500	319.500	112	31	51	114	BT	FL240	FL310							60 OSS/AO Travis AFB, CA 837-5582/1038 707-424-5582-1038	Seattle ARCP-327.1E Oakland EXIT-269.1E	200410
AR7B		KZOA	T	US	WGE	WGE	295.400	319.500	110	61	52	115	BT	FL240	FL310							60 OSS/AO Travis AFB, CA 837-5582/1038 707-424-5582/1038	Oakland ARCP-269.1W Seattle EXIT-327.1W	200410
AR800	NE	PGUA	T	GQ	WGE	WGE	314.300	378.400	221	51	30	093	BT	FL250	FL280							36 EOG SCHEDULING 315-366-3042	GUAM ARCP-255.4/263 EXIT-255.4/263	200412
AR800	SW	PGUA	T	GQ	WGE	WGE	314.300	378.400	221	51	30	093	BT	FL250	FL280							36 EOG SCHEDULING 315-366-3042	GUAM ARCP/EXIT 255.4 263.0	200412
AR801	E	PGUA	T	GQ	WGE	WGE	276.500	378.400	321	21	32	095	BT	FL210	FL290							36 EOG SCHEDULING 315-366-3042	GUAM ARCP-255.4/263 EXIT-255.4/263	200505
AR801	W	PGUA	T	GQ	WGE	WGE	276.400	378.400	321	21	32	095	BT	FL210	FL290							36 EOG SCHEDULING 315-366-3042	GUAM ARCP-255.4/263 EXIT-255.4/263	200412
AR803	NW	PGUA	T	GQ	WGE	WGE	297.750	378.400	131	61	33	096	BT	FL260	FL290							36 EOG SCHEDULING 315-366-3042	GUAM and OAKLAND ARCP-	200412
AR803	SE	PGUA	T	GQ	WGE	WGE	297.750	378.400	131	61	33	096	BT	FL260	FL290							36 EOG SCHEDULING 315-366-3042	GUAM and OAKLAND ARCP-	200412
AR804	NW	PGUA	T	GQ	GUA	WGE	358.825	378.400	123	41	29	092	BT	FL260	FL290							36 EOG SCHEDULING 315-366-3042	OAKLAND ARCP- EXIT-	200412
AR804	SE	PGUA	T	GQ	GUA	WGE	358.825	378.400	123	41	29	092	BT	FL260	FL290							36 EOG SCHEDULING 315-366-3042	OAKLAND ARCP- EXIT-	200412
AR805	E	PGUA	T	GQ	WGE	WGE	336.700	378.400	112	21	31	094	BT	FL270	FL300							36 EOG SCHEDULING 315-366-3042	GUAM and OAKLAND ARCP- EXIT-	200412
AR805	W	PGUA	T	GQ	WGE	WGE	336.700	378.400	112	21	31	094	BT	FL270	FL300							36 EOG SCHEDULING 315-366-3042	GUAM and OAKLAND ARCP- EXIT-	200412
AR808		PGUA	T	GQ	WGE	WGE	314.300	335.850	221	51	30	093	AT	FL280								36 EOG SCHEDULING 315-366-3042	GUAM CERAP / OAKLAND ARCP- EXIT-	200412
AR809	N	PGUA	T	GQ	WGE	WGE	263.475	335.850	312	61	33	096	BT	FL250	FL310							36 EOG SCHEDULING 315-366-3042	GUAM CERAP / OAKLAND ARCP- EXIT-	200412
AR809	S	PGUA	T	GQ	WGE	WGE	263.475	335.850	312	61	33	096	BT	FL250	FL310							36 EOG SCHEDULING 315-366-3042	GUAM CERAP / OAKLAND ARCP- EXIT-	200412
AR8A		KZSE	T	US	WGE	WGE	295.800	319.500	121	51	33	096	BT	FL240	FL330							60 OSS/AO Travis AFB, CA 837-5582/1038 707-424-5582/1038	Seattle ARCP-360.7E EXIT-360.7E	200410
AR8B		KZSE	T	US	WGE	WGE	305.500	319.500	122	41	32	095	BT	FL240	FL330							60 OSS/AO Travis AFB, CA 837-5582/1038 707-424-5582/1038	Seattle ARCP-360.7W EXIT-279.6W	200410
AR9	E	KZLC	T	US	WGE	WGE	238.900	292.600	111	21	30	093	BT	FL240	FL270	BT	FL310	FL330				120 FW Great Falls, IAP, MT 791-0192	Salt Lake City ARCP-251.1E EXIT-269.4E	200410
AR9	W	KZLC	T	US	WGE	WGE	238.900	292.600	111	21	30	093	BT	FL240	FL270	BT	FL310	FL330				120 FW Great Falls, IAP, MT 791-0192	Salt Lake City ARCP-317.6W EXIT-251.1W	200410
AR900	NE	KZOA	T	MQ	WGE	WGE	315.800	335.850	123	41	61	124	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARCP-126.6/284.6 SAN FRANCISCO ARINC ARCP-131.95	200412
AR900	SW	KZOA	T	MQ	WGE	WGE	315.800	335.850	123	41	61	124	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARCP-126.6/284.6 SAN FRANCISCO ARINC ARCP-131.95	200412
AR901	E	KZOA	T	MQ	WGE	WGE	314.300	243.300	111	21	30	093	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARIP-127.6/291.6 SAN FRANCISCO ARINC ARIP-131.95	200412
AR901	W	KZOA	T	MQ	WGE	WGE	314.300	243.300	111	21	30	093	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARIP-127.6/296.1 SAN FRANCISCO ARINC ARIP-131.95	200412
AR902	E	KZOA	T	MQ	WGE	WGE	336.700	335.850	211	31	51	114	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARIP-126.6/284.6 SAN FRANCISCO ARINC ARIP-131.95	200511
AR902	W	KZOA	T	MQ	WGE	WGE	336.700	335.850	211	31	51	114	BT	23000	27000	BT	18000	22000				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	HONOLULU ARIP-126.6/284.6 SAN FRANCISCO ARINC ARIP-131.95	200511
AR903	E	KZOA	T	MQ	WGE	WGE	315.800	335.850	121	51	50	113	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808448-8366	HONOLULU ARCP-119.9/306.9 EXIT-126.5/269.4 SAN FRANCISCO ARINC ARIP-131.95	200412
AR903	W	KZOA	T	MQ	WGE	WGE	315.800	335.850	121	51	50	113	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808448-8366	HONOLULU ARCP-119.9/306.9 EXIT-126.5/269.4 SAN FRANCISCO ARINC ARIP-131.95	200412
AR904	NW	KZOA	T	MQ	WGE	WGE	336.700	243.300	222	61	62	125	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	SAN FRANCISCO ARINC ARIP-131.95 HONOLULU ARCP-119.9/306.9 EXIT-126.5/269.4	200412
AR904	SE	KZOA	T	MQ	WGE	WGE	336.700	243.300	222	61	62	125	BT	FL230	FL270	BT	FL180	FL220				203 ARS/DOTS, HICKAM AFB, HI 96853-5109 448-8366 808-448-8366	SAN FRANCISCO ARINC ARIP-131.95 HONOLULU ARCP-119.9/306.9 EXIT-126.5/269.4	200412
AR9A	E	KZLC	T	US	WGE	WGE	238.900	292.600	111	21	30	093	BT	FL240	FL270	BT	FL310	FL330				120 FW Great Falls, IAP, MT 791-0192	Salt Lake City ARCP-251.1E EXIT-269.4E	200410
AR9A	W	KZLC	T	US	WGE	WGE	238.900	292.600	111	21	30	093	BT	FL240	FL270	BT	FL310	FL330				120 FW Great Falls, IAP, MT 791-0192	Salt Lake City ARCP-317.6W EXIT-251.1W	200410
ARA1	W	EGEG	B	UK	WGE	WGE	315.825	299.600			55	118	BT	FL180	FL280							ScATCC (MIL)	ScATCC ARIP-315.825	200505
ARA10	E	EGEG	B	UK	WGE	WGE	340.750	299.600			57	120	BT	FL80	FL260							Swanwick Military.	London Radar. ARIP-350.75	200604
ARA11	N	EGEG	B	UK	WGE	WGE	293.525	299.600			58	121	BT	FL80	FL235							Swanwick Military.	London Radar. ARIP-293.525	200506
ARA12	W	EGEG	B	UK	WGE	WGE	258.725	299.600			55	118	BT	FL70	FL280							Swanwick Military.	London Radar. ARIP-258.725	200506
ARA13	W	EGEG	B	UK	WGE	WGE	315.925	299.600			56	119	BT	FL150	FL240							Swanwick Military.	London Radar. ARIP-315.925	200506
ARA14		EGEG	B	UK	WGE	WGE	340.700	299.600			60	123	BT	FL80	FL240							London Radar.	London Radar. ARIP-340.7	200505
ARA2	W	EGEG	B	UK	WGE	WGE	293.525	299.600			56	119	BT	FL100	FL290							CRC Buchan until 1700 hrs (A).  ScATCC (MIL) after 1700 hrs (A).	ScATCC (MIL) ARIP-293.525	200505
ARA3	W	EGEG	B	UK	WGE	WGE	258.725	299.600			57	120	BT	FL100	FL290							CRC Buchan until 1700 hrs (A).  ScATCC (MIL) after 1700 hrs (A).	ScATCC (MIL) ARIP-258.725	200505
ARA4		EGEG	B	UK	WGE	WGE	315.925	299.600			61	124	BT	FL70	FL240							RAF Activity - CRC Buchan until 1700 hrs (A).  ScATCC (MIL) after 1700 hrs (A).	ScATCC (MIL) ARIP-315.925	200505
ARA5		EGEG	B	UK	WGE	WGE	290.975	299.600			58	121	BT	FL70	FL240							RAF Activity - CRC Buchan until 1700 hrs (A).  ScATCC (MIL) after 1700 hrs (A).	ScATCC (MIL) ARIP-290.975	200505
ARA6	E	EGEG	B	UK	WGE	WGE	340.700	299.600			60	123	BT	FL100	FL290							London Radar and ScATCC (MIL)	London Radar and ScATCC (MIL) ARIP-340.7	200505
ARA7	W	EGEG	B	UK	WGE	WGE	312.150	299.600			59	122	BT	FL100	FL290							London Radar.	London Radar. ARIP-312.15	200505
ARA8	E	EGEG	B	UK	WGE	WGE	315.825	299.600			55	118	BT	FL70	FL170							London Radar.	London Radar. ARIP-315.825	200505
ARA9	E	EGEG	B	UK	WGE	WGE	299.600						BT	2000	FL50							London Radar.	London Radar. ARIP-	200505
BRAVO		LIRR	T	IT	WGE	WGE	316.350	299.600					BT	FL210	FL230	BT	FL260	FL280				EUCARF WITH 14 DAYS ADVANCE NOTICE 314-480-7065	ROMA ACC/FIC	200410
CAROL	E	EHEH	T	NL	WGE	WGE							BT	FL260	FL290									200010
CAROL	W	EHEH	T	NL	WGE	WGE							BT	FL260	FL290									200010
CHEOLLIPO	N	RKRR	A	KS	WGE	WGE							BT	FL140	FL250							607 CPS/DOO 784-7045		200412
CHEOLLIPO	S	RKRR	B	KS	WGE	WGE							BT	FL140	FL250							607 CPS/DOO 784-7045		200412
COTTONTAIL	S	RORG	A	JA	TOY	WGE							AT	FL200								18 OG/OSCSS 634-4599	NAHA CONTROL, NAHA FIR MIYAKO E SECTOR.	200412
CRETE		LGGG	B	GR	WGE	WGE							BT	FL150	FL280									200010
DANDI	E	EGTT	T	UK	WGE	WGE							BT	FL250	FL270							3RD AIRFORCE MILDENHALL	LONDON RADAR AND COPENHAGEN CONTROL	199903
DELTA		LIRR	T	IT	WGE	WGE	316.350	299.600					BT	FL210	FL230	BT	FL260	FL280				EUCARF WITH 14 DAYS ADVANCED NOTICE 314-480-7065	ROMA ACC	200410
DOKDO		RKRR	A	KS	WGE	WGE							BT	00500	02000							607 CPS/DOO 784-7045		200412
FLAMBOROUGH	E	EGTT	T	UK	WGE	WGE							BT	FL250	FL270							3RD AIRFORCE MILDENHALL	LONDON RADAR AND SCOTTISH MIL	200503
FLAMBOROUGH	W	EGTT	T	UK	WGE	WGE							BT	FL250	FL270							3RD AIRFORCE MILDENHALL	LONDON RADAR AND SCOTTISH MIL	200503
GINI	NE	EDWW	A	GM	WGE	WGE							BT	FL270	FL300							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Lippe Monitor ARAP-345.15	200607
GRETCHEN	SE	EDMM	A	GM	WGE	WGE							BT	FL270	FL300							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Munchen Monitor ARAP-277.725/283.675	200607
GRETCHEN LOW	NE	EDMM	A	GM	WGE	WGE							BT	FL110	FL150							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Munchen Monitor ARAP-277.725/283.675	200607
GREYRABBIT	E	RORG	A	JA	TOY	WGE							AT	FL250								18 OG/OSCSS 634-4599	NAHA OCEANIC CONTROL, NAHA FIR, OKINO S SECTOR/MIYAKO W SECTOR/OKINO MAN SECTOR	200412
HANNA	N	EKDK	T	DA	EUR	WGE	362.750						BT	FL240	FL260								COPENHAGEN CONTROL	200009
ILL		LIRR	T	IT	WGE	WGE	388.850						BT	FL160	FL170							EUCARF WITH 10 DAYS NOTICE 314-480-7065	ROMA CONTROL/ROMA MIL	200410
JOJO	N	EDVV	A	GM	WGE	WGE							BT	FL270	FL300							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Lippe Radar ARAP-363.1	200607
KARPATHOS		LGGG	B	GR	WGE	WGE							BT	FL150	FL280									200010
KARY	N	RJTG	A	JA	TOY	WGE							BT	05000	FL400							35 OSS/OSCS 226-3841	SAPPORO CONTROL, TOKYO FIR/ MISAWA SECTOR.	200412
KARY	S	RJTG	A	JA	TOY	WGE							BT	05000	FL400							35 OSS/OSCS 226-3841	SAPPORO CONTROL, TOKYO FIR/ MISAWA SECTOR/HOKKAIDO S SECTOR.	200412
KIMLONG	NE	EDVV	A	GM	WGE	WGE							BT	FL270	FL300							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Lippe Monitor ARAP-345.15	200607
KIMSHORT	NE	EDVV	A	GM	WGE	WGE							BT	FL270	FL300							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Lippe Monitor ARAP-345.15	200607
LPD47	N	LPPP	A	PO	WGE	WGE	339.850	284.575			33	096	BT	FL150	FL230	AT	FL200						M. REAL APP 251.8M	200505
MAGGIE	N	EDBB	A	GM	WGE	WGE							BT	FL110	FL140							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Berlin Monitor ARAP-311.675	200607
MALLIPO	N	RKRR	A	KS	WGE	WGE							BT	FL140	FL250							607 CPS/DOO 784-7045		200412
MALLIPO	S	RKRR	B	KS	N	WGE							BT	FL140	FL250							607 CPS/DOO 784-7045		200412
MALTA	E	LMMM	T	MT	EUR	WGE	130.975						BT	FL150	FL270							Airspace Utilization and Coordination Cell (AUCC) Malta ATS.  356 2123 4623 or 3		200512
MALTA	W	LMMM	T	MT	EUR	WGE	130.975						BT	FL150	FL270							Airspace Utilization and Coordination Cell (AUCC), Mata ATS.  356 2123 4623 or 3		200512
NORTHSEA	N	EDWW	A	GM	WGE	WGE							BT	FL200	FL230							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Bremen Radar ARAP-363.1	200607
POLLY	E	EHEH	T	NL	WGE	WGE							BT	FL260	FL290									200010
POLLY	W	EHEH	T	NL	WGE	WGE							BT	FL260	FL290									200010
ROSY	N	EDWW	A	GM	WGE	WGE							BT	FL090	FL230							National Air Policing Center Germany - Flight Operations - von-Seydlitz-Kaserne,	Bremen TRAMON ARAP-280.7	200607
SANTAMARIA	E	LPPC	T	PO	EUR	WGE							AA	FL270								EUCARF	SANTA MARIA	199911
SANTAMARIA	W	LPPC	T	PO	EUR	WGE							AA	FL270										199911
SAXON	SW	EDMM	A	GM	WGE	WGE							BT	FL140	FL190							National Air Policing Center Germany -- Flight Operations -- von-Seydlitz-Kasern	Munchen Monitor ARAP-250.85	200610
SHOGUN	E	RJTG	A	JA	TOY	WGE							BT	FL220	FL270							18 OSS/OSCST 634-3814/4824	TOKYO CONTROL, KII SECTOR/FUKUOKA CONTROL, MINAMI-KY ISHU E SECTOR.	200412
SHOGUN	W	RJTG	A	JA	TOY	WGE							BT	FL220	FL270							18 OSS/OSCST 634-3814/4824	TOKYO CONTROL, KII SECTOR/FUKUOKA CONTROL, MINAMI-KY ISHU E SECTOR.	200412
SUNSHINE	N	RJTG	A	JA	TOY	WGE							BT	05000	FL400							35 OSS/OSCS 226-3841	SAPPORO CONTROL, TOKYO FIR/ MISAWA SECTOR/HOKKAIDO S SECTOR.	200412
SUNSHINE	S	RJTG	A	JA	TOY	WGE							BT	05000	FL400							35 OSS/OSCS 226-3841	SAPPORO CONTROL, TOKYO FIR/ HOKKAIDO S SECTOR/MISAWA SECTOR.	200412
TORIIGATE	N	RORG	A	JA	TOY	WGE							AT	FL230								18 OG/OSCST 634-3814/4824	NAHA CONTROL, NAHA FIR MIYAKO W SECTOR/MIYAKO MANUAL SECTOR/OCEANIC.	200412
TORIIGATE	S	RORG	A	JA	TOY	WGE							AT	FL230								18 OG/OSCST 634-3814/4824	NAHA CONTROL, NAHA FIR MIYAKO W SECTOR/MIYAKO MANUAL SECTOR/OCEANIC.	200412
UTE	SE	EDFF	A	GM	WGE	WGE							BT	FL130	FL230							National Air Policing Center Germany -- Flight Operations -- von-Seydlitz-Kasern	Langen Monitor ARAP-281.175	200610
