ARF_IDENT	DIRECTION	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
AR607		1	KZMP	CR PLAN MILITARY RADAR - Huntress Primary 364.2 as directed by military radar REFUELING ALTITUDES - and above TIMES OF OPERATION: Unlimited	200014
AR607		2	KZMP	REMARKS: Military radar or Minneapolis ARTCC radar must be operational to conduct air refueling.	200014
AR608		1	KZBW	CR PLAN MILITARY RADAR - Huntress Primary 364.2 TIMES OF OPERATION - Unlimited REMARKS: Boston ARTCC radar must be operational.	200105
AR609		1	KZBW	CR PLAN MILITARY RADAR - Huntress Primary 364.2 REFUELING ALTITUDES - 4000' required TIMES OF OPERATION - Unlimited REMARKS: Anchor area is located within the AKS 2 and 5 ATCAAs. Boston ARTCC radar must be operational.	200105
AR610A		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR610B		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR611A		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR611B		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR613		1	KZAB	TIMES OF OPERATION - Unlimited REMARKS: Track lies within the Morenci and Reserve ATCAA. Receivers entering the airspace must maintain the last assigned altitude until radio contact is established with the tankers. Aircraft required to hold	200009
AR613		2	KZAB	prior to refueling will do so on the CIE 023 radial between 52 and 62 DME, leftturns (south entry), and on the CIE 013 radial between 103 and 93 DME, left turns (north entry). Tanker aircraft entering the anchor from the north shall enter	200009
AR613		3	KZAB	via SJN direct to CIE 013/103 or TCS direct CIE 023/102, to avoid Cato MOA/ATCAA operations.	200009
AR614		1	KZHU	REFUELING ALTITUDES - or as assigned by ATC SCHEDULING UNIT - for Sat, Sun and hol 12 OSS/OSOA DSN 487-5580 (C210-652-5580) (During office hours 0800-1700 local Mon-Fri)	200009
AR614		2	KZHU	TIMES OF OPERATION: Unlimited REMARKS: Houston ARTCC radar must be operational. T-1 flights may operate Mondaythru Friday in AR614 at FL250B270.	200009
AR615		1	KZHU	TIMES OF OPERATION - As coordinated with ARTCC REMARKS: Anchor and AR302 shall not be scheduled simultaneously.	200009
AR616A		1	KZBW	TIMES OF OPERATION - Unlimited REMARKS: W102 High must be released to Boston ARTCC (Controlling Agency) during scheduled times of operation. Boston ARTCC radar must be operational.	200105
AR616B		1	KZBW	TIMES OF OPERATION - Unlimited REMARKS: Right hand pattern. W102 High must be released to Boston ARTCC (Controlling Agency) during scheduled times of operation.Boston ARTCC radar must be operational.	200105
AR617		1	KZMA	REFUELING ALTITUDES - or as assigned by ATC 4000' required TIMES OF OPERATION: Restricted from use 1700-2130Z++ daily. REMARKS: Miami ARTCC radar must be operational. Anchor will not be used when AR6	200012
AR617		2	KZMA	38 is active.	200012
AR618		1	KZMA	REFUELING ALTITUDES - or as assigned by ATC 4000' required TIMES OF OPERATION: Unlimited REMARKS: None	200009
AR619		1	KZMP	CR PLAN MILITARY RADAR - Big Foot Primary 364.3 or as directed by military radarREFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: Unlimited	200014
AR619		2	KZMP	REMARKS: Military radar or Minneapolis ARTCC radar must be operational to conduct refueling.	200014
AR62	E	1	CZCZ	REMARKS: Track comes within 12 NM of CYA 732 (controlled by Goose Bay).	200507
AR62	W	1	CZCZ	REMARKS: Track comes within 12 NM of CYA 732 (controlled by Goose Bay).	200507
AR620		1	KZMA	REFUELING ALTITUDES - or as assigned by ATC 4000' required TIMES OF OPERATION: Restrictions schedule use only 0000-0500Z++ daily REMARKS: Miami ARTCC radar must be operational. Holding at ARIP for receivers no	200012
AR620		2	KZMA	t authorized, if holding necessary, proceed to LAL 153/45 for holding.	200012
AR621		1	KZOA	CR PLAN MILITARY RADAR - Big Foot Primary 364.2 or as advised TIMES OF OPERATION- Unlimited REMARKS: (1)Do not file AR621 in route of flight on DD175. (Reference to AR621 should be noted in Remarks only). DD175 route of flight must reflect	200011
AR621		2	KZOA	: a.-Last fix. b.-Direct OAK VORTAC 276/60 (COAVE INT). c.-Direct W260. d.-Delaytime. e.-Direct OAK VORTAC 276/60 (COAVE INT). f.-Direct next fix. g.-Balance of route. (2)Random refueling in W260/W513 authorized when scheduled. (3)MRU serv	200011
AR621		3	KZOA	ice available when scheduled. Must be indicated in Remarks of DD175, Handoff to Big Foot, 364.2.	200011
AR623		1	KZAB	TIMES OF OPERATION: Unlimited REMARKS: Intended for use by B-1 aircraft and support tankers. Other aircraft permitted on non-interference basis. The 7 OSS/OSTC retains preemption authority.	200012
AR623		2	KZAB	Anchor Pattern turns are planned at a 15 deg bank angle (11 NM radius). Pattern Length: 130 NM; Width: 22 NM. For the purpose of separation between participating and non-participating acft, ATC shall regard AR623 as a linear refueling track	200012
AR623		3	KZAB	unless the pilot specifically requests AR623 as an anchor track prior to entering assigned airspace.	200012
AR624		1	KZLA	REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: Unlimited REMARKS: All aircraft should contact Los Angeles Center prior to exit.	200009
AR625H		1	KZOA	TIMES OF OPERATION - 0600-2200 Local unless otherwise coordinated REMARKS: Righthand pattern.	200010
AR625L		1	KZOA	TIMES OF OPERATION - 0600-2200 Local unless otherwise coordinated REMARKS: Righthand pattern.	200010
AR626		1	KZSE	CR PLAN MILITARY RADAR - Big Foot Primary AICC 364.2 or as assigned by ATC REFUELING ALTITUDES - or as assigned by ATC. SCHEDULING UNIT - Scheduling unit hours are 0700-1700 local Mon-Fri except holid	200014
AR626		2	KZSE	ays. TIMES OF OPERATION: Unlimited as coordinated with scheduling unit. REMARKS: Military radar or Seattle ARTCC radar must be operational to conduct re	200014
AR626		3	KZSE	fueling.	200014
AR627		1	KZJX	TIMES OF OPERATION: Continuous by schedule REMARKS: When Valdosta RAPCON is controlling AR627, frequencies will be 119.525 and 259.3. When Valdosta RAPCON's radar is out of service, AR627 is not availabl	200009
AR627		2	KZJX	e. To ensure Jacksonville Center/Valdosta APP CON computer interface, all tankers and non-347th Wg receivers must file flight plans to indicate delay at the TAY306/45 regardless of direction of entry. Restricted Area R3008D is capped at FL	200009
AR627		3	KZJX	180 when AR627 is in use. AR627 not available for use by transient units duringMoody AFB flying operations.	200009
AR628		1	KZSE	CR PLAN MILITARY RADAR - Long Racks Primary 337.4 Secondary 253.4 TIMES OF OPERATION: Unlimited REMARKS: Military radar or Seattle ARTCC radar must be operational to conduct re	200014
AR628		2	KZSE	fueling.	200014
AR629		1	KZMP	TIMES OF OPERATION: Minot AFB RAPCON Operating Hours as listed in IFR Supplement. Other times contact Minneapolis ARTCC 127.6 or 279.6. REMARKS: Air refueling will be conducted within the RAPCON airspace and RAPCON r	200106
AR629		2	KZMP	adar must be operational.	200106
AR630		1	KZSE	CR PLAN MILITARY RADAR - Big Foot Primary 252.0 Secondary 364.2 TIMES OF OPERATION: Unlimited REMARKS: None	200014
AR631		1	KZBW	CR PLAN MILITARY RADAR - Footrope Primary 301.6/314.2 TIMES OF OPERATION: Unlimited REMARKS: Anchor area is located within the Laser South ATC assigned airspace are	200105
AR631		2	KZBW	a.	200105
AR632		1	KZMP	CR PLAN MILITARY RADAR - Huntress Primary 364.2 Secondary as assigned by Huntress TIMES OF OPERATION: Unlimited	200014
AR632		2	KZMP	REMARKS: Contact Black Talon MOA Coordinator on 369.2 before entering SUA. EnterAR632 at or above FL 250, contact Steelgate on 385.7, 381.1, FM 40.45 or 40.65 prior to entering Garland North or South to confirm status of R4201A. AR632 must	200014
AR632		3	KZMP	be de-conflicted with adjacent AR107. Contact Alpena CRTC Airspace Scheduler.	200014
AR633A		1	KZTL	TIMES OF OPERATION: Unlimited REMARKS: None	200105
AR633B		1	KZTL	TIMES OF OPERATION: Unlimited REMARKS: None	200105
AR634		1	KZOA	CR PLAN MILITARY RADAR - Big Foot Primary 364.2 or as advised TIMES OF OPERATION: Unlimited REMARKS: (1)Do not file AR634 in route of flight on DD175. (Reference to AR634 u	200014
AR634		2	KZOA	se will be noted in Remarks only). DD175 route of flight must reflect: a.-Last fix. b.-Direct entry point: BSR VORTAC 228/25 (KIGHT INT); SNS VORTAC 267/52 (TOPLE INT); or PXN VORTAC 187/83 (HONDO INT). c.-Direct W283/W285A. d.-Delay time.	200014
AR634		3	KZOA	e.-Direct exit point (same as entry points). f.-Direct next fix. g.-Balance of route. (2)Random refueling in W283/W285A authorized when scheduled. (3)MRU service available when scheduled. Must be indicated in Remarks of DD175, Handoff to Bi	200014
AR634		4	KZOA	g Foot, 364.2.	200014
AR635		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR636		1	KZDC	CR PLAN MILITARY RADAR - Pyramid Primary 381.1 Secondary 390.0 Oak Grove Primaryas coordinated Secondary 364.2 Giant Killer Primary 238.1 REFUELING ALTITUDES - 3000' required as assigned by ATC	200012
AR636		2	KZDC	TIMES OF OPERATION: Unlimited REMARKS: Pyramid/Giant Killer radar must be operational. Tanker must check in/out with Giant Killer FACAFAC VACAPES 238.1 or 118.125. Simultaneous tankers only	200012
AR636		3	KZDC	with prior approval. Use may be restricted by other operations.	200012
AR637		1	KZKC	TIMES OF OPERATION: As scheduled REMARKS: Anchor is contained within West ATCAA and Lindbergh A ATCAA as described above, MARSA is applicable between refueling operations in AR637 and other sim	200009
AR637		2	KZKC	ultaneous activity in Lindbergh ATCAA. Kansas City ARTCC or military radar must be operational. Receiver aircraft transiting from Lindbergh ATCAA will utilize the ARIP at FAM 253/45. Navigation during refueling will adhere to the course lin	200009
AR637		3	KZKC	e described by the anchor pattern, including turn radii, unless clearance is obtained for random navigation in West ATCAA or Lindbergh A,B, C MOA/ATCAA. Clearance for navigation is described as airspace released in the Lindbergh MOA and/or	200009
AR637		4	KZKC	ATCAA for fighter operations. When airspace is released, AAR operations may be conducted as desired throughout the released Lindbergh Airspace Complex without further coordination from Kansas City Center (KCC) or Military Radar Unit (MRU).	200009
AR638		1	KZMA	REFUELING ALTITUDES - or as assigned by ATC 4000' required TIMES OF OPERATION: Unlimited REMARKS: Miami ARTCC radar must be operational. Anchor will not be used when AR6	200012
AR638		2	KZMA	17 is active.	200012
AR639		1	KZAB	TIMES OF OPERATION: Unlimited REMARKS: AR639 is located within Tombstone C MOA and ATCAA, R2303B/C and Libby ATCAA. Receiver holding point is DUG 258/30. Inbound course 078 degrees, left tur	200011
AR639		2	KZAB	ns.	200011
AR639A		1	KZAB	TIMES OF OPERATION - Unlimited REMARKS: AR639A and AR639 will not be used simultaneously. Receiver holding point is DUG 078/10. Inbound course is 078 degrees, left turn.	200011
AR640A		1	KZAU	CR PLAN MILITARY RADAR - Brochure Primary 298.775 Secondary 283.775 REFUELING ALTITUDES - and above TIMES OF OPERATION: As scheduled	200009
AR640A		2	KZAU	REMARKS: The anchor area is located within WIANG A, B and C ATC Assigned Airspace. All users must check in and check out with Phoenix on 346.525. When the rendezvous is controlled by the military radar unit, 298.775 283.775 will be used aft	200009
AR640A		3	KZAU	er checking in with Phoenix. For tanker directed rendezvous, the C/R Plan will be used.	200009
AR640B		1	KZAU	CR PLAN MILITARY RADAR - Brochure Primary 298.775 Secondary 283.775 REFUELING ALTITUDES - and above TIMES OF OPERATION: As scheduled	200009
AR640B		2	KZAU	REMARKS: The anchor area is located within WIANG A, B and C ATC Assigned Airspace. All users must check in and check out with Phoenix on 346.525. When the rendezvous is controlled by the military radar unit, 298.775 283.775 will be used aft	200009
AR640B		3	KZAU	er checking in with Phoenix. For tanker directed rendezvous, the C/R Plan will be used.	200009
AR641A		1	KZLA	TIMES OF OPERATION: As coordinated with 554 RS/RSOO REMARKS: When Nellis Control (ATC) is not in operation, Los Angeles Center will provide ATC clearance for tanker and/or receivers into/out of the Caliente ATCAA	200014
AR641A		2	KZLA	only. Aircraft operating in this anchor are MARSA with aircraft operating in adjacent Special Use Airspace IAW NAFB Sup 1, ARF 50-46. Radar monitoring requiredto conduct air refueling. 554 RS/RSOO Nellis AFB, NV, schedules and deconflicts	200014
AR641A		3	KZLA	the airspace only. Caliente ATCAA and the Desert MOA must be scheduled to use this anchor. Requirements for tanker support must be made through appropriate units. Pattern length: 30 NM; width 17 NM. Anchor area is located within the Calien	200014
AR641A		4	KZLA	te ATCAA/Desert MOA. Airspace to be protected will in no case extend beyond the lateral confines of the Caliente ATCAA/Desert MOA.	200014
AR642E	E	1	KZLC	CR PLAN MILITARY RADAR - Clover Control Primary 363.5 Secondary 134.1 TIMES OF OPERATION: Mon-Thu 1400-0700Z++, Fri 1400-0100Z++, Sat 1500-2400Z++; closed Sun.	200408
AR642E	E	2	KZLC	REMARKS: Refueling operations must be scheduled in advance with 388 RANS/RST DSN777-4401 during normal duty hours. Primary Boom frequency 305.5.	200408
AR642W	W	1	KZLC	CR PLAN MILITARY RADAR - Clover Control Primary 363.5 Secondary 134.1 TIMES OF OPERATION: Mon-Thu 1400-0700Z++, Fri 1400-0100Z++, Sat 1500-2400Z++; closed Sun.	200408
AR642W	W	2	KZLC	REMARKS: Refueling operations must be scheduled in advance with 388 RANS/RST DSN777-4401 during normal duty hours. Primary Boom frequency 305.5.	200408
AR643		1	KZDV	CR PLAN MILITARY RADAR - Primary 361.4 Secondary 395.1 or as assigned TIMES OF OPERATION: As coordinated with ARTCC REMARKS: Military radar must be operational. Denver ARTCC radar must be operatio	200012
AR643		2	KZDV	nal. Pattern Length: 52 NM; Width: 20 NM.	200012
AR644	N	1	KZAB	TIMES OF OPERATION - Continuous. Ltd. use weekdays (See Rmks) REMARKS: Track is normally closed to non-49 FW units SR-SS Mon-Fri. Anchor is scheduled on non-interference basis with 49 FW and White Sands Missile Range Operations. Cannot be s	200010
AR644	N	2	KZAB	cheduled if R5109A/B active or by other than 49 FW units if Beak or Cowboy ATCAAin use. Track use may be cancelled with little advance notice due to priority research and development operations. Specify North or South entry in request. All	200010
AR644	N	3	KZAB	initial scheduling requests should be forwarded to 49 OSS/OSOS for coordination. Caution: ARIP to ARCP headings are not parallel to track orientation.	200010
AR644	S	1	KZAB	TIMES OF OPERATION - Continuous. Ltd. use weekdays (See Rmks) REMARKS: Track is normally closed to non-49 FW units SR-SS Mon-Fri. Anchor is scheduled on non-interference basis with 49 FW and White Sands Missile Range Operations. Cannot be s	200010
AR644	S	2	KZAB	cheduled if R5109A/B active or by other than 49 FW units if Beak or Cowboy ATCAAin use. Track use may be cancelled with little advance notice due to priority research and development operations. Specify North or South entry in request. All	200010
AR644	S	3	KZAB	initial scheduling requests should be forwarded to 49 OSS/OSOS for coordination. Caution: ARIP to ARCP headings are not parallel to track orientation.	200010
AR645		1	KZSE	CR PLAN MILITARY RADAR - Big Foot Primary 252.0 Secondary 364.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: Mon-Fri 0700-1600 hours local	200009
AR645		2	KZSE	REMARKS: Military or Seattle ARTCC radar must be operational to conduct refueling.	200009
AR646		1	KZHU	TIMES OF OPERATION: As coordinated with ATC REMARKS: Restricted to Turbo Jet aircraft from 552 ACW. Houston ARTCC Radar mustbe operational.	200012
AR647		1	KZAB	CR PLAN MILITARY RADAR - (MAIN RECORD IS FOR LOW): (Mid) a.-295.4 b.-319.5 c.-1-3-2 d.-6/1 e.-52/115 (High) a.-283.9 b.-319.5 c.-1-3-1 d.-3/1 e.-30/93 MRU Primary High 254.5/120.55 Primary Mid/Low 264.7/120.55 or as assigned	200010
AR647		2	KZAB	TIMES OF OPERATION: Unlimited REFUELING ALTITUDES - (Low Block) 10,000/17,000 (Mid Block) FL 180/FL 230 (High Block) FL 240/FL 290	200010
AR647		3	KZAB	REMARKS: AR647 lies within the Sells MOA/ATCAA and Barry M. Goldwater Range (BMGR) airspace. All aircraft operating in the Sells MOA/ATCAA, the BMGR and AR647 will use the Gila Bend AFAF (Range Operations) current altimeter setting. Normall	200010
AR647		4	KZAB	y restricted to night time refueling only, due to heavy aerial activity within the Sells MOA/ATCAA and the BMGR, daytime refueling in AR647 will be scheduled only when authorized by the 56 RMO/ARO (Sked Unit). Contact Gila Bend Range Operat	200010
AR647		5	KZAB	ions on 120.55/264.125 prior to entering and exiting AR647. The Low and High blocks will not be scheduled at the same time. The receiver unit must coordinate MRU operations with O'Grady MRU (DSN 896-3882/3880) and the scheduled tanker unit.	200010
AR647A		1	KZAB	CR PLAN MILITARY RADAR - MRU 264.7/120.5 or as assigned TIMES OF OPERATION: See Remarks REMARKS: AR647A lies entirely within the Sells MOA. All aircraft operating in th	200107
AR647A		2	KZAB	e Sells MOA/ATCAA, and AR647A will use the Gila Bend AFAF (Range Operations) current altimeter setting. Unless specifically requested, approved, and scheduled by the 56 RMO/ASMS, AR647A is restricted for nighttime refueling by 355 WG A-10 a	200107
AR647A		3	KZAB	ircraft only. It is restricted to two nights per week due to other training requirements in the Sells MOA. AR647A will not be scheduled when AR647 low or mediumblocks are scheduled. Contact Gila Bend Range Operations on 120.55/264.125 prio	200107
AR647A		4	KZAB	r to entering and exiting AR647A. Due to other training in the Sells MOA/ATCAA at 15,000' and above aircraft entering and exiting AR647A must be between 10,000'and 14,000' unless Range Operations confirms that there is no other aircraft ac	200107
AR647A		5	KZAB	tivity in the Sells MOA/ATCAA. Tanker aircraft plan to enter/exit at the primaryentry/exit point TUS 269/55. Refueling aircraft scheduled for operations on theGoldwater Range may exit at the alternate entry/exit point TUS 269/85.	200107
AR648A		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR648B		1	KZLC	TIMES OF OPERATION: Unlimited REMARKS: None	200204
AR649		1	KZLA	TIMES OF OPERATION: As coordinated with 755 OSS. 755 OSS will schedule and coordinate Turtle MOA/ATCAA with MCAS YUMA. REMARKS: For simultaneous refueling within AR649, ZLA requires 3000' separation	200509
AR649		2	KZLA	between altitude blocks. EC-130H aircraft will normally enter at EED 109/23. Turtle MOA/ATCAA must be active for track use.	200509
AR650		1	KZAB	REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: Unlimited REMARKS: SODAR not authorized.	200012
AR651		1	KZLA	CR PLAN MILITARY RADAR - Beaver Control Primary 289.9 Secondary 120.85 or as assigned REFUELING ALTITUDES - or as assigned by FACSFAC San Diego	200010
AR651		2	KZLA	TIMES OF OPERATION: Unlimited as coordinated with FACSFAC San Diego REMARKS: AR651 is located within W291 ATC assigned airspace. Receiver Holding Point is NSD 207/44 N32-20-00 W119-00-00. Military radar (Beaver Control) must be	200010
AR651		3	KZLA	operational to conduct air refueling, FACSFAC San Diego will provide advisory service when possible. BEAVER TACAN NSD CH 86 located 11 NM S of NUC TACAN CH 123.	200010
AR652	N	1	KZAB	TIMES OF OPERATION: Continuous REMARKS: Anchor is scheduled on non-interference basis with Valentine MOA.	200010
AR652	S	1	KZAB	TIMES OF OPERATION: Continuous REMARKS: Anchor is scheduled on non-interference basis with Valentine MOA.	200010
AR652A		1	KZAB	TIMES OF OPERATION: Continuous REMARKS: For entry from the west-northwest. Track will not be used simultaneously with AR652 (North/South). Usage will be deconflicted with IR-178.	200105
AR652B		1	KZAB	TIMES OF OPERATION: Continuous REMARKS: For entry from the east-southeast. Track will not be used simultaneously with AR652 (North/South). Usage will be deconflicted with IR-178.	200105
AR653		1	KZKC	CR PLAN MILITARY RADAR - Jayhawk Primary 228.95 Secondary 303.0 TIMES OF OPERATION: As scheduled REMARKS: MARSA is applicable between refueling operations in AR653 and other sim	200014
AR653		2	KZKC	ultaneous activity in ADA East and West MOA/ATCAA. Kansas City ARTCC or Jayhawk military radar must be operational.	200014
AR654		1	KZSE	TIMES OF OPERATION: Unlimited REMARKS: This AR is restricted to aircraft deployed to WADS, Det 1 Close Air Support (CAS) Unit by FAA Letter of Agreement. Aircraft other than A-10s are requir	200013
AR654		2	KZSE	ed to coordinate 7 days in advance to schedule the AR654. FAA Seattle ARTCC may approve use on a case-by-case basis, contact WADS/DORS, McChord AFB for information. Anchor has right-hand pattern to expedite flow and allow tanker and receive	200013
AR654		3	KZSE	r to hold on PDT VORTAC 223/043 radial.	200013
AR655		1	KZMA	CR PLAN MILITARY RADAR - Alleycat 364.1 TIMES OF OPERATION: Unlimited as coordinated with scheduling unit REMARKS:	200012
AR657		1	KZLA	CR PLAN MILITARY RADAR - Beaver Control Primary 289.9 Secondary 118.65 REFUELING ALTITUDES - or as assigned by FACSFAC San Diego TIMES OF OPERATION: Unlimited as coordinated with FACSFAC San Diego	200014
AR657		2	KZLA	REMARKS: This is right-hand race track pattern. FACSFAC San Diego will provide exclusive use airspace to aircraft participating in air refueling operations, if required. FACSFAC San Diego radar must be operational and area must be VFR.	200014
AR658		1	KZAB	CR PLAN MILITARY RADAR - (High Block) a.-Primary 286.2 Back-up 347.2 b.-384.6 c.-1-1-4 d.-5/1 e.-33/96 (Low Block) a.-391.8 b.-318.0 c.-1-4-0 d.-3/1 e.-29/92 REFUELING ALTITUDES - (High Block) FL 240/FL 290 (Low Block) FL 180/FL 230 TIMES O	200011
AR658		2	KZAB	F OPERATION - Unlimited REMARKS: Receivers will hold at the ARIP (FL 240 High Block, FL 180 Low Block or as assigned by ATC) until cleared to the entry point bythe tanker aircraft.	200011
AR659		1	KZLC	CR PLAN MILITARY RADAR - Clover Control Primary 291.65 Secondary 134.1 TIMES OF OPERATION: Mon-Thu 1400-0700Z++, Fri 1400-0100Z++, Sat 1500-2400Z++; closed Sun.	200605
AR659		2	KZLC	REMARKS: Refueling operations must be scheduled in advance with 388 RANS/RST DSN777-4401 during normal duty hours. Primary Boom frequency 305.5.	200605
AR662V		1	KZOA	CR PLAN MILITARY RADAR - Use 129 RQW assigned frequencies TIMES OF OPERATION: Continuous REMARKS: Tanker aircraft pilots scheduled to operate within VFR Helicopter Refue	200011
AR662V		2	KZOA	ling Tracks/Anchors shall advise the FSS nearest the entry point, 5 minutes prior to entering and the FSS nearest the exit point, upon exiting.	200011
AR667		1	KZLA	TIMES OF OPERATION: 1600-0800Z++ Mon-Thu; 1600-0200Z++ Fri; 1800-0200Z++ Sat; 2100-0500Z++ Sun. (Hol hr) REMARKS: Radar monitoring required to conduct air refueling. RATCF radar must be	200203
AR667		2	KZLA	operational. Pattern length: 44 NM; width: 12 NM. To be used only by CSFWP Squadrons.	200203
AR669		1	KZKC	TIMES OF OPERATION - Unlimited REMARKS: Restricted for use by Vance AFB assignedaircraft and other AETC aircraft on non-interference basis. Kansas City ARTCC radar must be operational.	200010
AR672		1	KZAB	TIMES OF OPERATION: Intermittent by NOTAM ATC ASSIGNED AIRSPACE: AR672 lies entirely within the areas of Mt. Dora North High and Low MOA, Mt. Dora East High and Low MOA, and Mt. Dora West High and Low M	200208
AR672		2	KZAB	OA. REMARKS: Separate clearances are required to occupy Mt. Dora MOA and AR672. Clearance to occupy Mt. Dora may be scheduled through 27 OSS/OSOH, Cannon AFB, NM. A	200208
AR672		3	KZAB	ir refueling clearance may be obtained from ABQ ARTCC.	200208
AR674		1	KZAB	TIMES OF OPERATION - Intermittent by NOTAM REMARKS: For the purpose of separation between participating and non-participating aircraft, ATC shall regard AR674 as a linear refueling track unless the tanker or receiver pilot specifically requ	200009
AR674		2	KZAB	ests AR674 as an anchor track prior to entering assigned airspace. When ATC assigns AR674 as a linear track, participating aircraft will not deviate more than 3NM from depicted track nor reverse course without ATC clearance. Due to mountai	200009
AR674		3	KZAB	nous terrain KC-135 aircraft are restricted to a minimum base A/R altitude of 14,000'. Receiver toboggan training will be restricted to the northern leg betweenthe GUP 043/47 and the GUP 263/28 Navigation Points. KC-135s will not descend b	200009
AR674		4	KZAB	elow 13,000' during the toboggan.	200009
AR678		1	KZDV	TIMES OF OPERATION: Unlimited REMARKS: Must specify altitude block necessary to perform mission. Recommend tankers use South entry point. Maneuvering within orbit authorized. If the Powder R	200013
AR678		2	KZDV	iver Training complex is active (including the Gateway ATCAA), tankers must staySouth of the N44 latitude.	200013
AR716		1	KZMA	CR PLAN MILITARY RADAR - Barrie 325.8 Alley Cat 364.1 TIMES OF OPERATION - Unlimited as coordinated with the scheduling unit REMARKS: W168 is a joint use warning area, therefore the anchor area may only be used when W168 is released to the	200010
AR716		2	KZMA	Using Agency, except as specified by Miami ARTCC/9th AIR FORCE Letter Of Agreement.	200010
AR717A		1	KZSE	CR PLAN MILITARY RADAR - Big Foot (WADS) 271.0 REFUELING ALTITUDES - or as assigned by ATC SCHEDULING UNIT - Scheduling unit hours are 0700-1700 local Mon-Fri except holid	200011
AR717A		2	KZSE	ays TIMES OF OPERATION: Unlimited as coordinated with scheduling unit REMARKS: Pattern length - 70 NM; width - 20 NM; inbound course to Anchor Point 0	200011
AR717A		3	KZSE	68. Anchor area is located within ATC Assigned Airspace. Military radar or Seattle ARTCC radar must be operational to conduct refueling.	200011
AR717B		1	KZSE	CR PLAN MILITARY RADAR - Big Foot (WADS) 271.0 REFUELING ALTITUDES - or as assigned by ATC SCHEDULING UNIT - Scheduling unit hours are 0700-1700 local Mon-Fri except holid	200011
AR717B		2	KZSE	ays. TIMES OF OPERATION: Unlimited as coordinated with scheduling unit REMARKS: Pattern length - 70 NM; width - 20 NM; inbound course to Anchor Point 0	200011
AR717B		3	KZSE	68. Anchor area is located within ATC Assigned Airspace. Military radar or Seattle ARTCC radar must be operational to conduct refueling.	200011
AR719		1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200012
AR719		2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200012
AR720	NE	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC. TIMES OF OPERATION: As coordinated with ARTCC.	200010
AR720	NE	2	PAZA	REMARKS: Weather briefing agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200010
AR720	SW	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION - As coordinated with ARTCCREMARKS: Weather briefing agencies should request mission forecast support from	200010
AR720	SW	2	PAZA	Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to missionbrief time.	200010
AR721	NE	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION - As coordinated with ARTCCREMARKS: Weather briefing support agencies should request mission forecast supp	200011
AR721	NE	2	PAZA	ort from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior tomission brief time.	200011
AR721	SW	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION - As coordinated with ARTCCREMARKS: Weather briefing support agencies should request mission forecast supp	200011
AR721	SW	2	PAZA	ort from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior tomission brief time.	200011
AR722	NE	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200012
AR722	NE	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200012
AR722	SW	1	PAZA	CR PLAN MILITARY RADAR - Top Rocc Primary 269.9 Secondary 364.2/126.2 REFUELING ALTITUDES - or as assigned by ATC TIMES OF OPERATION: As coordinated with ARTCC	200012
AR722	SW	2	PAZA	REMARKS: Weather briefing support agencies should request mission forecast support from Alaska Forecast Unit at DSN 317-552-2719/2382 at least 8 hours prior to mission brief time.	200012
